Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
94743,Reallinks,matrix compelling architectures,1,0,12992
19810,Buzzbean,reinvent revolutionary solutions,1,1,52989
49563,Edgeblab,enhance web-enabled web-readiness,1,1,63609
39899,Shuffledrive,evolve bleeding-edge methodologies,1,0,53424
3654,Thoughtstorm,drive global relationships,1,0,23592
63880,Buzzbean,mesh enterprise systems,0,0,45465
20725,Skyble,architect distributed applications,1,1,32747
86207,Dazzlesphere,iterate frictionless relationships,1,1,52310
38758,JumpXS,visualize cutting-edge schemas,1,0,52401
20077,Zoomdog,deliver wireless infrastructures,0,0,16304
38341,Meemm,drive transparent markets,1,1,11151
30862,Pixoboo,aggregate virtual solutions,1,1,59622
88361,Realcube,reintermediate seamless metrics,0,0,52383
12534,Skimia,matrix viral e-business,1,0,6182
37857,Agimba,architect scalable web-readiness,1,1,938
83745,Muxo,repurpose plug-and-play e-markets,1,1,51748
664,Skipfire,empower 24/365 schemas,0,0,96821
46405,Eire,recontextualize magnetic platforms,1,0,47405
69801,Mybuzz,enhance transparent platforms,1,0,35194
5858,Dynabox,synthesize next-generation e-markets,1,0,953
15259,Jetpulse,target vertical infrastructures,1,1,54215
13420,Feednation,deploy 24/7 deliverables,0,0,56613
73522,Oyoyo,embrace real-time synergies,0,1,36158
44362,Rhyloo,deliver out-of-the-box convergence,1,0,83521
50675,Ooba,empower end-to-end web services,1,0,4031
17329,Miboo,leverage next-generation platforms,0,0,60133
43972,Photolist,brand magnetic infomediaries,0,0,30125
41858,Wordpedia,leverage rich infrastructures,0,0,84369
7348,Podcat,syndicate rich schemas,0,1,65392
7270,Topiczoom,innovate real-time e-business,0,0,90974
68904,Talane,deploy extensible architectures,0,1,93489
86782,Eazzy,brand interactive e-tailers,0,1,8876
13854,Kimia,deliver enterprise content,0,0,3932
42386,Gabtype,seize clicks-and-mortar content,0,0,51754
33774,Jaxbean,synthesize magnetic applications,1,1,27404
48829,Vimbo,productize scalable e-services,0,1,93345
13933,Brainlounge,repurpose sexy eyeballs,1,0,16619
75719,Flipstorm,scale leading-edge communities,1,1,79716
95905,Fivechat,streamline strategic synergies,0,1,95754
36363,Rhynyx,brand vertical schemas,0,1,70065
19971,Flashdog,synergize distributed methodologies,0,0,4359
50711,Demivee,visualize cutting-edge web services,1,0,2634
410,Edgeclub,envisioneer interactive portals,1,0,58884
57401,DabZ,innovate bleeding-edge users,1,1,62744
51976,Jatri,strategize wireless vortals,0,1,74303
25729,Lazz,morph visionary relationships,1,1,60333
49928,Yambee,productize distributed web services,1,1,60981
44277,Mycat,empower best-of-breed technologies,1,0,68330
71455,Skajo,revolutionize bleeding-edge channels,0,1,21574
69547,Kazio,implement cross-platform vortals,0,0,89211
96164,Brightdog,facilitate value-added action-items,1,0,4210
7749,Centimia,iterate cutting-edge systems,0,0,54718
14840,Bluezoom,orchestrate proactive markets,0,1,52833
59271,Realmix,leverage customized architectures,0,0,24137
16834,Skipfire,matrix user-centric e-commerce,1,1,17745
25344,Eire,incubate cross-platform content,1,1,1451
18265,Ntag,seize visionary ROI,0,1,87282
52728,Rhyzio,transition cutting-edge infrastructures,1,1,15489
11335,Skyndu,aggregate frictionless functionalities,0,1,98455
56537,Topicstorm,iterate bricks-and-clicks supply-chains,0,1,43598
90273,Voolith,incentivize sexy e-tailers,1,0,28616
43499,Rhyzio,strategize plug-and-play functionalities,1,0,49888
26938,Twitterlist,syndicate transparent convergence,0,0,78573
63568,Rhynyx,harness turn-key e-business,0,0,92586
49350,Thoughtblab,harness transparent synergies,0,0,93690
87017,Lazzy,repurpose clicks-and-mortar partnerships,1,0,80722
42421,Topicshots,architect user-centric schemas,1,0,38028
82273,Tagtune,integrate dynamic functionalities,0,1,4081
12384,Buzzdog,utilize clicks-and-mortar portals,0,1,2016
48193,Oyoloo,redefine turn-key networks,0,1,3553
18738,Kwideo,strategize e-business networks,0,1,72686
88178,Eidel,harness out-of-the-box eyeballs,0,0,26845
90463,Youfeed,cultivate web-enabled vortals,1,1,14414
59602,Wordpedia,whiteboard strategic action-items,1,0,15680
1761,Jabbersphere,orchestrate viral paradigms,1,1,46189
90250,Centimia,reintermediate innovative vortals,1,1,18793
44006,Cogilith,engage visionary e-tailers,1,1,6806
94306,Yozio,reinvent cross-media e-markets,0,1,35769
3288,Jabbertype,maximize wireless models,1,1,45585
46306,Twitterbridge,envisioneer bricks-and-clicks applications,0,0,74096
14833,Lazz,cultivate intuitive communities,0,1,39291
38237,Devcast,productize seamless interfaces,1,1,96634
31361,Zooveo,target next-generation paradigms,0,1,93295
89453,Abatz,leverage plug-and-play paradigms,1,0,61701
44740,Tambee,facilitate turn-key action-items,0,0,79751
94565,Photobean,strategize user-centric eyeballs,1,1,93515
60729,Trilia,architect extensible action-items,0,1,1781
32395,Vimbo,morph sticky paradigms,0,0,20391
8860,Edgepulse,aggregate proactive e-commerce,0,0,93652
72449,Flashpoint,deliver sticky functionalities,0,0,9457
39931,Skibox,empower customized networks,0,1,87084
82735,Gabtune,brand 24/7 methodologies,0,1,58718
86398,Linktype,scale dynamic bandwidth,0,0,4506
13324,Layo,optimize collaborative vortals,1,0,4214
86161,Jaxbean,target cutting-edge methodologies,0,1,55567
47675,Dazzlesphere,synergize killer e-tailers,0,1,85714
6220,Youspan,redefine cross-media synergies,0,0,91958
29610,Thoughtbridge,utilize front-end schemas,1,1,23933
37690,Zoonoodle,deploy collaborative functionalities,0,1,94948
8565,Skaboo,whiteboard 24/365 mindshare,0,1,25965
23983,Thoughtstorm,brand integrated e-commerce,0,0,27511
3302,Eidel,integrate rich models,1,0,86504
84869,Realcube,synthesize world-class paradigms,0,1,13530
64178,Shuffledrive,scale sticky vortals,1,1,62179
89498,Quatz,enhance cross-platform solutions,1,1,60770
6849,Demivee,enhance cutting-edge action-items,0,1,58462
79560,Eazzy,drive 24/7 portals,1,0,85587
93688,Linktype,empower next-generation users,0,1,66346
1487,Topiclounge,engineer robust experiences,1,0,40917
43170,Mydeo,architect enterprise models,0,0,57302
90611,Jatri,brand B2C deliverables,1,1,72425
60427,Skinix,benchmark clicks-and-mortar technologies,0,0,2794
22128,Topicblab,generate cross-platform solutions,0,1,32223
4659,Miboo,leverage open-source portals,1,0,49196
69766,Shuffledrive,orchestrate turn-key e-markets,0,0,53252
14202,Edgetag,cultivate efficient networks,1,1,40697
23740,Cogilith,enhance next-generation e-markets,1,0,79241
44775,Bubbletube,engage turn-key web-readiness,0,0,96976
92575,Katz,incentivize plug-and-play methodologies,1,0,93141
19984,Cogidoo,strategize open-source niches,1,1,2451
87229,Zoomzone,facilitate compelling supply-chains,0,1,70696
91851,Vidoo,seize B2C mindshare,0,1,9158
94579,Skimia,brand next-generation niches,0,1,15524
90792,Skidoo,deploy vertical content,0,0,15807
72396,Ntag,deliver value-added web services,0,0,69014
54079,Babblestorm,grow extensible experiences,0,1,54364
28000,Zoovu,incubate open-source solutions,1,0,59600
96698,Buzzster,evolve extensible synergies,0,0,73764
72706,Buzzdog,architect cross-media models,0,1,68572
29384,Wordpedia,productize efficient applications,1,0,60881
34078,Edgeclub,empower collaborative convergence,0,0,42804
43462,Yodo,envisioneer customized supply-chains,0,0,51150
21149,Yozio,transition dynamic interfaces,1,1,45109
6902,Kazu,harness frictionless eyeballs,1,1,35582
42786,Voolia,utilize compelling models,0,1,91106
40341,Camido,grow strategic e-business,0,0,5654
23712,Abatz,harness scalable solutions,0,1,74419
50623,Photofeed,facilitate real-time models,0,1,58439
2730,Twimbo,facilitate 24/365 bandwidth,1,0,39197
40688,Oozz,empower compelling supply-chains,0,1,94335
55346,Twitterwire,grow extensible paradigms,0,1,86649
19790,Fivebridge,productize 24/365 supply-chains,1,1,65724
12854,Dabvine,utilize holistic systems,0,1,74838
23578,Browsedrive,maximize B2C mindshare,1,1,43430
36421,Vimbo,e-enable 24/7 methodologies,0,0,2949
1515,Aibox,engage wireless networks,0,0,25089
24015,Photospace,utilize synergistic schemas,0,0,64743
82098,Jabberstorm,transition 24/7 eyeballs,1,1,15921
10170,Twitterbeat,strategize cross-media interfaces,1,1,62308
43860,Feedfire,exploit intuitive paradigms,1,1,37344
89783,Gevee,embrace sexy convergence,0,1,6898
25415,Demimbu,deliver clicks-and-mortar partnerships,1,0,49289
54427,Youopia,transition sticky platforms,1,1,54988
12903,Realbuzz,leverage dot-com deliverables,1,0,2879
15405,Innotype,e-enable cross-platform bandwidth,0,1,65428
78694,Voolith,extend next-generation networks,0,0,32274
27081,Mynte,facilitate revolutionary models,0,0,16321
18043,Dabshots,deploy sexy initiatives,1,0,42707
73010,Meezzy,incentivize proactive e-services,0,0,28027
77268,Roombo,expedite viral web-readiness,0,1,30393
48778,Skyba,e-enable cross-media architectures,0,0,26631
29086,Jaxspan,repurpose 24/365 infomediaries,0,1,41596
43791,Skalith,incentivize integrated convergence,0,0,10098
65826,Fatz,cultivate open-source experiences,1,1,35228
69191,Wikizz,reinvent cross-platform mindshare,1,0,16442
5735,Oyoyo,whiteboard scalable eyeballs,0,1,28744
1007,Skivee,redefine mission-critical initiatives,0,1,82378
92177,Quimm,optimize mission-critical systems,1,0,94816
93662,Oyoba,expedite interactive relationships,0,0,49099
68882,Fanoodle,revolutionize world-class solutions,1,1,53688
32797,Roomm,transition front-end partnerships,1,0,25189
13615,Kanoodle,matrix bricks-and-clicks applications,1,1,7455
56763,Topiclounge,deploy front-end initiatives,1,0,9531
40562,Tagpad,scale wireless models,1,0,96559
87350,Rhynoodle,integrate ubiquitous web services,1,1,92984
45453,Demivee,drive next-generation applications,1,0,42798
27284,Kayveo,enhance transparent applications,0,1,92581
43415,Yakitri,visualize customized infomediaries,0,1,83920
16202,Meedoo,engineer back-end technologies,0,0,34058
45732,Gabspot,e-enable transparent e-business,1,1,13011
54940,Twitterworks,redefine web-enabled e-tailers,1,1,17507
18759,Rhynyx,facilitate strategic web-readiness,1,0,22199
56736,Kwideo,revolutionize customized e-commerce,0,0,49448
94077,Livefish,optimize extensible applications,1,1,32194
32181,Meejo,morph real-time portals,1,1,68174
10554,Riffpedia,evolve front-end e-services,1,0,48216
45706,Fivechat,leverage out-of-the-box communities,0,0,13880
51997,Tagopia,harness virtual users,0,1,71610
50661,Wikibox,mesh revolutionary infrastructures,1,1,79026
86138,Demizz,benchmark e-business mindshare,1,1,96645
20641,Yotz,redefine clicks-and-mortar systems,0,1,8658
34464,Browsedrive,unleash dynamic bandwidth,1,0,93565
26523,Topdrive,reintermediate sticky bandwidth,1,0,62490
45155,Brainverse,implement bleeding-edge platforms,1,1,90186
26362,Thoughtstorm,streamline web-enabled niches,1,0,76892
26682,Thoughtstorm,matrix sexy web services,0,1,23551
68890,Vitz,redefine real-time functionalities,1,1,79722
46608,Browseblab,matrix seamless metrics,0,1,39175
30576,Mydo,visualize best-of-breed e-markets,0,1,50150
71199,Gabtype,synergize impactful supply-chains,1,0,66401
47502,Thoughtstorm,maximize proactive portals,1,0,59849
80407,Kaymbo,innovate extensible markets,1,0,35660
34703,Browsedrive,harness rich portals,0,1,70727
96524,Gigaclub,disintermediate leading-edge supply-chains,1,0,36547
16305,Jaxspan,cultivate leading-edge e-tailers,0,0,669
115,Dabfeed,optimize granular eyeballs,0,0,30473
59500,Jazzy,drive one-to-one e-commerce,1,1,63955
73201,JumpXS,integrate mission-critical vortals,0,0,71426
45921,Blognation,streamline wireless schemas,1,1,28611
15508,Pixoboo,cultivate end-to-end e-commerce,0,1,23829
61953,Quamba,monetize turn-key deliverables,0,1,53602
61013,Centimia,empower dynamic web services,1,0,85268
36772,Photobean,orchestrate frictionless bandwidth,1,1,82793
61315,Photolist,enhance robust initiatives,0,1,73660
3357,Katz,evolve open-source web-readiness,1,1,56249
51805,Avaveo,integrate strategic web-readiness,0,1,52723
27525,Yakidoo,transition next-generation e-business,0,1,53619
41857,Gigabox,deploy web-enabled content,1,1,93648
74395,Skimia,empower killer eyeballs,1,0,58119
90630,Dynazzy,enhance ubiquitous partnerships,1,0,22118
65030,Riffpath,enhance world-class e-business,1,0,78370
74178,Jabbertype,expedite cross-platform interfaces,1,1,25043
59087,Kazio,benchmark out-of-the-box interfaces,0,0,87393
75396,Layo,embrace value-added web-readiness,1,1,31271
39101,Bubblemix,leverage innovative systems,0,0,6075
81057,Thoughtblab,monetize 24/365 channels,0,1,73184
64860,Realcube,harness dot-com channels,1,1,21535
57581,Babblestorm,aggregate virtual supply-chains,0,1,37861
89352,Ozu,innovate bleeding-edge channels,0,0,45452
88219,Buzzdog,scale world-class users,1,1,76113
69684,Youopia,extend clicks-and-mortar web services,0,1,20008
19829,Quimm,engage out-of-the-box technologies,0,0,46034
80059,Browsetype,expedite ubiquitous content,1,0,55790
60307,Roodel,transition strategic mindshare,0,1,47581
70412,Katz,evolve visionary action-items,0,0,28709
91653,Mynte,strategize 24/7 architectures,0,0,46678
74591,Midel,unleash B2B initiatives,1,0,86200
76153,Avaveo,monetize B2C solutions,1,0,60843
53633,Yacero,incentivize extensible architectures,0,0,96915
68367,Voolia,engage next-generation action-items,0,0,97673
49863,Pixonyx,exploit frictionless users,0,0,61333
64800,Skilith,scale dynamic channels,1,1,63519
66876,Twimm,maximize vertical technologies,1,0,76015
64022,Youbridge,generate extensible paradigms,0,0,91709
89290,Leexo,integrate cross-media paradigms,1,0,79178
57550,Skilith,recontextualize e-business experiences,0,1,27887
21296,Meevee,streamline plug-and-play e-commerce,1,0,89503
39157,Skinte,repurpose innovative solutions,0,1,38607
7405,Fadeo,embrace innovative e-commerce,0,1,14546
35321,Bubblemix,monetize cutting-edge content,0,0,17539
46879,Voonte,envisioneer 24/7 e-services,0,1,5606
46650,Jetpulse,redefine end-to-end schemas,1,1,43164
92052,Youbridge,morph bricks-and-clicks technologies,0,0,49184
30454,Voonix,transition integrated supply-chains,0,0,46393
42727,Feedspan,expedite efficient partnerships,1,1,32929
82045,Zoozzy,recontextualize value-added networks,1,1,88350
62507,Gabtype,scale seamless partnerships,1,0,16897
50184,Browseblab,maximize killer e-markets,0,0,41441
55168,Jamia,utilize 24/7 channels,1,1,46535
21068,Voomm,productize sticky eyeballs,1,0,7861
36642,Tanoodle,iterate scalable solutions,0,0,67129
55343,Realpoint,aggregate leading-edge functionalities,0,1,321
50325,Wikivu,utilize dynamic methodologies,0,1,3189
88511,Pixonyx,grow efficient infomediaries,1,0,88223
34242,Digitube,embrace e-business networks,1,0,64616
44696,Eamia,transition seamless e-markets,0,0,52894
86823,Topicshots,extend integrated schemas,1,1,47272
22024,Yata,strategize scalable initiatives,1,0,39054
74402,Blogpad,grow cutting-edge niches,0,0,60825
96552,Flipbug,integrate seamless users,0,0,92637
64503,Zoomcast,extend web-enabled ROI,1,1,87011
19830,Aimbu,strategize dot-com infrastructures,0,1,24448
86464,Yoveo,recontextualize proactive partnerships,0,1,54052
75471,Trudeo,maximize integrated solutions,1,1,51140
29065,Agivu,optimize front-end platforms,0,0,70238
30020,Thoughtblab,facilitate bricks-and-clicks markets,1,0,6717
88747,Oloo,scale e-business portals,1,0,1682
45215,Flashspan,incentivize synergistic schemas,0,0,47455
33759,Layo,transition open-source portals,0,1,39734
83167,Skyndu,incubate visionary channels,0,0,97254
6532,Thoughtstorm,scale extensible experiences,0,1,51372
13057,Trunyx,revolutionize robust models,1,1,21076
54945,Blogtags,maximize viral synergies,1,1,56081
10163,Centimia,recontextualize value-added content,1,0,73027
55017,Npath,integrate cross-platform applications,1,1,44113
67960,Divanoodle,innovate B2B initiatives,1,1,99066
12298,Browsecat,brand end-to-end supply-chains,1,0,33003
21428,Dynabox,empower real-time functionalities,1,0,42631
26527,Quinu,aggregate bricks-and-clicks interfaces,1,0,98948
35043,Oozz,empower impactful users,0,1,5172
80848,Thoughtbeat,redefine cross-platform eyeballs,0,0,7538
56259,Katz,target integrated mindshare,0,0,70650
4392,Npath,synthesize leading-edge schemas,1,0,2378
73429,Thoughtbridge,incentivize wireless platforms,0,0,8054
85797,Demimbu,incubate ubiquitous e-commerce,1,0,35402
3992,Zoonder,cultivate dot-com interfaces,0,1,28725
47479,Youbridge,exploit sexy supply-chains,1,0,78333
84375,Photobug,envisioneer wireless e-commerce,0,1,61871
666,Kwinu,evolve dynamic partnerships,1,1,89265
52595,InnoZ,extend e-business platforms,1,1,4400
70056,Divanoodle,exploit viral channels,0,1,83882
47757,Vinder,exploit customized vortals,1,1,59626
17038,Plambee,exploit cross-platform web-readiness,1,0,77146
44557,Quaxo,maximize global systems,1,1,81225
67430,Avamm,e-enable bricks-and-clicks convergence,1,0,10314
27339,Voonyx,mesh vertical communities,0,0,28115
88621,Ozu,aggregate transparent infomediaries,1,1,71568
24837,Tazzy,engage compelling web-readiness,1,1,93496
53326,Talane,whiteboard open-source infomediaries,0,0,61125
14493,Meezzy,exploit holistic infrastructures,1,1,41540
72238,Ailane,transition bricks-and-clicks technologies,0,1,52313
44052,Fanoodle,productize cross-platform metrics,1,0,31949
49743,Minyx,maximize dynamic vortals,1,0,97808
35142,Meevee,grow holistic web services,1,1,95428
34596,Yadel,leverage end-to-end web services,1,0,80950
80402,Roomm,expedite clicks-and-mortar functionalities,1,0,4053
31491,Viva,implement cross-media markets,1,1,45048
38367,Thoughtstorm,unleash customized technologies,0,1,28284
122,Mynte,implement holistic web services,1,1,84533
34753,Feednation,utilize interactive portals,0,1,42830
90470,Buzzdog,incentivize mission-critical interfaces,1,0,32429
22933,Skippad,whiteboard scalable schemas,0,1,29209
4167,Minyx,enable granular bandwidth,0,0,32901
65736,Roomm,embrace cross-media supply-chains,1,0,5945
92553,Oyonder,disintermediate scalable content,1,0,153
88125,Shuffledrive,disintermediate B2C markets,1,0,53727
45098,Quatz,grow real-time methodologies,1,1,91160
95860,Browsetype,enable customized solutions,0,1,19756
2502,Aivee,redefine user-centric channels,0,1,71954
32730,Einti,synthesize web-enabled content,0,1,92228
83441,Innotype,grow customized infomediaries,1,0,84657
45922,Youfeed,reinvent integrated synergies,0,0,51406
60406,Wordpedia,orchestrate bleeding-edge niches,0,0,21948
92964,Flashdog,aggregate next-generation web services,0,1,81232
6880,Flipstorm,deploy end-to-end solutions,1,0,89062
59800,Mybuzz,seize one-to-one e-markets,0,0,80068
36810,Skyba,target next-generation interfaces,0,1,24227
16811,Jaxnation,brand user-centric partnerships,1,1,88379
25631,Twitterbridge,syndicate robust channels,1,0,45001
33023,Yoveo,drive turn-key methodologies,0,0,19800
9502,Yata,incubate transparent networks,1,1,37396
12807,Dabfeed,reintermediate e-business models,0,1,13453
21572,Skilith,scale world-class vortals,1,0,45236
4000,Lajo,seize collaborative vortals,0,1,21446
70058,Podcat,integrate granular mindshare,1,0,81809
27393,Kwilith,seize impactful functionalities,0,1,83560
256,Fivechat,unleash revolutionary web services,1,0,38234
45696,Tazzy,monetize extensible models,1,0,28776
36201,Kamba,maximize visionary applications,0,0,12190
29882,Zoonoodle,strategize proactive solutions,0,1,2840
69619,Ooba,utilize 24/365 markets,1,1,24128
63844,Bluejam,brand plug-and-play applications,1,0,92049
81735,Aimbo,revolutionize extensible networks,0,1,36267
70541,Browsebug,enhance intuitive metrics,1,1,94191
32747,Tekfly,architect bleeding-edge communities,0,0,66207
72352,Flashspan,engineer granular paradigms,1,1,44741
14984,Quaxo,empower e-business functionalities,0,1,54246
88971,Kare,maximize web-enabled methodologies,0,1,69620
29110,Katz,harness user-centric functionalities,0,0,25550
85984,Meevee,expedite strategic infrastructures,1,0,75628
90220,Realmix,innovate user-centric solutions,0,0,63002
32736,Kazio,evolve cross-media mindshare,1,0,61333
93055,Trudoo,iterate clicks-and-mortar infomediaries,1,0,55246
17885,Linktype,redefine magnetic applications,1,1,14184
3296,Layo,disintermediate bricks-and-clicks infomediaries,1,0,38284
22248,Linkbridge,benchmark B2C technologies,0,1,21631
13023,Wordify,deliver rich niches,0,1,41864
1389,Kanoodle,monetize holistic supply-chains,0,0,89018
43664,Youopia,disintermediate value-added markets,1,0,44153
70111,Divavu,engage proactive applications,1,0,69041
87127,Twinder,unleash real-time infomediaries,1,1,49796
21750,Browsebug,enable global e-services,1,0,70832
33408,Trupe,synergize revolutionary interfaces,1,1,4352
23891,Tanoodle,integrate plug-and-play e-tailers,1,0,44154
56593,Topiclounge,extend end-to-end experiences,0,0,20906
67830,Feedspan,orchestrate holistic convergence,0,0,74222
94119,InnoZ,expedite vertical partnerships,0,1,69903
44795,Trupe,morph ubiquitous schemas,0,0,35420
44990,Katz,deliver 24/365 e-tailers,0,1,97922
35414,Abatz,e-enable clicks-and-mortar e-markets,1,0,77987
76720,Edgetag,transform wireless web services,0,1,19524
40572,Midel,matrix out-of-the-box mindshare,1,0,59413
72799,Demimbu,enable impactful experiences,0,1,50608
89068,Gigazoom,visualize efficient schemas,0,1,44664
75840,Voonte,iterate extensible technologies,1,0,82850
5044,Tazzy,integrate distributed systems,1,0,8181
74299,Wordware,syndicate value-added systems,0,1,59553
72941,Leexo,grow bricks-and-clicks solutions,0,1,39084
53975,Tavu,innovate innovative web services,0,0,13613
53818,Babbleset,morph open-source mindshare,1,1,72032
56439,Quimm,generate mission-critical web services,0,0,63356
88558,Thoughtstorm,recontextualize collaborative interfaces,0,0,39180
20706,Fivebridge,innovate revolutionary action-items,0,0,83016
93341,Rhybox,iterate turn-key web-readiness,1,0,5483
22417,Yabox,leverage granular channels,0,1,93752
78636,Fliptune,disintermediate enterprise e-commerce,1,0,74467
31718,Janyx,synthesize web-enabled models,1,1,4705
47151,Eazzy,reinvent intuitive solutions,1,1,28438
80726,Livepath,strategize transparent synergies,0,1,56118
7541,Twitterlist,optimize granular users,1,1,62355
396,DabZ,enhance scalable communities,0,1,56325
94019,Dabshots,integrate bricks-and-clicks e-business,1,0,19549
67557,Youspan,leverage extensible schemas,0,0,85806
77170,Shufflester,cultivate user-centric bandwidth,0,0,67761
21323,Realblab,e-enable magnetic supply-chains,1,0,72406
43468,Zooxo,utilize B2B communities,0,1,34384
78698,Nlounge,repurpose next-generation users,0,0,90674
70488,Shufflebeat,orchestrate best-of-breed schemas,0,0,81725
28077,Oloo,integrate turn-key deliverables,0,1,27885
35190,Gigashots,incentivize turn-key communities,1,1,55176
76155,Photobean,transition enterprise architectures,0,0,59623
42536,Mita,exploit viral e-services,1,1,71275
54830,Nlounge,target mission-critical relationships,0,1,44562
8961,Gigaclub,e-enable killer eyeballs,1,0,96756
37842,Avamba,unleash customized systems,0,1,34897
83340,Tagtune,enhance web-enabled mindshare,0,0,82309
17843,Thoughtstorm,revolutionize global users,0,1,19565
48589,Snaptags,recontextualize seamless e-markets,1,0,45495
62494,Twiyo,transform distributed channels,1,0,76257
86349,Wordware,exploit user-centric interfaces,0,1,89484
59272,Realbuzz,grow intuitive infrastructures,0,1,66783
42150,Zoonoodle,harness bricks-and-clicks methodologies,0,0,43815
74586,Fliptune,incentivize granular e-markets,0,0,85032
73929,Roombo,drive best-of-breed metrics,1,1,12038
8062,Zooveo,morph intuitive e-services,1,1,33131
82099,Skyndu,extend innovative relationships,1,0,94047
80375,Jaxbean,utilize ubiquitous channels,0,1,13529
77174,Yamia,scale one-to-one convergence,0,0,92379
32619,Skipfire,implement B2B mindshare,0,0,57255
68703,Demimbu,embrace distributed methodologies,1,0,7035
87059,Yambee,deliver dot-com e-business,0,1,11405
32348,Quatz,target seamless mindshare,1,1,84643
27436,Edgeclub,architect distributed metrics,0,1,85903
93784,Twiyo,cultivate one-to-one models,1,1,70804
67647,Topicstorm,streamline e-business eyeballs,0,1,20806
19275,Centidel,brand e-business deliverables,1,1,84972
18418,Bubblemix,extend cross-platform synergies,0,0,69884
8832,Bluejam,visualize web-enabled convergence,0,0,45469
36690,Tagtune,embrace scalable channels,0,1,16878
1576,Pixope,repurpose turn-key markets,0,1,19855
23176,Meevee,streamline rich initiatives,1,1,29807
