Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
50017,Voonte,exploit B2C experiences,1,1,22208
22192,Meevee,incubate bricks-and-clicks markets,0,0,2288
16919,Skinte,envisioneer clicks-and-mortar architectures,0,0,5864
37241,Youbridge,reintermediate dot-com systems,0,0,62263
74429,Skipfire,orchestrate wireless deliverables,1,0,86560
31089,Realfire,expedite turn-key schemas,1,0,85073
8443,Skipstorm,engineer dot-com methodologies,1,1,53435
86908,Jabbersphere,e-enable dot-com metrics,1,1,31351
78577,DabZ,reintermediate bleeding-edge metrics,0,1,31795
71438,Quatz,utilize rich functionalities,0,1,44694
37242,Feedfish,harness seamless systems,0,1,5658
29577,Quatz,unleash integrated metrics,1,0,9666
47679,Twitterbeat,leverage sexy action-items,0,0,80832
95880,Voomm,deliver 24/7 ROI,1,0,48382
38113,Youbridge,benchmark web-enabled initiatives,1,1,76163
23380,Demizz,transition ubiquitous relationships,0,0,95338
19574,Gevee,strategize revolutionary e-business,0,0,62946
15020,Tekfly,empower leading-edge experiences,1,1,24862
72941,Riffpath,redefine synergistic networks,0,1,2843
87754,Livetube,transition end-to-end e-tailers,0,0,21756
53952,Tagpad,enable innovative experiences,0,1,50621
68631,Feedmix,unleash leading-edge initiatives,0,1,46887
19667,Realcube,empower best-of-breed schemas,1,1,8117
90129,Jabbercube,enable open-source e-services,1,0,69722
37356,Innotype,enhance synergistic deliverables,0,0,35531
70100,Meejo,strategize extensible interfaces,0,1,30674
81003,Voolia,optimize synergistic communities,1,0,51447
10217,Yodel,repurpose distributed e-business,0,1,55324
81018,Realcube,transition strategic communities,0,0,54147
32772,Aimbo,whiteboard value-added metrics,1,0,51991
64314,Jabbertype,drive 24/7 supply-chains,0,0,27523
37629,Blogtags,incentivize revolutionary metrics,0,0,30461
20355,Rhynyx,revolutionize integrated niches,0,0,19702
10951,Gigabox,cultivate e-business ROI,1,1,77409
68600,Blogpad,target granular markets,1,1,9378
95426,Skinder,aggregate magnetic methodologies,0,1,51482
72184,Eabox,deliver granular functionalities,0,1,5942
78531,Jayo,aggregate e-business niches,0,1,10333
1791,Quamba,synergize collaborative schemas,1,0,92789
46513,Photobean,whiteboard enterprise channels,1,1,30169
189,Quimm,utilize magnetic eyeballs,0,0,92420
34335,Wikivu,iterate leading-edge web services,0,0,79930
24403,Centidel,transition world-class metrics,1,0,19197
16513,Quimba,harness 24/7 niches,0,0,58903
70095,Aimbo,implement magnetic e-markets,1,1,77934
36892,Livetube,streamline cross-platform mindshare,1,0,59118
16597,Avamm,iterate dot-com initiatives,1,1,83027
