Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
93443,Wordtune,grow proactive web-readiness,1,0,67879
16052,Rhynoodle,maximize plug-and-play interfaces,1,1,14900
20566,Gigazoom,repurpose strategic supply-chains,0,0,3257
32416,Oba,aggregate vertical initiatives,1,0,53438
24591,Skajo,deploy transparent web-readiness,1,0,35037
84696,Skalith,cultivate scalable metrics,1,1,23140
68541,Skibox,maximize leading-edge communities,1,0,47224
45516,Babbleset,synergize web-enabled convergence,0,0,53660
9577,Livepath,whiteboard efficient channels,0,1,38820
84096,Ozu,enhance distributed systems,1,0,98264
44096,Pixonyx,benchmark granular paradigms,1,0,36493
74644,Devcast,extend distributed e-commerce,0,1,21383
96303,Mynte,implement open-source communities,1,0,93255
86361,Skipstorm,recontextualize value-added niches,0,1,86448
29166,Jatri,target magnetic paradigms,1,0,55195
6894,Livepath,innovate compelling schemas,0,0,92023
39573,Innojam,redefine next-generation applications,1,0,38827
42279,Blognation,utilize end-to-end infomediaries,0,0,43280
45863,Cogilith,expedite frictionless architectures,1,1,7185
9650,Youopia,e-enable cross-media supply-chains,1,0,25474
34394,Brightbean,architect sticky experiences,0,0,62742
23473,Podcat,recontextualize B2B e-services,1,0,71830
87373,Zoombox,brand 24/365 synergies,1,0,95842
687,Pixope,reintermediate plug-and-play interfaces,1,1,16993
37641,Jaxspan,unleash wireless models,1,0,89649
75991,Skiba,enhance bricks-and-clicks networks,0,1,81371
741,Trudeo,synthesize interactive users,0,0,14120
39772,Jetwire,disintermediate revolutionary relationships,0,0,45004
5657,Gigaclub,implement compelling e-markets,1,1,46831
39796,Centimia,enable vertical markets,1,0,57184
21789,Oloo,reintermediate back-end synergies,0,0,3518
56615,Meejo,reinvent bleeding-edge relationships,0,0,85028
10,Realcube,integrate one-to-one synergies,0,0,65560
43609,Kwideo,drive bleeding-edge eyeballs,0,0,16236
45857,Leenti,implement rich action-items,0,0,42388
47447,Skyndu,streamline seamless e-business,1,0,47850
91924,Jayo,expedite virtual mindshare,0,0,82313
89442,Dabshots,aggregate killer functionalities,1,0,24334
11476,Voomm,scale transparent vortals,0,0,3211
57417,Wordify,empower scalable deliverables,0,1,67815
30948,Fiveclub,benchmark killer technologies,1,0,64199
22882,Eire,disintermediate seamless methodologies,1,1,87646
22108,Devpoint,matrix frictionless eyeballs,0,0,84498
91067,Eimbee,extend one-to-one niches,1,1,37569
64190,Oyonder,utilize innovative methodologies,1,0,32092
63480,Rooxo,deliver wireless convergence,0,0,62003
24844,Yodel,productize intuitive infrastructures,0,0,77230
53753,Centizu,envisioneer web-enabled niches,0,0,35857
23979,Wordify,redefine world-class markets,0,1,79472
61146,Demizz,engage 24/365 initiatives,1,0,62769
85616,Browsetype,recontextualize best-of-breed supply-chains,1,0,79578
32347,Edgepulse,innovate transparent web services,1,0,65190
4587,Jabbercube,enable granular models,0,0,14065
8319,Skyndu,whiteboard 24/365 e-business,1,0,49002
70452,Twinder,enable rich convergence,1,0,8907
