Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
10292,Tekfly,utilize wireless mindshare,0,0,91332
31777,Wikizz,redefine cross-platform web services,0,1,38463
20230,Edgeclub,syndicate integrated paradigms,1,0,19934
18506,Trupe,aggregate magnetic platforms,0,1,5165
19311,Centidel,reinvent real-time mindshare,1,0,18870
77497,Meeveo,seize best-of-breed bandwidth,1,0,22053
30017,Mita,deliver web-enabled experiences,0,1,17976
74437,Wikivu,envisioneer next-generation communities,1,1,30290
50814,Twitterbeat,utilize frictionless platforms,0,1,2008
17036,Wikido,utilize efficient methodologies,0,1,89530
1606,Oyoba,e-enable e-business web services,0,1,81252
38493,Rhybox,productize robust e-services,1,1,48813
62788,Devpulse,reinvent global eyeballs,0,0,67732
46208,Shufflebeat,maximize synergistic e-tailers,0,1,40697
86060,Aimbo,empower bleeding-edge technologies,1,0,72379
23917,Meejo,deploy global bandwidth,0,1,61111
7465,Zoombeat,recontextualize integrated eyeballs,0,0,69013
26918,Photobug,benchmark dynamic niches,1,0,33580
92865,Centizu,unleash revolutionary web services,1,0,86147
51660,Blogtag,utilize world-class initiatives,0,1,94076
35013,Trupe,optimize wireless solutions,0,1,89226
38504,Meedoo,recontextualize end-to-end technologies,0,1,24718
80927,Voonte,iterate e-business e-services,1,0,80002
70981,Brainsphere,exploit distributed functionalities,0,1,35359
30883,Vinte,disintermediate revolutionary niches,0,0,60179
49479,Oyonder,facilitate user-centric platforms,1,1,86869
75807,Meejo,cultivate web-enabled vortals,0,1,7936
81406,Eimbee,mesh global schemas,0,0,43412
35726,Photospace,reintermediate impactful content,0,1,78784
68251,Photobug,maximize strategic applications,0,0,91424
6108,Livepath,implement wireless deliverables,0,0,46173
74787,Browsebug,visualize seamless e-commerce,0,0,78935
39968,Oyoloo,deliver bricks-and-clicks paradigms,1,1,81931
57635,Brightbean,grow intuitive partnerships,0,0,45944
8567,Ntag,revolutionize open-source eyeballs,0,0,40156
20061,Dabshots,incentivize value-added infrastructures,1,0,8808
60668,Aibox,engineer distributed e-tailers,1,1,41141
37951,Fliptune,deploy front-end models,0,1,63335
28476,Npath,utilize next-generation applications,0,1,67687
56135,Quinu,whiteboard customized mindshare,1,1,67384
66435,Teklist,exploit turn-key platforms,1,0,33235
80036,Twinder,e-enable B2C partnerships,1,1,85863
6499,Linklinks,orchestrate proactive e-markets,0,0,36974
69847,Jabbertype,scale customized platforms,0,0,88638
