Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
76960,Cogilith,target intuitive e-markets,1,1,26070
82282,Babbleblab,iterate open-source vortals,1,0,66156
68328,Livefish,morph global bandwidth,0,1,26989
32221,Vidoo,implement compelling web services,1,0,57863
59397,Eire,repurpose value-added eyeballs,1,1,56012
47563,Browsetype,seize 24/7 interfaces,0,0,45673
2417,Katz,e-enable innovative deliverables,1,0,13538
14697,Meevee,morph open-source communities,0,1,63785
34742,Jabberstorm,expedite global infrastructures,0,1,6413
68239,Oyoyo,seize magnetic e-tailers,0,0,8454
67597,Wordware,cultivate sexy ROI,1,1,41491
35826,Thoughtmix,incubate visionary metrics,1,0,17257
41280,Geba,architect virtual methodologies,1,1,62264
47329,Edgepulse,extend integrated applications,0,0,83937
94547,Skiba,synergize frictionless schemas,1,0,7034
4216,Kayveo,leverage robust eyeballs,1,0,32777
86242,Quatz,integrate magnetic content,1,1,38011
96928,Vimbo,innovate collaborative metrics,0,1,83998
65297,Roodel,seize open-source schemas,1,1,33069
52376,Avamm,incubate holistic channels,0,1,82931
92630,Riffwire,orchestrate holistic vortals,1,0,12540
10362,Divavu,deploy vertical paradigms,1,1,49670
34041,Buzzbean,integrate bricks-and-clicks systems,1,0,74080
35215,Flashdog,integrate mission-critical initiatives,1,0,43517
42645,Skimia,generate sticky markets,0,0,73857
78763,Mudo,redefine leading-edge partnerships,1,1,37833
35132,Brightdog,matrix ubiquitous eyeballs,1,1,98266
46987,Quatz,recontextualize 24/7 communities,0,1,70516
9102,Browseblab,morph frictionless platforms,1,1,33803
39842,Rhyzio,disintermediate wireless infrastructures,0,0,64602
85052,Leexo,aggregate e-business synergies,1,1,66805
55159,Oyonder,deliver dynamic e-markets,0,0,54327
54687,Oyonder,monetize efficient action-items,0,1,38505
51330,Jabberstorm,whiteboard best-of-breed systems,0,1,60547
89487,Yamia,implement compelling infomediaries,1,1,27175
2387,Thoughtsphere,grow distributed action-items,0,0,87947
51183,Twimm,grow collaborative channels,1,0,37724
66478,Eimbee,transform 24/7 infomediaries,0,1,814
75801,Zooxo,synthesize synergistic interfaces,1,1,10476
95503,Youfeed,synergize wireless relationships,1,0,50
48748,Nlounge,deliver front-end e-commerce,1,0,91756
2113,Ntags,revolutionize back-end markets,0,0,76108
44647,Yambee,syndicate cross-platform supply-chains,1,0,82197
28854,Wordtune,streamline sticky systems,0,1,86982
28457,Youspan,aggregate cutting-edge platforms,1,0,9609
95051,Agimba,unleash rich portals,0,0,90336
57987,Brightbean,envisioneer distributed synergies,1,1,76414
17165,Tekfly,revolutionize user-centric portals,1,0,68277
47461,Dabshots,evolve seamless experiences,1,1,35989
31047,Riffpedia,engineer e-business initiatives,1,0,68988
52610,Fivebridge,embrace 24/365 applications,0,1,97249
96092,Gigazoom,implement interactive e-services,0,0,26888
52726,Bubblemix,orchestrate B2C experiences,0,1,33409
50667,Dabfeed,redefine strategic content,1,1,799
2614,Cogibox,streamline web-enabled experiences,0,1,76665
68393,Skinix,target global niches,0,0,66210
27134,Eidel,streamline holistic experiences,0,0,12681
