Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
9521,Lazzy,extend sticky markets,1,0,77629
4260,Eadel,reintermediate plug-and-play channels,1,0,93854
87751,Demivee,target open-source action-items,1,0,2318
26825,Yacero,engineer scalable convergence,1,1,36019
4967,Ntag,incubate killer e-tailers,0,0,83078
27498,Lazz,deliver world-class convergence,1,0,77692
71746,Skiptube,morph B2B solutions,1,1,97001
22833,Riffwire,monetize mission-critical e-business,0,0,9563
58612,Izio,productize B2C paradigms,0,1,76943
92172,Thoughtstorm,reintermediate world-class niches,1,1,48261
62234,Edgepulse,streamline web-enabled e-business,1,0,41764
5744,Twitterbeat,transform out-of-the-box convergence,1,1,81834
50979,Zoomzone,optimize one-to-one infrastructures,1,0,81206
51563,Ozu,deliver robust technologies,0,1,95784
30053,Innojam,embrace wireless solutions,0,0,54851
7561,Eayo,monetize next-generation experiences,1,1,80343
54956,Mymm,incubate next-generation eyeballs,1,0,17871
27733,Babbleblab,empower frictionless infrastructures,1,0,51284
90742,Realfire,deliver global convergence,0,0,8490
45477,Vimbo,productize holistic mindshare,1,0,56105
86781,Realbuzz,target real-time experiences,1,1,65641
12068,Thoughtbeat,deploy clicks-and-mortar eyeballs,1,1,20707
14923,Dynabox,extend virtual mindshare,0,1,46241
55987,Avamm,deliver proactive content,1,1,40422
50429,Kwideo,orchestrate rich platforms,0,0,50969
62107,Feedspan,grow sexy vortals,0,1,70405
95154,Pixoboo,reinvent revolutionary action-items,1,0,5599
1936,Shuffletag,iterate real-time e-markets,0,1,53153
9344,Photolist,enhance leading-edge users,0,1,86720
62280,Centidel,visualize back-end networks,0,0,88445
19767,Roodel,enhance sticky vortals,1,1,50021
61938,Meetz,transition user-centric infomediaries,1,1,18012
44109,Ntags,iterate back-end content,1,1,53595
82145,Pixoboo,engineer next-generation e-services,1,0,87807
93238,Gevee,e-enable sticky architectures,0,0,20938
46262,Janyx,harness seamless vortals,1,1,37754
55253,Skibox,syndicate back-end synergies,1,0,54620
61427,Thoughtstorm,e-enable B2C e-commerce,0,0,12533
4266,Photobug,aggregate intuitive schemas,1,1,10174
41990,Youopia,reinvent magnetic schemas,1,0,19317
85987,Voomm,aggregate web-enabled web services,0,1,38277
69529,Skinte,matrix open-source applications,1,0,4939
72874,Fatz,monetize proactive communities,1,1,1133
53411,Rooxo,deploy revolutionary functionalities,1,1,91615
31140,Youfeed,maximize cutting-edge technologies,1,0,42141
84910,Pixope,revolutionize B2C models,0,0,3038
87295,BlogXS,synthesize bricks-and-clicks systems,1,1,11005
57845,Browsezoom,integrate holistic applications,0,0,53622
35838,Yakitri,envisioneer global schemas,0,1,4392
73730,Quinu,evolve interactive e-tailers,0,1,85079
12424,Kimia,aggregate rich applications,0,0,97142
43996,Camido,whiteboard robust schemas,1,1,53416
70532,Yoveo,transform seamless content,0,1,92598
88209,Voonix,unleash frictionless e-tailers,1,0,24479
86683,Vipe,grow world-class initiatives,1,1,70497
68520,Babbleset,seize sexy web services,0,0,37256
10966,Skyba,harness one-to-one experiences,0,0,66532
35479,Quatz,maximize out-of-the-box partnerships,1,0,5988
23649,Zava,generate enterprise portals,1,0,19417
35715,Skiptube,disintermediate revolutionary users,1,1,8678
86574,Kanoodle,synergize extensible e-markets,1,0,47011
78162,Oloo,evolve ubiquitous vortals,1,0,56738
52450,Tagpad,generate sticky niches,1,0,83376
13265,Kaymbo,deploy bricks-and-clicks infomediaries,0,0,85289
93240,Twinte,repurpose clicks-and-mortar eyeballs,0,0,46581
22415,Jaxworks,scale 24/7 technologies,1,1,2051
94333,Riffwire,reintermediate wireless e-commerce,1,1,55241
29296,Quaxo,orchestrate killer deliverables,0,1,63672
80340,Photojam,visualize global experiences,0,1,88063
74567,Vimbo,iterate extensible relationships,1,0,11796
37764,Skinte,aggregate impactful infomediaries,0,0,38312
91253,Yadel,deploy wireless networks,1,1,29120
20618,Gigazoom,incubate holistic web-readiness,1,0,46439
91046,Kwimbee,transition cross-platform web-readiness,0,1,16980
72127,Dazzlesphere,envisioneer holistic solutions,0,0,79663
64649,Minyx,cultivate out-of-the-box functionalities,0,1,85836
13823,Kare,mesh bricks-and-clicks systems,1,0,92567
83099,Shuffledrive,architect robust infrastructures,1,0,52608
17229,Shuffledrive,streamline e-business platforms,1,1,43894
85667,Miboo,orchestrate seamless e-commerce,1,0,80869
80271,Flashspan,reintermediate wireless applications,1,1,55032
38659,Tazzy,benchmark open-source interfaces,1,1,26417
87279,Cogibox,synergize distributed supply-chains,1,1,57420
45635,Eire,revolutionize impactful e-commerce,0,0,43731
33708,Quamba,exploit distributed infomediaries,1,0,7149
68847,Jaxworks,utilize killer systems,0,0,78695
91717,Thoughtbridge,extend magnetic e-markets,0,1,66563
7461,Yamia,matrix magnetic e-tailers,0,0,88190
88966,Topicblab,revolutionize real-time initiatives,0,1,94532
4203,Chatterpoint,drive open-source niches,0,0,31879
25319,Thoughtmix,leverage vertical applications,0,1,6348
13718,Divavu,optimize leading-edge infrastructures,0,0,68783
