Movie_Id,Genre_Id
9167,46
52396,43
65989,108
56907,154
2187,21
54525,86
35859,170
38580,83
37052,128
66297,231
46235,32
82581,43
75627,72
61536,33
72827,218
77974,134
60102,158
45683,132
39338,139
41426,16
36341,108
1256,30
70660,126
14766,9
53396,198
91670,135
6784,116
62179,30
28161,212
62469,134
66641,224
55123,213
17735,123
17813,78
16902,221
6055,47
4505,166
71657,174
79604,154
1011,194
66435,190
57205,96
21468,173
73402,61
21050,112
58038,241
6047,150
29174,67
68680,235
43424,197
13559,154
47032,134
52948,189
23523,34
53241,123
2412,79
73012,161
74925,91
72380,121
94633,123
81705,79
76445,162
91244,167
67263,143
41214,139
73685,170
61274,213
1970,141
9390,211
56079,137
68149,129
76743,218
81028,222
54034,163
91173,198
40520,153
4400,222
9830,12
39490,60
40354,241
90518,244
20682,44
7310,177
7887,43
78283,121
66361,194
58348,154
84794,242
87975,104
37900,113
42481,133
7966,63
2053,80
29174,180
29857,165
68187,147
64952,110
51338,123
67506,63
34023,80
47627,80
95639,184
34075,117
88122,193
24547,116
8186,119
58565,100
16910,16
33387,171
47193,122
81899,112
38096,244
4148,49
71803,110
84764,78
7295,22
85315,237
84573,202
72397,134
60193,42
3312,16
24951,220
21430,122
65955,188
95014,150
62370,125
9464,155
79172,164
6509,24
1789,42
17689,38
31021,171
91189,197
87505,61
31595,200
54544,58
43576,29
80897,176
10698,138
3744,32
28563,49
6848,15
80626,113
65760,25
85313,67
35482,94
32946,83
57482,66
49592,80
68733,59
14718,73
61367,208
4805,65
77307,48
56994,35
43199,123
82362,80
42043,60
93108,197
41213,106
63473,230
43772,98
31659,119
92887,71
57943,17
93141,159
26656,171
73636,163
39026,14
85764,93
23537,235
36593,201
215,110
18475,89
36809,224
79416,116
95489,185
80877,48
78342,186
37092,180
44400,122
44889,145
2280,5
85121,144
24340,56
47418,110
77885,193
39757,140
51535,186
20677,93
89820,136
33134,89
11388,2
16893,159
70484,172
13111,150
95948,11
93754,104
525,130
34547,99
55065,88
88652,71
68833,85
96341,101
16809,5
25676,100
11923,199
88019,214
12106,159
39980,41
67229,141
4311,121
46899,77
87089,23
39156,18
75257,118
44331,4
81847,57
21248,157
76497,212
23861,138
59207,78
36761,56
77748,212
81254,124
13347,37
10881,6
43231,193
17771,178
70342,237
39446,185
17965,110
8862,13
43273,93
4475,86
17738,215
60601,25
68315,153
34195,23
39656,166
67974,104
78659,186
67513,104
36315,132
19102,66
59615,163
91933,200
75204,73
29216,70
56428,194
30539,48
39184,140
69657,143
58334,80
4515,3
66246,227
69744,110
34447,160
45025,242
21094,103
8424,224
60238,1
41575,79
18695,241
88728,234
39641,110
68338,178
56837,10
66882,119
44214,233
94013,171
41372,73
35927,171
80759,239
88748,177
86321,184
56587,20
12060,152
318,243
89065,111
63678,206
95961,75
7280,111
74998,39
60259,173
19071,120
94281,59
53725,165
13160,99
67399,132
41539,180
52343,112
81532,61
4063,90
81975,225
84298,161
61658,178
30190,112
37872,38
85080,190
94151,47
82156,145
46770,57
83008,227
89184,202
21629,116
43176,114
29571,209
91371,205
47436,38
94079,109
79238,132
53835,134
28623,139
73038,227
67760,31
6788,140
18319,40
94134,50
85378,56
45613,22
36513,94
75972,131
41716,59
78845,62
92545,24
33231,100
60162,154
38950,220
66782,85
34557,96
28498,203
82549,209
5932,183
80147,145
55234,8
92354,155
63466,240
33967,228
50898,66
4914,84
85812,137
77370,131
74319,110
70473,62
26832,43
30988,3
96713,55
60379,111
36430,205
34559,80
66229,137
29679,98
21267,35
37834,82
68562,48
84947,237
23800,161
93301,97
53823,58
91296,164
10151,143
13324,126
36347,57
82049,66
13773,193
68260,230
16263,45
62464,21
48511,100
76519,223
11607,133
37659,127
62134,28
4211,113
52988,114
76120,3
71256,223
84872,55
6664,201
27154,12
34952,86
10003,120
94037,121
509,131
45808,222
59177,145
35515,60
59197,7
54074,190
20104,142
20680,28
68214,86
84749,6
8031,51
42317,211
95861,12
81684,104
59861,172
25193,1
87836,237
92927,89
91913,206
28965,160
53140,128
80128,98
66966,144
94728,29
42704,135
88382,109
40606,82
39994,201
75603,157
29954,90
17285,54
55934,105
63573,47
57609,202
85545,41
28180,54
16337,12
58205,146
74253,243
35542,94
88160,144
37340,197
89142,170
45808,43
37669,209
47553,4
7530,39
7974,28
15968,18
92116,74
77426,39
24242,180
8747,147
35095,17
69580,190
25697,149
95971,133
73112,61
19804,230
73860,142
95616,46
12032,174
76952,8
49704,200
96009,75
27431,25
71858,182
41057,21
96966,65
64660,3
8789,241
14818,4
94692,77
5464,44
88866,183
26543,4
40763,199
9662,121
39122,44
19356,180
30257,4
1771,60
80303,199
94527,203
20532,130
83746,101
61816,49
69470,243
26987,57
14665,32
43706,55
33120,99
59990,176
66133,109
80477,17
17337,103
19784,78
46403,213
81089,186
35393,203
57782,44
54565,186
54592,80
31743,61
60949,106
42841,19
89109,1
56722,127
14577,20
58399,77
31907,207
168,198
25204,64
62096,54
62592,80
21611,85
9246,76
38068,51
1602,98
78422,166
55807,209
57829,146
26387,213
22231,224
7337,198
23596,95
62455,52
8366,190
33841,22
72874,10
46822,168
74312,45
1194,72
27769,8
81784,215
45864,123
28642,151
72918,12
61927,24
88796,122
61515,93
52216,38
89270,46
37383,133
70946,207
72446,126
81639,177
15513,220
75014,145
32266,149
34346,239
17379,193
1765,168
24448,76
1028,177
42510,129
6216,200
89235,197
56347,108
88188,90
66153,128
55416,15
93055,210
4420,14
4299,216
46672,102
88052,149
13096,224
13757,195
50239,160
1337,242
63481,1
96270,116
7050,232
5825,142
49366,204
69982,70
92611,16
54115,140
74681,211
12607,128
61896,15
74576,213
87531,191
54784,34
58211,125
22108,220
38190,227
13499,91
49112,73
1627,141
17731,139
80267,45
25361,142
48333,18
7467,212
49999,64
77452,71
12521,155
33245,15
29985,58
24714,144
92215,96
2231,117
83896,103
61445,40
57948,97
95360,228
77284,88
30633,1
7327,52
95633,238
31309,71
93755,105
7193,66
56563,105
61189,77
37814,8
1331,21
30053,67
64815,38
6040,3
64528,89
26293,158
38914,50
35402,84
42738,36
19522,12
36037,181
5228,13
65265,152
85886,143
8057,92
93635,179
96142,43
72383,161
54905,171
81932,128
6693,200
18122,91
72808,203
19189,222
40648,201
84111,78
46985,179
6920,43
11922,231
80309,117
88034,23
54207,10
91931,94
55668,181
30178,40
58882,102
37345,48
69539,189
95507,32
35318,157
64162,29
68952,236
15452,30
5311,37
29819,232
25616,66
12259,59
29374,150
17664,142
14433,71
34500,96
63182,206
36148,232
37064,107
81058,73
88091,17
32473,1
68200,143
41875,170
54289,207
68860,164
67754,3
46766,152
28720,114
26905,48
58800,59
22208,194
89895,156
8613,210
27524,202
90557,190
17159,131
67066,127
86187,244
92079,69
85992,215
72385,227
15097,108
55331,24
75347,76
64036,83
58401,192
21963,158
60943,25
26867,153
58794,232
84754,238
67164,81
93484,128
8978,99
20723,98
64107,155
68926,26
57534,127
53646,188
1489,81
76853,226
42009,47
43614,29
50757,94
36538,215
22811,155
31442,120
25122,91
46988,147
12183,50
76408,213
92572,1
5845,37
5686,109
70044,14
872,128
17376,62
58526,71
936,91
14596,115
44642,52
60341,209
81798,4
2615,187
67602,233
67133,133
13486,9
46990,104
5257,31
14741,40
81139,30
63368,151
23909,197
78833,131
40451,19
52501,234
34902,47
56715,206
50352,59
4295,49
73814,19
84491,117
20605,75
35125,70
65964,241
54695,93
82721,234
11038,84
11622,182
7294,94
945,121
95444,160
38249,118
74517,213
91344,168
37927,201
48318,70
84542,228
19213,79
66502,141
94869,85
57067,136
36689,199
88250,15
39360,240
22811,169
50729,142
33214,220
95754,151
92888,205
26444,232
1368,182
92909,97
13977,193
28041,60
89762,94
83610,215
62436,177
13610,4
32822,81
11910,74
15975,60
71803,173
70645,152
12470,45
59810,93
80521,155
59685,103
63869,103
61250,242
67065,196
46214,194
68169,13
120,44
47877,54
85648,205
91195,127
76928,73
3800,188
22729,33
82848,192
35511,3
20841,64
93575,222
96005,188
18430,235
26914,160
49774,152
68558,50
71835,223
56026,54
23954,122
85077,199
4595,120
13575,61
16233,92
87922,122
5791,30
82380,83
76572,50
73068,40
65926,45
56128,56
32981,165
49537,15
52714,239
25171,74
87362,197
72386,20
52705,12
8683,75
57816,138
90403,206
53655,133
18129,41
14140,175
75724,70
85212,103
8547,128
30944,217
80585,153
3302,25
18727,124
52052,114
45160,184
83878,162
55912,32
51840,145
72921,79
8534,27
81718,59
34962,24
16350,191
15307,125
14415,141
33470,86
16775,128
32297,34
74254,221
28104,57
53250,169
46252,216
11324,199
51622,208
83751,16
79205,99
70755,99
95303,198
38520,84
8515,182
15419,38
14316,173
36933,219
4173,242
84704,78
62962,167
38932,2
91314,127
54146,148
83965,88
71641,218
72398,204
2434,16
2465,36
29510,189
44387,170
4059,122
73480,20
74446,146
96750,132
25180,56
55730,122
52728,96
64904,74
6296,202
74560,235
67087,44
62347,79
70949,49
92354,125
22499,57
4893,224
79491,19
35773,28
49591,149
12181,102
27144,90
3777,27
25818,187
91503,156
3132,60
20863,12
14680,207
44914,201
49024,25
1414,15
51543,181
821,138
68205,175
54469,220
24308,70
44079,209
35459,143
60219,156
69924,50
72142,204
96752,5
10574,236
25275,211
11085,25
11881,178
51670,118
93708,7
9878,179
43052,140
34250,88
25704,43
82870,103
79905,110
18490,110
26734,20
76603,109
72399,172
3064,139
2169,135
66385,132
69871,46
90157,221
69554,115
5368,8
16611,106
73381,18
4240,133
57819,13
23991,90
7902,199
26254,197
61963,122
25949,130
71820,73
84643,218
64598,12
15492,198
64297,42
34845,215
52061,64
69986,234
61740,199
61897,226
4315,64
30129,154
7782,174
86153,234
11392,94
82924,64
31289,62
21289,179
35039,53
72325,240
43729,135
59096,23
52583,147
13549,195
19851,107
25072,242
12903,122
60247,134
73607,34
32696,189
53373,174
63214,98
55093,207
87451,58
67119,201
39627,80
33533,153
26955,37
88622,209
93845,42
80653,132
9900,173
29489,233
