Movie_Id,Genre_Id
21720,135
55761,125
48678,29
52141,12
50480,51
25249,77
95063,170
84698,156
71003,174
89091,220
57019,86
83701,105
31172,16
3516,150
49338,50
15992,150
27389,117
9691,49
77740,223
44407,85
23466,122
54798,234
96170,95
3203,178
90437,214
81786,133
66433,22
29180,241
45184,27
80032,64
55504,100
7527,169
69162,136
77537,117
75809,16
10528,94
71034,188
31573,64
87978,240
86968,20
30084,184
24452,37
44974,175
24737,29
59006,54
17119,5
24470,187
78828,135
64791,9
1127,148
22251,191
77655,108
81873,130
28761,196
32254,57
17003,142
2574,203
45534,74
47598,153
58348,65
71136,222
60771,211
15103,201
42056,102
2819,212
93183,97
69354,191
68711,118
50143,116
73768,169
76460,190
39248,42
21907,80
10688,145
87901,44
58776,156
63587,99
12871,159
38200,192
46315,88
61635,7
81613,135
63118,4
54655,183
7353,118
45672,52
23126,122
26016,228
31853,227
70859,231
49601,55
31598,51
52694,68
6336,99
69074,162
38795,83
6578,215
68962,227
72355,73
72432,10
64363,151
24383,126
94674,217
75892,234
3982,232
13500,182
34614,139
42556,143
82574,128
68310,12
70766,119
47009,26
89448,108
94329,139
54434,164
52195,179
94102,72
68040,185
25986,190
9694,52
20229,205
4436,199
78244,237
17325,232
95716,226
61394,52
66066,149
2629,198
52339,193
1425,81
56733,180
77175,183
48625,133
73332,208
47513,121
76741,104
9995,204
13488,17
50549,28
50521,17
75980,203
7504,234
60835,222
36508,24
13438,156
30703,104
19145,79
83303,149
39734,188
60435,225
21534,203
77582,82
47275,131
72847,133
31916,10
44867,205
52572,138
5427,39
2556,149
3106,2
58821,243
54299,203
73940,13
83636,74
78739,147
26435,116
2089,234
49518,197
13736,7
65331,13
88219,88
86296,130
61154,93
71389,58
87952,98
10189,77
14212,41
96286,116
33287,28
31355,224
31800,228
35312,200
46319,62
94533,238
9480,13
1095,96
58916,138
78284,234
83558,189
40413,87
2225,194
50721,162
32928,142
89792,143
95767,153
95383,244
68725,54
74940,213
46060,15
37784,205
61837,234
48311,37
19504,86
92045,198
77676,208
44284,140
91475,10
25045,200
81330,185
42800,238
76444,189
16902,96
62736,93
6847,112
66247,127
61225,138
7472,183
51357,182
42991,147
23428,189
