Movie_Id,Genre_Id
72734,227
21210,128
48275,131
31119,223
17216,182
90865,244
23889,53
59933,14
31046,42
2362,97
41972,103
14935,160
10263,182
83502,108
53642,186
16665,8
35095,44
64570,158
13829,110
93042,31
58439,104
2037,43
69292,117
58334,53
18360,149
26544,159
56543,175
32518,35
37021,39
3765,176
37857,7
80566,33
56298,90
86868,234
28904,183
36971,179
33772,143
11198,87
95583,203
71076,65
79509,112
94256,29
40869,227
55434,233
22454,107
88199,224
58857,106
51561,97
5417,68
80439,46
60924,201
72538,125
76250,81
52318,171
26742,139
48811,27
45753,224
49597,160
88856,76
18961,113
94393,23
49642,169
75725,20
13468,206
8120,106
71224,158
73942,106
12004,141
59759,174
29521,58
88638,61
46597,42
16667,180
37495,176
78848,123
13405,182
90584,222
92851,115
9672,230
79697,123
7801,60
3049,233
11605,131
24147,50
3351,45
33069,110
20630,56
69581,105
13796,127
74139,129
19221,127
12477,215
81944,201
49078,195
90319,69
9014,52
93768,77
70757,80
67594,63
21294,181
33239,98
28334,130
90427,157
43840,46
63131,40
29458,166
33414,6
91633,68
65265,161
65310,175
27934,242
3209,223
30403,56
36405,191
32296,92
55414,183
62540,196
22307,69
89619,115
70682,107
78531,14
74045,153
63172,193
85394,20
22414,74
48459,85
54532,233
68126,26
21024,96
16913,144
62169,213
34049,149
96942,79
5647,76
51652,143
45014,60
30541,130
39630,28
75905,20
80060,115
21756,193
94156,29
39640,112
89302,114
37906,222
82243,50
409,6
45642,4
21770,123
74265,204
57816,217
4726,26
94009,113
87776,206
90737,195
3867,152
40649,241
51713,189
47936,115
20179,155
44867,133
33641,116
27789,10
76544,153
7780,38
51997,187
82255,66
89781,160
21731,83
13597,160
15872,78
56224,223
9257,235
18832,214
18483,101
26031,7
67245,117
14534,187
92413,67
62293,227
35527,120
14982,27
33551,28
36947,48
59635,119
70736,140
84126,28
60450,231
58040,18
2713,11
47210,16
95270,122
21265,154
89168,208
7361,51
1796,45
77890,3
37221,176
41886,103
67960,225
9398,78
72738,135
50837,32
60749,94
7185,209
37437,48
15760,119
46990,5
18221,236
60142,231
73624,226
12039,184
16475,163
69354,189
3734,123
87170,27
38322,26
26866,39
5724,234
83242,166
67373,131
55792,186
75571,43
40165,182
35558,77
83539,178
55776,87
37514,227
32075,206
61300,53
68180,85
50545,21
93930,69
20985,105
34707,150
44589,3
95823,122
43187,232
96918,113
22780,25
22571,83
69059,63
79167,3
49771,97
23857,145
42284,168
64663,27
54271,224
63828,119
62415,78
14478,203
1866,137
24830,14
71579,92
1253,181
53350,223
36037,144
50607,62
78540,225
38786,184
78650,94
39244,131
36308,123
10623,62
79246,55
78176,33
44775,230
76184,76
56995,238
6978,132
93259,16
20369,237
74288,130
65826,219
45524,154
18649,56
94891,138
61874,45
72166,196
89621,32
17207,181
13425,80
38539,108
68884,151
66983,14
83,75
48137,50
66050,189
20487,194
62315,66
30368,210
66071,85
84004,155
14450,14
80446,15
45881,117
8129,151
14092,60
13808,40
55458,78
62668,26
20425,203
53660,239
77157,16
2357,155
90378,212
9130,206
49219,171
77374,167
48282,157
26688,45
20706,135
23568,122
23909,222
16680,213
57398,197
83740,35
58009,231
79621,83
9787,152
29694,156
95720,115
44654,228
36769,9
88278,81
35493,172
89848,190
46237,213
24822,71
82555,218
13710,149
24405,69
36888,244
45153,131
16521,70
94131,20
95776,19
58157,3
12492,137
44796,28
61454,188
65805,175
85525,29
43095,1
79551,190
77910,230
347,37
62085,198
49929,216
15878,14
80626,224
80917,153
28511,119
51028,200
39192,36
73226,128
45914,65
79732,38
92884,233
39053,71
38743,90
89542,229
78596,9
42963,4
6186,114
80790,119
33516,200
55052,15
43856,201
85163,13
89019,44
48500,3
46392,232
86303,100
60338,8
77410,29
93540,205
63102,62
91407,139
65340,45
85577,20
32838,206
4335,15
96040,37
35468,170
69154,174
55715,128
4349,88
19353,28
57634,25
81908,236
35525,132
64759,237
75626,89
23774,109
56904,38
27398,69
54943,143
19268,27
87264,223
32423,15
78869,113
82520,190
45745,64
30023,6
49012,89
34141,63
44382,58
78830,222
21055,123
72990,79
43621,75
24990,67
20972,224
56040,156
36443,176
23531,209
85833,63
85865,127
9693,162
71688,204
47186,46
5350,15
12926,164
84629,167
70871,77
89524,196
33294,53
47189,18
59897,241
57932,148
67266,116
8555,137
69759,137
69942,113
36860,79
52677,227
2437,112
43739,65
70783,102
81129,50
17599,93
27722,165
46465,87
5527,76
92249,6
72144,32
74694,136
14377,42
79649,199
79209,238
54808,40
84563,210
71003,132
50907,29
15957,30
10555,136
72191,54
20211,124
20970,120
9152,224
60109,222
60112,158
38971,11
61136,46
60352,184
27602,143
56967,110
53702,68
39200,115
57795,55
92318,76
88798,34
14273,141
82853,86
45823,195
31241,234
27495,202
40059,73
54140,21
33808,224
29753,238
14579,215
3708,133
2370,192
12052,177
61728,196
54736,233
381,62
37443,195
96148,121
76148,242
48661,77
10000,126
12623,157
69605,143
33534,17
24495,10
40756,97
89469,46
90134,34
3531,57
56493,60
5401,52
86938,135
76570,178
15835,222
70015,42
76348,69
47766,69
77879,155
57605,60
9755,97
81106,99
29714,178
19199,35
69545,158
68287,8
91379,87
53929,103
38403,148
26325,43
78183,227
83950,50
51007,49
13308,87
51790,223
77205,93
8095,169
46853,156
12129,26
92416,190
37518,51
61696,5
45049,5
28755,72
13131,147
22041,230
93184,89
14877,38
65634,24
96633,56
60058,234
96758,89
13238,132
65393,217
51726,236
74831,98
18218,43
2238,200
96252,120
25128,5
51179,226
85622,225
44459,35
25450,136
50728,162
96687,93
78359,211
72941,124
60689,28
40493,31
73329,131
34139,119
21132,182
12234,140
81889,107
64132,96
74064,182
26180,33
74111,235
26763,51
78800,58
17529,138
2732,233
14441,37
35078,111
16982,108
58925,204
73089,156
7887,127
14471,243
55447,224
63181,77
30994,192
43692,203
57573,50
66184,161
4434,3
8256,13
84385,142
90076,174
17349,84
73498,90
34242,38
67297,58
40831,129
55166,162
44210,77
50568,64
25176,143
18721,124
62398,102
55930,57
49528,133
866,100
88375,208
13872,111
77349,151
37773,35
80258,161
77719,20
37455,25
77457,167
87810,27
96665,133
9713,35
46272,34
12219,196
9303,10
15310,167
63011,80
85873,146
57200,110
63882,116
92229,35
66825,136
73709,74
80135,187
18068,136
76612,37
56954,137
78099,144
96722,12
29348,189
57849,11
73700,61
72176,203
38878,193
65618,82
79272,64
33756,226
6313,230
12994,142
87715,170
32475,126
18494,199
93036,241
47855,18
94590,41
15507,53
33401,146
34691,66
26869,196
7765,40
21540,7
29622,56
63929,210
50199,198
20768,163
24222,62
32438,97
68960,100
78615,215
27835,22
