Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
22176,Quatz,strategize back-end paradigms,1,0,66356
85141,LiveZ,evolve vertical technologies,0,1,20638
28844,Muxo,extend value-added initiatives,1,0,3469
17326,Oba,scale extensible vortals,0,1,34100
29262,Npath,productize dynamic web-readiness,1,1,29873
94102,Zoomzone,monetize innovative eyeballs,0,1,21948
54457,Dazzlesphere,transform out-of-the-box schemas,1,0,57409
21726,Yodo,synergize bleeding-edge convergence,0,0,95068
1877,Meetz,optimize best-of-breed vortals,1,1,76435
54313,Feedbug,optimize customized networks,0,0,95784
24945,Skimia,monetize B2B metrics,0,0,83753
54506,Roomm,enhance customized deliverables,0,1,57861
14259,Fatz,visualize innovative relationships,0,1,43439
34084,Cogilith,empower 24/365 systems,1,1,96518
74425,Trilia,iterate user-centric experiences,1,0,61147
13976,Dynazzy,scale integrated bandwidth,1,0,4028
58007,Meezzy,incentivize granular systems,1,0,3841
51235,DabZ,facilitate synergistic platforms,0,1,34611
77385,Buzzbean,disintermediate global infrastructures,1,0,19286
34527,Tagopia,brand cross-platform functionalities,1,1,56847
54944,Brainsphere,reintermediate mission-critical content,1,1,49900
24919,Youspan,harness cross-platform web-readiness,1,0,80002
69310,Tagfeed,engage magnetic systems,1,1,36580
13230,Yata,empower web-enabled users,1,1,13618
94349,Zoomcast,integrate integrated communities,1,0,50179
9127,Yakitri,grow viral ROI,1,0,78991
26561,Quinu,productize cutting-edge markets,1,1,13030
11862,Blogtag,empower holistic applications,0,1,88708
56354,Mynte,deliver synergistic vortals,1,0,63374
68668,LiveZ,deliver vertical supply-chains,1,1,11421
9872,Dablist,morph virtual partnerships,0,0,52409
85653,Pixonyx,orchestrate sticky markets,0,0,11505
65510,JumpXS,envisioneer turn-key methodologies,1,1,15418
65729,Wikivu,matrix visionary e-commerce,1,0,4792
15423,Bubblebox,morph bricks-and-clicks e-tailers,1,1,43891
80654,Tagfeed,reinvent innovative supply-chains,1,0,18045
57464,Dynabox,transform sexy infomediaries,0,0,79103
66894,Thoughtstorm,visualize cross-platform mindshare,1,0,67164
15048,Leenti,whiteboard global deliverables,0,1,52706
89587,Skibox,drive intuitive action-items,0,0,20951
10044,Voomm,integrate B2C portals,0,0,91981
35760,Bluejam,brand 24/365 supply-chains,0,1,78801
82557,Mudo,enable B2B paradigms,0,0,59751
25042,Avaveo,engineer integrated solutions,1,0,68084
30512,Jabbersphere,evolve B2B metrics,1,1,64959
41019,Blogtag,redefine cutting-edge initiatives,1,0,77218
92850,Fanoodle,cultivate e-business architectures,1,1,11699
91366,Fliptune,monetize strategic action-items,1,1,93882
74140,Jayo,disintermediate rich technologies,0,1,81782
65686,Jabbersphere,enable real-time web-readiness,1,0,44445
41909,Npath,enhance extensible supply-chains,0,1,78971
51863,Gigaclub,synergize ubiquitous platforms,0,1,96253
25047,Jetpulse,evolve real-time functionalities,0,1,79961
93703,Flashdog,extend scalable synergies,0,1,57915
49689,Jatri,revolutionize turn-key portals,0,0,9370
23060,Skinix,extend distributed e-services,0,1,24461
46497,Brainbox,generate efficient paradigms,0,0,40376
90683,Blogtag,monetize viral content,0,0,182
47557,Zoombox,envisioneer leading-edge interfaces,0,1,45283
32781,Yozio,generate innovative functionalities,1,1,75583
37642,Ailane,whiteboard cutting-edge infomediaries,1,0,81816
24527,Twiyo,benchmark impactful web services,0,1,1210
29999,Bluezoom,synthesize open-source synergies,1,1,53313
68136,Rhycero,embrace open-source networks,1,1,55227
9379,Tagfeed,envisioneer open-source action-items,0,1,42229
7523,Agimba,generate integrated content,0,0,93602
30621,Tagcat,reinvent wireless e-commerce,1,1,49331
37839,Jetwire,iterate scalable deliverables,1,1,95929
91533,Pixope,integrate killer initiatives,0,1,89762
69845,Skalith,empower cutting-edge eyeballs,0,1,10008
70458,Skibox,orchestrate magnetic content,0,0,45285
2345,Flashdog,mesh customized initiatives,0,1,66651
85494,Demivee,brand intuitive ROI,1,1,64788
7888,Feedmix,transform magnetic methodologies,1,1,92251
38706,Realcube,revolutionize revolutionary platforms,1,0,36589
83036,Nlounge,visualize turn-key initiatives,1,0,85502
50755,Brightbean,orchestrate dynamic networks,0,1,28040
16787,Vitz,strategize real-time platforms,1,1,3282
54602,Divape,brand virtual methodologies,0,1,54709
16827,Plajo,target best-of-breed ROI,1,1,75294
71227,Skinix,enable frictionless networks,1,0,11890
33863,Gigabox,transform granular supply-chains,0,1,4818
13370,Fatz,productize mission-critical web services,0,1,81983
79211,Yodel,maximize ubiquitous functionalities,0,0,5198
13265,Linktype,extend cross-platform models,1,1,61389
74390,Roombo,transform revolutionary relationships,1,1,52502
77798,Eidel,transform frictionless initiatives,0,0,38919
16890,Demizz,engage sexy mindshare,0,0,49526
60523,Edgeclub,implement wireless applications,1,0,45192
164,Photojam,mesh dot-com supply-chains,1,1,9894
87780,Tambee,reintermediate visionary web-readiness,1,0,7435
63106,Kamba,mesh wireless interfaces,0,0,20601
26346,Youspan,e-enable interactive mindshare,1,0,65942
28991,Thoughtbeat,engineer synergistic architectures,1,1,90872
67696,Yakijo,reinvent leading-edge convergence,0,0,54520
51324,Miboo,innovate cutting-edge paradigms,0,0,28137
47271,Wordify,syndicate revolutionary ROI,1,1,90823
58453,Katz,synergize cutting-edge relationships,0,0,97584
3652,Vipe,extend web-enabled experiences,1,1,45622
24020,Babbleset,transition mission-critical ROI,1,1,26248
71205,Skipstorm,matrix strategic experiences,1,0,12846
23807,Quatz,orchestrate rich initiatives,1,0,54986
65404,Livefish,whiteboard revolutionary e-tailers,1,1,10975
69168,Eayo,embrace impactful web services,0,0,38876
84662,Meembee,enable end-to-end web-readiness,0,1,25552
44141,Twitterlist,scale world-class solutions,0,0,22021
7251,Dabshots,engage best-of-breed partnerships,1,1,540
60025,Zoomdog,generate proactive e-business,0,0,55262
14556,Zoomlounge,mesh ubiquitous e-services,1,0,89664
3493,Thoughtblab,expedite leading-edge convergence,1,1,21465
82075,Oyonder,transform sticky infrastructures,0,1,88786
52753,Meetz,revolutionize web-enabled experiences,1,1,66703
7804,Flashpoint,e-enable visionary action-items,0,0,80119
40579,Oba,aggregate user-centric web services,0,0,96022
27759,Livepath,envisioneer frictionless models,0,0,76744
59658,Mita,enable frictionless platforms,0,1,72584
6465,Wordify,iterate dot-com relationships,1,1,30152
74659,Twitterworks,transition enterprise experiences,1,1,26814
1499,Eadel,incubate magnetic e-markets,0,0,95790
30268,Zoombeat,generate clicks-and-mortar communities,0,1,80922
58293,DabZ,innovate global schemas,0,0,59046
20209,Babblestorm,whiteboard next-generation partnerships,0,0,92258
75161,Eabox,envisioneer magnetic solutions,1,1,84618
19222,Yakitri,reinvent holistic models,1,1,89739
88259,Camido,seize customized infomediaries,1,1,95967
90618,Ntag,morph ubiquitous communities,1,0,54505
17951,Skinder,enhance ubiquitous portals,1,0,3946
36570,LiveZ,synthesize sexy action-items,1,1,27153
67585,Thoughtstorm,transition holistic applications,0,1,7349
87127,Zoomdog,recontextualize vertical markets,1,1,21177
44027,Rhycero,brand robust functionalities,0,0,74632
38509,Bluejam,whiteboard sticky mindshare,0,1,169
87990,Aivee,scale cross-platform e-services,0,0,17327
4368,Blogtags,seize sticky niches,0,0,52188
86619,Thoughtworks,whiteboard innovative web-readiness,0,1,66239
18934,Quire,productize magnetic e-commerce,1,1,67860
42907,Browsecat,leverage e-business schemas,0,1,55921
7477,Thoughtstorm,evolve interactive metrics,0,1,7558
78702,Trilith,enhance 24/365 portals,0,1,97521
58568,Jaxspan,mesh value-added methodologies,1,1,1458
42072,Mydo,orchestrate synergistic markets,0,0,32579
55406,Skippad,mesh global supply-chains,1,1,78796
60662,Vipe,facilitate user-centric niches,0,1,6912
68836,Voomm,facilitate 24/7 action-items,0,0,4290
38949,Youfeed,grow dot-com web-readiness,1,1,54887
56817,Mydo,incentivize 24/365 users,1,0,6245
83760,Voolia,monetize user-centric interfaces,0,1,85738
91918,Yambee,monetize scalable methodologies,1,1,37402
96838,Bubbletube,morph transparent convergence,0,1,84018
55348,Vinte,morph value-added platforms,1,1,14447
80103,Quire,disintermediate magnetic networks,1,1,24710
65556,Kwilith,expedite end-to-end technologies,1,0,83062
