Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
83171,Zazio,deploy B2B functionalities,1,0,59619
62981,Ntag,whiteboard bricks-and-clicks architectures,1,1,51212
22027,Tagopia,exploit impactful communities,1,0,8396
34262,Bubblemix,incubate value-added users,1,1,69264
78326,Mymm,exploit strategic solutions,0,1,22239
77730,Flashdog,seize transparent interfaces,0,0,22343
88703,Dabtype,extend extensible schemas,0,0,85602
94424,Mynte,mesh user-centric e-services,0,0,78094
95906,Skipfire,unleash interactive technologies,1,1,29782
31483,Topdrive,synthesize killer technologies,0,1,20490
59283,Kayveo,transform bleeding-edge applications,0,0,76046
8132,Jabberstorm,synthesize impactful schemas,1,1,37857
74318,Cogidoo,exploit proactive supply-chains,0,1,4352
40516,Cogidoo,redefine customized interfaces,0,0,73376
54354,Shuffletag,facilitate back-end experiences,0,1,90269
30672,Trudoo,engage revolutionary content,0,0,41487
40960,Youspan,incentivize best-of-breed ROI,0,0,89785
54507,Wikizz,exploit plug-and-play experiences,1,0,19208
86238,Topicblab,mesh turn-key content,1,0,29790
85816,Mita,aggregate scalable convergence,1,0,88429
82104,Latz,revolutionize wireless e-markets,0,1,78248
26649,Quimm,benchmark best-of-breed infrastructures,1,0,61555
11636,Shufflebeat,extend sticky e-commerce,0,1,5172
32665,Devcast,maximize wireless infrastructures,1,0,31914
72287,Babbleopia,empower efficient vortals,1,1,4154
8697,Gabvine,engineer back-end solutions,1,0,30324
26361,Geba,utilize one-to-one mindshare,1,1,7061
35064,Jayo,exploit end-to-end portals,0,1,27461
50385,Skippad,engage user-centric solutions,0,0,92147
31187,Twitternation,synergize virtual infrastructures,1,1,20549
66068,Zoonoodle,target innovative channels,1,1,8408
54451,Zoomcast,extend B2C content,0,1,8140
68652,Shuffledrive,facilitate back-end metrics,1,1,86141
11161,Rhynyx,visualize mission-critical schemas,1,1,8342
51011,Zoomcast,target magnetic e-services,1,0,23155
26076,Wikivu,drive dot-com markets,1,0,89339
84820,Skyble,architect interactive e-commerce,0,1,76977
66495,Lazz,morph compelling communities,1,0,72506
18473,Wikibox,architect virtual mindshare,1,1,10791
11091,Devpoint,seize B2C portals,1,1,74971
51891,Flipbug,target viral ROI,0,1,64599
40771,Einti,innovate value-added relationships,1,1,87995
18696,Thoughtbridge,morph impactful eyeballs,1,0,21323
74473,Dynabox,disintermediate innovative experiences,1,0,37490
71429,Trudeo,expedite next-generation channels,0,0,74372
44028,Photobean,cultivate virtual metrics,1,1,82605
83889,Rhyzio,drive robust platforms,1,0,68150
77223,Buzzster,deploy visionary convergence,0,1,35912
50682,Edgewire,engineer mission-critical content,1,1,48056
90651,Edgeclub,whiteboard end-to-end infrastructures,0,1,40872
74475,Vimbo,evolve bleeding-edge markets,0,1,48990
51072,Gigazoom,enhance front-end applications,0,1,63456
85353,Kwinu,scale front-end partnerships,0,0,66191
85715,Devpoint,unleash turn-key convergence,1,0,51080
65730,Skinder,synergize bricks-and-clicks niches,0,1,91990
69320,Centimia,enable B2B web services,0,0,37215
93536,Tagchat,generate ubiquitous networks,1,0,82883
94175,Flashset,enable revolutionary solutions,1,1,12593
50502,Tanoodle,implement best-of-breed architectures,1,1,71559
92364,Cogibox,monetize open-source technologies,1,1,73378
6969,Topicstorm,repurpose granular bandwidth,0,0,12155
40154,Skimia,e-enable seamless convergence,1,1,86882
25444,Dablist,mesh cutting-edge systems,1,0,49123
11534,Flipbug,leverage transparent networks,1,0,89169
35554,Thoughtbeat,mesh extensible deliverables,1,0,97244
73750,Jaloo,transition leading-edge convergence,1,1,62603
31783,Geba,disintermediate value-added web services,1,0,77357
18341,Leexo,leverage strategic models,1,0,20813
76082,Twinte,engage dot-com platforms,0,1,51673
81783,Vinte,envisioneer innovative e-business,1,0,65833
26459,Roombo,iterate impactful web-readiness,1,0,61944
795,Yozio,morph customized ROI,1,0,73133
47191,Vinte,innovate world-class channels,0,0,81949
86895,Oodoo,brand sticky networks,0,1,83785
93976,Tagfeed,engage transparent portals,1,0,2036
13515,Browsecat,incubate bricks-and-clicks communities,0,0,76940
5704,Browsedrive,incubate revolutionary convergence,0,0,11767
74035,Tagpad,recontextualize leading-edge ROI,1,0,85797
58857,Realpoint,evolve world-class e-business,1,0,83203
88310,Twitterwire,whiteboard customized metrics,0,0,59799
90668,Wordtune,embrace scalable infrastructures,0,0,75821
89146,Izio,integrate enterprise initiatives,0,1,44191
16696,Yata,unleash ubiquitous platforms,1,0,2667
9189,Twimbo,revolutionize collaborative schemas,1,0,93198
8821,Topiczoom,utilize visionary ROI,0,1,76404
31022,Innotype,matrix global vortals,1,1,31496
58543,Eire,syndicate granular infomediaries,1,1,91102
