Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
46457,Buzzdog,streamline sticky e-business,0,0,36214
68351,Tambee,grow world-class e-business,0,0,71069
15798,Babbleblab,generate B2B technologies,0,0,34433
82162,Buzzshare,envisioneer clicks-and-mortar architectures,0,0,88859
74706,Chatterpoint,integrate dynamic web-readiness,0,0,12477
62704,Topiczoom,brand seamless ROI,0,1,12186
56025,Tagcat,enhance sexy content,0,1,64084
76274,Tagfeed,harness one-to-one paradigms,0,1,52835
75399,Agivu,incentivize user-centric content,1,0,3349
46389,Tagcat,transition bleeding-edge markets,1,1,6076
48843,Trilia,empower sexy web services,0,0,54178
19326,Einti,orchestrate enterprise models,0,1,39966
5609,Wordware,optimize one-to-one vortals,1,0,54057
30454,Viva,seize value-added web services,1,1,42508
22407,Quire,mesh 24/7 web services,1,0,78564
47392,Photojam,innovate turn-key communities,1,1,40925
94221,Divavu,productize real-time eyeballs,1,0,36475
14968,Zoomdog,scale intuitive technologies,1,0,83725
13990,Zoomcast,deploy user-centric ROI,1,1,18095
57659,Yambee,reinvent B2C architectures,0,0,67467
43299,Tagchat,iterate leading-edge action-items,1,0,66725
69236,Feedmix,seize sticky e-business,1,1,53220
29419,Yodoo,deliver compelling schemas,0,0,17986
2067,Innojam,synergize dot-com users,0,0,23887
63684,Viva,reintermediate cutting-edge e-services,0,0,5470
71518,Oyoyo,scale rich technologies,0,1,55767
19815,Zoombox,drive real-time communities,1,0,42016
31279,Roombo,deploy open-source models,0,1,12611
21092,Zoomdog,reintermediate impactful technologies,0,0,56753
83325,Avaveo,maximize vertical web-readiness,1,0,3256
72481,Devpulse,maximize ubiquitous systems,1,1,19047
34793,Wikido,utilize bleeding-edge functionalities,1,0,35569
95925,Mymm,visualize end-to-end convergence,1,0,45168
20150,Riffwire,revolutionize world-class synergies,1,0,17312
69927,Dabjam,orchestrate plug-and-play deliverables,0,1,89859
5639,Chatterbridge,brand ubiquitous interfaces,0,0,70830
9520,Yotz,leverage viral relationships,0,1,16165
3374,Chatterpoint,synthesize interactive channels,0,0,6358
27003,Jayo,unleash rich mindshare,0,1,95637
75131,Photobean,incubate ubiquitous infomediaries,0,0,7221
49904,Linktype,engage frictionless relationships,0,0,90289
5885,Wikibox,expedite innovative action-items,0,0,96769
87976,Brainlounge,innovate holistic methodologies,1,1,29412
41464,Jayo,innovate 24/7 portals,1,0,40044
25387,Npath,synthesize robust e-markets,1,0,46197
51999,Skimia,engage compelling synergies,0,0,1607
54559,Demizz,reintermediate back-end architectures,1,1,62149
81841,Youspan,exploit user-centric systems,1,0,38595
65220,Skipfire,monetize sexy content,1,0,88979
85271,Skibox,evolve real-time channels,1,0,1835
302,Mymm,envisioneer rich relationships,1,1,79456
21126,Quatz,synthesize efficient relationships,0,1,72208
45566,Kare,seize holistic mindshare,0,0,76575
92728,Shuffledrive,synthesize one-to-one web services,0,0,27351
87024,Mita,streamline rich bandwidth,1,1,20275
84668,BlogXS,e-enable bricks-and-clicks deliverables,0,1,10512
83876,Dynava,synthesize user-centric communities,1,0,45773
78277,Roombo,unleash revolutionary networks,1,1,47491
37365,Voomm,productize cross-media solutions,1,1,20658
40093,Dabjam,benchmark back-end platforms,0,1,89306
77451,Pixoboo,leverage innovative e-commerce,1,1,80030
21343,Quimm,cultivate efficient web services,1,1,16754
78717,Divanoodle,extend turn-key functionalities,1,1,63876
34969,Jabbersphere,evolve collaborative ROI,0,0,78937
60321,Trunyx,innovate open-source e-markets,0,1,94569
88031,Dabshots,synergize end-to-end models,1,0,11157
78061,Meedoo,benchmark collaborative models,0,1,75466
60054,Podcat,reinvent open-source technologies,1,1,66815
88354,Voonyx,repurpose 24/365 vortals,1,0,5864
25543,Shuffledrive,recontextualize web-enabled solutions,1,0,18443
65996,Npath,iterate innovative vortals,1,0,79327
39121,Voomm,incentivize sexy technologies,0,0,41801
15217,Flashpoint,implement granular schemas,1,1,64695
43039,Meemm,reinvent one-to-one partnerships,1,0,7308
21107,Topicware,maximize collaborative interfaces,1,0,21472
44944,Jaxnation,benchmark user-centric metrics,0,0,38138
33936,Jaxnation,incubate cross-media web-readiness,1,0,54713
76930,Layo,facilitate user-centric content,0,0,28055
17146,Oloo,brand sticky markets,1,0,27162
56287,Oyoyo,transition best-of-breed models,1,1,81756
33290,Roombo,seize next-generation schemas,0,0,1837
91097,Skivee,grow cross-media technologies,1,0,74220
72458,Innotype,incentivize leading-edge eyeballs,0,0,54752
63852,Mita,grow one-to-one methodologies,0,0,16529
59852,Flipstorm,target 24/365 vortals,1,1,85944
13597,Buzzdog,synthesize innovative synergies,0,0,65296
25980,Cogilith,whiteboard killer e-tailers,0,0,97274
78282,Divavu,benchmark 24/7 experiences,0,0,84244
17499,Chatterbridge,maximize magnetic users,1,1,27702
78998,Riffpath,enhance value-added networks,0,0,13819
26991,Meemm,reinvent plug-and-play e-services,0,0,47392
91858,Jabberbean,incentivize innovative platforms,1,0,12778
41569,Yotz,unleash 24/7 relationships,0,1,17261
54558,Fanoodle,target sticky functionalities,1,1,66369
68435,Bubbletube,generate visionary synergies,1,1,74088
93084,Zooveo,reintermediate granular models,1,1,19237
70888,Yodel,visualize extensible bandwidth,0,0,83269
70077,Yotz,integrate virtual architectures,0,1,83056
22847,Devify,synthesize revolutionary web services,1,1,47404
70763,Eabox,brand proactive niches,0,0,63358
88837,Devcast,orchestrate impactful web services,1,1,52049
92723,Twitternation,repurpose vertical functionalities,0,0,27038
53884,Voonix,strategize dynamic architectures,0,1,67128
43396,Realblab,incentivize B2B e-business,1,1,92011
34455,Trudoo,morph one-to-one action-items,0,0,68116
33359,Skajo,maximize one-to-one interfaces,0,0,52004
42343,Yodoo,brand e-business e-business,1,1,10711
77429,Wordify,engage web-enabled interfaces,1,1,14913
13450,Meeveo,monetize vertical web services,1,0,3378
33879,Brainverse,engage innovative web services,1,1,70130
86001,Thoughtblab,deliver 24/365 users,0,1,63220
