Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
24350,Chatterbridge,aggregate proactive technologies,0,0,28462
55866,Jayo,cultivate best-of-breed vortals,0,1,23713
86036,Livetube,extend open-source e-markets,1,1,81859
60221,Trunyx,streamline mission-critical methodologies,1,0,90842
16205,Muxo,strategize cutting-edge e-tailers,0,1,64249
48513,Oyope,evolve rich users,0,0,17662
47869,Latz,redefine viral applications,1,1,53974
32800,Skimia,productize compelling channels,0,1,18833
13053,Tazzy,innovate enterprise synergies,0,1,96504
23562,Quaxo,facilitate 24/365 mindshare,0,0,87290
61003,Gigabox,monetize seamless functionalities,0,0,80099
25876,Realcube,revolutionize vertical users,1,1,56735
75651,Reallinks,recontextualize next-generation ROI,1,0,26656
48892,Katz,e-enable killer schemas,1,1,73968
65800,Realmix,engineer cross-media infrastructures,1,0,50563
63388,Zoombeat,empower virtual methodologies,1,0,16224
50416,Shuffledrive,synergize interactive systems,0,1,42974
18257,Linklinks,expedite interactive networks,1,0,36782
37021,Jetwire,integrate world-class schemas,1,1,93424
21313,Twitterworks,leverage integrated communities,0,1,36375
26255,Oyondu,repurpose bricks-and-clicks bandwidth,0,1,60971
11921,Npath,innovate compelling solutions,0,0,58607
50524,Wordtune,iterate efficient content,1,1,13630
76850,Lazz,whiteboard visionary e-commerce,0,0,42379
49429,Eimbee,cultivate cross-media users,1,0,79720
11742,Vinder,target customized infomediaries,0,1,54542
54789,Dynabox,transition sexy synergies,0,0,63672
81681,Feednation,enable open-source web services,0,0,58933
14207,Pixoboo,architect one-to-one initiatives,1,0,66641
64322,Wikido,exploit end-to-end partnerships,0,1,64241
64543,Cogilith,optimize seamless infomediaries,0,0,44803
54415,Eazzy,aggregate global ROI,1,0,34114
58126,Browseblab,enable killer e-markets,1,0,40499
32433,Skidoo,target B2C bandwidth,0,1,41579
80233,Tagfeed,productize e-business schemas,0,1,48861
40608,Lazz,facilitate rich ROI,1,1,70679
56819,Photospace,e-enable rich mindshare,0,0,60772
31888,Fivechat,optimize interactive communities,0,0,13397
67314,Zoomdog,mesh sticky markets,0,1,34339
25636,Babbleset,deploy one-to-one systems,0,1,34603
25186,Divanoodle,productize sexy interfaces,1,0,85711
90155,Roombo,reintermediate end-to-end partnerships,0,0,43416
42088,Feedfire,envisioneer impactful initiatives,1,0,72783
70615,Blogspan,maximize end-to-end ROI,1,0,32114
7711,Photolist,optimize enterprise communities,1,1,38385
37241,Topicblab,seize global metrics,1,1,77
57312,Skiptube,reinvent collaborative ROI,0,0,33356
40923,Tambee,monetize B2C architectures,1,0,73513
45125,Dabvine,orchestrate bricks-and-clicks mindshare,1,0,476
43970,Mydeo,optimize back-end convergence,0,0,34209
67245,Pixonyx,engage efficient content,0,0,97100
70386,Yamia,benchmark proactive solutions,1,0,84153
45545,Linkbuzz,synergize dot-com systems,1,0,19301
64924,Zoomzone,e-enable B2C infrastructures,0,1,66032
25168,Leexo,aggregate holistic technologies,0,0,24037
19193,Topdrive,engage open-source technologies,1,0,3571
342,Feedspan,extend B2C bandwidth,1,0,82247
39498,Trilia,repurpose collaborative infomediaries,0,1,77287
74437,Gigaclub,unleash collaborative e-business,0,1,55516
16191,Riffwire,leverage compelling models,0,1,77917
50117,Muxo,brand transparent eyeballs,1,1,519
5867,Digitube,reinvent ubiquitous networks,1,1,6761
25569,Wordpedia,orchestrate viral infomediaries,0,0,98350
35872,Yadel,deploy sexy markets,1,0,14194
80626,Zazio,unleash cross-media e-tailers,1,0,35922
37533,Leexo,synergize magnetic infrastructures,0,0,17268
94036,Kare,exploit leading-edge e-tailers,1,0,40159
29020,Jamia,generate impactful mindshare,0,1,67201
94247,Twinder,enhance mission-critical metrics,0,1,60882
67547,Chatterpoint,implement wireless convergence,0,0,78301
47133,Gabvine,synthesize integrated supply-chains,1,0,73634
81167,Mita,generate collaborative interfaces,1,1,94072
80223,Blogtag,synthesize B2C deliverables,1,1,26138
27632,Aivee,exploit vertical deliverables,1,1,11795
81747,Trupe,optimize integrated e-commerce,1,1,40561
84982,Yadel,recontextualize transparent e-business,1,1,18975
60428,Kanoodle,morph dynamic e-services,0,1,51416
65662,Eimbee,unleash granular deliverables,1,1,24436
25224,Devpulse,seize rich mindshare,0,1,62203
93906,Zoovu,generate B2C platforms,0,0,47665
49172,Snaptags,matrix back-end solutions,0,1,43398
96574,Devcast,engage integrated supply-chains,1,0,25933
15212,Flashset,innovate extensible schemas,0,1,20139
21767,Topicware,benchmark interactive experiences,0,0,59701
25945,Browsecat,enable rich portals,0,0,53219
15272,Thoughtstorm,incentivize cutting-edge vortals,1,0,71131
17222,Demimbu,productize bricks-and-clicks e-markets,0,0,20522
70077,Tagfeed,expedite B2B vortals,0,0,23298
87409,Wordify,reintermediate turn-key e-business,1,0,84197
18214,Jaxworks,redefine world-class communities,0,0,17817
63773,Agimba,architect end-to-end interfaces,1,0,14227
407,Quinu,target holistic schemas,0,0,32386
70236,Vitz,reintermediate leading-edge eyeballs,1,0,97391
13301,Jaxnation,visualize impactful portals,0,1,12565
64850,Eabox,generate magnetic initiatives,0,1,2909
38775,Rhynoodle,envisioneer strategic channels,0,0,91659
