Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
33376,Bubblemix,grow intuitive web-readiness,0,0,36070
82810,Gigabox,maximize transparent web-readiness,1,1,42179
30796,Yoveo,exploit impactful web-readiness,1,1,61931
85210,Jabbercube,enable mission-critical channels,0,0,94149
62528,Omba,facilitate efficient supply-chains,0,1,21742
34422,Voolith,integrate bricks-and-clicks e-markets,1,1,30109
66906,Blogtags,leverage turn-key communities,0,1,47655
43954,Demivee,drive leading-edge architectures,0,0,34231
30337,Dynazzy,morph end-to-end e-markets,1,0,78649
87797,Browsedrive,cultivate open-source supply-chains,0,0,54161
82039,Eimbee,seize user-centric functionalities,0,1,28235
21682,Tagchat,engage virtual applications,1,1,14857
83453,Twitternation,deploy visionary vortals,1,1,14897
94343,Aimbu,extend global technologies,0,1,26938
65297,Voomm,reinvent web-enabled infrastructures,1,0,87532
14025,Yambee,transition customized methodologies,1,0,21812
96209,Quimm,envisioneer integrated paradigms,0,0,72330
13529,Quinu,aggregate sexy users,1,1,48668
62911,Skimia,monetize distributed paradigms,0,1,85063
53195,Layo,scale turn-key infomediaries,0,1,33752
28350,Feedmix,implement end-to-end users,0,0,82371
83600,Omba,transition 24/365 ROI,0,1,66458
59164,Kamba,exploit scalable architectures,0,0,48165
57276,Kazu,visualize viral communities,1,0,18277
76649,Mydo,exploit web-enabled channels,0,1,31974
83004,Photobug,envisioneer holistic paradigms,1,0,68147
8961,Talane,utilize cutting-edge deliverables,1,0,33993
75011,Zoonoodle,recontextualize wireless interfaces,0,0,78511
21253,Yombu,monetize plug-and-play applications,0,1,48569
83707,Shufflester,empower mission-critical schemas,1,0,89637
85740,Bubblebox,expedite value-added networks,1,0,79909
87024,Kwinu,expedite sticky schemas,0,0,94950
15041,Skyndu,empower value-added mindshare,1,1,79230
36363,Zooxo,exploit dynamic technologies,0,1,27014
66855,Tagfeed,facilitate efficient communities,1,1,1134
43792,Lazz,strategize bricks-and-clicks supply-chains,0,1,88222
79457,Npath,optimize open-source methodologies,1,0,24221
18322,Jabbercube,strategize magnetic convergence,0,1,38976
87343,Eare,morph magnetic convergence,1,1,75140
91990,Vimbo,facilitate proactive networks,0,0,19832
13999,Gabspot,extend sexy functionalities,0,1,4996
26453,Bubbletube,visualize plug-and-play supply-chains,1,1,4204
979,Brainbox,aggregate synergistic paradigms,1,1,49087
83972,Aimbu,strategize customized communities,1,0,52333
76418,Jaxnation,target frictionless methodologies,1,0,81953
69343,Skinix,facilitate integrated interfaces,1,1,36857
56812,Meezzy,exploit interactive metrics,1,1,51296
50062,Topdrive,grow dynamic ROI,0,0,86721
24251,Ntags,generate killer ROI,1,0,57911
58599,Babblestorm,generate e-business web-readiness,1,1,5254
10256,Mybuzz,exploit strategic metrics,1,0,54571
44948,Yakijo,synergize 24/7 experiences,0,0,60048
50379,Topicstorm,implement real-time e-commerce,0,1,10528
90446,Gabvine,streamline granular partnerships,1,0,59004
70637,Jetpulse,enable mission-critical metrics,0,1,59687
31482,Meevee,brand enterprise e-services,1,0,37485
63926,Shuffletag,redefine leading-edge web services,1,0,38653
39189,Zoovu,leverage B2C vortals,1,0,71759
17082,Voolith,deploy scalable functionalities,0,1,8689
32772,Yabox,leverage impactful metrics,1,1,84050
58396,Topdrive,seize 24/7 methodologies,0,0,46001
24475,Bubblebox,implement dot-com metrics,1,0,15245
36945,Gevee,envisioneer B2C e-services,0,1,86483
76485,Realcube,evolve synergistic metrics,0,1,15753
89482,Realcube,maximize holistic deliverables,0,0,93726
38389,Realcube,reinvent global convergence,0,1,5686
22367,Demimbu,empower integrated mindshare,0,0,78436
70332,Devshare,scale killer e-commerce,0,0,74468
82934,Podcat,facilitate holistic initiatives,0,0,72243
40481,Dabtype,enhance value-added experiences,0,1,4943
93316,Riffwire,revolutionize customized models,0,0,60210
75695,Feedfish,disintermediate compelling vortals,1,0,68340
79205,Plambee,productize 24/7 functionalities,0,0,65698
92803,Voonyx,matrix bleeding-edge e-services,0,0,7381
26389,Fatz,strategize bleeding-edge bandwidth,1,1,22385
61153,Realfire,envisioneer compelling functionalities,0,1,62076
52630,Kwilith,brand end-to-end networks,1,1,36841
24644,Brainsphere,productize sticky markets,0,1,61992
8796,Realpoint,orchestrate out-of-the-box schemas,1,1,44060
59766,Muxo,benchmark cross-platform metrics,1,1,78521
26962,Tanoodle,iterate holistic supply-chains,0,0,48971
17449,Skiptube,envisioneer bleeding-edge mindshare,1,0,30192
21957,Youspan,monetize user-centric portals,1,0,48801
50703,Roodel,unleash bleeding-edge platforms,1,0,77989
23254,Twitterbridge,exploit frictionless supply-chains,0,0,91686
60143,Kazio,whiteboard innovative e-tailers,0,1,66597
37782,Vinder,brand real-time synergies,1,1,65442
73728,Skivee,synthesize seamless platforms,1,0,20462
68725,Feedmix,leverage magnetic e-services,0,1,30022
84315,Oyoloo,enable integrated solutions,0,1,22133
54477,Jaxspan,reinvent user-centric technologies,1,1,61243
3466,Gabtune,generate virtual deliverables,0,0,71267
31477,Centizu,benchmark end-to-end infomediaries,1,1,44090
829,Flashspan,deliver virtual infrastructures,0,0,90645
29514,Wordify,cultivate one-to-one infrastructures,0,1,53915
71514,Gabspot,productize scalable portals,1,0,84797
44335,Fliptune,benchmark rich infomediaries,0,0,5695
21488,Eabox,syndicate global web-readiness,0,1,13787
58053,Trilith,disintermediate revolutionary systems,1,0,31561
70075,Fivebridge,iterate efficient experiences,0,0,77325
38748,Wordpedia,unleash sexy content,0,0,15301
44095,Feedspan,grow sexy systems,0,1,57706
66741,Voonder,deploy compelling technologies,0,0,89297
37482,Trunyx,revolutionize plug-and-play technologies,0,1,67758
62654,Kamba,repurpose integrated web-readiness,1,0,8589
29165,Camimbo,reinvent sexy models,0,0,76436
81832,Trupe,leverage e-business paradigms,0,1,51466
71350,Devbug,optimize robust infrastructures,0,0,67349
30586,Eabox,productize customized synergies,1,0,75336
51974,Twinder,synthesize extensible methodologies,0,0,66293
85666,Leenti,iterate open-source solutions,1,1,46632
45738,Yadel,recontextualize back-end solutions,1,1,92940
56445,Voonix,monetize collaborative methodologies,1,0,47860
43126,Wikibox,deploy vertical ROI,1,1,54842
94194,Quimba,leverage B2B metrics,1,0,56577
95148,Skilith,synthesize mission-critical networks,1,1,72519
67160,Centimia,synergize synergistic users,1,1,97568
78986,Quaxo,mesh real-time systems,0,1,8821
73290,Oyope,implement wireless networks,0,0,1062
86763,Tavu,morph user-centric deliverables,0,0,86572
66382,Realmix,scale value-added communities,1,0,35591
67424,Thoughtbeat,productize vertical bandwidth,0,0,29332
60542,Feednation,embrace innovative vortals,1,0,52225
7226,Youbridge,recontextualize vertical bandwidth,1,0,9183
83667,Agimba,enable back-end convergence,1,1,7791
61159,Jayo,deploy viral functionalities,1,0,62475
70571,Linktype,embrace scalable users,1,0,1169
96520,Skipstorm,maximize 24/365 infomediaries,0,0,91545
26327,Zoonoodle,embrace real-time schemas,0,1,5225
19018,Kanoodle,deploy seamless mindshare,1,0,62206
42581,Fatz,cultivate B2C web-readiness,0,0,6633
44162,Skimia,deploy efficient ROI,0,1,81600
40139,Thoughtbeat,monetize cross-platform e-business,0,1,70714
37960,Innojam,syndicate sexy bandwidth,1,0,83894
11277,Shufflester,matrix customized methodologies,1,0,73506
11770,Brainbox,exploit e-business e-services,1,1,95571
83070,Livetube,empower dot-com synergies,1,0,84495
81703,Skidoo,incubate sexy web services,0,1,86946
86226,Devpulse,monetize rich mindshare,0,1,10430
31518,Feedbug,expedite vertical applications,1,0,74742
77909,Skinder,engineer front-end e-tailers,1,1,90969
90270,Blogtags,extend cutting-edge networks,0,0,82174
33779,Pixonyx,mesh enterprise vortals,0,0,79885
79065,Brainlounge,innovate plug-and-play supply-chains,0,0,27573
23044,Divape,e-enable ubiquitous initiatives,0,1,46600
76835,Edgewire,reintermediate impactful infomediaries,1,0,30756
270,Trudeo,incentivize enterprise paradigms,1,1,47884
1731,Camimbo,matrix open-source initiatives,0,1,21232
53589,Digitube,utilize cross-media methodologies,0,1,17726
8853,Thoughtworks,transform real-time experiences,0,1,12287
66862,Skipstorm,iterate frictionless schemas,1,0,44548
11522,Dabfeed,whiteboard virtual deliverables,1,1,92190
35705,Leenti,implement killer partnerships,0,0,3391
96037,Centidel,innovate B2C systems,1,1,64348
78782,Dazzlesphere,mesh granular metrics,1,0,57154
53264,Mycat,streamline web-enabled portals,0,0,68794
14795,Lajo,syndicate 24/365 models,1,1,55841
72175,Brainverse,matrix synergistic solutions,0,1,17983
2294,Skyble,implement viral deliverables,1,1,4294
87834,Livefish,incubate mission-critical interfaces,1,0,60028
39766,Meembee,whiteboard holistic deliverables,1,0,15499
66395,Voomm,optimize visionary niches,0,1,37153
54324,Kwimbee,transform efficient architectures,1,1,97296
96784,Kwimbee,expedite plug-and-play metrics,0,1,96330
20639,Dynabox,engage cross-platform synergies,0,0,19702
18999,Oba,generate open-source relationships,1,0,53160
18381,Zooxo,scale customized communities,1,0,84163
13060,Cogilith,revolutionize seamless web-readiness,0,1,61655
82821,Twitterlist,repurpose proactive metrics,0,1,60344
