Movie_Id,character_name,character_description,protagonist,voice_only,Actor_Id
8910,Bubbletube,exploit B2B relationships,1,0,43345
88725,Wikizz,synthesize 24/365 web-readiness,0,0,23373
11803,Browsetype,cultivate global schemas,0,0,13631
19806,Bluezoom,optimize efficient markets,0,1,41355
25276,Twinder,matrix ubiquitous infrastructures,0,0,16702
83548,Fivechat,leverage 24/365 systems,1,1,30999
96475,Zoombox,empower out-of-the-box applications,0,0,17150
81544,Tazzy,innovate efficient mindshare,1,1,49859
75627,Eayo,scale sticky e-business,0,0,97083
50760,Tekfly,enhance wireless e-commerce,1,1,54245
60846,Fiveclub,target leading-edge systems,1,0,64683
80146,Twitterbridge,envisioneer customized e-business,0,0,19557
74633,Gabcube,synthesize best-of-breed vortals,0,1,83395
13184,Realfire,syndicate value-added web-readiness,1,0,56453
63946,Flashspan,embrace customized web services,1,0,72481
30542,Skaboo,engage granular supply-chains,0,1,95427
58936,Tekfly,visualize mission-critical bandwidth,1,0,86453
42675,Yakidoo,incentivize world-class metrics,1,1,59581
2507,Yodel,evolve plug-and-play synergies,1,0,41400
95133,Chatterbridge,seize enterprise models,0,0,41453
69063,Fliptune,scale B2C solutions,1,0,80770
49433,Tagtune,embrace dot-com architectures,0,1,70441
61124,Youbridge,morph dot-com solutions,1,0,12145
89257,Agimba,syndicate global systems,0,0,87653
12549,Wikizz,deploy real-time content,1,1,95393
7686,Kanoodle,benchmark rich eyeballs,0,1,43039
93119,Brainbox,facilitate compelling communities,1,0,29218
71593,Jabbersphere,transform strategic initiatives,0,0,51624
41170,Gabvine,expedite B2C synergies,1,1,71018
42384,Zoombox,target real-time synergies,0,1,29720
7876,Eadel,empower scalable relationships,0,1,57348
65501,Flipopia,implement seamless channels,0,0,67145
79697,Oba,disintermediate strategic markets,0,1,72911
52714,Babbleblab,redefine open-source architectures,1,0,75753
42111,Roomm,implement web-enabled schemas,1,0,78308
13755,Mynte,repurpose efficient metrics,0,0,95215
26176,Feedbug,reintermediate distributed e-markets,1,1,68541
39032,Tagchat,disintermediate intuitive content,0,1,48798
2008,Jayo,optimize clicks-and-mortar systems,1,1,73169
75497,Tazzy,envisioneer frictionless users,0,0,29941
43269,Zava,productize wireless technologies,1,0,41752
59922,Jabbercube,disintermediate transparent eyeballs,0,1,21693
13906,Dynazzy,reintermediate real-time web-readiness,1,1,55360
78630,Ooba,leverage B2C relationships,1,1,43550
56112,Devify,iterate dynamic infomediaries,1,1,85523
89622,Oyoyo,unleash wireless mindshare,1,0,23382
82600,Youfeed,implement killer e-tailers,0,0,37770
50111,Topicblab,deliver intuitive vortals,0,1,6443
92187,Shufflester,synthesize cross-media mindshare,0,0,35399
3335,Kazu,utilize next-generation web services,1,0,66448
30237,Skyba,engineer end-to-end niches,1,0,20106
63609,Chatterbridge,engineer sexy partnerships,1,0,73310
57240,Kazio,redefine compelling infrastructures,1,0,23434
40912,Skidoo,integrate bleeding-edge eyeballs,1,0,11138
89177,Devify,whiteboard integrated portals,0,0,70990
91271,Browsetype,integrate synergistic niches,0,0,81713
92166,Mydo,strategize killer solutions,1,1,39457
85143,Jetwire,disintermediate frictionless action-items,0,0,88054
11331,Yadel,embrace end-to-end web-readiness,0,1,49310
24273,Quamba,optimize out-of-the-box action-items,1,1,844
26828,InnoZ,generate leading-edge web-readiness,0,0,785
45250,Voonix,empower dynamic deliverables,0,0,29470
66184,Wikido,innovate viral paradigms,1,0,33830
71252,Skyndu,grow sexy schemas,0,0,49758
42546,Meeveo,reintermediate visionary interfaces,1,1,16970
40764,Flashdog,integrate customized portals,1,0,23412
44903,Jabbercube,seize proactive models,1,0,63599
59288,Thoughtstorm,reinvent user-centric deliverables,1,0,1841
35274,Feedfire,maximize visionary interfaces,1,1,56837
