title,year,lenght,sinopsis,description,Country_Id,Director_Id
TPP,1826,3:52 AM,Hardware,exploit vertical action-items,59501,34808
Xcode,1991,1:53 AM,Contractual Agreements,innovate leading-edge eyeballs,29142,45468
After Effects,1861,3:16 AM,Zoning,evolve back-end e-tailers,99832,50337
Yacht Racing,1759,4:53 AM,International Tax,orchestrate viral mindshare,29887,40737
Threat &amp; Vulnerability Management,1524,3:48 AM,Year End Accounts,innovate strategic e-services,35541,41127
Nursing Management,1870,1:30 AM,Acoustic Guitar,syndicate cross-media methodologies,90515,61274
Glass,1659,3:53 AM,Job Search Strategies,incentivize seamless web services,44623,36857
Whisky,1688,3:19 AM,Social Justice,mesh sexy eyeballs,13274,26213
Patents,1906,2:06 AM,Fine Art Photography,e-enable web-enabled paradigms,66362,85874
International Shipping,1527,2:31 AM,TCA,visualize end-to-end web services,73817,22821
Following Up,1548,2:55 AM,Cisco VoIP,monetize holistic e-business,51274,41218
Lyric Soprano,1612,4:17 AM,Turbo C++,redefine dot-com platforms,41898,50794
Typeface Design,1713,3:52 AM,Naval Architecture,mesh end-to-end deliverables,48576,55416
HMDA,1704,3:36 AM,DP,scale innovative web-readiness,34776,74393
Hodes IQ,1935,1:36 AM,MVVM,disintermediate killer convergence,45552,8102
High Availability Clustering,1776,1:59 AM,Luxury,transform B2C ROI,99101,43300
Aeronautics,1560,4:39 AM,Visual Effects,repurpose cutting-edge eyeballs,46765,35127
Direct Sales,1868,3:37 AM,Amazon VPC,brand visionary action-items,52797,95348
OHS,1709,3:12 AM,Kenan FX,aggregate robust infrastructures,379,8821
Frame Relay,1502,1:53 AM,3Com NBX,revolutionize front-end experiences,2403,70956
CBOT,1577,1:53 AM,XML Spy,target innovative experiences,32633,36485
Eaglesoft,1939,2:09 AM,Document Imaging,expedite plug-and-play vortals,1347,96150
HTC,1972,3:06 AM,SAP PP,drive killer channels,78800,49732
International Political Economy,1951,2:51 AM,Gutters,seize holistic schemas,57076,96000
PFMEA,1584,1:58 AM,GCS,disintermediate wireless relationships,39365,64192
Jewish Education,2002,3:34 AM,FDTD,cultivate open-source experiences,32584,94357
Executive Protection,1815,1:41 AM,Environmental Impact Assessment,recontextualize world-class e-tailers,19254,77221
Rheumatology,1535,3:09 AM,Linux Kernel,mesh clicks-and-mortar mindshare,6353,24663
Middle Office,1897,3:03 AM,Patient Education,iterate extensible vortals,45366,71689
ODIN,1793,2:39 AM,Customer Satisfaction,transition visionary mindshare,21460,91792
OA Framework,1504,3:49 AM,Fundraising,repurpose value-added applications,63851,68910
Pharmacy Benefit Management,1529,1:06 AM,WSAD,brand strategic mindshare,17529,93326
DC-9,1934,3:38 AM,FTIR,reintermediate transparent niches,28807,79661
Valves,1757,3:51 AM,System Administration,drive value-added users,37757,10984
NSS,1984,3:38 AM,SBA 504,transform magnetic technologies,2220,88550
Ulead VideoStudio,1519,1:43 AM,FSI,engage customized action-items,35394,29829
Lustre,1856,3:30 AM,Government Relations,disintermediate end-to-end bandwidth,78315,47924
Award Winner,1601,3:29 AM,Onshore,streamline end-to-end models,26289,86399
MPR,1987,2:58 AM,IATA,innovate rich experiences,8098,71242
FDA,1534,4:55 AM,Internet Banking,deploy distributed mindshare,82443,66279
Oasys,1501,3:54 AM,Linux Kernel,integrate clicks-and-mortar applications,2636,22375
Computer Games,1980,4:15 AM,Production Planning,extend value-added mindshare,83955,63159
OOS,1851,3:46 AM,LTD,monetize world-class synergies,63586,18231
Minority Owned,2007,3:35 AM,Microsoft SQL Server,evolve intuitive e-commerce,72679,92996
MPBN,1747,1:00 AM,PPP,morph revolutionary users,82373,75348
FCPA,1685,3:57 AM,ASP.NET AJAX,reintermediate open-source interfaces,87162,36592
UV Mapping,1967,1:28 AM,TQM,extend dot-com interfaces,73435,77728
Luxury Lifestyle,1792,4:04 AM,PBASIC,matrix world-class markets,40962,14800
Zillow,1892,4:12 AM,KnockoutJS,transition clicks-and-mortar schemas,10771,2660
DVB-RCS,1946,4:58 AM,User Interface,incentivize 24/7 bandwidth,75242,36780
Quality Management,1797,3:12 AM,PPC Bid Management,expedite turn-key channels,25566,75965
