title,year,lenght,sinopsis,description,Country_Id,Director_Id
IFTA,1885,1:37 AM,UK Immigration,exploit scalable channels,2886,37146
YUM,1750,3:41 AM,Optical Tweezers,cultivate sexy initiatives,24555,61800
JBoss EAP,1718,1:10 AM,HTFS,architect turn-key supply-chains,90182,80535
OEM contracts,1976,4:04 AM,IEEE standards,leverage scalable content,98753,61727
Legal Assistance,1726,3:32 AM,TQC,streamline intuitive architectures,79528,24124
HMI Programming,1532,2:09 AM,Visual Studio,recontextualize B2C applications,67383,98875
TMAP,1554,3:51 AM,HTRF,empower real-time web-readiness,72231,57549
Food Quality,1619,3:36 AM,Knowledge Representation,enhance ubiquitous interfaces,94070,83551
Botany,1954,2:33 AM,Pymol,leverage synergistic infrastructures,6908,58184
European Affairs,1904,4:28 AM,Army,e-enable frictionless technologies,49895,51063
BDCs,1805,3:11 AM,HTML,reinvent value-added eyeballs,97291,40910
NDDS,1776,2:36 AM,AU,productize value-added e-markets,13415,12082
Safety Management Systems,1605,3:47 AM,Sage 300 ERP,deploy real-time schemas,39958,48378
UDDI,1655,2:26 AM,Psychotherapy,reinvent ubiquitous eyeballs,18142,47823
Sheet Metal,1544,1:20 AM,Tunneling,whiteboard enterprise technologies,65632,71056
YMS,1602,3:02 AM,eZ Publish,syndicate global models,92936,59967
AAR,1566,3:19 AM,RMADS,utilize collaborative web services,20003,54253
Human Rights,1748,2:37 AM,Bartending,repurpose real-time action-items,1714,5675
Home Equity Loans,1752,2:38 AM,LPN,repurpose impactful infomediaries,46037,80644
Firewalls,1815,2:26 AM,GT-Power,orchestrate sticky infrastructures,67473,36319
VMware,1798,2:53 AM,SDH,recontextualize open-source initiatives,85559,77878
EPANET,1514,4:08 AM,Military,engineer 24/365 methodologies,43557,48065
Trade Shows,1678,2:35 AM,Mergers &amp; Acquisitions,innovate impactful interfaces,71642,7054
Church Events,1646,4:15 AM,Vsftpd,deliver wireless supply-chains,23388,76639
GIMP,1991,1:37 AM,AXI,envisioneer holistic ROI,8026,25172
GT-Power,1736,3:18 AM,BCNE,engage web-enabled action-items,31524,56499
Java,1528,3:52 AM,IEC 61850,integrate ubiquitous deliverables,64625,34537
HCS 2000,1900,2:07 AM,Dbase,scale clicks-and-mortar schemas,22656,8323
EU Funding,1560,2:51 AM,Yellow Pages,redefine scalable bandwidth,32883,74559
Rheumatoid Arthritis,1519,4:14 AM,EU Law,unleash web-enabled functionalities,17306,74912
Document Drafting,1821,1:44 AM,IDL,facilitate intuitive action-items,17173,8020
Mentoring,2007,1:44 AM,PMD,target innovative content,15374,35227
TBS,1908,3:06 AM,Chemistry,redefine magnetic architectures,84675,64618
VSS,1544,1:36 AM,Theory,morph real-time action-items,40573,72835
Physics,1613,1:46 AM,Songwriting,matrix cross-platform initiatives,16740,21912
Tcpdump,1515,1:28 AM,Google Apps,deliver compelling functionalities,92828,83507
Aesthetics,1679,3:43 AM,Firewalls,engage web-enabled action-items,77519,57980
XAMPP,1593,3:59 AM,Ericsson OSS,revolutionize e-business methodologies,51348,93475
C-TPAT,1653,2:43 AM,GSE,mesh rich bandwidth,6884,66170
Hotels,1764,4:50 AM,eGate,maximize vertical ROI,26153,82766
Chi Nei Tsang,1663,4:13 AM,Full-life Cycle Recruiting,implement best-of-breed synergies,51017,37156
Financial Risk,1603,3:36 AM,Ehcache,transform magnetic vortals,63801,86729
CBCP,1772,4:39 AM,Systems Analysis,implement interactive applications,31712,50696
Ultrasonic Testing,1607,1:50 AM,Zemax,engage seamless experiences,86871,10357
Omnet++,1883,3:29 AM,Play Therapy,embrace ubiquitous interfaces,77592,25628
VC-1,1509,3:32 AM,jQuery Mobile,optimize interactive users,50700,32848
ePub,1729,1:41 AM,Embedded Linux,redefine dynamic niches,66390,68569
Tax Advisory,1945,4:00 AM,VLDB,exploit enterprise relationships,49927,1269
High Availability Clustering,1643,4:55 AM,Data Collection,empower wireless metrics,85493,24554
BMX,1896,4:23 AM,Email Marketing,innovate dynamic paradigms,100441,67735
Jeans,1873,3:23 AM,Tourism Management,transition next-generation e-business,29725,50140
Ayurveda,1806,4:14 AM,MQSI,enable wireless applications,23166,20747
Fund Administration,1854,2:12 AM,UB92,grow extensible bandwidth,8371,26105
Win CVS,1546,3:30 AM,Urban Infill,e-enable plug-and-play paradigms,58964,70172
Active DoD Secret Clearance,1631,4:29 AM,CFII,drive seamless niches,92012,21229
Titration,1736,4:11 AM,Evangelism,orchestrate bleeding-edge paradigms,45970,62200
Knitting,1683,2:21 AM,DTS,whiteboard out-of-the-box experiences,84146,58051
NFC,1899,3:15 AM,Contractual Agreements,engage dot-com markets,10985,15258
AX 2009,1697,1:00 AM,Project Portfolio Management,deploy magnetic users,49870,83998
Ionic Liquids,1879,3:52 AM,ICD-9,revolutionize turn-key content,25696,8105
HSP,1606,4:30 AM,Signal Processing,transform front-end e-services,61410,7762
Koha,1720,3:58 AM,GIMP,aggregate impactful methodologies,40531,5030
Luxury Lifestyle,1828,4:27 AM,RNA,grow intuitive convergence,83619,82052
Directing Others,2009,1:39 AM,Digital Signage,grow proactive action-items,85050,83714
Historic Preservation,1626,1:29 AM,Ufile,generate leading-edge e-business,1653,84269
Eastern Europe,1562,2:03 AM,uClinux,syndicate real-time niches,1726,24287
Power Electronics,1864,1:18 AM,Aerospace Manufacturing,transition visionary e-commerce,34552,38605
CSAT,2018,2:13 AM,Agile Methodologies,monetize value-added synergies,7520,33601
Phase II Environmental Site Assessments,1530,2:38 AM,Equity Derivatives,whiteboard sticky e-commerce,47198,77460
BCLS,1714,2:13 AM,Yield,mesh bricks-and-clicks communities,19294,8695
Cyber-security,1818,3:06 AM,JIRA,evolve magnetic systems,77042,78260
Enterprise Risk Management,1595,3:55 AM,Dubbing,e-enable virtual metrics,38021,74758
Self-esteem,1882,1:16 AM,RFID Applications,brand cross-media web services,26910,39242
Commercial Real Estate,2009,3:43 AM,Income Tax,transition best-of-breed niches,29741,84330
LSAMS,1562,2:26 AM,Type Design,deliver granular methodologies,78553,19574
XSL,1515,3:37 AM,Sourcing,syndicate holistic technologies,60555,34158
Copywriting,1776,1:34 AM,General Insurance,syndicate out-of-the-box schemas,54527,60603
AAP,1646,3:02 AM,Emergency Management,benchmark virtual initiatives,14872,8060
International Political Economy,1625,3:50 AM,MWS,transform ubiquitous technologies,77225,7966
ETL Tools,1970,2:19 AM,ERP,scale sticky mindshare,36905,77879
Academic Advising,1730,2:11 AM,XCOM,orchestrate strategic markets,53246,3449
Non-compete Agreements,1829,3:03 AM,.htaccess,utilize open-source web-readiness,54725,76935
