title,year,lenght,sinopsis,description,Country_Id,Director_Id
Social TV,1658,4:51 AM,DCAA,recontextualize B2B content,93651,84234
Youth Entrepreneurship,1592,2:11 AM,TVC,e-enable interactive users,92432,20015
VXI,1520,1:37 AM,Web Content,redefine robust e-services,74681,83524
RSpec,1868,1:31 AM,Operational Excellence,disintermediate 24/365 mindshare,52945,68061
Test Planning,1834,1:24 AM,Sales Cycle Management,engage transparent initiatives,17775,47708
NRA,1687,2:16 AM,Music Publishing,aggregate granular partnerships,66128,12360
Cloud Computing IaaS,1796,4:42 AM,SAP BW,envisioneer 24/365 action-items,16903,63352
KCS,1962,3:59 AM,Core Java,grow robust functionalities,27900,9643
ICH-GCP,1807,1:57 AM,WCF Services,harness leading-edge technologies,91118,12851
XQuery,1538,3:09 AM,Nightlife,facilitate back-end networks,98488,70327
Turn Around Management,1548,1:02 AM,DDMS,harness dot-com partnerships,56503,10935
OTDR,1779,3:11 AM,Digital Journalism,expedite cross-platform systems,11332,41231
Alternative Dispute Resolution,1857,3:05 AM,CMTS,synergize intuitive ROI,39624,61064
CNN Pathfire,1953,3:59 AM,WTL,mesh bleeding-edge applications,30798,40767
Business Objects,1723,4:52 AM,SDH,matrix dot-com portals,12073,83766
Inspection,1572,2:51 AM,LS-DYNA,whiteboard compelling infrastructures,75518,18506
Artistic Eye,1598,3:49 AM,Brand Awareness,whiteboard world-class functionalities,86816,84406
RF Scanners,1682,2:00 AM,HLSL,expedite transparent synergies,83921,16129
Knowledge Transfer,1725,2:42 AM,Location Intelligence,repurpose global action-items,26051,84117
EOD,1596,1:29 AM,Cluster,embrace 24/7 experiences,4549,29834
Avid Media Composer,1977,4:35 AM,HQL,revolutionize granular solutions,45246,79291
Early-stage Startups,1592,2:12 AM,High Yield Bonds,recontextualize end-to-end e-business,83036,17277
VLAN,1758,4:01 AM,QEMU,leverage sticky ROI,85292,85560
Vocal Coaching,1598,1:44 AM,Durable Medical Equipment,strategize collaborative e-business,20118,40129
SQL Server Management Studio,1920,1:50 AM,Overhead Cranes,optimize next-generation vortals,16218,58712
Commercial Banking,1558,2:27 AM,Change Orders,revolutionize ubiquitous functionalities,71257,98599
American History,1728,3:45 AM,DLX,productize cross-platform paradigms,47933,18033
JDE CNC,1535,3:35 AM,European Markets,innovate out-of-the-box bandwidth,63159,81892
DMX,1625,1:23 AM,Sweaters,streamline compelling initiatives,25128,37632
Tween,1648,3:49 AM,Therapeutic Areas,syndicate vertical paradigms,66007,6687
Non-linear Editing,2003,2:59 AM,Winning Others Over,transform interactive functionalities,95817,11841
RLU,1815,3:57 AM,NS-2,repurpose clicks-and-mortar web-readiness,93248,9466
IASO,1601,4:58 AM,PWS,utilize next-generation paradigms,44535,95335
Omron,1715,4:12 AM,Water Management,engineer cross-media e-services,91593,41384
Black Box Testing,1553,1:00 AM,Naval Architecture,matrix compelling eyeballs,41847,36489
MD-11,1961,3:07 AM,HDL Designer,innovate dot-com users,24153,17565
Operational Oversight,1649,1:14 AM,CDISC,incentivize virtual channels,77747,51528
Fund Administration,1736,3:05 AM,Academic Writing,implement sticky bandwidth,16755,93441
GIS Application,1629,3:50 AM,Digital Electronics,benchmark innovative channels,61802,5408
Novell Netware,1793,1:58 AM,Agarose Gel Electrophoresis,deliver impactful networks,100385,97482
QSIG,1501,1:36 AM,Home Equity Lines of Credit,morph holistic e-tailers,66372,76243
