title,year,lenght,sinopsis,description,Country_Id,Director_Id
HDF5,1786,3:50 AM,BTS Installation,redefine rich initiatives,98971,62320
ISO 9000,1506,4:25 AM,Shipping,envisioneer dynamic e-business,31876,14353
PTO,1753,1:29 AM,Program Management,deploy clicks-and-mortar action-items,25875,8222
EBSD,1561,4:27 AM,CDMA 1X,embrace front-end supply-chains,78409,41509
TBMCS,1772,2:42 AM,Fitness,engineer extensible eyeballs,36258,67543
Eyelash Extensions,1535,4:26 AM,Bylaws,aggregate user-centric experiences,49827,93775
RAN,1779,1:11 AM,Observational Studies,engineer robust synergies,50102,75674
RTCP,1892,4:42 AM,Joint Military Operations,enable open-source e-commerce,28623,60693
Power Systems,1764,1:52 AM,People Management,mesh intuitive channels,47291,24656
Eclipse,1777,1:07 AM,Internet Banking,embrace value-added niches,84899,92
QSA,1815,4:33 AM,DDI Certified Facilitator,extend vertical schemas,53979,29898
Ownership,1965,1:50 AM,Pension Funds,brand web-enabled web services,37307,29397
Reverse Osmosis,1596,2:13 AM,Trading Systems,aggregate mission-critical portals,41091,85153
Global Business Development,2004,4:05 AM,Billing Systems,architect open-source methodologies,54071,61326
Urban Design,1873,4:32 AM,Jewish History,deliver 24/365 mindshare,81814,42271
Youth Programs,1643,3:59 AM,XML-RPC,mesh turn-key systems,51089,57184
Billing Systems,1800,2:11 AM,Online Publishing,whiteboard intuitive networks,31085,90773
Umbrellas,1962,3:17 AM,GAAP,unleash open-source supply-chains,98898,79139
Radio Broadcasting,1814,3:28 AM,CV,leverage dynamic partnerships,13428,29149
GCP,1618,4:15 AM,Computer System Validation,transition seamless web services,74845,78399
Fund Of Funds,1675,4:16 AM,Eurocodes,whiteboard mission-critical action-items,33065,89269
Government Relations,1614,4:36 AM,Business Strategy,integrate cross-platform e-markets,51774,42705
MW,1685,1:53 AM,Office Administration,drive customized e-tailers,45219,51725
Disaster Recovery,1710,1:38 AM,WAN,generate killer mindshare,96993,83860
Fume FX,1874,3:45 AM,BPT,deliver enterprise methodologies,88627,30201
XPDL,1928,1:48 AM,PFT,engineer dynamic metrics,6054,54561
UVM,1966,2:58 AM,International Sales,cultivate sexy schemas,99013,20074
BSP,1904,1:13 AM,Khalix,enable wireless action-items,25265,12457
Microchip PIC,1833,3:22 AM,OECD,brand bricks-and-clicks technologies,28156,21214
NCSim,1794,1:25 AM,Corporate FP&amp;A,grow out-of-the-box vortals,35677,5340
Microsoft Dynamics,1985,1:28 AM,HTA,revolutionize frictionless markets,17080,81287
OMA,1938,3:24 AM,CGI programming,iterate out-of-the-box methodologies,95940,40181
Drip Irrigation,1610,3:37 AM,Animal Nutrition,matrix frictionless markets,95750,53288
PMO,1550,2:06 AM,Kohana Framework,extend enterprise methodologies,10178,18741
LabWindows/CVI,1897,4:11 AM,Upholstery,unleash 24/7 e-services,66357,783
SAP SRM,1590,3:47 AM,Executive Management,redefine compelling initiatives,19650,51320
Field Work,1746,1:03 AM,Class Actions,innovate rich schemas,84060,73559
XRR,1939,3:02 AM,ETAP,syndicate efficient systems,81368,63775
HDPE,1593,3:30 AM,NICE Call Recording,whiteboard proactive metrics,39965,45949
Dynamic Positioning,1824,3:03 AM,PowerPoint,leverage next-generation infomediaries,83094,45822
Koi Ponds,1980,3:26 AM,National Accounts,harness 24/7 convergence,58268,72284
DV Camera Operator,1969,4:27 AM,MQX,monetize e-business e-commerce,4428,63346
Youth Work,1860,2:53 AM,Guest Service Management,strategize robust methodologies,36387,94144
WLL,1553,3:03 AM,MTTR,streamline holistic platforms,93210,78624
Strategic Sourcing,1708,1:14 AM,WTX,strategize best-of-breed models,23810,80861
Konica,1783,3:44 AM,CFR,seize front-end deliverables,336,6353
Keyboard Skills,1870,3:19 AM,DCP,exploit revolutionary interfaces,20910,68124
Warranty,1743,1:36 AM,GPFS,leverage synergistic interfaces,67856,23286
FWSM,1698,4:38 AM,HTRI Software,unleash viral vortals,37491,58795
Diabetes,1603,3:09 AM,eBusiness Suite,iterate cutting-edge paradigms,47350,66643
Working at Height,1651,4:24 AM,XLMiner,seize holistic methodologies,22396,36657
Oil Sands,1623,1:00 AM,Publicity,recontextualize out-of-the-box metrics,16011,66325
NCSim,1951,1:20 AM,Nutrition Education,matrix wireless experiences,43499,84719
DCS,1544,2:35 AM,BTL Activations,drive revolutionary synergies,63374,99055
Brand Architecture,1777,4:58 AM,XACT,synergize 24/365 solutions,77461,79021
Physician Relations,1902,1:36 AM,Equity Capital Markets,brand dot-com supply-chains,45357,86029
CPCU,1766,1:16 AM,Kuka,maximize dot-com portals,22264,28228
IR,1944,4:43 AM,PDE,enable synergistic e-services,24994,6495
Active TS/SCI Clearance,1723,4:43 AM,Cell Culture,transition web-enabled users,8784,42973
Healthcare Industry,1761,3:04 AM,Nielsen Data,strategize extensible technologies,94177,16860
VAT,1590,4:53 AM,JTA,reinvent clicks-and-mortar networks,47479,43992
FDTD,1562,4:42 AM,HR Solutions,scale magnetic markets,3203,82347
FDD,1889,1:04 AM,Water Management,monetize integrated markets,31081,77050
Aerospace Medicine,1970,3:35 AM,FMEA,enhance turn-key e-services,5163,3084
Kyphoplasty,1520,1:02 AM,z/OS,mesh ubiquitous convergence,35267,41631
CSS,1946,2:53 AM,TFTP,orchestrate synergistic schemas,63392,76788
Cloud Computing IaaS,1531,3:18 AM,Asset Protection,orchestrate innovative partnerships,74774,86297
CMMI Level 5,2004,1:14 AM,MS Reporting Services,matrix visionary technologies,47949,74456
Occupational Medicine,1514,4:04 AM,EF,scale clicks-and-mortar paradigms,94291,96018
Life Sciences,2018,3:04 AM,Power Utilities,scale granular deliverables,57244,44212
DTDs,1602,2:36 AM,Corporate Branding,enhance holistic paradigms,55851,11248
General Aviation,1753,2:51 AM,VLSI,visualize value-added web services,54352,36103
Xcalibur,1514,3:25 AM,Estate Jewelry,aggregate one-to-one communities,2845,64857
IT Governance,1751,3:24 AM,Employee Engagement,leverage B2B functionalities,44519,466
XPlanner,1555,4:16 AM,WM modules,incentivize impactful deliverables,84855,67902
Kaspersky,1832,4:46 AM,Risk Analysis,exploit open-source content,44289,47982
Norton Utilities,1878,2:41 AM,RTK,incubate out-of-the-box portals,100208,20356
MPower,1868,3:58 AM,Key Person Insurance,streamline holistic interfaces,61838,71934
Zend Server,1865,4:53 AM,cXML,whiteboard end-to-end schemas,69538,9987
OAT,1981,2:05 AM,MLSS,facilitate viral initiatives,64629,4203
Military Logistics,1898,4:00 AM,Process Piping Design,evolve leading-edge initiatives,9686,20520
Content Writing,1878,3:06 AM,NIST,strategize holistic applications,17922,56864
Credit Cards,1518,4:56 AM,Oil &amp; Gas Accounting,monetize collaborative interfaces,28143,48586
RV,1937,4:22 AM,OTS,deploy wireless web services,46545,58485
RS422,2009,4:06 AM,Pyrotechnics,reintermediate efficient action-items,71741,34782
DPF,1793,4:26 AM,Omnet++,harness efficient architectures,91955,14629
PMR,1514,2:46 AM,LCD TV,leverage next-generation e-tailers,55870,32303
Credit,1705,4:22 AM,Lesson Planning,seize scalable functionalities,93211,62451
Dbase,1589,2:41 AM,BPWin,envisioneer synergistic systems,24673,75699
HSRP,1960,3:29 AM,GPS Tracking,scale integrated channels,4056,84073
RS Means,1725,2:43 AM,Ext JS,deploy world-class e-commerce,69944,60656
Environmental Issues,1545,1:28 AM,Agribusiness,cultivate vertical markets,80705,56464
Kohana,1937,4:41 AM,Intergovernmental Affairs,transform B2B eyeballs,31845,91796
Pygame,1686,2:13 AM,SAP PS,enable turn-key channels,43887,69086
Animal Nutrition,1877,4:21 AM,Tax Advisory,generate dynamic solutions,82467,81899
Lucene,1700,1:05 AM,Digital TV,engineer visionary e-business,90497,14485
JNDI,1774,2:43 AM,TSYS,maximize cross-platform eyeballs,4397,97843
Capital Equipment,1738,2:33 AM,IPO,optimize robust e-services,94054,43538
Pyrometallurgy,1638,1:24 AM,RPG III,seize leading-edge e-markets,54209,38750
Web Development,1791,2:00 AM,BBQ,monetize proactive platforms,6986,93087
Secretarial Skills,1629,4:35 AM,Nikon,transition ubiquitous niches,42812,69486
Ductwork,1502,1:24 AM,WCS,enhance strategic channels,57615,5538
QFD,1913,2:29 AM,Mediation,innovate vertical e-business,57268,71675
CMake,1644,3:50 AM,QC Tools,incubate killer convergence,81694,77612
GMDSS,1655,4:06 AM,Commercial Kitchen Design,repurpose ubiquitous channels,9126,14304
Alternative Dispute Resolution,1741,1:13 AM,WDS,deploy user-centric e-business,53307,47212
CMYK,1813,2:26 AM,Natural Resources,optimize user-centric mindshare,12898,55331
Zend Certified Engineer,1982,4:02 AM,RSL,transform turn-key mindshare,25598,35180
HP,1724,3:00 AM,Genetics,transition B2B architectures,83806,7517
TF-CBT,1686,3:09 AM,Oxygen XML Editor,syndicate best-of-breed e-tailers,68790,44390
Eplan,1559,3:59 AM,Valuation,incentivize cross-platform convergence,36271,73341
