title,year,lenght,sinopsis,description,Country_Id,Director_Id
Hodes IQ,1846,3:35 AM,D3.js,seize strategic platforms,81737,3022
NGL,1501,1:17 AM,ETL Tools,incentivize bleeding-edge supply-chains,15729,70935
IBM Utilities,1824,1:45 AM,IBM Rational Rhapsody,whiteboard strategic action-items,26622,92126
PVElite,1731,2:52 AM,xPC Target,integrate dot-com partnerships,56416,13912
Omnibus,1901,1:12 AM,MTA,generate sexy interfaces,48606,4815
GNU Debugger,1741,1:15 AM,Document Management,grow ubiquitous solutions,61109,74989
International Logistics,1878,2:57 AM,SAP SD,innovate front-end synergies,63196,25453
BTEQ,1957,1:23 AM,Photography,exploit intuitive metrics,55466,85298
Post Production,1757,4:05 AM,SSEP,morph efficient e-services,29867,4385
Jasper Reports,1830,2:07 AM,BS7799,unleash viral bandwidth,95276,17343
MW,1677,4:32 AM,Sourcing,envisioneer integrated platforms,48708,41740
MVNO,1617,3:45 AM,Parts,whiteboard virtual portals,24468,28460
Literacy,1706,2:30 AM,Commercial Property Owners,drive web-enabled initiatives,25413,55071
SS7,1811,3:17 AM,EZNews,visualize user-centric communities,50760,67157
Security Awareness,1894,1:41 AM,Eclipse CDT,engage innovative interfaces,91083,23144
Music Festivals,1573,3:59 AM,Networking,revolutionize wireless methodologies,50463,15205
ZK,1532,1:57 AM,Award Winner,innovate compelling bandwidth,28767,90310
Nokia Qt,1830,4:09 AM,Wildlife,benchmark cutting-edge web services,59235,57681
SRED,2018,2:53 AM,Volunteer Management,envisioneer bleeding-edge systems,31299,77188
Swift,1902,4:06 AM,Facilities Management,implement turn-key interfaces,32048,84247
NTFS,1512,1:07 AM,Life Sciences,revolutionize cross-platform e-business,94862,9338
Koine Greek,1867,4:38 AM,VB.NET,leverage bleeding-edge interfaces,40660,65796
Mineral Exploration,1666,1:44 AM,TMJ Dysfunction,revolutionize efficient models,51973,67322
Animation,1716,4:21 AM,Smart Cards,implement sexy convergence,38681,75365
Nonprofits,1588,1:19 AM,FFT,brand end-to-end metrics,65359,63233
Reaction Kinetics,1916,4:50 AM,RTP,orchestrate 24/365 metrics,45626,95799
Bioinformatics,1672,1:11 AM,cGLP,strategize cross-platform initiatives,94153,77954
TFTP,1990,3:25 AM,JMeter,revolutionize revolutionary channels,23377,82339
Kinesio Taping,1720,2:01 AM,Nagios,facilitate virtual partnerships,40429,95603
Job Evaluation,1717,1:40 AM,Clarity FSR,innovate open-source applications,46412,50856
Lunch,1892,2:20 AM,Improvisation,deliver transparent infomediaries,41716,25731
TMG,1518,1:55 AM,Employee Handbooks,brand global markets,87521,84950
People Skills,1584,1:22 AM,Real Estate Development,architect world-class schemas,3387,79159
TMG,1816,4:41 AM,iPhone Application Development,synthesize virtual vortals,32092,5360
Electrical Controls,1534,1:15 AM,IBM Tivoli,repurpose seamless solutions,98236,31631
ISM,1903,3:37 AM,User Acceptance Testing,brand frictionless models,68737,56023
WTT,1606,3:28 AM,Lotus Notes,revolutionize open-source channels,83925,14294
Systems Design,1623,1:10 AM,QuickBooks,implement proactive supply-chains,40056,75057
BTEQ,1921,2:31 AM,Shipping,drive magnetic infomediaries,54493,88278
Zend Studio,1687,4:09 AM,Bathrooms,transition bricks-and-clicks e-services,75344,68799
Oxidation,1672,2:35 AM,SSAE 16,envisioneer bricks-and-clicks e-commerce,73830,4554
CQG,1636,4:55 AM,RC,transition viral mindshare,82429,20120
QARun,1984,1:16 AM,Zero Waste,drive innovative interfaces,49675,27360
Ksh,1754,1:38 AM,PTF,seize synergistic relationships,26452,57824
MCH,1674,4:38 AM,QADirector,embrace rich communities,62261,62561
ASP.NET MVC,1673,4:36 AM,Posters,aggregate one-to-one bandwidth,64761,43995
Constructive Feedback,1718,4:13 AM,Special Events,synthesize proactive infrastructures,45885,62465
MCMS,1738,2:15 AM,Nmap,expedite wireless bandwidth,70920,92038
Student Affairs,1610,3:41 AM,Dhcpd,e-enable collaborative infrastructures,9054,31113
NCBI,1924,1:53 AM,Cross-functional Team Leadership,redefine next-generation e-tailers,70084,37863
Store Operations,1860,4:42 AM,IES VE,facilitate magnetic metrics,93039,25882
IGRT,1806,1:54 AM,VPP,orchestrate plug-and-play channels,86485,56160
CTF,1616,3:15 AM,Gospel,innovate rich eyeballs,18828,90867
WPC,1740,2:22 AM,Evangelism,transform impactful solutions,57362,19365
NLB,1651,2:19 AM,PFTrack,target vertical relationships,6017,58077
ZoomText,1937,2:24 AM,Film,transform proactive bandwidth,6182,56041
Journals,1679,4:34 AM,Device Drivers,enhance visionary supply-chains,6729,48925
MFG-Pro,1655,1:51 AM,NDMP,harness integrated bandwidth,11344,5977
XMLBeans,1709,4:05 AM,Retirement Planning,matrix frictionless infrastructures,37720,73384
GFSI,1732,4:44 AM,Emergency Nursing,extend rich e-tailers,73627,63927
PDF Creator,1918,3:07 AM,Islamic Finance,innovate innovative e-tailers,74096,33868
Music,1926,2:59 AM,CNOR,e-enable killer ROI,54339,17710
Whole House Renovations,1567,1:36 AM,GGY Axis,leverage intuitive experiences,87588,91141
21 CFR Part 11,1953,4:29 AM,IBM AIX,synergize integrated systems,23928,27528
Pre-owned,1588,4:35 AM,RFID+,matrix best-of-breed interfaces,96233,28888
CD covers,1975,1:08 AM,HST,cultivate web-enabled synergies,53736,25584
Aquatic Ecology,1567,3:49 AM,Pianist,orchestrate enterprise initiatives,98574,33767
Kernel,1819,4:45 AM,Fire Alarm,whiteboard holistic relationships,26646,66297
IDS,1977,2:51 AM,SDS-PAGE,enhance sticky channels,16839,23223
