title,year,lenght,sinopsis,description,Country_Id,Director_Id
EAI,1654,1:02 AM,X-ray,leverage integrated relationships,83735,87004
ICT Consultancy,1620,2:42 AM,NDC,target back-end platforms,14824,16951
Sales Cycle Management,1598,3:16 AM,Fixed Assets,generate e-business technologies,16863,73914
HP Procurve Networking,1903,1:06 AM,Data Migration,drive web-enabled users,22009,73457
Architectural Drawings,2012,3:16 AM,EBPP,grow sexy infomediaries,56525,16042
CDMA2000,1868,4:21 AM,Btrieve,exploit wireless e-tailers,63076,14267
Eyewonder,1606,1:52 AM,Mobile Marketing,deliver cutting-edge e-tailers,74080,8174
VM,1878,4:22 AM,Oxidation,streamline sticky paradigms,34723,68946
PPBES,1552,1:15 AM,Immigration Law,innovate seamless solutions,38014,21157
WTO,1835,3:51 AM,Appeals,drive compelling vortals,51231,12559
SNOMED,1685,2:28 AM,GPS Devices,orchestrate dot-com markets,74481,75473
Estate Jewelry,1967,1:39 AM,YUI,integrate granular markets,60687,69443
Fit-out,1914,3:25 AM,Shipbuilding,embrace distributed e-markets,49938,54219
Iptables,1750,2:16 AM,IXIA,orchestrate best-of-breed initiatives,88494,29185
CBP,1826,4:02 AM,XenClient,maximize bleeding-edge relationships,6265,58129
Rural Development,1511,2:20 AM,Fashion Design,innovate open-source infrastructures,16453,49136
Foreclosures,2008,2:11 AM,Lunix,benchmark e-business systems,37192,27188
IGRT,1916,4:04 AM,Events Coordination,mesh one-to-one methodologies,59607,11645
VRU,1737,4:55 AM,MMIS,incubate revolutionary relationships,89442,84467
EAI,1982,3:29 AM,xCAT,benchmark rich communities,14729,89736
GCIA,1831,1:59 AM,CNC Mill,drive innovative paradigms,43719,45620
Solid Oxide Fuel Cells,1758,1:14 AM,GCIH,grow collaborative bandwidth,94609,40958
Press Releases,2004,3:24 AM,Kondor+,scale end-to-end architectures,15615,42282
TCM,1758,1:41 AM,Multi-color Flow Cytometry,leverage extensible infomediaries,9761,3964
Environmental Awareness,1872,1:16 AM,JMeter,monetize best-of-breed paradigms,21834,22819
Keyword Research,1817,4:40 AM,Oil Sands,iterate dot-com users,88609,57169
IntelliJ IDEA,1730,3:50 AM,Ocean Transportation,implement extensible initiatives,30558,82413
SDTM,1839,1:36 AM,Business Process Improvement,visualize cross-media models,169,60531
Xytech,1583,2:31 AM,Candidate Generation,harness end-to-end portals,65302,45746
RCSA,1917,1:24 AM,Xsigo,envisioneer viral niches,21631,86017
Product Marketing,1634,2:02 AM,Qbasic,iterate vertical ROI,23451,10253
SGBD,1502,3:46 AM,Ductwork,transition user-centric synergies,68817,71714
