title,year,lenght,sinopsis,description,Country_Id,Director_Id
JCE,1992,1:41 AM,Customer Experience,syndicate clicks-and-mortar convergence,61161,24326
SBR,1589,1:49 AM,HBase,reinvent sticky systems,23073,20516
Poka Yoke,1593,2:58 AM,Internal Controls,generate frictionless functionalities,663,46212
Rehabilitation Psychology,1934,2:32 AM,PKCS,seize user-centric schemas,73996,12389
EPANET,1532,4:09 AM,NCSim,scale ubiquitous web-readiness,7042,10126
PDP,1823,3:31 AM,CPA,embrace bricks-and-clicks platforms,46139,19690
Customer Acquisition,1918,2:12 AM,Multilingual,extend cross-platform solutions,74088,65999
DMMs,1609,3:55 AM,VLR,integrate B2B e-services,51607,92859
Circuit Design,1963,4:30 AM,What-if Analysis,repurpose seamless web-readiness,19332,21776
ePolicy Orchestrator,1642,2:15 AM,Hand-drawn Typography,productize enterprise e-markets,27843,14921
VBScript,1744,3:57 AM,MS Reporting Services,grow intuitive architectures,41545,94857
CFOs,1667,3:58 AM,Distribution Center Operations,reintermediate bricks-and-clicks vortals,37830,63938
Childhood Obesity,1789,2:49 AM,PFD,architect 24/7 markets,38721,62707
MyEclipse,1913,2:55 AM,Classroom Management,transform holistic convergence,89607,51266
SSCP,1611,1:37 AM,Corporate Identity,repurpose rich functionalities,35314,25163
IKB,1786,2:04 AM,LPS Desktop,iterate wireless functionalities,61197,62074
High Voltage,1582,2:53 AM,RF Scanners,exploit interactive e-markets,79544,33291
HSIA,1622,2:48 AM,Aircraft Systems,evolve real-time functionalities,25896,27963
Visual Effects,1845,4:28 AM,MySpace,disintermediate turn-key initiatives,25991,32118
Dump Truck,1622,2:03 AM,Mathematical Modeling,reintermediate value-added communities,82777,54005
Mortgage Lending,1983,1:10 AM,International Relations,deploy killer channels,80749,53540
TKI,1967,1:17 AM,Genetics,deliver plug-and-play mindshare,52590,56253
Microsoft Word,2012,3:34 AM,MDaemon,visualize bleeding-edge experiences,26416,44114
Air Compressors,1766,4:05 AM,Class Actions,scale viral convergence,61042,7648
Management by Objectives,1878,1:11 AM,NIST,visualize intuitive communities,40770,16215
Public Relations,1893,1:16 AM,DMC,visualize real-time ROI,1195,24082
OCLC Connexion,1767,2:18 AM,WSIB Claims Management,architect global schemas,46293,64792
Online Lead Generation,1900,2:18 AM,Snoring,reinvent cross-platform niches,60004,49250
Ergonomics,1639,1:48 AM,Water,seize seamless relationships,23856,90709
Kurzweil,1748,3:12 AM,Eyelid Surgery,mesh mission-critical e-markets,86696,33430
Ventilation,1521,1:24 AM,NGOs,envisioneer mission-critical networks,16236,86148
Vacation,1757,3:46 AM,LSAT,whiteboard granular technologies,68828,61048
Medical Terminology,1768,4:30 AM,Vulnerability,exploit synergistic initiatives,84042,36446
TPC,1972,2:59 AM,HLA,e-enable 24/365 solutions,12654,89564
Ayurveda,1820,2:07 AM,HTTPWatch,repurpose bleeding-edge eyeballs,22692,38294
Consumer Behaviour,1833,2:25 AM,Ukulele,reintermediate mission-critical users,64898,14147
MRPII,1732,1:40 AM,GDI+,repurpose front-end supply-chains,64094,23853
Aviation,1579,1:17 AM,Flight Training,deploy user-centric ROI,81101,83990
Pymol,1748,4:16 AM,XBRL,benchmark value-added content,57766,86833
Portraits,1555,2:13 AM,IHT,deliver mission-critical applications,12854,76266
CCTV,1694,1:23 AM,PyQt,recontextualize front-end infomediaries,44258,95511
MLRO,1904,4:09 AM,Data Analysis,streamline plug-and-play markets,78258,66910
Power Generation,1688,1:39 AM,IPO,implement dot-com eyeballs,43709,22496
Eyebrow,1741,2:11 AM,Gynecologic Oncology,streamline bricks-and-clicks platforms,28445,81458
LTO,2017,2:37 AM,Veneers,engage impactful schemas,7043,16504
MP3,1943,3:33 AM,Bank Reconciliation,deploy seamless vortals,42680,66145
Land Use,1725,3:51 AM,IEC 61850,syndicate synergistic relationships,93704,15081
LabVIEW,1526,2:38 AM,Go,brand leading-edge schemas,57610,50375
BIM,1749,4:30 AM,Swim Instruction,architect wireless systems,16367,62505
Igloo,1519,4:41 AM,PBS,facilitate viral technologies,42404,95991
