title,year,lenght,sinopsis,description,Country_Id,Director_Id
DWDM,1926,4:25 AM,Skin Care,mesh integrated synergies,31347,93023
TNS Media Intelligence,1950,1:18 AM,Three.js,embrace dot-com web-readiness,16021,45243
Hypertension,1791,2:23 AM,Silhouette FX,mesh 24/7 ROI,83143,23285
Node.js,1976,4:06 AM,Young Adults,syndicate magnetic solutions,99403,88818
Wide Format Printing,1720,1:50 AM,Media Planning,utilize robust metrics,57554,73233
Urdu,1527,2:53 AM,Painting,morph seamless communities,22997,67635
Jeans,1507,1:37 AM,Management by Objectives,mesh customized synergies,96025,93839
ZFS,1653,1:28 AM,NGN,visualize turn-key infrastructures,91397,4101
Jewish History,1768,1:51 AM,Electricity,benchmark wireless technologies,28004,39134
CNOR,1618,4:27 AM,Windows XP,matrix e-business infomediaries,42872,35736
CQ5,1820,1:26 AM,MPLAB,seize cutting-edge infrastructures,44473,56018
Visual Identity,1778,1:15 AM,Xactly Incent,unleash integrated web services,34744,35666
SAP BW,1874,4:43 AM,Ozone Therapy,incubate impactful e-commerce,71884,96696
Smoking Cessation,2018,3:53 AM,Juvenile Delinquency,productize innovative channels,25183,25996
Knowledge Discovery,1709,3:18 AM,Healing,streamline rich e-markets,66502,32254
Life Sciences,1944,2:25 AM,JCL,extend innovative deliverables,16306,19431
RPT,1678,2:08 AM,Custom Furniture,expedite enterprise e-commerce,21297,61037
Oil Analysis,1754,2:35 AM,Xbox 360,monetize bricks-and-clicks communities,665,98037
zSeries,1936,1:34 AM,EJB,visualize customized e-markets,71017,59504
Real Estate Economics,1562,1:56 AM,Citrix XenApp,scale leading-edge initiatives,84784,32194
Data Migration,1977,2:30 AM,Ffmpeg,incentivize cutting-edge e-services,98595,6887
Analytical Skills,1860,3:00 AM,Alcohol Awareness,cultivate synergistic platforms,46321,49721
WPF,1864,4:10 AM,Planned Giving,syndicate intuitive metrics,48257,3867
MyChart,1850,1:35 AM,Rhapsody,envisioneer leading-edge markets,68259,65563
DTH,1867,1:12 AM,Young People,deliver out-of-the-box e-commerce,23432,18333
PK/PD,2006,2:46 AM,Microsoft Office,envisioneer scalable channels,67128,84056
CCNP,1865,3:17 AM,VST,transform impactful synergies,755,87632
Construction Drawings,1523,3:03 AM,Biomedical Engineering,e-enable 24/365 architectures,37556,58920
SV,1521,4:16 AM,RNO,grow compelling e-services,55734,62547
