title,year,lenght,sinopsis,description,Country_Id,Director_Id
Legal Research,1679,4:05 AM,Xbox One,extend cross-media niches,94742,94036
Eyeon Fusion,1633,1:31 AM,Assessment Center,engineer vertical communities,13395,55772
xPC Target,1850,2:50 AM,Image Editing,evolve cutting-edge synergies,37713,12
Guided Tours,1730,4:42 AM,IFS ERP,deploy ubiquitous deliverables,76417,52994
Behavioral Health,1954,4:08 AM,Sales Tax,deploy intuitive e-commerce,8775,8495
Veterinary Medicine,1788,3:23 AM,Zero Waste,engineer cross-media ROI,24946,8633
Partnership Taxation,1518,3:55 AM,Glaucoma,repurpose robust methodologies,676,46187
Blogger,1971,2:31 AM,LTV,exploit wireless applications,77816,81236
JD Edwards,1966,1:54 AM,Switching,repurpose value-added schemas,19300,22847
FPGA prototyping,1762,4:26 AM,MRAM,mesh cutting-edge web services,18924,85971
Strategic Planning,1881,1:50 AM,Gynecology,disintermediate extensible solutions,30463,12594
Dog Training,1989,2:31 AM,CV,optimize front-end e-services,72741,43201
C-TPAT,1856,2:52 AM,QR,recontextualize cross-media technologies,30783,97087
Evidence,1621,4:42 AM,RTOS,synthesize B2B e-commerce,30011,30399
PostgreSQL,1796,3:02 AM,Business Alliances,morph robust e-commerce,28821,85927
OCLC Connexion,1820,3:05 AM,CNC Mill,facilitate B2C web services,69192,39502
Nikon,1909,2:16 AM,BtB,harness visionary metrics,91840,20061
SAP XI,1860,4:21 AM,ICP-MS,optimize interactive e-services,12907,76259
Pharmacy,1502,3:41 AM,Nokia Qt,monetize clicks-and-mortar infomediaries,52528,36379
Justice,1826,3:44 AM,JCAPS,evolve ubiquitous networks,29783,77923
Dbx,1731,4:07 AM,Type Design,unleash front-end partnerships,62930,55098
Octave,1721,4:14 AM,JDBC,matrix end-to-end action-items,44591,68280
European Studies,1721,1:40 AM,iOS Development,facilitate cross-media technologies,33889,27752
Internal Audit,1985,3:37 AM,DVB-C,morph mission-critical web services,54157,20467
Therapeutic Areas,1824,4:12 AM,Young Adults,synthesize extensible metrics,70249,22065
BMR,1708,3:38 AM,DDR,recontextualize visionary action-items,25241,43571
Eiffel,1538,3:27 AM,Slogans,repurpose world-class bandwidth,91777,39255
RPG III,1654,1:52 AM,EGPRS,deploy next-generation convergence,94435,38911
Process Piping Design,1942,3:47 AM,IQMS,enable 24/365 web-readiness,17835,98237
PTF,1974,4:47 AM,Strategic Human Resources Leadership,e-enable B2B niches,43381,84986
Zumba,1957,2:33 AM,RTSP,target 24/7 solutions,46106,91325
Pharmaceutical Sales,1682,1:21 AM,CTMS,reintermediate granular e-business,38469,17672
E-Learning,1739,3:20 AM,JFace,orchestrate real-time e-tailers,55183,87309
ETABS,1710,4:51 AM,HTRI Software,repurpose compelling interfaces,2089,744
VPN,1836,4:31 AM,Judo,repurpose transparent convergence,26233,38054
Heavy Equipment,1866,4:55 AM,Summation iBlaze,innovate clicks-and-mortar portals,7445,22596
ODIN,1715,1:16 AM,Blood Typing,leverage mission-critical convergence,64123,34768
Java,1900,3:25 AM,Octave,reinvent clicks-and-mortar e-markets,76282,37638
RFID,1593,4:45 AM,Knowledge Sharing,empower efficient portals,83653,76547
Offshore Outsourcing,1781,4:10 AM,Hyperion Planning,strategize collaborative paradigms,18902,67940
Vulcan,1659,2:44 AM,Economic Modeling,incentivize collaborative eyeballs,70784,61096
Hospital Sales,1994,3:45 AM,Airworthiness,embrace leading-edge experiences,33408,59047
Objective-C,1692,2:03 AM,Irrigation Management,strategize leading-edge functionalities,68356,205
PE,1751,1:33 AM,Watercolor Illustration,utilize distributed eyeballs,73225,7706
JGrasp,1846,3:46 AM,Google Analytics,recontextualize bricks-and-clicks interfaces,42848,54424
TCPA,1571,1:54 AM,NFPA,reintermediate enterprise partnerships,70430,2334
Earth Science,1907,1:24 AM,Financial Reporting,grow viral e-business,79880,64033
Justice,1824,1:24 AM,Slideshare,seize granular e-tailers,32958,95303
OAS Gold,1609,1:46 AM,Jewelry Design,scale scalable deliverables,90435,14520
JScript,1844,2:14 AM,OHSAS 18001,transition leading-edge deliverables,70015,55962
cDNA,1908,3:19 AM,vCloud,harness strategic e-markets,37786,68400
Vulcan,1808,4:03 AM,Piano Playing,envisioneer virtual systems,59926,10365
Euphonium,1927,2:37 AM,Video over IP,facilitate extensible convergence,58216,75288
Quantum GIS,1784,1:35 AM,European Languages,incentivize best-of-breed markets,4197,42538
CPFR,1815,1:50 AM,WUFI,engineer transparent bandwidth,52076,79257
PPBES,1947,1:23 AM,Cold Calling,deploy compelling web services,55099,88934
ICT,1999,2:34 AM,Brand Development,redefine cutting-edge action-items,91209,17470
Commercial Photography,1644,4:58 AM,Project Oversight,scale global systems,10868,68537
OCP,1772,2:24 AM,Dubbing,extend plug-and-play convergence,52262,95598
Deep Tissue Massage,1779,1:58 AM,LSP,integrate cutting-edge experiences,15463,71990
Holistic Health,1586,3:06 AM,Financial Audits,engage bricks-and-clicks infrastructures,12984,51054
PPDS,1994,3:14 AM,Urdu,exploit intuitive convergence,76378,31467
ProSystem fx Engagement,1937,4:26 AM,Mac &amp; PC platforms,deploy frictionless technologies,49324,64786
MBD,1828,2:49 AM,SnapMirror,grow one-to-one architectures,26833,42901
Information Assurance,1864,4:11 AM,Embedded C,monetize one-to-one initiatives,6478,3996
OS/400,1939,2:19 AM,NCFM Certified,engineer extensible infomediaries,326,96054
MyFaces,2014,1:57 AM,DCF Valuation,grow rich eyeballs,65696,27544
Fiction Writing,1991,3:30 AM,Pyrography,reinvent cutting-edge deliverables,87548,82016
KT,1748,3:35 AM,DPM 2010,engineer innovative infrastructures,69133,8188
MRPII,1968,3:48 AM,ISO/TS 16949,aggregate web-enabled web-readiness,37797,684
General Insurance,1974,1:01 AM,Juniper Switches,cultivate back-end functionalities,23145,92935
Mac OS X Server,1962,1:19 AM,IP CCTV,incentivize seamless schemas,24109,61618
JavaScript Libraries,1951,1:50 AM,Finite Element Analysis,incubate dynamic users,52149,77701
Forklift Operation,1644,1:55 AM,Skin Care Products,engage bleeding-edge deliverables,32837,98071
Fax,1723,3:38 AM,Multi-color Flow Cytometry,maximize collaborative channels,51289,46860
BTL Activations,1932,2:19 AM,Stand-up Comedy,e-enable end-to-end infomediaries,6531,58143
Operating Room,1971,3:16 AM,Guided Reading,seize sexy methodologies,57199,30080
HV,1550,4:24 AM,Avaya Communication Manager,engage B2C methodologies,38952,56506
Security Clearance,1709,3:00 AM,Turbo C++,transform intuitive architectures,44648,84087
Field Work,1516,1:25 AM,P&amp;ID,visualize robust users,9900,70574
Cyberlaw,1734,3:38 AM,HTML Emails,enable B2C e-business,6294,41765
CGI,2018,3:31 AM,Game Design,redefine efficient e-services,75110,97432
QPSK,1601,4:44 AM,Multiplex PCR,implement plug-and-play niches,96472,82391
Gaming Industry,1848,1:53 AM,Voice Acting,e-enable granular channels,17693,4388
Ice Hockey,2009,1:57 AM,Ntop,monetize B2C vortals,7098,9201
SnapMirror,1880,2:32 AM,Site Planning,strategize robust systems,95304,78891
Professional Ethics,1858,2:10 AM,Tubing,morph bricks-and-clicks networks,85258,27881
Non-profit Administration,1969,1:46 AM,Workforce Management,grow open-source niches,16214,31697
EWB,1991,4:49 AM,CDL,evolve frictionless content,86840,45120
Consulting,1972,4:36 AM,IVIVC,synthesize value-added models,73895,53471
Outplacement,1657,1:28 AM,Due Diligence,grow next-generation experiences,56937,42527
Business Rules,1583,4:26 AM,Oscilloscope,deliver rich deliverables,95671,4334
Physical Oceanography,1528,2:36 AM,Beverage Industry,brand scalable platforms,65017,27770
Registered Nurses,1712,4:30 AM,Board of Directors,transition dot-com bandwidth,29597,30144
Appeals,1577,2:18 AM,XQuery,reinvent cross-media paradigms,26795,67598
Guest Recovery,1813,2:40 AM,Epigenetics,seize clicks-and-mortar e-business,33376,12904
Lync,1655,2:54 AM,Applied Behavior Analysis,incubate virtual bandwidth,49303,38219
Yardi Enterprise,1629,3:29 AM,TFS,orchestrate clicks-and-mortar metrics,32327,53879
ISO 14971,1886,3:21 AM,Snacks,incentivize open-source schemas,23381,22355
Hazard Identification,2005,4:30 AM,Revenue Cycle Management,streamline dot-com action-items,50320,53363
In-situ Chemical Oxidation,1894,2:35 AM,Energy,drive customized eyeballs,73102,60230
LSO,1802,4:54 AM,SAP EWM,generate transparent platforms,9169,36245
Osteopathy,1725,1:59 AM,VSTO,productize next-generation deliverables,44856,10296
Board Development,1601,3:59 AM,VTune,syndicate B2C schemas,23264,2150
DDoS,1713,1:12 AM,SNP genotyping,morph sexy deliverables,65443,91672
DX200,1915,2:16 AM,Jetty,optimize robust convergence,34665,9991
Knee,1693,3:14 AM,Eclipse,morph e-business systems,61687,43227
Dtrace,1643,4:25 AM,Siding,transition leading-edge eyeballs,48181,59346
