title,year,lenght,sinopsis,description,Country_Id,Director_Id
Criminal Law,1837,3:24 AM,IVD,harness viral portals,59448,69438
CFX,1804,1:19 AM,Process Automation,drive web-enabled initiatives,6042,55644
Urban Agriculture,1960,4:30 AM,DxDesigner,optimize distributed web services,47967,20622
PGA,1716,4:32 AM,Research Ethics,iterate seamless e-commerce,20212,5295
Smartboard,1573,1:01 AM,High Availability,generate virtual e-business,59857,82953
Aquatic Toxicology,1765,4:27 AM,Fashion Blogging,engineer one-to-one markets,17587,32625
Immunohistochemistry,1692,3:15 AM,Functional Training,embrace ubiquitous niches,52518,60396
Java,1872,1:39 AM,SEP IRA,redefine world-class communities,24577,21013
Family Law,1628,2:48 AM,Qooxdoo,disintermediate one-to-one networks,64061,48542
RTI,1730,2:22 AM,Registered Patent Attorney,architect customized communities,32847,14000
AHLTA,1962,3:46 AM,Drilling Engineering,drive transparent synergies,54885,76762
TSCA,1500,1:57 AM,iOS,innovate plug-and-play synergies,52165,54037
OE,1648,2:05 AM,SSL Duality,redefine one-to-one applications,87784,15677
XDCAM,1650,2:43 AM,UAG,implement interactive solutions,63206,9287
TFF,1622,3:43 AM,KDevelop,facilitate distributed technologies,68736,87135
PGW,1531,4:02 AM,HCV,implement mission-critical e-tailers,9039,68529
MHRA,1665,3:58 AM,CTRS,drive seamless e-commerce,47086,5883
UK Employment Law,1657,3:19 AM,MBCS,aggregate 24/365 solutions,73930,33082
New Home Sales,1597,2:59 AM,TPU,generate viral methodologies,79831,84109
Solaris Zones,1896,3:40 AM,SAP PM Module,e-enable visionary platforms,18312,95096
Norton Ghost,1590,1:44 AM,Alzheimer&#39;s Disease,mesh wireless web-readiness,63746,42367
DBC,1811,1:15 AM,solid-state NMR,scale rich users,90249,62241
CFR,1900,2:41 AM,Oracle HR,drive cross-media partnerships,39746,22495
Freelance Writing,1586,4:18 AM,Simple IRA,revolutionize seamless communities,89537,10600
FCS,1716,2:10 AM,CD packaging,monetize visionary vortals,89277,92266
Lung,1851,2:55 AM,Target Identification,aggregate enterprise action-items,63798,11019
PBIS,1947,1:46 AM,RDBMS,evolve cross-platform systems,2383,14315
Java,1699,3:25 AM,Lunch,incubate B2B synergies,70236,15707
GMP,1705,1:27 AM,HMI Configuration,embrace next-generation action-items,35992,28960
GNU Make,2011,3:00 AM,Airports,exploit intuitive infomediaries,58590,71904
Foreign Affairs,1611,4:05 AM,VSOE,matrix magnetic infrastructures,18052,55906
Jeans,1592,2:08 AM,Zoning,exploit granular initiatives,91556,63791
Corporate Tax,1626,2:21 AM,Lynx,innovate transparent users,17068,89432
Oracle XE,1691,2:41 AM,Vyatta,streamline plug-and-play infomediaries,18603,7150
CPCU,1940,3:01 AM,OGSYS,productize killer applications,58222,10091
Laboratory,1804,4:55 AM,GSX,revolutionize B2B mindshare,99688,47389
DNA microarray,1814,2:03 AM,Program Management,envisioneer bricks-and-clicks portals,58706,8516
Ironport,1573,3:37 AM,Kinematics,evolve value-added deliverables,91840,66495
Aquifer Testing,1865,1:23 AM,Clinical Nutrition,incubate integrated supply-chains,13875,74919
Lithium-ion Batteries,1692,3:02 AM,Middle Eastern Studies,extend value-added experiences,45775,17599
MS-DOS,1872,1:07 AM,MCSD,redefine intuitive action-items,84148,11575
JDK,1908,1:27 AM,Succession Planning,syndicate global networks,40775,11049
SEO,1503,4:05 AM,GTAW,repurpose frictionless solutions,80111,52406
Analytics,1834,3:14 AM,Weddings,leverage dynamic eyeballs,83043,48545
Management Due Diligence,1876,2:03 AM,RED MX,disintermediate distributed web-readiness,45181,86942
Statistics,1618,4:46 AM,DNA microarray,monetize sexy infomediaries,2947,1116
Ultrafiltration,1879,2:55 AM,Routers,syndicate interactive infomediaries,84383,71255
Aquariums,1596,1:43 AM,RTM,benchmark proactive deliverables,1581,24381
IWR,1642,2:50 AM,Foreign Trade Zone,implement revolutionary e-services,46375,22438
HTML5,1653,3:59 AM,Dispute Resolution,visualize 24/365 supply-chains,45597,33551
Early Childhood Education,1920,3:55 AM,Blueprint Reading,envisioneer killer e-commerce,87824,87305
Duty Drawback,1926,2:24 AM,Policy Analysis,incentivize integrated methodologies,55188,48327
JCreator,1909,2:17 AM,MRTG,seize sexy relationships,36621,21610
Motion Graphics,1960,4:41 AM,Qooxdoo,expedite ubiquitous relationships,26954,52705
Bioinformatics,1515,1:58 AM,Hydrogeology,monetize B2B relationships,6009,12255
Demand Generation,1588,1:10 AM,IES VE,transition interactive solutions,66404,81438
HCSS,2008,3:38 AM,Computer Games,deploy holistic infrastructures,58692,91173
FSL,1826,3:27 AM,CGI,matrix magnetic portals,44341,82671
European Computer Driving Licence,1809,2:19 AM,Drawing,transition holistic applications,3515,80407
HEC-HMS,1758,4:01 AM,OCR,utilize impactful infomediaries,10217,51073
KWP2000,1990,1:17 AM,RhinoCAM,incubate real-time web services,47247,43930
Process Scheduler,1549,1:04 AM,MBD,enable scalable e-business,25624,23519
Sports Psychology,1746,2:41 AM,OMNI,envisioneer interactive web services,18228,60872
Unreal Editor,1849,3:24 AM,UHF,target next-generation action-items,79641,22000
NAS,1667,2:40 AM,CDM,aggregate collaborative synergies,69435,15737
QAS,1879,4:48 AM,Korean,drive world-class solutions,89921,78194
Hospitality Industry,1579,3:37 AM,IxChariot,visualize turn-key web services,86241,7559
Hydraulic Fracturing,1533,1:21 AM,OTRS,productize turn-key synergies,28835,39084
Strategic Human Resources Leadership,1920,3:13 AM,Swaps,reintermediate robust eyeballs,670,11127
RMP,1566,1:32 AM,BFD,expedite virtual architectures,64252,59422
Zebrafish,1995,4:13 AM,Alternative Energy,enable next-generation deliverables,55239,42919
JMS,1516,3:15 AM,Young People,harness integrated paradigms,46185,14995
ICP-OES,1925,1:50 AM,Gemba Kaizen,transition back-end content,88544,14512
iGaming,1526,2:25 AM,OCP,streamline visionary eyeballs,66878,49153
Networking,1717,2:01 AM,Yamaha PM5D,transition bleeding-edge technologies,14184,60257
Sculpture,1824,2:32 AM,Variable Frequency Drives,transition plug-and-play content,12999,597
Fundraising,1662,2:27 AM,DDNS,reinvent cross-media bandwidth,37038,37824
MKS Integrity,1865,2:38 AM,LDI,target distributed applications,28574,4436
Linux Kernel,1827,4:15 AM,Axioma,incubate real-time convergence,56205,42547
GNU Debugger,1755,4:14 AM,MPages,incubate cross-media markets,94053,26593
