Movie_Id,Genre_Id
58107,74
78213,5
66432,227
75091,203
797,2
32632,34
49871,192
44531,106
79620,151
64545,38
11753,58
88430,34
94669,60
41876,213
28190,241
67547,191
7643,128
28775,18
95594,97
62,17
26014,71
25987,107
28640,50
25523,20
21547,167
23580,158
8630,179
69136,127
37392,167
15347,179
11200,119
74199,175
26350,101
64578,55
80752,2
48351,103
92295,57
58275,239
20330,190
19419,215
89318,146
86086,207
29165,113
94605,179
12209,136
87769,7
76770,214
59996,94
21513,179
95925,197
22661,128
41411,2
92551,28
34948,76
64821,236
34558,24
1256,93
69539,196
25919,164
59961,199
13836,1
77846,145
13921,90
78345,198
31535,27
61713,144
15858,97
75084,139
2797,210
58511,25
89087,166
35652,240
47541,157
7577,77
18484,6
20288,112
86440,168
46460,19
34120,93
72888,243
902,231
16624,132
92464,27
42255,237
64658,127
76888,105
29682,144
42570,221
92507,169
79255,183
62594,74
25377,181
33990,107
57372,49
18694,135
18477,224
74401,195
58904,130
17367,21
29217,61
58554,69
47021,147
77689,224
92119,223
64306,193
24335,153
47591,132
57902,109
357,1
61078,51
29131,232
28283,83
71262,15
40815,96
96802,187
84638,208
41107,98
20287,122
7988,108
15614,102
44612,152
76699,114
72282,28
45313,122
47324,155
78588,95
74759,87
36843,23
63954,222
74127,37
53435,131
59148,149
5732,42
77204,77
60523,44
18456,203
61057,2
87220,199
38115,133
19802,206
58194,219
57216,187
38667,180
19674,123
54348,84
74981,118
85741,160
74637,154
16747,183
77495,116
23361,167
8293,52
1366,137
85678,133
58115,104
72489,8
14906,30
46447,190
87302,222
86202,44
32362,61
89542,168
44757,204
29644,92
49735,218
67790,187
46331,147
8438,219
55208,103
35505,13
90904,181
80734,2
72518,23
45819,60
31679,239
54738,38
22533,202
46663,129
88825,47
21700,101
76792,49
33026,55
67153,202
63924,16
9511,31
73051,124
68616,200
44729,83
84232,153
36967,190
48403,58
69738,98
14079,117
60206,190
57926,242
63286,128
26307,113
94064,73
44508,28
2674,231
20963,159
57531,144
74895,50
20433,158
86517,227
2994,92
25102,223
64139,108
11496,16
84600,230
64032,230
56193,184
35274,110
24319,76
14795,229
12710,185
21665,44
43308,157
39706,14
90496,199
31788,49
58276,190
67220,177
31265,42
76317,163
74790,196
948,123
26152,165
69483,127
57128,80
23720,214
67629,11
43481,216
32344,131
80323,79
90548,219
55222,79
20093,174
44153,171
46001,12
49713,230
3504,133
82682,136
53486,53
7061,103
52283,174
92142,164
16341,6
73507,114
10845,4
69349,64
72482,37
79340,202
23185,126
60684,2
43661,78
76531,38
38996,77
5873,177
49283,216
6683,106
57773,173
83839,31
55913,69
83475,23
49504,26
12120,131
44655,226
88998,235
73801,53
73507,201
47266,30
8041,122
13504,148
23351,4
84647,46
27130,114
4793,164
5374,227
572,175
18557,74
39541,60
34926,237
77401,96
77175,146
83756,119
5327,141
6578,29
27189,99
52228,111
30489,98
48451,64
2626,172
49181,185
26430,27
92888,210
38202,193
30802,182
30524,3
50684,140
10336,132
64708,186
78904,223
58384,1
43671,113
24468,206
91305,225
95379,73
5505,67
87268,236
10704,55
37409,61
44119,169
59066,107
82263,104
35679,203
35035,105
11517,122
73579,48
91445,6
94706,121
79234,82
884,75
1432,126
76182,52
79751,137
15045,44
19565,173
6292,228
38745,32
64652,24
86344,6
46377,37
68284,203
18084,25
53126,39
54572,173
17449,120
76858,241
25795,166
57065,87
7019,94
23608,206
76231,116
66899,49
75686,221
48581,41
39714,92
43034,182
71018,42
75009,202
66971,229
96030,181
87987,224
6310,37
51165,141
29587,10
76964,99
38636,238
58576,164
43227,90
23962,24
96256,128
27975,75
1178,30
91099,172
47870,1
6712,195
89039,189
84853,181
92849,66
39145,194
60225,196
58526,28
62137,141
72414,41
45745,194
9566,149
47037,216
9782,123
50254,63
21213,120
89689,2
96396,152
32300,109
91470,236
91126,152
29028,145
24309,136
35407,43
82433,159
31592,227
62255,148
85018,131
22097,232
30982,233
88709,153
45242,18
49795,32
9296,184
61801,148
1739,177
42792,165
96864,127
28408,53
31449,64
56765,220
27805,221
58972,229
34850,45
78184,107
48240,104
26205,51
35039,239
90262,210
94850,51
