Movie_Id,Genre_Id
12429,145
23055,235
16369,5
56522,218
17842,100
54503,174
87743,69
64898,167
60496,42
53024,66
40342,10
62421,233
88073,114
2674,91
26292,7
48946,108
55623,82
870,151
82554,116
341,81
87046,33
53722,125
16400,215
17509,7
87454,134
79284,156
88960,156
22739,2
91258,227
81860,215
76353,194
797,190
76519,219
70614,205
15983,226
78444,108
77877,68
61076,242
77705,207
83761,182
87851,84
35754,224
32270,50
44334,241
51560,82
64742,43
35482,62
24113,192
25477,14
9023,95
93417,16
40629,134
81659,128
6941,229
23750,196
63277,16
2504,211
42321,223
65872,163
76578,200
71420,122
24479,93
9458,19
77942,113
10909,159
51591,237
80865,195
84199,121
34501,16
17901,137
48458,118
72745,97
5585,163
19959,240
54988,129
10497,182
56907,228
19619,206
86304,224
18826,186
31974,32
25451,8
82224,107
51483,203
66054,125
74356,88
37967,190
64182,144
2383,133
74157,138
41659,63
15942,183
51532,174
46508,142
14400,244
9055,103
81346,115
67491,170
96863,42
88879,156
28233,225
27965,139
87982,139
40299,115
25726,218
29618,219
31234,223
4324,121
28090,124
84214,238
90110,237
31725,30
46051,61
69852,108
91579,123
29206,138
82989,189
23961,91
77070,109
87527,1
9948,193
78265,242
61485,155
48425,95
38605,224
88293,16
19717,244
92219,86
17865,11
9546,8
27094,145
96966,65
28917,53
76284,16
40126,16
26055,200
38391,62
36717,44
50558,240
37412,129
70428,202
72306,228
60652,226
53326,206
33581,153
18580,46
8401,232
48154,226
63729,149
81233,49
14394,152
70904,235
93759,223
45778,209
13379,83
979,82
82145,89
78417,118
38567,190
47191,43
71232,207
96082,101
9591,55
62097,124
12084,174
41317,77
86451,118
17748,70
25535,42
63815,69
58413,119
80111,39
27989,53
51620,85
88415,18
37977,32
47226,134
20600,210
12482,146
73825,44
2605,230
77316,212
51964,64
70171,146
96791,7
48155,150
70697,57
51830,127
2818,121
96172,45
38095,160
39715,35
47548,136
59474,105
49281,187
80380,65
53753,75
44905,228
47907,182
5378,127
64862,136
81775,154
60949,33
64398,63
86950,118
73357,106
71004,189
18265,133
66487,42
69751,184
16133,186
59866,143
593,141
78161,220
73520,4
25095,222
26027,195
86266,110
80026,136
18324,67
51252,162
31472,54
85387,157
40638,233
14882,179
16177,204
41990,85
53777,100
62146,16
82786,154
22401,236
88851,183
66765,171
44485,197
3150,242
32155,19
57919,162
33529,127
58211,37
35546,4
56632,182
83306,72
55247,170
9869,48
31854,47
63335,176
36138,8
92956,154
16330,189
78116,153
5756,83
66205,18
69451,134
91004,95
30357,83
36,92
62827,98
78621,89
51548,239
71053,115
32984,133
95685,137
14529,199
38363,147
63306,136
70019,219
62772,201
7512,82
9777,79
76853,118
59598,204
62480,53
10509,178
13234,43
9814,85
52460,48
23372,220
18352,20
1380,133
50273,84
69878,234
94257,152
91770,198
89480,140
70598,140
17540,237
27726,23
55221,156
94369,45
96499,15
27382,130
20382,119
77982,214
17904,123
25866,118
20211,78
56745,91
91041,176
65242,81
6568,189
6100,75
30957,227
94193,141
84656,194
95866,4
93791,209
89837,223
76834,81
84072,229
48105,187
94165,129
1590,24
651,128
26508,222
35494,15
72229,95
88764,69
44961,183
75663,15
91690,147
67011,115
88239,64
20883,43
95186,89
9549,213
13150,90
71938,15
89943,186
41601,87
10512,188
22311,36
81493,36
62473,19
30865,87
75320,180
31764,153
78153,191
68861,12
63801,236
93363,95
12605,188
23218,101
90499,89
47842,25
32513,180
15484,92
74797,173
17206,134
93815,164
76904,220
72243,219
30966,54
41301,3
15680,215
17632,178
64280,118
43674,58
88696,61
16892,143
75069,227
2974,177
49507,184
73921,188
84640,190
48652,156
61788,155
66559,74
60123,144
35619,205
51509,9
46496,55
85318,98
62661,49
56718,189
8691,194
64768,224
43857,188
19915,124
45057,151
57630,37
47361,133
36913,24
19568,34
48115,187
45132,234
72314,82
81024,193
91286,179
82443,208
86362,58
27152,22
35838,50
31121,189
5886,94
77445,202
888,102
6880,154
40392,95
64899,155
68927,98
37561,193
83258,189
56819,225
25793,169
18100,57
56542,60
55327,185
36132,65
86968,131
28734,78
51826,150
630,52
66710,157
62345,33
691,11
19544,114
71564,199
26742,225
18016,148
29398,205
79083,84
34757,63
24221,117
3338,173
30682,86
64382,32
49705,182
18325,241
44125,18
89032,2
46348,52
71916,84
41044,84
60095,153
46938,88
984,1
37607,85
39021,199
15831,199
6936,148
57146,218
39977,235
37098,95
77058,112
48499,27
10321,107
64391,129
85930,152
73853,221
71314,113
