Movie_Id,Genre_Id
71884,110
21364,171
5755,177
2222,168
47815,6
85885,154
66313,143
82084,215
7478,34
49105,228
35558,41
56840,182
8765,101
39850,136
83457,203
83546,169
26580,172
65558,20
82461,223
69926,242
94355,167
95774,14
71213,180
5553,27
55607,39
1417,209
52047,33
13754,18
68192,78
27713,220
45768,44
20806,58
96114,123
88189,161
24627,143
60386,108
78483,1
29046,38
17825,241
92979,151
45567,201
58666,54
65143,36
42716,137
47720,141
42565,139
24216,235
51020,45
94820,204
95065,190
91890,227
53301,43
66521,133
7752,20
77436,174
50062,184
78593,178
86141,210
53568,158
85446,178
42149,89
71328,239
84540,25
79064,184
75166,43
11744,54
53251,155
40845,86
44161,20
27220,1
48798,8
51308,67
37585,63
24008,166
73533,86
93357,18
32802,155
84724,172
81056,136
95394,68
41506,176
68604,122
848,177
29984,240
57558,97
8402,82
71410,161
56548,149
76832,89
94313,199
87551,216
30073,64
20736,162
10246,168
38257,14
1594,29
75681,213
84,210
80444,109
86674,185
7293,98
77602,160
85876,139
88722,85
17925,35
85734,171
76742,53
48874,212
85302,66
33664,194
47541,74
95029,28
85168,69
78113,122
85224,125
27900,97
68774,171
60521,229
44922,176
67010,97
18876,86
92115,223
83853,111
67858,120
11899,130
81894,169
18618,196
4576,54
50661,178
35352,20
67553,114
5886,57
82240,34
68231,74
46781,147
35110,179
65375,125
6003,100
12056,48
87027,182
24977,175
69025,146
22553,215
49432,9
70795,35
90411,203
42483,55
2096,237
87391,115
71670,16
79771,153
26786,102
57503,111
89933,198
62472,203
3859,129
12291,125
63335,134
69962,128
83031,45
26107,104
39440,112
67863,219
31714,58
41349,153
13731,202
85833,57
44831,226
3918,46
24908,61
353,132
47288,203
44721,167
25529,112
51598,47
83836,176
6969,230
44163,103
39136,44
15988,9
79201,210
57413,70
84957,240
25026,110
9705,192
82000,71
26122,25
29843,190
60949,89
55990,141
14267,211
51384,124
74744,124
52953,74
39578,238
70016,224
62059,25
35712,127
30327,100
40264,189
95170,15
59348,108
14193,165
45784,101
59426,234
19531,6
88240,218
67827,64
38323,174
74346,48
20583,45
45320,184
68159,11
71440,183
44849,46
58359,94
58594,190
96738,138
37362,102
26672,38
27063,128
91320,194
15735,172
62608,88
3299,199
48068,48
78023,4
69951,219
21199,115
30389,201
48216,75
48149,46
12722,120
81506,154
66058,134
34168,20
24137,194
8139,145
77079,167
34628,220
95273,188
9081,23
30947,112
23123,173
47934,158
72026,201
83493,188
66259,213
51329,19
85318,225
33677,191
63078,183
56884,49
78842,37
49382,3
35296,162
66709,20
55739,164
48080,115
94444,72
28807,143
37564,142
53660,243
76007,25
56679,120
86411,91
29647,6
35479,73
77715,100
23959,78
64188,43
47975,40
84913,134
40847,18
93021,98
44081,110
4970,173
89988,8
16547,147
9512,233
60442,22
59468,28
66750,80
91649,61
78085,106
50318,242
48514,80
90914,177
4640,222
64388,110
44103,179
45971,151
73197,226
38683,25
47533,40
47954,168
10200,159
72628,212
30737,107
26635,154
72696,39
76968,140
93576,196
20909,105
94813,116
38130,137
83092,42
1463,29
4970,112
27667,164
52686,142
66497,7
86967,64
26729,11
81708,132
86729,222
42853,56
34342,221
46785,188
15662,76
81729,116
40955,79
17582,134
85693,81
66059,161
96157,53
96205,209
66610,120
9207,131
6882,34
79059,205
94981,127
93640,230
81495,94
64039,228
32701,48
30288,204
42390,93
49560,216
83486,80
74239,117
39607,101
15963,60
31831,95
35743,196
63966,2
85216,111
43525,163
34856,188
96865,219
53336,77
69191,66
81977,137
52582,159
92099,20
1895,167
36562,149
44785,19
45150,145
93707,137
73709,23
71516,192
3640,165
6457,105
81434,50
66063,66
14330,238
72463,113
51874,150
87044,221
91946,108
28658,42
83627,125
18989,198
95296,169
23934,10
55967,14
64114,107
82122,166
26454,107
24422,124
60999,98
75458,167
26022,78
27424,4
31533,80
15455,84
39720,169
31832,224
62355,59
67822,129
69094,125
48967,100
18369,31
31339,103
50137,98
38340,164
74238,239
71078,209
13947,125
72094,239
59467,24
69156,40
36784,169
73399,181
64489,26
17355,236
67464,77
2195,197
19037,140
43635,38
52138,116
62372,87
23933,65
67227,200
33501,100
95463,214
17282,90
45473,60
5699,34
89212,64
31648,48
86018,87
64695,52
94225,82
534,225
5279,99
28889,164
30157,134
9659,15
54579,173
70973,135
94136,226
24945,69
72052,123
23974,236
11278,216
13915,144
26269,140
67153,28
23402,232
2398,44
32958,129
57458,133
89501,162
90530,203
15159,210
52669,184
3015,81
21881,148
85734,136
89751,3
33497,63
24204,58
37751,238
31325,156
30167,156
30123,118
39692,210
31413,43
87191,225
93811,13
72962,201
90674,167
25360,57
18769,201
30828,202
96814,46
73041,36
13392,154
60581,123
55801,165
90527,210
86974,176
18738,215
38025,106
93879,211
8223,79
38505,44
2264,129
22550,75
7707,140
68763,75
38272,17
64850,69
94009,104
77017,28
24942,24
45505,3
89956,132
61867,100
49124,209
5997,221
92751,161
28087,81
87196,166
89804,70
89809,227
83615,34
67553,191
71480,81
28080,185
25232,11
31403,82
16422,47
2805,231
5410,88
7334,115
43952,122
72898,91
25108,28
22637,206
23249,216
27275,112
65752,230
79693,90
57269,33
22054,236
35878,113
86016,244
62763,234
45333,135
45544,222
29720,41
6532,62
1442,4
68466,90
96752,10
61021,83
24908,53
93168,176
76354,215
21965,83
83668,7
53538,152
24442,198
89536,111
94978,60
90114,213
8793,173
88973,7
22557,123
69404,119
54289,11
52327,104
80454,148
63043,136
41967,33
84982,235
70456,219
21484,84
8793,206
1114,172
38558,88
16919,6
75253,109
5706,57
66837,150
1430,130
92886,180
24235,66
40768,64
37735,93
80839,53
23498,198
24373,121
62438,138
44421,135
545,107
90326,47
38067,235
94199,86
96794,127
46297,134
86289,69
26844,61
17520,140
95482,157
