title,year,lenght,sinopsis,description,Country_Id,Director_Id
UPS Shipping,1810,2:18 AM,Data Modeling,repurpose distributed solutions,86162,86350
Executive Administrative Assistance,1969,1:13 AM,PFP,embrace dynamic experiences,27029,94007
Embedded Software,1909,1:55 AM,Electric Utility,facilitate mission-critical networks,93852,71350
SRAM,1511,4:31 AM,DOS,iterate virtual architectures,32325,5982
SEP IRA,1770,4:42 AM,Beverage Industry,streamline user-centric metrics,13923,4533
DH+,1631,1:24 AM,TV News Production,mesh frictionless eyeballs,83979,35896
Water Resources,1953,4:32 AM,SGW,matrix web-enabled portals,67627,4384
CTT,1566,2:04 AM,3Com NBX,expedite one-to-one e-business,9859,69955
RCM,1601,2:31 AM,NIR Spectroscopy,embrace user-centric e-business,100625,78899
Store Management,1960,3:28 AM,XTRAC,redefine revolutionary e-commerce,52199,86464
ZoomText,1626,3:38 AM,European Computer Driving Licence,strategize rich e-tailers,7361,98354
After Effects,1704,4:38 AM,HSRP,morph bleeding-edge initiatives,22974,88028
CVM,1748,3:12 AM,Pharmaceutical Industry,grow world-class relationships,48609,87641
Design for Manufacturing,1678,2:53 AM,CQB,drive vertical vortals,81137,41525
Kitchen Cabinets,1597,4:07 AM,LabWindows/CVI,streamline open-source web-readiness,94819,16021
Oil &amp; Gas Accounting,2006,1:22 AM,Gnuplot,innovate granular infrastructures,50960,68600
Financial Services,1765,4:24 AM,Contemporary Art,streamline open-source ROI,96239,51641
Drug Development,1960,4:54 AM,Variable Data Printing,maximize synergistic niches,80950,70957
Aqualogic,1970,2:50 AM,JSF,engage wireless architectures,36639,40596
Healthcare Management,1731,4:46 AM,CTIOS,monetize bricks-and-clicks metrics,37615,66232
QA Automation,1504,1:38 AM,ZeroMQ,expedite bricks-and-clicks experiences,77138,6139
Multi-channel Marketing,1559,1:58 AM,JVM,extend revolutionary interfaces,97113,57312
Radio,1754,1:38 AM,Knowledge Management,e-enable compelling systems,48260,15447
Branding &amp; Identity,1959,4:27 AM,PVST+,incubate end-to-end metrics,92083,29305
Hoshin Kanri,1805,3:34 AM,Industrial Ethernet,benchmark global e-markets,21155,28136
Cycle Time Reduction,1742,3:08 AM,Aircraft Systems,utilize value-added partnerships,14974,84515
WM modules,1822,3:45 AM,American Welding Society (AWS),synthesize best-of-breed e-commerce,79079,47102
HSI,2009,1:42 AM,Stakeholder Management,reinvent scalable users,44273,20808
Life Sciences,1948,3:29 AM,Agriculture,deploy efficient web services,82110,16544
DC Operations,1661,2:56 AM,Football,evolve collaborative models,178,14441
Legal Issues,1508,4:23 AM,Ext JS,orchestrate synergistic mindshare,95452,41095
RFID,1747,3:10 AM,AutoCAD Civil 3D,unleash frictionless users,83650,21504
Omnet++,1670,2:36 AM,Wyse,deploy seamless systems,43940,89494
PMI,2006,2:50 AM,iPhoto,repurpose dot-com ROI,91290,64966
7 QC Tools,2011,4:20 AM,Yardi Property Management,visualize open-source eyeballs,90104,76578
CCENT,1559,4:27 AM,Purchasing,monetize mission-critical e-business,83478,15135
Tomcat,1681,4:11 AM,GPS Applications,productize virtual deliverables,77283,79131
RS485,1877,2:15 AM,Training,unleash back-end models,18248,95924
Feasibility Studies,1849,2:16 AM,Hospitals,incentivize efficient ROI,79641,44435
Two-way Radio,1895,3:39 AM,Diagnostic Ultrasound,enable user-centric interfaces,21210,8981
Powers of Attorney,1992,1:31 AM,Civil Aviation,incubate dynamic markets,90255,61763
Cell,1739,2:44 AM,PMO Development,engage rich experiences,78302,78752
Statistics,1652,2:15 AM,NCover,streamline user-centric methodologies,57483,3219
Trade Marketing,1862,2:27 AM,Nanoparticles,matrix transparent solutions,51206,38512
HST,1514,2:27 AM,SGE,orchestrate 24/7 e-markets,76237,83431
Music Production,1805,3:54 AM,Water Features,envisioneer robust supply-chains,44294,88543
Kinetic Typography,1701,4:26 AM,CDO,deploy user-centric solutions,17740,82252
Ethernet over Copper,1799,2:32 AM,CTI,integrate seamless models,93647,55203
Occupational Therapy,1847,1:51 AM,Negotiation,maximize global methodologies,8589,28283
Process Automation,1970,3:57 AM,International Human Rights,integrate bricks-and-clicks schemas,57994,97191
SMS,1760,4:40 AM,Ignatian Spirituality,brand revolutionary portals,56334,2350
Juvederm,1699,1:23 AM,AJAX Toolkit,syndicate frictionless deliverables,91959,12505
Upstream,1953,4:30 AM,Influence Others,seize end-to-end mindshare,84640,98750
Routing,1507,1:40 AM,MBCI,repurpose sexy architectures,62979,92909
LPT,1581,4:22 AM,PTC Creo,e-enable next-generation supply-chains,60693,91594
Pivot Tables,1546,1:41 AM,TPF,aggregate best-of-breed e-business,83362,61172
Multi-channel Marketing,1643,1:40 AM,CCS,aggregate transparent partnerships,30903,19076
IED,1694,3:41 AM,Mobile Applications,integrate B2C bandwidth,37933,51736
Biopharmaceuticals,1905,3:22 AM,Information Architecture,orchestrate virtual vortals,80350,87373
Talent Booking,1568,2:02 AM,FPA,morph efficient e-markets,58901,18883
Order Fulfillment,1731,1:50 AM,JReport,brand innovative models,44960,79228
MVNE,1865,1:22 AM,Music Festivals,seize dot-com e-services,39110,39324
VMS,1824,1:18 AM,Cloud Computing IaaS,cultivate interactive infomediaries,12023,3797
Google Earth,1945,2:27 AM,CTAs,utilize e-business applications,55404,65036
Warehousing,1598,1:51 AM,Crystal Reports,whiteboard e-business niches,7426,50692
CDPE,1620,2:15 AM,MMIS,cultivate compelling bandwidth,22859,21123
PDMS Draft,1713,4:11 AM,IVUS,engage rich synergies,9985,14033
Assessment Center,1543,2:23 AM,DTI,brand plug-and-play mindshare,77599,53019
