title,year,lenght,sinopsis,description,Country_Id,Director_Id
Active-HDL,1709,2:09 AM,Group Therapy,morph leading-edge synergies,73835,22100
Feature Films,1939,3:40 AM,AP Style,revolutionize 24/365 deliverables,73385,77865
Tax,1955,1:49 AM,Whole Life,exploit end-to-end web services,61074,73660
Airline Management,1724,2:55 AM,UNIX Utilities,syndicate efficient deliverables,36353,64478
Tunneling,1753,4:18 AM,OWA,monetize leading-edge technologies,32843,71098
Process Scheduler,1638,2:55 AM,PQQs,productize out-of-the-box synergies,87902,25819
Radio Broadcasting,1590,3:02 AM,RDF,engineer virtual schemas,2848,91910
Real Estate Financing,1913,3:02 AM,Special Effects Makeup,extend 24/365 web-readiness,86142,42744
BJJ,1833,2:40 AM,Ntop,engineer innovative functionalities,88092,78535
BGA,1985,2:42 AM,GCPs,deploy magnetic applications,11371,84502
Mac OS,1743,1:19 AM,Oil Sands,maximize magnetic methodologies,43707,19436
MSP430,1933,2:45 AM,HV,drive robust models,94939,49623
Strategic Human Resources Leadership,1758,3:30 AM,Agile Testing,utilize interactive schemas,869,12239
NT Backup,1789,4:27 AM,Cinema 4D,e-enable holistic mindshare,25699,62652
PJM,1533,4:47 AM,HCV,evolve impactful applications,2988,9741
RF Troubleshooting,1813,4:30 AM,Urban Agriculture,optimize cross-media channels,83502,15553
BSR Advance,1968,1:10 AM,Cvent,target user-centric markets,93247,37782
Company Set-up,1539,3:00 AM,Payments,deliver strategic web services,71581,33735
Blackberry,1520,1:50 AM,GNU C++,embrace killer infrastructures,11892,12860
RBI,1973,3:59 AM,Unit Testing,evolve proactive e-business,71298,94289
RTU,1880,2:52 AM,Green Belt,harness intuitive niches,54417,90114
Troubleshooting,1976,2:17 AM,High Sense Of Urgency,benchmark web-enabled niches,80789,28538
Multi-Unit Management,1903,1:27 AM,Athletics,embrace cutting-edge content,94453,61928
Microsoft Dynamics AX,1879,1:31 AM,iPhone,streamline granular systems,73338,35596
Account Management,1629,4:41 AM,Igneous Petrology,brand cross-media synergies,44900,26991
Educational Outreach,1716,1:33 AM,Kayak,e-enable cutting-edge users,50815,44014
Vulnerability Management,1527,3:46 AM,RF Scanners,engineer front-end ROI,71367,19878
LDPE,1706,2:22 AM,Tires,deliver frictionless convergence,43237,49560
Bodywork,1852,2:14 AM,BFSI,reinvent turn-key metrics,89325,15819
cPanel,1525,2:43 AM,ArcGIS,transform magnetic deliverables,31524,49232
Drupal,1887,1:54 AM,Yahoo Search Marketing,scale killer e-services,61238,8888
Acoustic Guitar,1519,3:32 AM,SIP,enhance ubiquitous users,26723,91090
Oxy-acetylene,1636,3:53 AM,WSGI,whiteboard cutting-edge action-items,93622,23067
NDDS,1744,1:14 AM,Lightroom,reintermediate 24/7 relationships,40918,28318
Order Fulfillment,2007,2:21 AM,HTRF,engage one-to-one action-items,37486,29905
VFX Supervision,1694,2:44 AM,SFR Certified,morph ubiquitous e-tailers,59688,65536
Front Office,1789,1:52 AM,BPEL,maximize mission-critical eyeballs,35747,65368
Keyboardist,1918,3:20 AM,SDL Tridion,incubate extensible applications,53710,67948
MDaemon,1836,1:42 AM,AVEVA PDMS,visualize cutting-edge action-items,46827,95170
Quantity Surveying,1810,4:47 AM,VTR,benchmark front-end mindshare,86237,75684
Long Distance Running,1786,3:28 AM,Management Due Diligence,utilize back-end models,32989,46028
HCV,1836,2:23 AM,Atomic Absorption,incubate scalable methodologies,66692,90272
Sheet Metal,1733,1:20 AM,GWAPT,reintermediate distributed relationships,29640,52315
HBOC,1595,2:38 AM,Hibernate,transform e-business vortals,75232,33071
DPM 2010,1779,4:58 AM,Youth Empowerment,synthesize cross-platform schemas,93522,16550
Servers,1999,2:29 AM,GIS,e-enable strategic convergence,83253,13003
MPIO,1776,2:02 AM,SOA,monetize value-added e-tailers,32777,34603
Lutron,1576,1:11 AM,Staff Development,architect back-end communities,32884,24435
AHWD,1597,3:51 AM,Oracle HR,seize best-of-breed systems,94731,2827
Lyricist,1506,1:07 AM,Cycle Counting,e-enable wireless convergence,5746,45464
Beer,1768,4:11 AM,Healthcare Industry,transform holistic models,7835,38484
Microcontrollers,1613,4:02 AM,Cross-functional Coordination,scale user-centric bandwidth,22764,42313
Copy Editing,1981,2:32 AM,DME,embrace 24/365 users,88365,43799
Qooxdoo,1531,3:22 AM,ODD,synthesize bricks-and-clicks infomediaries,11708,64258
ZBrush,1584,2:01 AM,NSE,deliver transparent niches,30894,63328
ABS,1675,2:58 AM,Eye Treatments,productize vertical channels,33393,72950
GIMP,2004,1:34 AM,Trail Running,generate distributed web-readiness,11622,68160
Aircraft Design,1737,3:56 AM,Manufacturing Operations Management,engage B2B partnerships,91638,19808
Awk,1923,1:10 AM,Aircraft Design,reinvent innovative content,72373,21713
Motion Graphics,1541,1:46 AM,Cycling,cultivate global functionalities,67665,92921
KMDF,1548,4:26 AM,Psychodynamic Psychotherapy,repurpose one-to-one e-business,83468,9469
IBM Utilities,1703,4:43 AM,Critical Care,enable synergistic interfaces,29253,39553
Agency MBS,1651,3:55 AM,Aerospace Engineering,transform integrated platforms,60684,41814
GDP,1583,4:55 AM,OECD,target front-end ROI,67828,91928
CFD,1889,3:14 AM,Utility Regulation,integrate efficient interfaces,27472,88197
Drama,1612,3:04 AM,Image Manipulation,productize sticky convergence,11682,20777
GNU tools,1611,1:40 AM,Graduate Recruitment,target killer experiences,59930,50743
NYS Notary Public,1800,2:02 AM,OEL,transition out-of-the-box deliverables,26332,9526
Fashion Blogging,1767,3:37 AM,Kronos,seize one-to-one technologies,96224,89426
jQuery,1509,2:36 AM,MyBatis,engineer intuitive eyeballs,9198,59335
osCommerce,2003,1:53 AM,Ion Exchange,incentivize robust paradigms,52,39597
SQL Loader,1747,2:12 AM,Backbone.js,envisioneer viral models,34183,88423
Lustre,1906,1:48 AM,Kinetics,enable integrated infrastructures,641,11228
Appeals,1714,4:52 AM,Layout,deploy interactive eyeballs,26295,84270
Data Management,1543,1:51 AM,Xen,harness synergistic infrastructures,8935,27472
CBP,1867,3:33 AM,Banking,strategize collaborative paradigms,10206,86909
