title,year,lenght,sinopsis,description,Country_Id,Director_Id
Key Account Relationship Building,1837,3:51 AM,Up-selling,maximize interactive content,99061,32399
JFreeChart,1507,4:23 AM,Aerial Silks,morph leading-edge solutions,47407,7314
CMC,1822,1:06 AM,Glasses,matrix open-source e-tailers,92739,86714
MM modules,1968,4:45 AM,LSAT,exploit efficient architectures,37077,13125
Critical Care,1928,1:44 AM,RCS,morph efficient architectures,34800,52910
ESRI,1777,2:21 AM,Workers Compensation,expedite seamless interfaces,88976,78932
RPO,1736,1:24 AM,MBCS,monetize proactive e-commerce,33590,79985
Game Development,1851,4:33 AM,OGC Gateway Reviews,implement back-end eyeballs,64893,5122
Fluorescence Microscopy,1839,3:40 AM,Lync,whiteboard strategic web services,36719,15370
SS7,1868,1:18 AM,Product Development,incubate virtual e-services,34711,69222
EE4,1918,3:20 AM,MGCP,engage cutting-edge e-business,63873,12660
Korean,1657,1:56 AM,NDS,revolutionize 24/7 mindshare,62877,22173
Urinalysis,1720,3:18 AM,Keyword Research,productize open-source technologies,40562,19505
RTCP,1716,4:41 AM,Dynamic Speaker,visualize 24/7 experiences,14422,34431
Franchising,1846,4:56 AM,White Papers,recontextualize web-enabled platforms,86503,45317
Hardware Diagnostics,1736,4:01 AM,Online Reputation Management,unleash one-to-one convergence,73144,84468
SAP PM Module,1841,4:10 AM,Sensory Evaluation,seize visionary solutions,9502,94792
WS,1770,3:26 AM,Petroleum Engineering,empower synergistic technologies,93348,36972
Light Rail,2009,4:11 AM,Vocal Coaching,engineer dynamic experiences,44921,8387
SSOP,1646,1:56 AM,FF&amp;E,streamline wireless initiatives,5998,40267
Target Identification,1901,2:14 AM,Wound Care,synthesize B2C experiences,68630,28667
JMF,1667,3:21 AM,PFEP,seize cross-media web services,25655,72313
FCNSP,1552,3:01 AM,FDA,engage plug-and-play e-services,37679,73965
JP54,1936,3:44 AM,Rugby,recontextualize robust synergies,604,43438
Interviews,2000,2:05 AM,GBS,unleash mission-critical models,2146,44940
Style Guides,1856,3:11 AM,Governmental Affairs,integrate innovative channels,3981,80005
Ksh,1784,3:39 AM,Ulead VideoStudio,productize end-to-end portals,18895,94542
IRIS,1649,2:35 AM,Python,evolve world-class networks,62278,55892
DFX,1576,2:54 AM,IEEE 802.3,implement viral web-readiness,36376,92050
Childcare,1612,4:55 AM,EOU,unleash cutting-edge applications,44784,43558
CMTS,1994,1:13 AM,English,visualize magnetic solutions,37670,56332
P&amp;ID,1726,4:01 AM,EMR,matrix sticky interfaces,100308,1010
EBITDA,1670,2:41 AM,Emergency Services,innovate sticky e-markets,83407,9031
Health Psychology,1810,2:25 AM,Urdu,redefine holistic metrics,3570,9825
PMO Development,1823,4:41 AM,MQSI,matrix one-to-one relationships,85923,10555
ION Marketview,1981,4:27 AM,User Interface Design,extend next-generation mindshare,49597,8360
Contemporary Art,1839,2:37 AM,TTP,deploy e-business functionalities,36974,68968
Air Force,1744,2:01 AM,HtmlUnit,brand end-to-end methodologies,12481,31343
Videography,1602,1:48 AM,HBDI,orchestrate proactive e-commerce,70318,20441
Brain Gym,1911,3:01 AM,Twitter,synergize back-end vortals,79494,66662
VHF,1607,2:50 AM,Road Traffic,expedite efficient infomediaries,63778,28536
IB,1755,4:17 AM,Experion PKS,deploy efficient web-readiness,1383,95024
CQA,1516,2:25 AM,Volunteer Recruiting,extend B2C schemas,5644,47610
PMCS,1948,3:35 AM,FMECA,monetize distributed synergies,86826,32790
VRF,1713,4:57 AM,SAP,optimize cross-platform ROI,60466,38666
Quality Assurance,1731,1:26 AM,Rhino,innovate virtual systems,43562,27876
Partnership Taxation,2004,1:48 AM,Packaging,syndicate synergistic partnerships,3930,39495
Occupational Medicine,1639,2:56 AM,NMR Spectroscopy,incubate sticky applications,65748,16943
Digital Illustration,1993,2:45 AM,Foreign Affairs,benchmark intuitive applications,13312,10926
Talent Booking,1651,3:35 AM,Oil Analysis,drive vertical e-tailers,91185,38816
SX.enterprise,1921,2:58 AM,MVPN,productize efficient solutions,76597,58890
Art,1842,3:44 AM,WDF,aggregate holistic channels,41765,14496
HP Quality Center,1512,4:37 AM,Demand Generation,revolutionize cross-platform vortals,40957,71052
Real Estate Due Diligence,1708,2:16 AM,NLRB,iterate ubiquitous schemas,29842,19974
Operational Excellence,1863,3:25 AM,Compensation &amp; Benefits,integrate cutting-edge e-business,60688,20711
Manufacturing Operations Management,1755,4:41 AM,NWDS,leverage killer methodologies,96600,9627
DCN,2009,2:37 AM,UK Immigration,seize synergistic ROI,58077,24637
Obedience,1600,4:24 AM,Karl Fisher,evolve interactive solutions,100659,38225
Justice,1994,2:17 AM,Acoustic Guitar,synergize 24/365 web services,33526,46595
Volleyball,1841,1:05 AM,ePolicy Orchestrator,incentivize leading-edge ROI,16605,57042
PTH,1997,2:16 AM,Ionic Liquids,benchmark proactive platforms,73904,45880
EP,1532,3:47 AM,Equities,revolutionize wireless eyeballs,86757,73870
NFPA 101,1960,4:27 AM,Entrepreneurship,scale vertical networks,61088,85290
iLife,1625,2:52 AM,UPS Systems,cultivate web-enabled relationships,82095,36255
Window Displays,1986,4:36 AM,Xactly Incent,deliver back-end convergence,75159,21838
NS2,1546,2:43 AM,OE,seize 24/7 technologies,39879,89419
OHSAS 18001,1936,2:37 AM,QROPS,innovate robust infrastructures,74347,38923
Epoxy,1701,2:44 AM,DNSSEC,whiteboard vertical content,68599,31985
Motivational Interviewing,1644,4:10 AM,Multi-color Flow Cytometry,cultivate seamless action-items,50759,62771
OLEDB,1722,1:28 AM,AMBA AHB,synthesize clicks-and-mortar synergies,95619,19605
Agile Project Management,1787,4:56 AM,Subversion,seize user-centric initiatives,3617,40147
Vector Illustration,1717,1:42 AM,SPC,implement global communities,36533,52429
Bodywork,1533,3:40 AM,Xing,mesh distributed channels,45807,80596
Cash Handling,1944,3:27 AM,Ecological Restoration,orchestrate integrated synergies,54876,23172
SAP BPM,1612,1:54 AM,Go-to-market Strategy,repurpose open-source networks,30065,21599
Eaglesoft,1997,2:53 AM,Rheumatology,aggregate robust infomediaries,82122,65282
Location Intelligence,1532,4:18 AM,GTS,strategize best-of-breed communities,15770,47065
RF,1719,4:42 AM,XNA,enable wireless interfaces,47817,3845
Zombies,1840,1:37 AM,Snoring,harness revolutionary supply-chains,41212,22485
HP-UX,1807,3:06 AM,Poka Yoke,mesh impactful portals,81747,89170
