title,year,lenght,sinopsis,description,Country_Id,Director_Id
EOB,1571,4:23 AM,PPO,envisioneer leading-edge convergence,39939,6431
Videography,1526,4:25 AM,Brand Management,visualize granular infomediaries,73746,57296
CPP,1761,3:57 AM,HDV,mesh killer paradigms,14097,76503
RTP,1852,2:38 AM,Underground Mining,facilitate compelling models,96216,37143
Jury Trials,1942,3:28 AM,Home Equity Loans,repurpose web-enabled markets,96201,79648
Offshore Operations,1997,4:50 AM,IO,target dynamic niches,99115,47092
Project Planning,1565,2:20 AM,Animal Husbandry,streamline rich deliverables,53846,91550
Android,1924,4:43 AM,Geotechnical Engineering,matrix synergistic users,75376,96250
JMS,1855,4:38 AM,Situational Awareness,envisioneer 24/365 e-business,98275,26677
KPO,1667,1:32 AM,CMA,generate extensible e-services,19768,58518
Secretarial Skills,1632,4:07 AM,Posters,repurpose global ROI,22238,46343
ICP-MS,1508,2:54 AM,Radio Advertising,strategize efficient deliverables,96831,90387
Nuclear Engineering,1729,2:12 AM,Public Administration,enhance revolutionary niches,13310,42363
Application Architecture,1661,1:21 AM,Ambulatory,extend collaborative convergence,98617,37124
Zenworks,1870,4:30 AM,Luxury Brand Marketing,mesh customized schemas,8816,72035
CSA 2010,1649,2:50 AM,LP,disintermediate distributed technologies,23469,93216
OHSAS 18001,1739,4:36 AM,NBFC,syndicate transparent infrastructures,82275,50441
Mycology,1999,2:50 AM,Easily Adaptable,monetize sexy e-tailers,31604,54595
Krakatoa,1793,2:43 AM,IES Virtual Environment,enable back-end metrics,68450,90072
Workplace Violence,1642,1:10 AM,Workplace Violence,matrix end-to-end channels,3952,48585
Brand Development,1728,3:27 AM,CPLEX,unleash magnetic applications,8187,505
SWOT analysis,1647,4:06 AM,CWSP,exploit next-generation action-items,68440,55631
Egyptology,1598,3:50 AM,Object Pascal,productize revolutionary action-items,9299,596
Food Processing,1775,2:47 AM,FTL,maximize collaborative metrics,30794,49527
Sports Coaching,1931,4:42 AM,AXI,leverage proactive convergence,77685,15405
Cardiology,2005,2:36 AM,Local Government,unleash frictionless functionalities,2666,87874
System Administration,1723,2:42 AM,WHMIS,target front-end action-items,6518,71641
Frozen Food,1994,3:13 AM,Navigation,generate distributed paradigms,16316,55607
Kaledo,1877,1:26 AM,Smart Grid,seize compelling synergies,43257,95389
Fermentation,1609,1:39 AM,E-commerce,exploit real-time web services,21505,95603
DHTML,1704,4:26 AM,mLearning,innovate vertical e-commerce,43368,43081
Epistemology,1712,3:18 AM,Job Costing,iterate one-to-one ROI,86599,22367
LNA,1630,3:50 AM,dSPACE,synergize B2B e-business,13818,36922
Characterization,1828,3:40 AM,IVIG,unleash revolutionary methodologies,27671,64293
Network Architecture,1799,2:05 AM,Rehabilitation Psychology,monetize integrated interfaces,31214,94479
SWIFT Messaging,1529,3:29 AM,Nuke,drive synergistic experiences,79156,13897
Control Systems Design,1582,3:32 AM,Supporting Others,orchestrate holistic initiatives,93379,57985
Medical Education,1766,3:23 AM,Go-to-market Strategy,iterate transparent convergence,74306,83125
ICH Guidelines,1732,1:14 AM,Prototype.js,embrace scalable channels,66072,81325
Microsoft Project,1712,4:30 AM,MMORPG,enable intuitive convergence,27376,29544
Strategic Human Resources Leadership,1887,1:12 AM,Joint Military Operations,iterate bricks-and-clicks vortals,31820,12948
ISO 13485,1590,4:06 AM,DLNA,matrix frictionless web services,10714,2015
Unix,1887,2:02 AM,ASP.NET MVC,incentivize robust solutions,17900,60933
Grievances,1663,3:15 AM,SDK,incentivize compelling functionalities,6594,40957
Khalix,1714,3:35 AM,SSI,optimize virtual paradigms,52215,36396
GSA Schedule,1650,3:16 AM,Automotive Aftermarket,brand visionary ROI,65144,83258
PPC Bid Management,1597,4:41 AM,Gospel,seize visionary applications,10264,90182
Hydraulics,1636,1:20 AM,Military Aviation,productize magnetic platforms,7748,46675
LN,1710,3:00 AM,TIBCO,recontextualize turn-key synergies,77636,25992
Urban Geography,1919,2:40 AM,3D Visualization,optimize seamless infrastructures,6084,53405
CD Mastering,1556,4:27 AM,Rugs,innovate B2B schemas,56561,29110
PY,1908,3:12 AM,Labor Relations,optimize sexy interfaces,31469,65903
Validation,1653,1:50 AM,CMBS,iterate 24/7 web-readiness,41926,67587
EEO Investigations,1915,2:27 AM,LSAMS,matrix collaborative experiences,53961,42210
UFS,1697,1:35 AM,FPGA prototyping,implement interactive action-items,68971,64483
Rhapsody,1649,4:32 AM,AP Style,recontextualize clicks-and-mortar architectures,1999,87073
Data Integration,1621,4:55 AM,Ultra Low Latency,harness seamless eyeballs,64491,73237
jQuery UI,1626,4:17 AM,EPR,optimize proactive synergies,91237,42152
QAQC,1636,1:24 AM,LTE,transform B2C e-markets,21020,68192
Estimates,1987,1:30 AM,Knowledge Engineering,aggregate intuitive paradigms,5465,79419
Qik,1932,4:31 AM,SAP MDM,whiteboard sticky interfaces,23010,36373
GXT,1949,2:54 AM,UAV,target clicks-and-mortar mindshare,98530,69225
GTP,1980,2:48 AM,RMADS,architect 24/7 paradigms,78823,77977
System Architecture,2008,2:40 AM,Vyatta,innovate synergistic metrics,98115,46957
OTL,1701,3:48 AM,CBR,disintermediate viral systems,50958,90804
VRU,1946,3:13 AM,BIM,transition rich users,35696,48533
CM Synergy,1718,1:42 AM,KML,grow visionary communities,50609,34351
Olympic,1509,2:49 AM,DP,transform out-of-the-box channels,65056,49273
RDC,1698,3:45 AM,Curriculum Design,engage cutting-edge web-readiness,16463,32102
PPAPs,1820,4:47 AM,GCCS,benchmark 24/365 e-business,16438,57738
Ab Initio,1654,3:39 AM,Visio,utilize cross-media web services,8080,39960
Undercover,1608,2:51 AM,iFix,exploit sexy models,59535,51419
Corporate Law,1736,4:49 AM,NBFC,facilitate rich action-items,83005,61012
Physicians,1779,1:04 AM,Frozen Food,maximize web-enabled synergies,86729,83954
Patient Advocacy,1654,2:14 AM,CMS,maximize dynamic deliverables,13030,61134
Employer Branding,1783,2:16 AM,MDT,harness granular synergies,13076,88989
First Aid,1926,1:22 AM,Petrochemical,orchestrate revolutionary infomediaries,95173,36971
Utility Billing,1847,2:59 AM,Oil Sands,incubate magnetic e-business,20043,64468
RTLS,1903,4:04 AM,Risk Management,redefine strategic web-readiness,42942,51454
CBD,1583,3:43 AM,Lynx,incubate seamless e-services,33590,74720
FrameMaker,1519,3:22 AM,Microsoft Exchange,drive 24/7 deliverables,100696,38769
Theology,1997,4:35 AM,Immigration Law,incentivize killer synergies,26403,52412
CNA,1685,1:32 AM,HBV,mesh user-centric metrics,64788,76662
Abaqus,1540,1:19 AM,OCR,iterate world-class action-items,46529,85769
NFC,1828,3:42 AM,WCF Services,matrix extensible infomediaries,78173,20630
FTSE 100,1721,1:57 AM,RMS,maximize out-of-the-box bandwidth,24220,89127
QFD,2010,3:46 AM,RWA,syndicate enterprise deliverables,92558,10923
Olympic,1906,2:19 AM,Typing,embrace revolutionary initiatives,5629,72670
TCD,1807,4:53 AM,Fiber Optics,unleash seamless partnerships,25227,94993
Waste,1728,1:57 AM,iPhoto,deploy out-of-the-box applications,84623,94398
SLA,1934,2:49 AM,Affiliate Management,incubate holistic interfaces,81095,20736
Mental Health Counseling,1755,2:19 AM,Fitness,cultivate interactive web services,7963,65488
Financial Reporting,1851,1:54 AM,WBS,engineer virtual convergence,73460,45713
Urban Planning,1994,2:51 AM,Network Administration,drive transparent architectures,77716,72347
Juggling,1686,2:42 AM,Weapons of Mass Destruction,deliver efficient e-services,16932,84947
Ghosts,1947,4:14 AM,UK GAAP,iterate end-to-end applications,50661,49149
DMZ,1919,4:18 AM,RNA,syndicate interactive experiences,22995,2719
GIS Modeling,1816,1:31 AM,ESB,drive revolutionary relationships,52774,84343
Copywriting,1941,4:35 AM,Cisco IOS,integrate vertical communities,66662,95246
QA Automation,1877,2:05 AM,Westlaw,drive mission-critical niches,36531,84980
MBD,1701,4:58 AM,JBoss Seam,redefine synergistic channels,48808,2929
Engineering Management,1904,2:45 AM,CPLEX,grow value-added architectures,73205,53641
Fleet Management,1782,1:56 AM,IT Transformation,streamline global infomediaries,23148,44287
ESRI,1623,4:04 AM,ACLS,whiteboard extensible networks,58964,81832
Aerospace Industries,1685,2:42 AM,Outdoor Advertising,integrate plug-and-play methodologies,7574,41825
Close Protection,1857,1:37 AM,Outsourcing Management,e-enable extensible schemas,63055,12976
