title,year,lenght,sinopsis,description,Country_Id,Director_Id
RNA Biology,1876,1:54 AM,CADS RC,leverage interactive interfaces,45195,13614
Brand Development,1834,1:52 AM,FMS,streamline cross-media channels,47501,53007
SNF,1832,2:02 AM,Dbase,productize bricks-and-clicks e-services,8012,12303
GI,1965,2:34 AM,Graphic Illustrations,iterate real-time channels,31503,95892
Non-linear Editing,1748,4:41 AM,Creative Writing,syndicate cross-media users,74592,17505
JCIDS,1548,1:00 AM,JDF,synergize virtual web services,3058,17876
Visual SVN,1693,1:36 AM,Environmental Management Systems,visualize efficient networks,27923,62300
VMware vCenter,1574,3:11 AM,Okuma,productize collaborative communities,84463,12393
Software Documentation,1605,4:56 AM,General Surgery,orchestrate front-end convergence,37310,69254
XMind,2003,1:14 AM,WSE,reinvent distributed methodologies,29813,81207
Kuka,1737,2:51 AM,Sourcing,target virtual solutions,67515,89468
Amazon EC2,1699,3:45 AM,21 CFR Part 11,strategize transparent experiences,11517,29380
BGP,1583,2:36 AM,JES2,monetize scalable synergies,78338,97349
LCMS,1989,4:43 AM,Deep Tissue Massage,expedite bricks-and-clicks paradigms,53683,90259
Agency MBS,1976,2:33 AM,LUSAS,embrace world-class convergence,25403,23935
On-Set VFX Supervision,1716,4:00 AM,BS25999,whiteboard cross-platform e-tailers,41655,40372
Interest Rate Swaps,1533,3:03 AM,xUnit,repurpose web-enabled technologies,50693,66058
MDX,1669,4:33 AM,Watercolor Illustration,disintermediate web-enabled interfaces,88859,18357
Black &amp; White,1581,3:19 AM,Basel II,scale intuitive initiatives,83408,60679
DST,1592,3:43 AM,VB5,enhance cross-platform content,22967,70391
XML,1747,1:14 AM,Risk Management,syndicate back-end niches,48773,15912
RHCE,1583,2:22 AM,Universal Life,monetize vertical bandwidth,59096,7611
Zen Shiatsu,1891,1:54 AM,OmniPage,morph bleeding-edge interfaces,8014,94128
Yeast two-hybrid,1644,4:00 AM,Black &amp; White,synergize cutting-edge experiences,42247,36133
BSP,1660,1:54 AM,CTA,morph virtual vortals,85645,51447
IQ Navigator,1556,4:27 AM,QML,aggregate end-to-end action-items,1948,36673
Equity Derivatives,1861,3:02 AM,Leadership,drive transparent e-tailers,66865,64260
IBM Certified,1793,1:28 AM,Yardi Enterprise,iterate transparent portals,40984,57540
Offshore Outsourcing,1690,4:24 AM,TSCM,redefine interactive synergies,92523,376
OS/390,1686,1:05 AM,Storytelling,recontextualize integrated models,55345,95595
Gym,1893,3:43 AM,Cross-border Transactions,morph compelling deliverables,54704,46267
Product Knowledge,1517,1:39 AM,EHS,productize impactful applications,8274,55880
Easytrieve,1731,1:13 AM,Sales Tax,monetize interactive e-commerce,63377,77573
NCARB,1503,2:19 AM,Corporate Governance,transition intuitive schemas,19765,57777
EU Funding,1554,2:41 AM,OSHA Instruction,maximize efficient convergence,81721,46277
LTO,2006,1:52 AM,Bankruptcy,grow wireless niches,51207,28454
Childcare,1542,3:25 AM,FTSE 100,grow distributed web services,43579,74201
