title,year,lenght,sinopsis,description,Country_Id,Director_Id
LP,1806,2:10 AM,Xsan,integrate back-end technologies,48324,79844
Amazon EC2,1993,1:01 AM,Overcoming Challenges,envisioneer synergistic supply-chains,89912,26663
General Insurance,1930,3:11 AM,Amazon VPC,streamline interactive ROI,85665,23465
Accounts Payable,1695,4:36 AM,IFTA,incubate visionary interfaces,82285,61893
External Audit,1599,2:31 AM,LPAR,scale collaborative functionalities,51105,87731
EEM,1678,2:35 AM,AMI,exploit sticky convergence,36134,87800
Title Insurance,1594,4:58 AM,Ethernet over SDH,synergize dynamic architectures,76820,93493
Budgeting,1654,1:17 AM,Boilers,revolutionize end-to-end synergies,29656,76344
OCP,1993,1:48 AM,Yacc,drive vertical experiences,51652,62655
RMA,1746,3:10 AM,Soft Skills,reintermediate integrated web services,20041,55061
Cd,1907,3:21 AM,QROPS,iterate granular e-tailers,82412,82713
RTGS,1955,1:36 AM,RF,morph turn-key eyeballs,35252,47602
TIG Welding,1928,3:12 AM,Project Implementation,deliver sexy platforms,64572,81115
SAP OM,1818,1:11 AM,RPG III,grow 24/7 vortals,65474,75880
Switchboard Operator,1653,2:22 AM,Disability Insurance,empower sticky e-business,86774,72344
Teeth Whitening,1739,1:53 AM,cPanel,transform integrated networks,52452,71927
Zend Framework,1546,3:17 AM,Job Coaching,reinvent integrated channels,21284,83391
P&amp;ID,1726,2:07 AM,Zooarchaeology,architect rich models,21264,71525
Jitter,1695,4:39 AM,ITIL Certified,synthesize magnetic interfaces,85096,28105
DBI,1872,2:24 AM,Copy Editing,target one-to-one e-commerce,23236,33221
MRTG,1508,1:11 AM,MRO Management,embrace out-of-the-box mindshare,51169,5887
Team Management,1787,2:00 AM,Ministry Of Defence,syndicate synergistic ROI,10060,48216
BTE,1724,4:10 AM,IGMP Snooping,redefine back-end convergence,33484,4151
Formation Evaluation,1949,2:48 AM,DFSS Green Belt,embrace customized action-items,32994,61123
VSS,1594,2:07 AM,cDNA,deploy enterprise infrastructures,73594,38086
Toad,1944,4:12 AM,RRP,matrix web-enabled architectures,32165,35058
ICU,1540,4:26 AM,HBase,grow B2B technologies,52260,34071
Fashion,1891,4:55 AM,LLDP,incentivize turn-key models,1119,47178
NCDA,1800,1:29 AM,Medication Therapy Management,disintermediate interactive supply-chains,36374,86705
SBR,1963,3:23 AM,Shopping Centers,visualize B2B metrics,72045,71867
IRIS,1579,3:05 AM,KDB,recontextualize global paradigms,54319,50914
Two-phase Flow,1731,4:06 AM,Tgrid,extend global solutions,35271,49698
