title,year,lenght,sinopsis,description,Country_Id,Director_Id
KDB+,1654,2:30 AM,MPLS Networking,harness seamless e-markets,93586,86975
HW development,1592,4:49 AM,Online Publishing,repurpose revolutionary content,5909,40543
Niche Marketing,1799,3:09 AM,Ambulance,implement granular e-commerce,16827,72981
OEM contracts,1560,3:36 AM,DDoS Mitigation,reinvent clicks-and-mortar models,95801,40474
NMT,1935,1:29 AM,TCR,evolve customized initiatives,37494,63107
IAR Embedded Workbench,1660,3:36 AM,GTAW,cultivate vertical e-commerce,64381,66046
JCR,1536,2:07 AM,MSP Practitioner,maximize front-end e-business,36029,2365
QADirector,1962,2:55 AM,Kalman filtering,incubate enterprise schemas,99585,52345
OMB A-123,1787,2:02 AM,AHU,repurpose seamless paradigms,86054,5952
Urology,1883,1:00 AM,Identity Theft,aggregate real-time e-tailers,57315,89931
RWD Info Pak,1836,3:09 AM,Avid DS Nitris,transform transparent functionalities,26473,97036
SketchUp,1935,4:19 AM,Object Oriented Software,redefine web-enabled portals,75417,9869
ODM,1675,2:47 AM,Surveillance,morph cross-platform metrics,47303,44704
FBD,1877,3:54 AM,SAP ERP,reinvent virtual ROI,5914,8575
Kernel Programming,1727,3:40 AM,Slovak,optimize web-enabled infrastructures,64430,36416
Plant Identification,1590,1:49 AM,Business Process,integrate rich ROI,96901,52784
Federal Grants Management,1548,2:17 AM,Bylaws,repurpose best-of-breed relationships,24195,89416
WHIMS,1925,2:43 AM,Apartments,optimize frictionless models,35251,17872
HCS12,1964,1:11 AM,Training,facilitate strategic markets,62721,13039
Knowledge Base,1954,2:44 AM,Slate,unleash innovative portals,96672,54938
Emotional Intelligence,1516,4:56 AM,Typeface Design,syndicate e-business platforms,18257,58975
Xpediter,1704,3:52 AM,FTL,seize intuitive web services,68618,3211
Legal Issues,1651,2:18 AM,RRP,revolutionize impactful relationships,70813,43099
LMDS,1815,3:03 AM,Trail Running,whiteboard back-end methodologies,35112,59842
Combined Cycle,1547,3:23 AM,DMVPN,grow dot-com partnerships,89068,89905
EWP,1614,3:11 AM,SFR,enable sticky systems,26598,38980
JProfiler,1892,1:29 AM,FCPA,benchmark cross-media vortals,21176,75253
FEED,1593,3:11 AM,CMMI Level 5,embrace compelling interfaces,60604,39045
New Business Development,1647,4:15 AM,Awk,facilitate e-business infomediaries,100097,96801
Young People,1914,1:20 AM,CgFX,revolutionize end-to-end initiatives,50842,39956
Ubuntu,1987,2:35 AM,Construction Safety,facilitate rich infomediaries,28864,31201
Basel II,1502,2:27 AM,Civil Rights,iterate enterprise systems,35116,92136
DFT Compiler,1557,2:07 AM,RFC,reintermediate revolutionary paradigms,75731,94862
Nastran,1705,4:08 AM,Snoring,recontextualize holistic networks,86459,24822
nDo,1844,4:07 AM,JCAHO,generate dynamic solutions,46809,21543
JiBX,1916,2:05 AM,Government Contracting,embrace leading-edge e-business,2807,44677
ISO 14001,1521,3:34 AM,Early Childhood Education,utilize global convergence,75893,70000
EBITDA,1694,4:43 AM,Short Films,synergize synergistic content,14487,92620
MMC,1510,2:20 AM,OCLC Connexion,seize magnetic mindshare,57121,59102
QCAT,1796,1:51 AM,Notary Public,incubate intuitive communities,69269,39714
Software Project Management,1505,1:41 AM,Client Relations,aggregate collaborative infrastructures,91957,66093
Google Earth,1836,3:39 AM,Screening Resumes,mesh clicks-and-mortar interfaces,16240,17791
DNV,1517,3:57 AM,Play-by-play,brand mission-critical portals,13165,41110
Ukrainian,1959,1:56 AM,Jeet Kune Do,matrix customized niches,100850,43388
GMC PrintNet T,1751,4:54 AM,MRP,evolve out-of-the-box experiences,79691,42988
Ion Channels,1508,1:02 AM,Wealth Management,architect cross-media portals,95986,4323
TDMoIP,1639,1:48 AM,PFI,implement bleeding-edge relationships,31514,4008
PTLLS,1889,4:58 AM,QPSK,disintermediate front-end convergence,14125,37694
HVAC Design,1747,4:06 AM,Flight Planning,implement best-of-breed content,52310,91570
SEM,1777,3:15 AM,DPM,engage web-enabled web-readiness,90238,26407
Threat &amp; Vulnerability Management,1860,2:29 AM,Yacht Deliveries,incubate one-to-one paradigms,20925,41130
CDM Coordinator,1664,2:56 AM,Juggling,strategize global convergence,48144,77923
ISDN,1711,1:24 AM,Supplier Quality,unleash leading-edge relationships,43928,73796
Autism Spectrum Disorders,1770,2:07 AM,BJJ,redefine enterprise content,34857,80857
HTK,1770,3:03 AM,Jet Fuel,evolve wireless e-business,9407,70700
CFML,1819,4:42 AM,HR Project Management,embrace clicks-and-mortar infrastructures,9795,51478
Kondor+,1980,1:49 AM,SRDS,drive global deliverables,92725,9004
eBay API,1645,1:16 AM,ABAP,utilize customized schemas,63301,66159
SBIR,1777,3:09 AM,Feature Films,integrate synergistic web services,88269,44730
CGI scripts,2003,3:24 AM,Tissue Culture,enable customized initiatives,9952,67063
XNA,1682,3:07 AM,Observational Studies,productize strategic mindshare,88701,53493
Euthanasia,1878,4:07 AM,Pro II,e-enable 24/7 e-services,92944,20429
CSCS Card,1928,3:00 AM,Project Estimation,reinvent revolutionary deliverables,41889,74808
Smart Grid,1777,3:45 AM,CPM Scheduling,visualize clicks-and-mortar functionalities,42350,49301
DVB-RCS,1965,2:30 AM,DSP BIOS,disintermediate vertical channels,9088,27359
Chromatography,2005,4:00 AM,Feature Articles,expedite strategic metrics,28149,36803
AX 2009,1759,1:10 AM,Charitable Giving,brand clicks-and-mortar e-services,43245,27146
Akamai,1893,1:42 AM,TCL,enable web-enabled experiences,98084,88692
Citrix XenDesktop,1788,4:39 AM,Manufacturing,implement strategic synergies,89886,85783
Honeywell DCS,1522,4:58 AM,Eye Exams,disintermediate back-end vortals,1459,41517
