title,year,lenght,sinopsis,description,Country_Id,Director_Id
Young Adult Literature,1809,1:46 AM,RFI,synthesize B2B supply-chains,4729,29264
SAP SD,1539,2:02 AM,WBTs,facilitate 24/7 architectures,63361,24254
WBS,1550,3:53 AM,McAfee Antivirus,architect e-business deliverables,11337,82353
Painting,1550,3:11 AM,Circuit Design,deploy wireless relationships,71565,25819
NMLS,1849,2:39 AM,Ecological Restoration,deploy visionary paradigms,48914,62117
Ethernet over SDH,1909,1:35 AM,Equity Trading,exploit strategic vortals,18313,80504
CPI,1764,1:42 AM,Cardiac MRI,integrate user-centric convergence,87390,76082
OSGi,1717,4:05 AM,European History,deploy web-enabled niches,55660,55234
WSIB Claims Management,1558,1:55 AM,FTR,monetize real-time networks,9026,53979
Corporate Events,1899,1:39 AM,DVD,transition granular interfaces,82987,80754
QML,1730,4:17 AM,Pro Tools,whiteboard out-of-the-box e-business,11955,64059
Economic Development,1812,4:10 AM,SVT,repurpose best-of-breed mindshare,50670,34375
IGP,1695,1:44 AM,Blogging,facilitate cutting-edge e-tailers,96728,24351
TMAP,1790,1:53 AM,Security Audits,disintermediate revolutionary networks,17009,81798
PDMS Design,1625,1:49 AM,RNP,transition cross-media web-readiness,81740,18243
MPEG-4,1947,4:53 AM,Keyboards,whiteboard B2C channels,84048,59119
iReport,1667,4:06 AM,Koine Greek,revolutionize next-generation e-tailers,78378,36663
SD,1590,2:45 AM,Facilitation,deliver innovative methodologies,15267,34103
Xsan,1879,1:29 AM,QR,target leading-edge functionalities,21671,95239
Xserve,1729,4:58 AM,MyBatis,redefine value-added convergence,12886,24330
VMware ESX,1946,1:05 AM,Topographic Surveys,harness clicks-and-mortar ROI,40109,41863
Zeta Potential,1531,2:56 AM,Latin American Studies,facilitate dynamic convergence,42495,51223
Retirement Planning,1935,3:23 AM,Software Project Management,expedite collaborative deliverables,6803,70211
Btrieve,1579,1:15 AM,Breaking News,revolutionize bricks-and-clicks solutions,4032,19340
Snort,1890,2:54 AM,KVM Switches,generate next-generation content,38027,83569
Nanofabrication,1904,2:57 AM,VSTO,visualize sexy e-services,60806,4533
VTK,1885,3:43 AM,zLinux,harness dot-com bandwidth,78260,67289
IT Infrastructure Management,1859,1:57 AM,Roth IRA,facilitate robust synergies,69851,48817
Web Applications,1822,1:12 AM,SAP SD Module,cultivate visionary models,17394,743
MQSI,1747,4:55 AM,Background Checks,architect front-end interfaces,67337,76526
HCS 2000,1916,3:05 AM,GNSS,maximize front-end channels,21815,48605
CGI scripts,1584,4:53 AM,RNA Biology,revolutionize scalable e-tailers,44506,50032
Youth At Risk,1830,3:02 AM,Hypnosis,productize sexy eyeballs,18762,7196
Naval Architecture,1852,3:42 AM,Psychosocial,seize clicks-and-mortar users,16398,22799
Flight Training,1899,4:48 AM,Krakatoa,e-enable holistic action-items,34241,59542
JTAPI,1991,1:57 AM,CQG,deploy interactive vortals,16789,74035
Substance Use Disorders,1772,3:20 AM,Nikon,target revolutionary experiences,95480,36795
Juggling,1684,1:57 AM,Spring DM,recontextualize end-to-end e-commerce,43947,690
Business Efficiency,2006,2:52 AM,Utility Locating,empower rich portals,80633,5641
Lyris,1686,4:30 AM,Commercial Lending,whiteboard seamless infrastructures,4061,19333
Uzbek,1562,4:50 AM,Mutual Funds,incubate one-to-one schemas,2330,10451
QA Engineering,1502,3:56 AM,RFI,whiteboard virtual convergence,43845,26635
Typing,1651,4:12 AM,LSI,grow extensible models,16901,67518
Flash Animation,1779,3:16 AM,PVR,reintermediate global channels,87017,63434
CXF,1542,1:50 AM,Private Duty,reintermediate mission-critical mindshare,3022,25406
Utilization Management,1788,2:59 AM,Quality Management,aggregate world-class vortals,83339,60331
Gel Electrophoresis,1561,4:38 AM,JDeveloper,iterate plug-and-play technologies,78265,47903
Karaoke,1510,3:16 AM,CFRA,deliver transparent users,59911,47334
CNC Programing,1936,1:27 AM,HSIA,optimize user-centric ROI,98722,32475
AU,1977,1:19 AM,Air Traffic Control,enable intuitive convergence,75900,480
KPI Reports,1920,4:01 AM,BCMS,implement compelling infrastructures,72717,31454
WLST,1504,3:52 AM,Document Management,incubate one-to-one methodologies,10207,6882
TPA,1586,2:57 AM,Xalan,redefine user-centric e-services,39271,1203
Pthreads,1654,2:47 AM,SWAT,transition distributed action-items,27870,90160
IBM Certified,1540,4:59 AM,Customs Regulations,cultivate world-class supply-chains,73851,44578
IMS DB/DC,1835,2:32 AM,Data Entry,extend front-end niches,41101,51305
Utilization,1599,3:27 AM,Aerial Lifts,empower bleeding-edge experiences,84417,72827
FCL,1928,4:25 AM,IFS,embrace integrated bandwidth,34407,24913
Human Resource Planning,1878,3:23 AM,Occupational Health Nursing,enable customized mindshare,18962,60654
GPP,1784,1:04 AM,ZenCart,engage customized networks,20185,55554
WSPG,1502,1:56 AM,iSCSI,expedite frictionless supply-chains,59509,88362
Nursing Care,1565,2:26 AM,Mineral Exploration,expedite B2B supply-chains,92013,75460
Microcontrollers,1740,1:12 AM,Nginx,drive sticky synergies,99579,46994
Smartboard,1836,1:04 AM,SQL Loader,cultivate dynamic paradigms,61744,8225
Special Effects Makeup,1955,3:14 AM,Japanese Culture,embrace rich mindshare,98529,23447
MDOP,1613,4:47 AM,Generators,engage viral supply-chains,58998,48703
MDRs,1988,1:12 AM,ISO 9001,facilitate back-end vortals,45126,62757
JAX-WS,1862,3:03 AM,XML Schema Design,aggregate distributed web-readiness,13742,154
EPCM,1508,3:16 AM,DTC,expedite frictionless deliverables,38839,21478
User Experience Design,1703,4:55 AM,FDR,extend dynamic infrastructures,63793,29382
HP Blade,1869,1:11 AM,DMMs,monetize frictionless deliverables,28115,29338
RPC,1889,4:58 AM,Theory,synergize dynamic platforms,61154,15407
SPSS,1690,2:26 AM,Atmel AVR,brand efficient functionalities,3644,67806
Iyengar Yoga,1948,3:40 AM,Tax Accounting,incentivize sexy systems,31004,92177
Bookkeeping,1962,4:53 AM,IFM,empower innovative channels,61559,30162
International Shipping,1802,4:38 AM,HCS 2000,maximize granular synergies,78162,31280
Supply Management,1872,4:11 AM,HSI,reinvent out-of-the-box applications,77938,97798
WFO,1632,4:28 AM,Hydrogeology,e-enable holistic functionalities,98045,77635
Eclipse,1873,3:44 AM,Shipbuilding,brand back-end supply-chains,33572,88097
Operational Planning,1968,1:07 AM,Ultrasonic Welding,mesh B2C models,69367,89665
Water Treatment,1515,3:02 AM,FI-AA,incubate seamless partnerships,11352,75479
HLASM,1894,1:47 AM,Botany,monetize world-class action-items,33334,35927
DFS,1785,3:40 AM,TF-CBT,strategize robust eyeballs,64211,38301
MDF,1558,4:55 AM,Portuguese,generate best-of-breed architectures,93447,82098
Zendesk,1554,4:31 AM,Wine Tasting,deliver B2B schemas,68911,77523
Retail Banking,1950,1:21 AM,SIP Trunking,leverage efficient technologies,18048,45888
Simulations,1592,3:36 AM,FX Spot,maximize bleeding-edge solutions,14572,62883
Portraits,1772,2:54 AM,GPP,engage bleeding-edge action-items,2598,67639
Title IV,1667,2:14 AM,Global Sourcing,harness best-of-breed architectures,100845,26857
Chamber Music,1734,3:52 AM,NRC,optimize e-business initiatives,43579,95495
BtB,1579,2:30 AM,cDNA,engineer web-enabled infomediaries,10738,87846
Pivot Tables,1916,2:51 AM,JBA,implement enterprise mindshare,35258,68488
Business Intelligence,1551,2:05 AM,MLRO,innovate dynamic bandwidth,8843,95869
Sickness Absence Management,1999,1:17 AM,ODM,architect collaborative partnerships,54970,8766
Network Design,1777,1:26 AM,MSA,optimize front-end technologies,65532,46797
BMC Remedy Administration,1586,1:35 AM,Athletic Administration,engage real-time architectures,11550,31576
Urban Regeneration,1749,3:53 AM,Nios II,facilitate one-to-one solutions,46384,12205
Press Kits,1997,4:38 AM,Print On Demand,productize transparent content,28089,14288
CPI,1987,2:02 AM,AVEVA PDMS,revolutionize cutting-edge web services,58807,82153
Whole Life,1792,3:56 AM,AutoCAD,strategize clicks-and-mortar synergies,13770,51853
GXT,1834,1:16 AM,RELAX NG,engage innovative technologies,76688,12878
Offset Printing,1921,3:00 AM,PPBES,cultivate integrated supply-chains,12191,19382
eGaming,1624,2:24 AM,PPTP,matrix wireless e-commerce,96738,7420
HDV,1938,1:55 AM,Youth Empowerment,integrate proactive e-services,34228,24735
RBI,1943,3:17 AM,Educational Outreach,transform value-added paradigms,54548,53652
Content Writing,1770,1:19 AM,Jeans,redefine dot-com supply-chains,28109,82111
Branding &amp; Identity,1849,3:20 AM,WHMIS,generate efficient eyeballs,24261,55425
Petrochemical,1654,1:32 AM,Snorkeling,engineer plug-and-play e-business,21755,70374
LCS,1735,2:43 AM,CNOR,recontextualize strategic initiatives,84278,25746
Unix,1502,1:21 AM,Automotive Aftermarket,maximize vertical e-services,31505,84404
AASHTO,1547,3:57 AM,IP,incentivize mission-critical methodologies,32506,4185
IPv6,1808,1:48 AM,RLM,synergize killer architectures,94281,93838
Photo Shoots,1581,4:02 AM,Outdoor Advertising,revolutionize next-generation initiatives,99494,50271
Focus Groups,1927,1:03 AM,ETABS,monetize distributed technologies,17772,9974
Genomics,1970,2:29 AM,Kyphoplasty,embrace vertical communities,8726,83063
Help Desk Support,1939,3:49 AM,TCL,architect e-business infomediaries,22507,22388
Political Economy,1580,4:30 AM,PDCA,evolve enterprise schemas,12089,89807
IEC 61850,1970,4:39 AM,JSR 168,reinvent out-of-the-box technologies,73008,45648
Custom Furniture,1920,3:24 AM,RFQ Development,generate seamless infrastructures,44280,63183
Small Boat Operations,1912,2:32 AM,Development Economics,disintermediate enterprise e-business,47097,76707
