title,year,lenght,sinopsis,description,Country_Id,Director_Id
MQL4,1869,1:30 AM,HTTPWatch,streamline strategic niches,90304,26932
Linux System Administration,1744,4:38 AM,Active TS/SCI Clearance,streamline leading-edge methodologies,79193,84637
EFTPOS,1667,1:55 AM,EIS,enable 24/365 applications,50851,14650
PCP,1823,2:50 AM,IT Recruitment,enable out-of-the-box models,12817,73132
IT Hardware Support,1625,1:06 AM,Make vs Buy,disintermediate open-source portals,63822,38328
BGP,1970,3:51 AM,VC#,utilize bricks-and-clicks platforms,21592,84910
Volunteer Management,1543,2:50 AM,Nios II,transform killer infomediaries,73963,52026
JBA,1802,3:14 AM,Jitter,benchmark enterprise web services,45608,40837
Key Account Management,1656,4:11 AM,Distribution Center Operations,generate sexy infrastructures,85521,98228
Black Belt,1707,3:21 AM,LLDP,unleash back-end e-markets,18244,64706
Single Family Homes,1784,1:48 AM,PMO Development,enable e-business supply-chains,96601,10632
PPP,1723,3:44 AM,IHE,productize virtual methodologies,5459,93487
BTS,1530,1:40 AM,Key Opinion Leaders,recontextualize plug-and-play users,36222,32452
NGOSS,1531,3:07 AM,LDAP,expedite cross-platform functionalities,15906,74881
Ice Cream,1700,1:54 AM,Annual Giving,drive intuitive experiences,68693,37457
Object Oriented Design,1920,1:15 AM,VDA,e-enable customized experiences,24464,87396
Psychology,1500,2:52 AM,SRTP,aggregate web-enabled mindshare,57937,60987
VPM,1696,1:45 AM,Physicians,exploit cross-media solutions,82383,65984
Events Organisation,1601,1:57 AM,BLS,e-enable dynamic platforms,35292,94490
CBORD,1702,1:30 AM,Fume FX,streamline killer metrics,67282,91313
WWII,1885,1:09 AM,ZoomText,optimize killer niches,42892,78817
UTP,1766,3:13 AM,NIMS,streamline distributed technologies,65629,52091
Finite Element Analysis,1803,4:35 AM,Recognition Awards,aggregate bricks-and-clicks portals,78868,43934
SAP Implementation,2012,1:46 AM,Semantic HTML,deploy plug-and-play experiences,83218,62470
SOA,1788,2:27 AM,Web 2.0,redefine clicks-and-mortar infomediaries,97151,37017
Job Analysis,1700,2:56 AM,WebSphere MQ,incentivize vertical e-business,83221,23122
Jetty,1639,1:59 AM,White Box Testing,transition viral supply-chains,44586,92819
XFS,1773,3:25 AM,Dutch,iterate cross-platform communities,25127,64848
Youth Outreach,1983,1:08 AM,IEC,unleash out-of-the-box bandwidth,74726,5821
MS VC++,1649,1:15 AM,Process Engineering,implement global paradigms,86530,79421
System Architecture,1697,4:10 AM,Wellness,redefine leading-edge initiatives,40515,78225
Executive Search,2010,2:27 AM,NPR Report Writing,reintermediate bleeding-edge technologies,72698,52704
Embedded Systems,1757,4:12 AM,Coaching,envisioneer real-time applications,60418,48077
QlikView,1573,2:19 AM,VC#,seize revolutionary synergies,8587,63853
TMN,1984,1:17 AM,Alcohol Awareness,reintermediate synergistic solutions,53823,70775
