title,year,lenght,sinopsis,description,Country_Id,Director_Id
Union Avoidance,1799,4:49 AM,UB92,transform user-centric models,72248,27641
CV,1673,3:56 AM,XUL,iterate interactive action-items,35803,11839
Rubber,1868,3:12 AM,Child Development,evolve intuitive supply-chains,61664,85920
Oleochemicals,1523,3:20 AM,Fluid Mechanics,transform out-of-the-box systems,48231,80960
Keratin Treatment,1627,1:53 AM,FTR,empower viral web-readiness,90408,50053
Yelp,1581,1:09 AM,XML Databases,syndicate impactful deliverables,90961,14869
JVs,1865,4:11 AM,360 Feedback,transition out-of-the-box solutions,48065,58650
HSDPA,1505,1:19 AM,CMS,optimize wireless supply-chains,29382,12770
Nutritional Counseling,1742,4:09 AM,HTTPWatch,productize seamless users,88160,88528
BPA,1575,1:01 AM,Syslog-ng,engineer holistic portals,57038,36463
qRT-PCR,1989,3:39 AM,Pylons,target efficient web-readiness,70058,77451
Ignatian Spirituality,1854,1:09 AM,Engineering,drive vertical bandwidth,62830,10504
Financial Reporting,1918,4:44 AM,Phase II ESA,recontextualize turn-key paradigms,65156,52575
Screening Resumes,1938,2:20 AM,KDB+,transition user-centric infomediaries,40833,52100
JDO,1684,4:58 AM,CQB,iterate real-time action-items,10645,40628
Timber,1885,2:46 AM,Manual Therapy,redefine visionary infomediaries,18910,94378
MHP,1605,4:37 AM,OSPF,synthesize proactive web services,60576,24298
QSA,1565,3:30 AM,eGain,redefine compelling networks,69261,84592
TQM,1698,3:34 AM,Overhead Cranes,exploit one-to-one partnerships,69110,29449
Kyoto Protocol,1976,1:39 AM,Computer Network Operations,streamline cross-platform networks,25610,10587
Loans,1646,2:47 AM,DCN,synthesize leading-edge markets,31057,55269
MSA,1646,1:36 AM,Ruby on Rails,transform world-class convergence,88778,83458
Oracle RDC,1597,4:09 AM,LCR,drive strategic users,89793,83897
Weddings,1835,4:06 AM,McData,incubate world-class e-tailers,65764,33459
Sports Nutrition,1799,1:56 AM,FGD,redefine sexy channels,31893,60962
Customer Relations,1954,4:22 AM,CWS,deliver bricks-and-clicks architectures,11979,18830
CTI,1835,1:10 AM,Diagnostic Ultrasound,generate dot-com experiences,13429,79372
Media Relations,1871,3:48 AM,CTI,whiteboard open-source bandwidth,66562,39953
Wedding DJ,1720,3:16 AM,uDig,mesh turn-key infrastructures,13992,10069
Pension Funds,1620,2:15 AM,Target Identification,exploit clicks-and-mortar web-readiness,87716,8633
PWA,1663,4:25 AM,Aeronautics,deliver bricks-and-clicks interfaces,48716,91133
PMD,1870,1:01 AM,HCPCS,engineer leading-edge supply-chains,62800,91747
Employee Relations,1795,4:44 AM,NLTK,integrate e-business methodologies,96192,15651
Architectural Drawings,1565,3:41 AM,RFC,recontextualize rich channels,20609,28630
Oracle RDC,1949,3:01 AM,Hatha Yoga,cultivate magnetic action-items,26243,87551
Evidence,1676,3:43 AM,BOSIET,benchmark virtual technologies,74580,58033
IS-IS,2016,3:41 AM,Piping,repurpose user-centric web services,26854,91424
Yields,1922,3:49 AM,Grassroots,enable cross-media technologies,90797,24921
Equipment Maintenance,1911,1:59 AM,Equity Capital Markets,benchmark collaborative web services,12541,14390
Petroleum Geology,1962,4:49 AM,SDL,morph B2C markets,61479,53225
Clinical Trials,1815,3:26 AM,TCD,generate holistic content,78995,74595
ISO 14001,1994,4:37 AM,RDMA,maximize bleeding-edge e-business,33839,21057
Zoom,1745,4:00 AM,Healthcare Consulting,enable cross-media communities,69548,76566
Yahoo Search Marketing,1860,3:31 AM,QPS,transition end-to-end relationships,31712,55414
Crystal Xcelsius 2008,1584,2:30 AM,RMADS,incentivize killer initiatives,50162,30749
Hardware,1987,2:23 AM,TL1,engage cutting-edge initiatives,28583,10498
Nutritional Counseling,1626,1:10 AM,Substance Abuse Prevention,harness 24/7 applications,76205,75147
DDTS,1522,3:28 AM,Youth Outreach,maximize value-added web services,53066,71164
Cycle Time Reduction,1551,1:09 AM,HVAC,synthesize innovative infrastructures,54249,14982
Core Banking,1618,2:10 AM,Copywriting,expedite global interfaces,16716,13791
SketchUp,1500,1:27 AM,Driven By Results,brand viral platforms,2143,67765
Microsoft Publisher,1693,2:59 AM,International Humanitarian Law,envisioneer best-of-breed deliverables,175,70032
Visual Identity Design,1632,4:55 AM,Portfolio Management,matrix killer web services,33739,5252
OEL,1753,2:07 AM,Loss Prevention,e-enable seamless networks,53756,94318
Identity Theft,1950,1:02 AM,Www,innovate enterprise models,10679,34853
Geological Mapping,1626,4:19 AM,Adobe Acrobat,repurpose interactive bandwidth,17679,19841
Autism Spectrum Disorders,1565,4:02 AM,DFSORT,implement frictionless niches,41033,84118
Asset Management,1819,1:13 AM,FSC Certification,empower compelling web services,52494,93742
Higher Education Administration,1779,2:53 AM,RTGS,reinvent turn-key e-tailers,11078,47925
TL1,1798,1:29 AM,FP,syndicate cutting-edge partnerships,50371,95647
LDD,1628,3:46 AM,FDT,drive enterprise supply-chains,68341,62277
DVB-C,1953,4:27 AM,QNX,facilitate bricks-and-clicks paradigms,18926,92898
XBRL,1682,2:23 AM,Occupational Therapists,transition sexy infrastructures,62219,56776
Alumni Relations,1765,3:42 AM,QlikView Development,drive visionary technologies,28886,2864
WBS,1731,1:47 AM,Virtual PC,enhance proactive users,31072,98712
Transitional Justice,1895,3:27 AM,Smarty,optimize scalable e-business,1504,26265
Working With Children,1836,1:45 AM,Logistics Management,harness dot-com infomediaries,13216,28530
Odyssey,1563,1:23 AM,Project Management,visualize cross-media communities,71843,44976
Volunteer Recruiting,1523,2:45 AM,Kodak,morph plug-and-play e-commerce,16497,86207
Gel Electrophoresis,1686,1:28 AM,US Tax,innovate bleeding-edge mindshare,70471,35397
Global Marketing,1758,1:11 AM,IXIA,embrace global infomediaries,4607,36406
Network Security,1734,3:54 AM,Pre-sales,leverage granular schemas,75231,16863
PDMS,1876,2:38 AM,MSDS,whiteboard revolutionary e-markets,53788,51861
DTD,1882,4:17 AM,CMC Regulatory Affairs,engage interactive platforms,99233,33747
Hazardous Waste Management,1833,2:08 AM,IT Recruitment,incentivize B2B solutions,70374,15103
Procurement Outsourcing,1959,4:18 AM,PnL,monetize proactive models,68515,9487
Training Delivery,1561,4:02 AM,TSRM,innovate robust technologies,13234,29216
Tax Returns,1629,1:06 AM,Uveitis,whiteboard best-of-breed deliverables,89496,95544
HCP,1770,4:34 AM,FX Derivatives,syndicate cross-media action-items,42290,18164
Construction Loans,1910,1:55 AM,Literacy,visualize cutting-edge initiatives,10781,36531
Classroom,1784,2:05 AM,Copywriting,enhance frictionless vortals,39852,72702
Simple IRA,2009,2:50 AM,iPhoto,recontextualize customized architectures,39939,67547
Public Sector,1991,2:47 AM,PNR,deploy visionary platforms,92599,51698
TSCA,1593,3:53 AM,CDM Co-ordinator,monetize web-enabled solutions,82079,23821
Commercial Banking,1985,3:52 AM,Rehabilitation Psychology,scale compelling e-tailers,85330,63665
Vulcan,1734,1:55 AM,FFE,orchestrate sticky networks,84041,86901
Jenark,1831,1:01 AM,Hair Care,aggregate 24/7 markets,46467,68820
Kuka,1565,1:01 AM,Project Planning,synthesize extensible e-services,78898,97696
IVIVC,1531,3:39 AM,Psychiatry,implement open-source infomediaries,14855,34945
Brand Development,1896,3:32 AM,Occlusion,transform killer communities,31525,95345
NSE,1670,3:53 AM,HLA,facilitate customized platforms,24315,33299
LPT,1768,2:26 AM,Joint Ventures,enable out-of-the-box convergence,36195,5191
Management,1566,4:28 AM,RRSP,maximize interactive convergence,55367,43641
DJ,1882,3:34 AM,Illustration,engineer 24/7 ROI,50645,63859
OmniPage,1907,1:29 AM,Zendesk,grow proactive communities,98725,10629
Young Adult Literature,1994,2:35 AM,Multi-color Flow Cytometry,grow user-centric methodologies,57852,66984
Outlook Express,1519,3:40 AM,VxFS,grow end-to-end partnerships,83329,6635
Fire Alarm,1669,4:01 AM,Doors,brand turn-key web services,84417,3921
Operating Room,1964,1:17 AM,Kontakt,recontextualize wireless niches,82391,13815
Computer Network Operations,1975,4:03 AM,IEC 61850,optimize end-to-end bandwidth,50217,7508
Data Management,1930,3:36 AM,Ion Implantation,drive compelling markets,14625,60876
ECDL Certification,1776,4:33 AM,Japanese Culture,embrace dot-com ROI,40060,98744
VPN,1701,2:53 AM,HP Service Manager,streamline virtual solutions,76431,98791
ATR-FTIR,1820,3:49 AM,Grants,innovate global relationships,6935,14446
Hummingbird DM,1812,4:03 AM,Emerging Markets,empower granular e-commerce,26141,10561
GMPLS,1527,3:26 AM,CBORD,harness killer action-items,37453,11050
Target Identification,1842,2:02 AM,Leadership,orchestrate ubiquitous infomediaries,28772,75069
Liability,1581,2:39 AM,RPT,e-enable compelling methodologies,18749,18951
LDS,1604,2:24 AM,Microchip PIC,cultivate bleeding-edge markets,74646,57022
Immunology,1589,2:32 AM,CPCU,cultivate 24/365 mindshare,55567,57691
Event Photography,1723,1:46 AM,Menu Development,scale bleeding-edge e-tailers,66305,75018
XDCAM,1919,4:17 AM,Utilization,redefine 24/7 paradigms,39515,76179
Acute Care,1761,1:33 AM,VC#,optimize bricks-and-clicks methodologies,58345,71453
JSON,1695,3:28 AM,Traditional IRA,iterate e-business solutions,52205,85847
Middle Office,1907,2:56 AM,SLA,morph B2B platforms,35526,77138
E-commerce,1856,4:41 AM,Tk,incubate compelling functionalities,27543,9435
HVAC Design,1915,4:07 AM,SFR Certified,enable world-class networks,88061,58130
RFI,1898,1:25 AM,OSI Model,enhance seamless ROI,31723,12792
FDT,1534,4:49 AM,SNOMED,recontextualize interactive applications,55618,4826
AOD,1800,4:42 AM,International Humanitarian Law,harness turn-key bandwidth,28250,36668
FDD,1533,2:57 AM,Aftersales,grow synergistic web services,30961,81694
Yarn,1977,1:46 AM,High Availability,engineer virtual experiences,21557,57566
SWIFT Payments,1870,1:00 AM,MHE,cultivate B2B networks,75793,10948
Sales Presentations,1875,3:06 AM,Pharmaceutical Industry,evolve enterprise applications,48677,14639
Corporate Finance,1569,3:16 AM,Google Adwords,incentivize scalable synergies,55441,46817
Oncology,1626,3:21 AM,Defect Life Cycle,engineer customized methodologies,15733,72803
Avionics,1696,3:27 AM,DMP,target user-centric content,22193,29842
Operational Due Diligence,1998,2:24 AM,PQQ,reintermediate magnetic bandwidth,39397,67916
Xsigo,1642,4:26 AM,Cinematography,integrate interactive infrastructures,89796,46053
Team Management,1945,1:37 AM,WLI,morph end-to-end methodologies,72311,98759
Corporate Events,1891,4:35 AM,LCMS,redefine wireless e-services,52884,74638
Policy,1894,4:58 AM,UK Corporation Tax,visualize clicks-and-mortar web-readiness,50771,70181
SOA BPEL,1724,4:39 AM,Software Installation,visualize back-end systems,36779,53557
Kyphoplasty,1785,1:09 AM,Personal Development,incubate rich technologies,77667,80728
Music Industry,1988,3:05 AM,DVD Duplication,evolve viral initiatives,81295,63518
Equities,1717,1:51 AM,XaaS,innovate innovative interfaces,88622,37866
Toad,1911,1:07 AM,CCENT,optimize turn-key interfaces,23122,54660
Localization,1684,2:21 AM,Laboratory Skills,drive customized e-markets,22711,89038
ABAP Web Dynpro,1983,2:40 AM,Dbx,seize out-of-the-box users,69824,34126
MGCP,1684,2:21 AM,SAP BPC,embrace holistic methodologies,72941,1452
Compensation &amp; Benefits,2006,3:34 AM,DC Operations,whiteboard impactful infrastructures,34371,62214
Dry Eye,1735,1:25 AM,Data Structures,unleash transparent e-markets,7328,64207
Youth Empowerment,1630,2:59 AM,MySQLi,matrix ubiquitous applications,75336,60280
PVM,1857,1:44 AM,RPG,strategize clicks-and-mortar paradigms,49233,92231
Visual Studio,1572,2:12 AM,Risk Analysis,monetize granular technologies,22962,91171
DLL,1740,4:08 AM,PTH,streamline value-added synergies,29508,88925
Safety Management Systems,1981,2:29 AM,Hyperion HFM,target intuitive technologies,73564,9656
Ninja Skills,1556,1:02 AM,Yearbook,maximize turn-key systems,23693,33667
Weapons of Mass Destruction,1556,1:12 AM,LLC,visualize rich e-services,77103,11188
IFS,1763,1:54 AM,VCT,morph global web services,50370,15035
Business Strategy,1591,2:56 AM,Snow,brand transparent applications,20008,58709
Clinical Development,1565,2:37 AM,AOG,deploy granular ROI,95675,93573
FTTx,1606,1:37 AM,Management by Objectives,unleash customized e-services,10830,75093
Xdebug,1951,3:26 AM,FDT,repurpose best-of-breed interfaces,51412,22041
Higher Education,1975,4:12 AM,TMMi,brand mission-critical e-services,68679,10992
Vector NTI,1525,4:50 AM,Military Logistics,implement cross-platform e-commerce,88679,38587
Xpediter,2004,1:41 AM,Zillow,architect e-business deliverables,22835,66099
GPU,1902,1:07 AM,Orthopedics,repurpose impactful applications,45066,34661
Internet Yellow Pages,1514,3:00 AM,American Literature,orchestrate B2B bandwidth,20737,76619
Museum Collections,1855,4:50 AM,Conservation Issues,recontextualize synergistic e-business,38350,57560
osCommerce,1781,4:49 AM,Renewable Energy,revolutionize next-generation portals,78102,5285
MRP,1640,1:48 AM,Buyer&#39;s Agent,integrate best-of-breed bandwidth,4742,35183
Financial Modeling,1545,3:15 AM,HMC,architect world-class initiatives,5254,92317
SRED,1509,2:24 AM,DBMS,redefine front-end niches,49905,65628
JProbe,1561,4:29 AM,OGSYS,productize value-added communities,45045,69414
Drip Irrigation,1651,2:25 AM,Human Computer Interaction,iterate frictionless infomediaries,97060,42015
Junior Golf,1713,4:31 AM,RMS,leverage proactive architectures,5375,70367
TQC,1740,3:47 AM,NHPA,scale holistic paradigms,32041,63526
FEED,1753,4:02 AM,MPBGP,aggregate B2B solutions,72746,4285
ISM,1668,4:00 AM,Awk,architect strategic e-markets,14441,15075
iView,1943,1:58 AM,NI LabVIEW,extend e-business synergies,33107,76263
Ethernet,1718,2:23 AM,Flow Cytometry,synthesize 24/7 metrics,18787,88787
HCS12,1965,4:48 AM,Classical,unleash global content,31216,54958
Dbx,1857,4:56 AM,PMBOK,morph real-time applications,70403,77483
Heavy Oil,1858,3:06 AM,Solution Selling,revolutionize bleeding-edge methodologies,87019,41114
Brazilian Jiu-Jitsu,1981,4:51 AM,POS,revolutionize holistic synergies,45577,29825
SMED,1763,1:54 AM,Fitness,utilize transparent convergence,91845,45082
Pyrography,1667,3:54 AM,OLED,streamline B2B applications,8804,94712
PPDS,1756,1:08 AM,GSM,streamline dynamic functionalities,14808,13388
American Sign Language,1530,3:27 AM,CSCS,benchmark cross-media models,75593,16042
Valves,1553,1:42 AM,DCN,scale plug-and-play web services,22808,36666
Project Implementation,1561,1:51 AM,Portfolio Management,aggregate out-of-the-box content,51489,65671
Foreign Affairs,1777,1:44 AM,Social TV,recontextualize extensible vortals,47187,7367
Photos,1834,2:15 AM,NDK,evolve next-generation models,19207,3059
NDS,1760,3:33 AM,LLVM,cultivate transparent platforms,78680,55544
Jazz,1560,4:33 AM,QNXT,embrace intuitive e-markets,14998,80266
FTC,1646,4:32 AM,Athletic Performance,maximize interactive systems,14880,95032
Hunting,2005,2:43 AM,Combined Cycle,e-enable cross-platform portals,64733,95336
HTML Help Workshop,1618,1:35 AM,Estate Jewelry,extend holistic models,64951,45182
Medicine,1846,2:12 AM,TMS320,harness B2C supply-chains,341,85744
EWSD,1936,4:31 AM,HTRF,revolutionize seamless mindshare,40412,3255
Adobe Acrobat,1510,4:19 AM,Annual Giving,deploy B2B bandwidth,17683,14902
Ministry Of Defence,1622,1:22 AM,Life Insurance,envisioneer bleeding-edge experiences,41239,25830
Pneumatics,1636,4:49 AM,LBO,streamline robust content,49828,91013
Online Advertising,1665,2:55 AM,HR Policy Formulation,evolve B2B users,53397,88889
Lesson Planning,1690,2:31 AM,Business Planning,maximize end-to-end ROI,36305,66574
CGI programming,1729,4:19 AM,IGMP Snooping,deliver sexy vortals,23413,62782
Bank-owned Properties,1924,1:00 AM,Nanofabrication,drive sexy web services,37826,77125
Microsoft Word,1936,1:05 AM,HTML Help Workshop,repurpose customized synergies,67306,9901
eEmpact,1808,4:35 AM,System Deployment,leverage ubiquitous relationships,10405,867
GNMA,2003,2:56 AM,Kinesio Taping,incubate B2B methodologies,20152,86471
WLI,1808,1:55 AM,uCOS,recontextualize end-to-end metrics,20955,97003
