title,year,lenght,sinopsis,description,Country_Id,Director_Id
Ukulele,1860,3:24 AM,MPE,revolutionize synergistic portals,78666,58670
QSI,1514,2:40 AM,Skin Care Products,strategize leading-edge web services,26630,76554
NREMT,1775,4:34 AM,HD Video,revolutionize wireless convergence,16737,6790
Bluetooth,1833,3:17 AM,Online Publishing,e-enable plug-and-play experiences,94623,64903
Nintex,1975,4:54 AM,Sports Writing,incentivize out-of-the-box deliverables,95246,38581
Governmental Affairs,1576,3:23 AM,Gnome,grow visionary interfaces,51782,95468
Lustre,1761,4:37 AM,UB04,extend B2B supply-chains,91248,87210
Corel Draw,1531,4:38 AM,ERISA,deliver revolutionary channels,27676,65224
DNS Administration,2000,2:42 AM,Clinical Trials,benchmark intuitive relationships,78373,97882
LLBLGen,1820,3:51 AM,Custom Homes,synergize proactive e-commerce,52139,98283
Documentaries,1837,1:37 AM,SAP MDM,iterate real-time infomediaries,26523,56070
Apollo GDS,1909,3:54 AM,VTS,envisioneer efficient schemas,35492,43109
OGRE,1920,4:48 AM,Trimble GPS,harness intuitive platforms,80617,69942
PCM,2013,2:50 AM,Fashion GPS,engineer leading-edge metrics,29292,5735
Laboratory,1818,4:44 AM,Applied Behavior Analysis,facilitate web-enabled experiences,63678,35576
Nuclear Engineering,1896,3:57 AM,Construction Loans,redefine end-to-end vortals,51071,23551
LSL,1685,1:32 AM,DXX,extend efficient deliverables,53985,47918
Operational Planning,1505,3:48 AM,GDS,embrace one-to-one models,92779,45625
Mathematical Modeling,1893,2:49 AM,EJB,implement synergistic eyeballs,84599,95374
ESB,1912,3:22 AM,ISTQB,synthesize synergistic networks,10889,74619
TFTP,1783,4:10 AM,DME,envisioneer visionary eyeballs,98188,47255
Jewish Studies,1720,1:13 AM,Kontakt,expedite granular supply-chains,29804,45015
GPS,1722,3:58 AM,Guided Reading,synergize intuitive e-markets,29517,76487
Japanese Business Culture,1770,4:07 AM,Make vs Buy,repurpose world-class niches,53179,32894
Cuisine,1904,3:15 AM,MBOX,streamline robust e-commerce,81646,72719
MCSD,1716,4:19 AM,Vehicles,streamline 24/7 paradigms,72794,90117
Mechanical Engineering,1998,1:08 AM,Machine Tools,reinvent transparent infomediaries,42674,13457
UE,1930,4:04 AM,UltraTax CS,facilitate impactful metrics,83752,34018
Numerical Analysis,1671,3:56 AM,Pro Tools,reinvent next-generation niches,19834,46019
UML Tools,1930,4:11 AM,Piano Playing,mesh dynamic relationships,36872,15392
KPI Implementation,1599,1:13 AM,LDPE,scale viral infrastructures,708,2615
HLR,1837,2:59 AM,Creative Writing,brand front-end relationships,21543,68611
GUI development,1884,3:00 AM,Multi-channel Marketing,aggregate sexy technologies,90619,69512
EHS,1894,4:26 AM,Start-ups Management,strategize holistic niches,56135,93721
Medical Ultrasound,1825,2:21 AM,Hand-drawn Typography,embrace enterprise functionalities,52467,62593
uDig,1674,2:27 AM,Employee Benefits,synthesize B2B infomediaries,83884,26741
RCV,1609,3:38 AM,Web 2.0,seize out-of-the-box e-markets,35173,80931
Data Analysis,1510,1:28 AM,ZFS,orchestrate transparent communities,13024,71622
MVVM,1946,1:18 AM,DVP&amp;R,incentivize next-generation action-items,93805,43827
DVD Duplication,2016,2:09 AM,Statistics,drive virtual bandwidth,20563,4043
GSI,1638,1:04 AM,TTS,incentivize best-of-breed interfaces,54843,51282
RBD,1654,1:02 AM,Torts,monetize integrated architectures,30020,24381
AWR Microwave Office,1818,1:43 AM,Trials,incubate vertical eyeballs,84465,36937
Land Use Planning,1537,3:18 AM,Lumion,reintermediate B2C paradigms,68779,7923
OS X,1900,2:12 AM,SGML,deliver one-to-one mindshare,80418,18871
ISO 9000,1690,2:32 AM,FPA,extend end-to-end web-readiness,81350,69391
CME,1743,1:18 AM,JD Edwards,disintermediate cutting-edge synergies,16620,22836
OS/400,1678,1:53 AM,OAM,enable distributed platforms,70713,40722
RTO,1903,4:14 AM,IAS 39,synergize compelling experiences,12045,42750
Windows 7,1966,4:49 AM,VLSM,synergize cross-media synergies,40757,94294
CPLEX,1934,4:05 AM,Be Your Own Boss,productize one-to-one architectures,7782,28216
Legal Writing,1961,3:26 AM,Big Data,reintermediate collaborative communities,89739,3386
Cold Calling,1939,2:25 AM,Resume Writing,matrix integrated communities,100173,20510
DNA ligation,1551,3:22 AM,HTRF,utilize 24/7 eyeballs,94296,76334
Radio Broadcasting,1753,2:42 AM,Supplier Quality,extend user-centric channels,56424,32344
Trend Analysis,2017,3:39 AM,Job Evaluation,engage 24/365 interfaces,20750,51955
CCP,1972,1:57 AM,After Effects,leverage interactive ROI,22767,61832
Canon XH-A1,1742,2:01 AM,Semantic HTML,utilize impactful networks,75857,81093
IRAs,1701,1:23 AM,Localization,cultivate cross-platform platforms,98896,84973
LPR,1681,3:20 AM,Brain Gym,engineer 24/7 e-services,76992,65632
Multithreading,1554,2:26 AM,Sickness Absence Management,evolve back-end applications,64196,91104
Managerial Finance,1550,3:11 AM,TDM,innovate integrated relationships,80217,75763
Novell,1781,3:46 AM,Ntop,evolve holistic deliverables,86689,17190
Strategic Human Resources Leadership,1553,4:54 AM,Job Scheduling,grow back-end e-tailers,29926,2376
At Multitasking,1572,1:12 AM,RFID+,seize value-added convergence,60722,16595
Pygame,1847,1:35 AM,RDz,iterate leading-edge e-business,15516,62802
Aquaculture,1617,2:39 AM,Energy,synthesize intuitive action-items,8383,52253
Amazon VPC,1624,1:35 AM,Twisted,whiteboard web-enabled portals,48018,28392
Heavy Equipment,1721,4:10 AM,CVE,cultivate bleeding-edge interfaces,48886,80084
CPR Certified,1594,2:59 AM,HBSS,scale impactful infomediaries,35872,95161
Ticketing,1688,4:09 AM,BOSIET,facilitate distributed e-markets,27011,42488
GSM-R,1960,4:47 AM,RF Planning,harness robust niches,15957,62487
Hazardous Materials,1972,3:51 AM,PQQs,reinvent impactful e-services,54720,64083
USDA,1918,1:40 AM,Dysarthria,generate revolutionary partnerships,42761,43536
Compliance Oversight,1681,4:49 AM,Poka Yoke,engineer viral users,3880,5647
AC/DC,1935,3:15 AM,Tortoise CVS,optimize transparent markets,27397,75408
Home Equity Loans,1766,3:30 AM,XML Schema Design,incubate bricks-and-clicks platforms,37554,39719
Occupational Therapy,1771,3:30 AM,Ppk,syndicate visionary functionalities,80063,73781
Snorkeling,1502,2:42 AM,Swim Instruction,harness web-enabled action-items,20775,54998
NDDS,1836,3:46 AM,Canon XH-A1,recontextualize granular infrastructures,995,17221
Loan Servicing,1973,4:46 AM,Event Photography,whiteboard magnetic channels,9640,74801
Finite Element Analysis,1876,2:03 AM,MPages,deploy wireless models,92396,20582
XPages,1519,4:08 AM,VMS,cultivate magnetic technologies,31095,22271
CMTS,1958,1:50 AM,RCSA,reintermediate visionary solutions,48183,6157
NQA-1,1987,2:48 AM,Digital Media,innovate front-end systems,100296,90298
PPAPs,1823,4:57 AM,ENOVIA LCA,revolutionize B2B content,81572,94283
RNO,1839,3:44 AM,Design of Experiments,incubate efficient e-tailers,70495,55177
Snacks,1524,2:52 AM,Technical Illustration,synergize killer schemas,18331,19180
HVAC Design,1989,1:40 AM,ASP.NET,redefine mission-critical architectures,79630,48984
Waste Management,1551,1:50 AM,Final Cut Pro,iterate scalable paradigms,15766,20323
IBM HTTP Server,1644,4:57 AM,CNC Mill,transform compelling platforms,65806,72132
Customer Satisfaction,1739,4:55 AM,Network Security,incubate clicks-and-mortar niches,80849,8871
Pastoral Care,1572,2:57 AM,SDH,transform efficient niches,99980,52208
FP7,1967,3:26 AM,Sales Operations,expedite sticky mindshare,16456,57798
EoMPLS,1729,4:45 AM,WebSphere Application Server,facilitate wireless e-commerce,39990,58887
FxCop,1939,1:43 AM,Lithium-ion Batteries,innovate 24/7 experiences,28701,9554
WPF Development,1967,1:43 AM,Fundraising,iterate dot-com e-business,5099,82700
RCA,1892,2:28 AM,CVA,extend bricks-and-clicks ROI,71548,98169
Public Safety,1782,2:27 AM,Help Desk Support,optimize rich applications,96163,22524
CADS RC,1692,4:52 AM,Furniture,leverage one-to-one ROI,40,67315
Direct Sales,1907,2:04 AM,Shopping Centers,deploy seamless interfaces,96177,81568
Lubricants,1659,2:39 AM,Piping,cultivate scalable markets,52886,16618
Psychiatry,1545,3:56 AM,HLR,incubate clicks-and-mortar vortals,67252,87902
Game Development,1697,3:55 AM,gPROMS,utilize magnetic channels,40547,94515
Technical Documentation,1522,2:42 AM,Driving Results,synthesize synergistic action-items,67,22780
Sniffer,1997,3:07 AM,Operational Oversight,grow viral paradigms,18585,77814
Ice Hockey,2001,2:30 AM,OLA,deploy turn-key content,68146,97333
Know-how,1923,2:12 AM,Child Development,strategize B2C supply-chains,9664,61456
DCP,1965,3:10 AM,LaTeX,reinvent cross-media channels,38156,9805
IIA Standards,1716,1:07 AM,TCA,morph visionary e-markets,1413,18153
UDP,1968,3:17 AM,Vendor Relationship Management,deploy back-end e-markets,81621,49600
AC/DC,1675,1:21 AM,Sh,mesh frictionless synergies,89812,2288
Linux,1718,4:19 AM,OmniPage,deploy best-of-breed infrastructures,91756,90354
Object Oriented Design,1904,3:47 AM,DFSS Green Belt,disintermediate plug-and-play web-readiness,87616,65550
Church Events,1757,1:27 AM,MQL4,implement dot-com paradigms,60116,31794
Pre-opening,1582,1:03 AM,Chemistry,revolutionize bricks-and-clicks paradigms,85282,70959
dsPIC,1677,4:51 AM,OS X,unleash compelling channels,80487,13949
FDCPA,1821,2:36 AM,HVAC,recontextualize end-to-end architectures,69877,93649
WPF Development,1707,2:21 AM,Red Hat Linux,productize cross-platform deliverables,69556,56910
DMPK,1697,4:02 AM,EHR,brand end-to-end markets,9132,61662
FTP,1501,4:40 AM,Global Marketing,evolve best-of-breed schemas,22180,73235
AAMS,1812,1:27 AM,OWL,scale killer infrastructures,47980,30897
APQP,1534,2:33 AM,DXX,syndicate out-of-the-box communities,57903,51485
AHLTA,1758,1:14 AM,Voice Acting,grow killer e-markets,96489,32885
TMDLs,1682,3:11 AM,ebXML,transform best-of-breed content,63025,90439
FEED,1984,2:31 AM,PQQs,whiteboard next-generation experiences,70639,7784
SFR,1868,3:01 AM,DGA,transition e-business vortals,99334,51580
Equipment Maintenance,1682,4:36 AM,Payment by Results,morph user-centric users,55733,83230
Distributed Systems,1863,4:07 AM,Patrol,cultivate B2B metrics,75275,82712
ProSystem fx Tax,1720,2:53 AM,Knowledge Sharing,visualize frictionless portals,2160,46085
Screenwriting,2017,1:06 AM,EOS,visualize virtual content,94347,71621
UC4,1976,4:28 AM,Knowledge Transfer,optimize sticky infomediaries,80628,19643
DSLR,1609,3:46 AM,Benefits Negotiation,disintermediate bleeding-edge platforms,26647,84021
XenClient,1828,1:15 AM,FCL,brand distributed e-tailers,34913,40417
Educational Leadership,1868,2:59 AM,MS Excel Pivot Tables,monetize compelling initiatives,94068,90343
OEMs,1998,3:56 AM,Offset Printing,redefine clicks-and-mortar e-tailers,43505,45440
JBoss EAP,1532,4:58 AM,Auditing,visualize synergistic e-tailers,100103,87599
Norwegian,1739,3:49 AM,Laboratory,integrate compelling mindshare,44628,98279
RoboHelp,1908,4:22 AM,Rugby,envisioneer 24/365 e-business,100615,28553
Analytical Ultracentrifugation,1568,2:35 AM,UED,strategize magnetic functionalities,88544,80518
IOS-XR,1699,1:30 AM,Wholesale Purchasing,cultivate cross-media eyeballs,61675,37906
MPE,1677,3:59 AM,Wastewater Treatment,unleash 24/365 e-markets,39686,83097
PFTrack,1683,2:18 AM,Quality Management,engage world-class infomediaries,85759,49682
IGOR Pro,1885,1:42 AM,RDCS,reintermediate sticky networks,16540,75016
Djembe,1759,1:54 AM,ML,morph cutting-edge action-items,6435,59929
Ultrasound Therapy,2002,2:31 AM,Fertility,engineer dot-com users,51943,41520
DBUnit,1702,4:34 AM,HP Data Protector,orchestrate visionary content,27678,40919
NHibernate,1612,3:22 AM,Sales Cycle Management,reintermediate bleeding-edge models,87837,16760
PFEMA,1982,3:41 AM,LTACH,exploit sticky portals,69888,15004
QAD,1820,1:26 AM,Rsync,architect enterprise architectures,29326,43721
Performance Improvement,2009,1:58 AM,JUNOS,envisioneer user-centric e-markets,69839,98752
Phase II Environmental Site Assessments,1840,4:06 AM,DLL,optimize intuitive synergies,52139,21120
Torts,1664,2:11 AM,MMSC,facilitate bleeding-edge platforms,76567,19391
NWDI,1793,2:50 AM,Dubbing,repurpose best-of-breed niches,705,81528
ZK,1795,1:32 AM,Applied Mathematics,whiteboard intuitive e-tailers,18934,75157
ODIN,1579,2:22 AM,GML,innovate impactful supply-chains,122,56013
HCS,1700,1:37 AM,Executive Management,deliver ubiquitous portals,81285,12822
Digital TV,1948,1:43 AM,European Languages,revolutionize holistic initiatives,30521,80277
VMware,1860,3:47 AM,BDCs,grow frictionless action-items,45119,39062
Electronics,1524,2:35 AM,IHE,evolve plug-and-play applications,25565,84311
High Rise,1668,2:59 AM,MVC,enable ubiquitous interfaces,88390,82999
Private Duty,1851,2:03 AM,Linux KVM,scale compelling platforms,50508,20469
Youth Programs,1816,3:20 AM,Windows,orchestrate cross-media convergence,5040,29324
EGL,2006,3:54 AM,National Accounts,iterate impactful bandwidth,93031,5337
