title,year,lenght,sinopsis,description,Country_Id,Director_Id
Communication,1894,2:33 AM,Tutoring,repurpose mission-critical niches,26920,28533
Construction,1528,1:27 AM,Xplan,innovate front-end schemas,90560,47522
RFID+,1786,2:59 AM,Embedded Software,orchestrate back-end e-services,34754,50208
Be Your Own Boss,1664,2:56 AM,jQuery UI,facilitate next-generation infrastructures,66146,32346
FBA,1775,3:56 AM,PC Anywhere,embrace end-to-end experiences,16502,55483
Type Rating,1678,4:00 AM,DNV,optimize compelling mindshare,25685,16813
GFSI,1620,2:35 AM,pfSense,evolve ubiquitous supply-chains,192,56277
Environmental Science,1805,4:14 AM,Space Planning,recontextualize ubiquitous solutions,16962,85111
IFM,1560,1:31 AM,EOL,drive end-to-end models,7161,2123
Flexo,1530,1:45 AM,Branding,matrix clicks-and-mortar action-items,74977,3315
MICROS,1851,1:23 AM,Purchasing,implement ubiquitous applications,19977,8793
IPSec,1589,1:36 AM,Buyer Representation,streamline 24/365 partnerships,80919,68434
Road Traffic,1890,4:34 AM,Protein Expression,synthesize cross-media initiatives,9644,19466
HCS,1703,2:27 AM,PTT,expedite best-of-breed methodologies,98318,82377
Durable Medical Equipment,1942,3:18 AM,TPL,implement robust initiatives,67889,23864
FDM,1521,2:26 AM,Awareness Raising,morph vertical systems,42960,89749
DVCProHD,1550,2:38 AM,EIS,extend bricks-and-clicks models,19931,50030
Business Objects Data Integrator,1789,3:12 AM,FFE,unleash front-end niches,68587,9275
TJC,1575,1:13 AM,EU Funding,empower real-time channels,54882,24157
SBR,1654,3:45 AM,LDAR,integrate bricks-and-clicks mindshare,99371,98705
Owner Representation,1515,1:49 AM,DVB-S2,embrace bricks-and-clicks channels,61089,91169
Vtiger,1668,2:25 AM,Erosion Control,repurpose dynamic networks,79161,42835
TDI,1660,2:40 AM,UCC filings,recontextualize transparent systems,21872,61395
Tgrid,1555,4:46 AM,OTP,productize sticky supply-chains,16446,56527
OEM negotiations,1613,3:55 AM,Public Administration,expedite back-end platforms,95456,65262
MCEV,1697,4:06 AM,LDP,strategize enterprise content,65161,11071
JReport,1810,4:45 AM,IXIA,enhance cross-platform schemas,68999,33616
JIS,1619,2:32 AM,Beverage Industry,whiteboard user-centric e-services,61911,84381
IFM,1656,4:25 AM,TI DSPs,incubate dynamic channels,76550,77469
Substance Abuse Prevention,2015,4:21 AM,IEEE,mesh vertical partnerships,37200,9322
BMC Remedy User,1722,1:50 AM,Mortgage Lending,strategize mission-critical eyeballs,57297,7065
Software Quality Assurance,1799,4:01 AM,DTR,synergize granular experiences,69320,35395
Private Duty,1755,4:33 AM,CTR,optimize wireless content,35900,73128
Biopharmaceuticals,1590,1:06 AM,ZeroMQ,engage killer schemas,31849,33219
WHMIS,1867,4:29 AM,Air Conditioning,transform innovative vortals,33242,26121
Speech Writing,1524,2:23 AM,IT Operations,productize rich experiences,91167,86023
Eyelash Extensions,1951,4:48 AM,Hardware,innovate frictionless architectures,4100,92607
Observation,1691,1:42 AM,TMS320,generate compelling paradigms,78914,56382
Oil &amp; Gas Services,1759,4:44 AM,Sea Kayaking,extend front-end eyeballs,93877,26223
Swift,1704,4:24 AM,Loss Prevention,transform 24/7 web-readiness,9038,39248
CFDs,1773,4:09 AM,Defect Life Cycle,engage cross-platform portals,30002,6436
SVOD,1803,2:56 AM,JTA,revolutionize 24/7 users,10700,73758
DSE Assessments,1930,1:34 AM,Wound Care,extend revolutionary functionalities,10958,20210
Vocal Coaching,1529,3:34 AM,Business Strategy,innovate value-added deliverables,48205,31615
Waterfront,1587,3:23 AM,MTP3,target value-added synergies,8655,47678
PIM-DM,1997,3:44 AM,TNS Media Intelligence,harness impactful functionalities,81420,18367
RCP,1907,4:41 AM,Nursing Process,optimize seamless models,100410,55735
RRSP,1989,1:41 AM,Environmental Impact Assessment,evolve dot-com networks,11683,35624
Personal Training,1709,4:04 AM,LSP,synthesize one-to-one users,13458,82285
CMM,1838,1:43 AM,IGRP,repurpose best-of-breed communities,19947,78241
RCP,1652,2:38 AM,CTR,matrix impactful technologies,10056,5981
Microsoft Office,1586,3:43 AM,Film Production,whiteboard wireless models,74137,40731
OATS,1602,3:31 AM,DVI,utilize viral infomediaries,29148,46910
DH+,1615,1:41 AM,Certified DDI Facilitator,enhance rich users,97802,86204
Kernel,1716,2:41 AM,E-Learning,cultivate dynamic mindshare,99573,24592
HTC,1912,1:18 AM,BMR,optimize dynamic users,7984,73658
Hardware Diagnostics,1841,2:01 AM,MyChart,matrix interactive users,81722,10748
Xpediter,1851,4:27 AM,Assessment Center,unleash wireless e-tailers,70610,18084
PWS,1512,2:13 AM,RPG III,incentivize world-class ROI,65572,18207
LTV,1822,2:49 AM,OOP,recontextualize proactive vortals,52210,70455
SRST,1548,1:41 AM,IHT,engage efficient ROI,24009,99015
Attendance Management,1639,1:10 AM,Drywall,target B2B synergies,67544,78431
Improvisation,1978,2:58 AM,ODBC,seize real-time e-business,19655,21206
RSVP-TE,1573,3:55 AM,RHIT,exploit front-end niches,58887,74700
401k Rollovers,1991,2:12 AM,Inventory Management,optimize enterprise networks,53555,91585
AFM,1623,2:26 AM,HUD,incubate scalable eyeballs,86317,88095
Basel II,1735,4:54 AM,Image Manipulation,evolve global experiences,16832,1192
Aquaculture,1548,4:43 AM,Customer Service,exploit front-end infomediaries,88791,48229
MM7,1909,1:09 AM,Gas,synthesize next-generation initiatives,7276,8472
Quantum GIS,1616,2:24 AM,English,whiteboard impactful platforms,69421,74844
CMMI,1883,3:32 AM,Swimming,benchmark cross-media e-business,53181,6792
Gnuplot,1992,1:57 AM,IRS problem resolution,extend viral e-business,44319,77115
WWII,1799,2:47 AM,Music Theory,disintermediate 24/365 vortals,10331,52668
Pharmaceutical Sales,1508,2:46 AM,Ultrasound,implement mission-critical systems,50871,53275
iGrafx,1949,3:50 AM,Non-compete Agreements,enable scalable e-services,76409,68783
