title,year,lenght,sinopsis,description,Country_Id,Director_Id
eEye Retina,1921,2:48 AM,WMOS,implement holistic vortals,99737,53947
Zombies,1583,4:28 AM,SAP PM Module,deploy magnetic portals,88710,19342
Customer Relations,1503,3:53 AM,Zend Studio,reinvent 24/7 solutions,99987,49922
RUP Methodologies,2009,4:08 AM,Tds,envisioneer B2B methodologies,76256,23306
JCreator,1683,3:44 AM,LCS,visualize leading-edge portals,44943,46908
Personnel Management,1617,4:51 AM,Nursing Management,e-enable holistic experiences,38862,26116
Corporate Tax,1679,1:40 AM,Youth Marketing,e-enable world-class experiences,58469,92445
Automotive Aftermarket,2002,1:58 AM,Fund Of Funds,mesh granular platforms,6903,47012
Drawing,1792,2:50 AM,Molecular Biology,innovate out-of-the-box schemas,5201,94121
PDS Frameworks,1884,1:49 AM,Blackberry,integrate global experiences,51280,71207
DVB-S2,1555,1:44 AM,Crisis Intervention,reinvent magnetic content,38696,53700
OEIC,1938,4:32 AM,Sheet Metal,synthesize cutting-edge content,33970,44742
OLAP Cube Studio,1677,2:56 AM,Radiology,utilize seamless ROI,91300,86125
Network Architecture,1879,2:59 AM,Farms,e-enable transparent initiatives,79514,58510
OTM,1517,3:26 AM,Digital TV,optimize holistic architectures,39550,64003
RSVP-TE,1995,4:38 AM,Consulting,expedite plug-and-play web services,17993,9731
BMP,1950,1:58 AM,HDCAM,matrix compelling portals,32347,3996
FBT,1747,2:51 AM,Musical Theatre,incubate turn-key systems,13622,73063
RRDTool,1602,4:19 AM,Kinesiology,redefine sticky metrics,5946,72769
NMR Spectroscopy,1707,1:11 AM,ePolicy Orchestrator,optimize frictionless technologies,31842,49632
Visual Merchandising,1725,1:27 AM,Sun One LDAP,generate vertical deliverables,16898,49243
Commercial Lending,1836,3:06 AM,Oracle BPEL,recontextualize one-to-one deliverables,7403,55118
Marketing Strategy,1543,4:30 AM,CMC Regulatory Affairs,reintermediate integrated web-readiness,83282,70884
Permanent Placement,1800,4:53 AM,BBQ,engage user-centric web services,42143,7769
Microbiology,1771,2:59 AM,eGate,drive B2B models,8343,62998
Start-up Ventures,1754,1:32 AM,HTML5,embrace web-enabled experiences,73655,74340
Test Automation,1742,4:34 AM,Fluorescence Microscopy,matrix best-of-breed relationships,44544,86457
