title,year,lenght,sinopsis,description,Country_Id,Director_Id
MLRO,1825,4:24 AM,Management,transform user-centric architectures,77729,39672
CPA,1977,4:00 AM,Guitar,extend intuitive e-business,100148,52636
Pyxis,1984,1:54 AM,Occupational Health,envisioneer user-centric e-commerce,83892,59149
P&amp;ID,1852,3:49 AM,Customer Follow-up,recontextualize strategic technologies,17868,93332
Job Descriptions,1801,1:44 AM,Music Theory,synthesize compelling mindshare,52845,49342
Database Administration,1670,4:36 AM,WCF Services,leverage global methodologies,7916,96730
SBIR,1656,4:57 AM,Zines,embrace cross-media e-commerce,97157,10969
Broadcast Television,2010,2:43 AM,Jive,benchmark mission-critical metrics,66525,26462
Custom Homes,1978,3:18 AM,FBCB2,morph distributed infrastructures,82815,60573
Toyota Production System,1698,3:22 AM,Switches,architect transparent infomediaries,27749,69817
IAD,1717,3:07 AM,Marketing Communications,enable collaborative mindshare,63185,44824
Xen,1779,4:12 AM,BCMS,cultivate interactive methodologies,15454,95499
DBVisualizer,1917,4:39 AM,PXRD,transition killer relationships,1397,1466
Zmap,1788,2:09 AM,VDSL,expedite ubiquitous infrastructures,82289,6053
AACR2,1757,2:17 AM,HtmlUnit,aggregate one-to-one functionalities,442,98251
DDR3,1865,4:47 AM,Organizational Effectiveness,incubate strategic experiences,57174,42496
AX 2009,1952,2:59 AM,Middle Office,reintermediate impactful e-business,15622,72982
Procurement Outsourcing,1857,4:54 AM,SCADA,benchmark ubiquitous methodologies,44699,87531
Board Certified,1744,4:17 AM,XLMiner,generate seamless paradigms,86596,3675
Public Sector,1829,2:36 AM,VTR,evolve one-to-one initiatives,89228,60130
Financial Advisory,1914,4:37 AM,CPOE,architect open-source applications,40244,5221
DVD Authoring,1929,3:53 AM,Ericsson OSS,optimize B2C partnerships,59392,28466
ISM,1560,3:24 AM,FHA Financing,integrate vertical solutions,10240,62650
Cycle Time Reduction,1804,2:15 AM,GNU Octave,architect intuitive ROI,95094,30937
RRIF,1940,1:45 AM,Administration,drive collaborative functionalities,16331,80841
Snow Leopard,1557,4:43 AM,HSE Management Systems,recontextualize 24/365 communities,88232,49996
SV,1968,4:48 AM,Digital Imaging,mesh sticky e-markets,6681,67750
Airports,1944,3:04 AM,Virtual PC,expedite intuitive channels,3719,97462
OCaml,1740,1:35 AM,VMware Player,morph transparent networks,34453,45371
LMDS,1609,1:19 AM,TFTP,disintermediate B2B metrics,4536,16728
CMOS,1544,1:36 AM,CRM,iterate one-to-one e-business,37868,59446
HTRI Software,1957,1:09 AM,Crossbeam XOS,scale proactive technologies,75981,58078
Social Media Marketing,1726,2:41 AM,IT Recruitment,empower best-of-breed eyeballs,18284,63736
Affordable Housing,1534,2:32 AM,DBE,facilitate vertical solutions,46928,16336
Value Stream Mapping,1637,2:55 AM,TGA,benchmark rich infomediaries,19473,38029
TTCN,1998,4:14 AM,IABP,synergize best-of-breed applications,100225,21958
Pyrotechnics,1590,1:07 AM,Call Centers,monetize B2B communities,28170,26655
Fashion Blogging,1589,3:35 AM,Zabbix,leverage integrated supply-chains,31791,32306
VST,2005,1:25 AM,Historical Research,drive sexy paradigms,96914,32462
DSL,1698,4:55 AM,ERD,unleash innovative models,4379,94036
Pivot Tables,1817,4:31 AM,Assessment Center,evolve world-class ROI,3156,12702
Allergy,1935,3:31 AM,RS Means,engage enterprise e-services,84665,98564
HSSE,1950,2:51 AM,NDE,matrix 24/7 metrics,74800,57463
RNAseq,1530,2:11 AM,Getting to Yes,deliver world-class methodologies,72715,61509
Accounts Payable,1638,3:22 AM,MBR,drive revolutionary paradigms,54339,54428
LCL,2012,1:19 AM,Amazon S3,aggregate interactive relationships,69685,82587
Duty Drawback,1645,2:20 AM,Open XML,leverage mission-critical models,63562,54667
ICH Guidelines,1600,3:55 AM,Quality Auditing,drive enterprise niches,83923,70959
DNV,1776,4:53 AM,Requirements Analysis,expedite scalable channels,98163,48896
Dry Eye,1664,3:44 AM,IFMA,e-enable next-generation niches,8552,27132
PMO Design,2016,3:14 AM,OLEDB,innovate integrated solutions,62845,73236
HP Openview,1637,2:44 AM,Aerobics,aggregate dot-com models,1920,29838
SRAM,1801,4:33 AM,Experion PKS,aggregate bleeding-edge relationships,94476,59159
OSHA Instruction,1804,1:47 AM,Durable Goods,morph open-source deliverables,12845,53812
Networking,1697,4:43 AM,QML,deliver cross-platform systems,31507,5065
MLRO,1669,3:10 AM,PPE,exploit 24/7 deliverables,59291,55954
PFP,1929,3:08 AM,Gemba Kaizen,engage vertical e-tailers,79197,40256
Ultrafiltration,1619,1:20 AM,EWM,seize e-business bandwidth,2599,40210
Classroom,1793,2:22 AM,MGCP,whiteboard sexy content,6498,75463
Fine Dining,2016,2:05 AM,XSD,whiteboard leading-edge architectures,21778,6667
FSA,1984,1:07 AM,Btrieve,utilize real-time e-markets,50961,17736
Educational Technology,1964,1:45 AM,Olfaction,reinvent bleeding-edge portals,63276,87929
RNA Isolation,2011,2:27 AM,LLDP,seize strategic networks,96009,62418
RCS Selector,1817,1:44 AM,CTI,synthesize wireless portals,23550,73661
SAP-SD,1584,4:31 AM,PDL,cultivate collaborative applications,35710,82933
Project Engineering,1644,4:14 AM,LDAP,drive scalable interfaces,41661,8944
MMI,1570,4:44 AM,Long-term Care,productize killer deliverables,70291,32878
xSeries,1534,3:48 AM,SAP EBP,facilitate enterprise e-markets,55924,77142
CSAT,1753,1:52 AM,FDM,architect strategic solutions,35715,52490
Algebra,1955,2:42 AM,IT Service Management,mesh value-added supply-chains,90932,26412
Substance Abuse Prevention,1934,3:08 AM,AODA,e-enable 24/7 communities,99636,41425
Public Health,1879,4:02 AM,Thermal Oxidation,expedite transparent infomediaries,22505,82193
Resume Writing,1533,1:48 AM,OTS,revolutionize integrated networks,54568,81002
Zoho,1542,4:11 AM,IBM Utilities,benchmark real-time content,55942,7421
