comment,rank,Movie_Id,User_Id,Date
groupware,3,12750,28709,1963-06-22
Streamlined,1,5372,95517,1962-08-16
human-resource,2,81269,13994,1964-04-22
system engine,3,79516,5698,2013-10-22
solution-oriented,3,16958,29643,1959-08-20
initiative,2,88612,27990,2013-06-08
explicit,5,25522,40433,2010-10-24
process improvement,2,86830,55265,1975-03-29
3rd generation,5,41712,89987,2014-11-03
Phased,2,44574,10080,1977-06-14
website,1,43912,28499,1965-04-16
leading edge,2,88644,91894,1962-02-17
Polarised,4,90480,96732,1984-01-27
projection,5,12033,47540,2007-02-10
time-frame,3,43785,87743,1995-09-03
Monitored,5,9740,62370,2003-12-20
time-frame,1,41620,22449,1958-10-18
Networked,5,59324,29931,2002-02-23
Synergistic,4,19802,60545,2002-08-28
high-level,2,20506,92584,2000-03-16
Re-engineered,3,50100,35215,1980-04-30
Multi-layered,5,50580,22752,1994-11-16
Enterprise-wide,4,49981,60570,1959-10-04
firmware,5,5928,48198,1969-06-15
radical,1,59426,60096,1997-02-20
demand-driven,3,34972,89208,1991-12-05
stable,2,11239,42460,1973-03-31
Grass-roots,3,97155,52670,2001-07-15
interface,4,89831,62991,2011-09-24
Reverse-engineered,2,23025,97537,1996-03-21
reciprocal,1,97499,22070,1952-06-13
bi-directional,5,25423,26579,1968-04-12
Pre-emptive,2,42143,87049,1995-04-10
responsive,4,85792,47999,1994-06-26
moratorium,5,89062,84052,2012-07-08
encoding,5,47819,22140,1956-07-08
6th generation,3,28990,64835,1996-11-14
Synergistic,4,12884,69151,1992-12-02
interactive,1,13171,86872,1958-03-23
discrete,1,37451,26806,2001-03-18
toolset,4,88793,79096,1969-09-20
Exclusive,5,86958,26935,1957-06-03
help-desk,2,41402,3366,1978-03-11
framework,4,38385,27220,1981-09-21
mobile,2,1751,21653,2002-12-14
Synchronised,1,87795,52202,2013-10-13
5th generation,3,15439,31695,1966-03-06
Ergonomic,1,47933,68553,1988-04-04
dynamic,5,54396,96538,1971-01-22
Innovative,1,88640,60482,1963-08-16
Sharable,3,45345,3303,1961-05-21
Implemented,4,61829,43633,1999-12-02
User-friendly,5,71784,22510,1973-01-21
even-keeled,4,49666,96709,1973-07-03
Extended,3,80050,39769,1985-05-30
5th generation,4,39399,7356,1992-12-14
open system,1,96769,29040,1955-05-08
multi-state,3,86465,5071,1969-10-26
homogeneous,3,70136,22639,1964-04-16
Stand-alone,5,2050,95308,2004-03-06
Triple-buffered,5,75068,75067,1980-09-18
optimal,5,48037,13820,2012-04-08
middleware,1,83898,60457,1967-06-28
zero tolerance,2,65487,213,2016-04-01
collaboration,5,3006,15380,1987-08-08
Customer-focused,4,7077,39554,2009-09-16
Total,5,48559,91511,1988-06-28
context-sensitive,3,87701,42797,1988-07-08
attitude-oriented,4,28988,27898,1952-10-05
Decentralized,3,91012,97298,2014-05-16
portal,3,34480,31820,1999-01-24
motivating,2,31514,28934,1968-07-12
Front-line,3,12045,15327,1952-12-14
system engine,2,12586,33404,1952-11-16
circuit,4,8404,55880,2010-05-06
Cross-group,5,57517,12715,2005-06-27
Focused,4,23610,56718,1995-12-20
orchestration,1,48419,82148,1964-05-18
mobile,4,68384,88350,1968-11-20
Diverse,3,45860,42713,1975-03-28
even-keeled,5,93362,86229,2000-09-28
Programmable,5,90859,43970,1997-04-18
analyzing,1,84358,61189,2014-09-04
circuit,3,77212,45248,2014-11-06
benchmark,2,16678,34423,1970-08-10
complexity,4,46963,12691,2004-10-28
4th generation,4,16352,75347,2016-05-09
open system,2,52722,94938,1990-06-02
Up-sized,5,28180,9828,1969-05-08
stable,2,69080,60183,2009-09-05
transitional,1,35251,7599,1960-01-02
collaboration,4,27126,12919,1994-02-28
protocol,1,69398,16385,1960-10-08
Multi-lateral,3,42530,85457,2002-07-24
local,3,39035,65018,1958-01-23
flexibility,4,19309,75739,1989-08-26
Graphical User Interface,2,87807,31454,1964-04-21
flexibility,4,72449,37922,1974-03-14
capacity,4,26159,76642,2009-03-26
logistical,3,53049,76547,1980-12-14
focus group,5,74360,51690,1969-02-28
object-oriented,1,28276,72443,2004-04-25
24/7,4,39298,83905,2015-02-26
Down-sized,5,74621,11068,2012-02-19
encryption,2,44659,41541,1955-03-19
Versatile,5,67168,70483,2001-02-14
secured line,5,74066,99062,1981-01-04
flexibility,3,80573,98222,2009-05-08
open system,1,56210,9076,1986-02-13
Graphic Interface,2,75373,8124,2015-09-25
user-facing,5,40915,29381,1959-09-01
human-resource,4,94621,74289,1960-08-22
empowering,4,52104,42232,1999-09-27
Down-sized,4,7901,65916,1973-06-21
knowledge base,5,36016,85696,1974-04-25
support,2,55956,10280,1959-03-08
client-driven,3,24076,40317,1993-02-27
Customizable,2,28704,19413,1986-12-25
Synchronised,1,86070,57695,1950-07-09
Pre-emptive,3,75180,61813,1972-04-10
transitional,1,17534,5014,1969-12-09
stable,5,91777,30392,1979-05-12
neutral,4,97107,38443,1980-10-22
exuding,3,56947,27078,1966-10-31
eco-centric,3,47189,20974,2005-03-23
concept,1,98673,73945,2011-01-11
hub,4,62643,94352,1996-01-30
monitoring,1,81165,2108,1956-05-12
contextually-based,1,94441,4250,2008-03-01
regional,1,54771,31299,1963-12-20
Robust,3,61736,77323,2003-10-25
alliance,2,62924,77711,1971-01-22
secondary,4,71912,79398,1984-10-23
synergy,4,44198,91803,1964-04-27
Devolved,5,1072,89653,1979-09-11
motivating,3,47628,76145,1950-05-08
asymmetric,3,9446,59357,1974-05-25
background,3,97138,13031,1998-06-06
asymmetric,2,18033,40737,1978-05-04
bandwidth-monitored,5,81977,95398,2004-03-12
full-range,2,8079,89411,2012-11-26
extranet,5,86065,84756,1957-01-21
hierarchy,5,94885,51265,2013-05-28
Phased,2,4829,1062,1986-09-25
installation,3,67946,69867,1968-07-21
homogeneous,2,17251,88872,1991-02-07
regional,5,37615,2244,1973-12-04
Proactive,5,33157,12616,1988-06-03
24 hour,3,27105,39712,1980-03-13
Intuitive,1,39707,29501,2010-03-22
Function-based,1,6358,32313,1955-04-04
Graphic Interface,1,35901,78539,1964-02-23
upward-trending,1,15989,75360,1985-07-27
Future-proofed,3,33362,49584,1982-01-23
cohesive,2,93984,18442,2011-10-02
extranet,3,56921,16660,1994-11-02
Versatile,5,63823,30745,1990-09-30
Customizable,2,76300,28532,1960-04-03
migration,2,45474,8896,1969-10-25
foreground,3,78982,38024,1997-01-07
Team-oriented,4,2826,85829,1976-05-22
Reverse-engineered,4,37246,12189,1961-06-12
Mandatory,1,35260,95411,1963-10-05
knowledge base,4,76260,51390,2014-07-04
policy,2,28686,55563,1957-02-09
clear-thinking,4,58094,59926,1958-03-19
Persistent,5,79453,22710,2000-09-29
needs-based,2,7529,27353,2009-12-14
transitional,3,25346,93916,1970-04-11
bi-directional,2,51036,1724,1975-01-08
hub,3,19231,80544,2007-07-19
bottom-line,1,69470,15222,2015-04-17
synergy,4,5373,14447,2004-06-14
throughput,3,79206,80515,1972-11-04
moderator,4,69991,72480,1950-10-13
systemic,5,97525,66257,1953-08-26
systematic,4,15141,26667,1981-08-23
modular,3,91537,72509,1989-12-19
task-force,1,81786,83263,1963-06-16
Digitized,3,15850,66212,2008-05-18
Persevering,1,59821,73841,1969-04-09
portal,4,29398,2793,1951-08-03
software,2,74816,86806,1997-05-19
benchmark,1,96531,50824,2000-01-21
access,5,73007,22495,2014-05-30
fault-tolerant,4,22793,49018,2003-02-05
client-driven,4,7534,73540,1975-06-01
Face to face,5,8918,3867,2001-11-30
Stand-alone,2,9581,95105,1986-05-23
contingency,5,61031,55647,1976-10-23
Configurable,3,24618,23484,2017-04-10
circuit,5,52406,47882,1972-05-06
Streamlined,5,61724,34166,2017-02-23
Configurable,5,44457,39369,1996-01-08
Decentralized,2,38134,30064,2008-05-03
Cloned,3,40201,82750,1982-02-26
Sharable,2,21915,47168,1965-01-08
methodical,1,83225,87557,2008-10-12
methodology,4,55439,7415,2000-01-11
Front-line,5,64039,76154,1996-08-21
Compatible,3,26996,92956,2004-08-18
Team-oriented,2,83050,69422,1981-05-28
