comment,rank,Movie_Id,User_Id,Date
Vision-oriented,3,3447,55069,2014-08-25
interface,2,31569,18133,1999-10-24
Synergized,5,7176,96197,1987-03-15
success,4,44990,71334,1960-05-25
3rd generation,1,65289,85830,2006-08-10
process improvement,5,46199,75705,1996-02-29
Polarised,2,47522,3029,1980-10-09
Multi-channelled,5,532,34399,2002-11-03
radical,4,12017,76441,2009-02-03
local area network,4,24376,42454,2013-04-28
implementation,5,90253,6806,1968-03-19
moratorium,3,72856,33190,2004-12-07
Vision-oriented,2,72724,18270,1958-10-22
middleware,1,82805,75602,1977-01-17
budgetary management,4,93300,52424,1999-10-30
attitude-oriented,1,8385,51862,2015-08-10
Total,2,52524,38342,2001-03-06
impactful,5,96298,21319,1983-10-04
Open-source,3,52866,44534,1975-03-08
Graphic Interface,4,69825,3708,1973-12-21
regional,3,6819,38614,1968-09-25
heuristic,1,34442,39190,1978-09-28
even-keeled,2,80590,38274,2003-08-16
upward-trending,3,84806,44983,1961-03-18
Cloned,2,37473,90525,1965-05-20
upward-trending,2,18459,52603,2001-06-10
background,1,81763,4728,1979-03-24
moderator,2,87365,88624,1994-07-19
middleware,1,10815,56620,1960-06-16
maximized,2,81642,51345,2005-12-27
Centralized,2,94971,71387,1989-11-23
Synchronised,2,24478,80753,1953-11-22
hub,4,62981,53392,2009-01-24
Team-oriented,3,98399,50853,2010-10-18
intangible,1,66260,98479,1967-05-12
projection,5,86878,77291,1963-03-18
database,3,10151,48290,2004-08-12
open architecture,3,95279,24466,2008-07-16
Right-sized,4,69466,92287,1960-03-14
artificial intelligence,3,27933,26338,1992-12-24
Open-source,3,70540,29431,1976-11-17
Profit-focused,2,3178,32272,1995-03-21
national,5,85847,87327,2008-03-12
web-enabled,4,40072,65793,1957-01-12
product,4,18906,35655,2000-02-19
demand-driven,1,94740,90617,1953-10-12
Horizontal,5,13048,93259,1961-10-28
Implemented,2,46935,66375,1986-08-24
help-desk,3,85439,70072,2011-01-11
composite,3,64486,84338,1972-01-21
project,2,8544,24982,1991-05-09
superstructure,1,88016,3158,1956-03-29
concept,4,21683,19603,2006-02-21
logistical,3,86902,91449,1956-08-31
contextually-based,1,73751,32466,1986-03-11
24/7,4,49530,55507,1959-07-31
transitional,1,90456,11512,1979-10-13
homogeneous,5,4822,64356,1951-03-12
encoding,1,79542,27060,1967-12-15
Reduced,4,27484,44250,1975-09-22
mobile,1,38928,78979,2003-08-02
superstructure,2,93371,12603,1956-01-20
time-frame,4,23012,8657,1996-08-09
orchestration,5,64697,72122,1984-07-08
even-keeled,1,3377,22745,1997-06-02
artificial intelligence,3,51545,89409,1990-12-23
Reactive,3,86285,4610,1968-05-03
Ameliorated,3,64247,72100,1980-03-16
Proactive,5,14692,55842,1984-05-18
Upgradable,1,45604,67800,1984-12-01
Seamless,4,80490,3408,2002-02-11
solution,1,13090,88697,2016-12-18
Versatile,5,66339,59254,1995-04-24
Programmable,1,7907,67281,2007-10-27
Vision-oriented,4,76947,807,1954-04-29
reciprocal,1,70730,34414,1955-01-01
Synergized,2,73718,47850,1976-11-10
task-force,1,78430,34208,1964-10-04
Organic,5,60232,70285,1973-07-16
eco-centric,3,26258,23704,1980-08-26
foreground,4,63961,35962,1999-10-31
needs-based,3,67080,77762,1960-09-18
neural-net,4,58766,63635,2004-04-18
solution,1,51173,81583,1986-06-30
utilisation,2,59897,71575,1978-12-12
customer loyalty,3,54720,22865,1964-03-10
intranet,5,14016,15844,2012-01-23
attitude-oriented,1,93200,66376,1997-11-29
utilisation,3,97501,47889,1953-01-12
strategy,2,36222,50199,1959-01-18
Decentralized,1,41358,39185,1998-11-09
Total,2,62638,33777,1965-11-13
asynchronous,5,32410,64348,1955-08-11
Vision-oriented,1,72963,14714,1954-01-19
benchmark,5,63352,31125,1965-12-27
Adaptive,1,91818,75895,1963-09-06
foreground,5,45653,8301,1988-10-18
