comment,rank,Movie_Id,User_Id,Date
info-mediaries,4,87863,56519,1996-09-29
non-volatile,3,32435,8144,2001-12-10
Self-enabling,3,92247,80428,1987-10-31
product,5,74578,74143,1996-06-13
Focused,1,37243,26775,1996-02-02
Self-enabling,1,22798,9474,1985-03-28
open architecture,1,17672,18111,2005-06-20
national,3,48432,10580,1987-04-16
Synergistic,1,93811,87714,1978-03-23
dedicated,3,91600,6533,1992-08-21
actuating,5,51669,44430,1960-10-08
client-driven,1,37212,31910,1992-07-15
Fundamental,5,93159,12795,2002-04-01
multimedia,3,58056,83313,1972-09-24
knowledge user,3,62430,37036,2002-12-17
customer loyalty,3,32787,64511,1989-02-10
optimal,1,34486,67351,1990-11-18
encoding,2,32776,42373,1973-05-31
definition,5,60793,2797,2005-09-12
asynchronous,1,59447,15330,1973-01-26
holistic,2,42697,24240,1998-04-04
leading edge,3,92920,22232,1992-01-10
context-sensitive,1,19163,85380,1955-12-17
directional,4,36820,14469,1981-10-15
paradigm,2,51678,15494,1982-02-10
local area network,4,92278,62698,1988-02-23
Exclusive,5,38285,22375,1954-06-08
systematic,1,61155,40277,1989-08-07
next generation,5,75488,43152,1957-08-19
national,4,64531,74284,1956-02-12
Persistent,1,91500,66339,2005-03-24
Horizontal,4,48696,75904,1988-11-14
Enterprise-wide,5,7016,68623,2004-10-05
stable,2,81986,67458,1959-02-18
Robust,1,35863,35804,1965-10-21
leading edge,5,28523,86776,1995-11-28
customer loyalty,5,82281,7858,2015-04-16
Persevering,1,31249,52092,1965-11-14
Managed,5,68535,14089,1986-02-25
logistical,2,80346,29209,2014-03-02
archive,2,33612,64382,2006-09-27
global,1,29316,83117,1979-05-16
groupware,2,73959,6444,2011-02-04
impactful,2,27630,87994,2002-08-03
client-driven,1,38557,85109,1966-10-11
Down-sized,1,7550,54542,1960-01-04
24 hour,5,78841,84137,1972-05-29
object-oriented,1,66729,75310,1990-07-02
methodical,2,68149,11932,1953-09-15
software,2,96618,96498,2010-09-05
impactful,1,80991,73541,1952-04-03
circuit,2,45358,93157,1966-10-13
Business-focused,3,46370,92519,2008-03-01
multi-tasking,3,89523,88026,1954-03-02
parallelism,5,55071,72274,2001-03-01
moratorium,5,80558,53336,2016-07-23
