comment,rank,Movie_Id,User_Id,Date
framework,5,80102,14057,1994-02-20
local area network,3,98825,79812,2015-12-19
firmware,5,18836,42340,1955-07-30
motivating,5,66569,87815,1987-07-06
Decentralized,2,5645,70029,1978-02-08
web-enabled,5,4954,56290,1985-03-21
synergy,5,51775,2469,1965-05-08
human-resource,1,943,97572,2007-02-03
national,3,6798,50364,1950-04-19
Up-sized,5,42643,65584,2004-09-10
website,5,89101,15876,1991-10-16
interactive,1,3877,90899,2012-02-02
Expanded,1,2945,48067,1995-12-18
Multi-layered,1,43190,21090,2009-04-04
Right-sized,4,26332,70901,1990-07-19
Multi-channelled,5,52115,1614,2003-10-26
Operative,4,8040,776,1951-08-27
hub,3,44577,50616,1989-06-01
Reactive,5,16249,92074,1992-04-21
throughput,4,49869,43808,1987-09-13
executive,1,44707,6668,1997-05-19
responsive,5,67290,27718,1954-02-13
tangible,4,24327,12721,2004-05-18
empowering,2,80701,19438,2008-04-09
hardware,1,35503,9448,1994-09-22
Monitored,4,31637,67962,1983-11-22
static,2,78740,66971,1975-08-29
pricing structure,4,14434,44620,2002-11-23
Grass-roots,4,78448,76757,1982-07-21
Managed,2,85988,55653,1956-02-28
even-keeled,3,52122,58085,1966-02-18
budgetary management,3,59523,5827,1951-12-27
Organic,5,39357,12988,1964-07-06
circuit,2,62627,54373,1962-05-24
background,2,42427,92544,2003-01-08
Networked,1,80808,25538,1957-08-27
throughput,3,27209,88788,1965-08-18
context-sensitive,1,50257,73023,2007-07-11
definition,4,57811,35402,2014-09-04
core,4,29702,52262,2003-05-14
asymmetric,3,48928,27973,1961-10-13
Automated,5,52934,5476,2001-07-20
empowering,5,32910,29929,1973-09-10
Reduced,5,57906,84806,1982-12-05
policy,2,52316,93697,1968-03-21
holistic,5,49611,88769,1991-12-12
Open-source,5,80744,92408,1959-07-17
interactive,4,39248,37414,2015-01-28
transitional,2,53317,44521,2000-11-08
Sharable,2,94127,58617,1953-09-09
Digitized,5,95097,53968,1952-05-29
intermediate,1,28208,55207,1955-02-05
parallelism,2,13062,37278,1975-01-10
knowledge base,4,14428,46920,1994-05-29
user-facing,2,84856,86947,2005-08-24
database,1,29684,73166,1980-02-01
policy,4,45962,71183,2007-02-27
challenge,5,13731,66510,1959-06-15
Secured,1,2912,73220,1997-04-03
Cross-group,5,69149,37768,1958-04-06
throughput,1,83036,47237,1957-05-03
web-enabled,5,24306,73349,1996-09-17
systematic,1,47758,12637,1954-05-19
explicit,4,73311,48373,2010-03-14
stable,1,34388,49602,1985-11-05
attitude-oriented,5,21302,54100,1972-06-13
high-level,2,92784,97785,2000-02-02
4th generation,2,77755,93564,1998-01-06
projection,5,97603,38778,1955-07-09
neural-net,2,34745,67973,1967-11-11
directional,5,67825,4558,1959-11-25
Business-focused,1,16532,70448,1999-06-06
Intuitive,1,91289,33778,1953-10-15
Multi-lateral,2,73296,71385,1961-07-25
collaboration,3,58972,27379,1967-10-08
Realigned,5,48743,56410,1958-06-19
Graphic Interface,4,71412,37649,1989-04-01
context-sensitive,3,47040,13803,1956-11-04
local,4,17960,2476,1970-10-04
leading edge,5,61653,60334,1985-08-26
real-time,2,74747,92729,1957-08-16
Fundamental,1,40435,78500,2001-12-14
Realigned,5,61708,35103,1996-01-04
Switchable,5,69124,74058,1980-04-19
productivity,4,46080,97152,1953-03-26
Optional,2,30879,60797,1967-02-09
Cross-platform,1,24650,16946,1989-10-07
analyzer,3,24071,80095,1964-02-29
Public-key,4,17065,82586,1986-03-22
exuding,1,21087,14845,1972-09-04
