comment,rank,Movie_Id,User_Id,Date
matrices,5,19748,37145,1993-03-01
extranet,1,88610,84468,1990-09-08
Realigned,2,15412,58180,1950-12-17
tertiary,2,84105,81667,2013-11-18
Inverse,1,4358,28778,1954-04-06
didactic,1,19195,10747,1960-02-18
discrete,5,92776,2034,2000-08-27
Secured,2,19231,36838,1960-02-26
solution,4,8708,26618,1957-11-26
Seamless,2,55161,83699,1987-12-02
interactive,5,18962,24528,1983-01-01
Balanced,5,3961,52271,2003-11-14
archive,5,76905,6554,1972-04-14
object-oriented,3,52264,40730,2011-09-07
Up-sized,4,34832,61348,2009-03-19
intermediate,2,16538,80357,1993-05-24
bandwidth-monitored,3,39605,56563,1990-01-18
groupware,3,758,38465,1993-09-01
even-keeled,4,92648,43522,2016-03-07
emulation,2,11439,98621,1956-12-19
capability,5,30523,798,1958-02-18
adapter,4,96974,49954,2000-01-25
Intuitive,5,3792,49443,1965-04-17
Virtual,3,70523,60335,1958-03-07
Public-key,3,30411,90205,1950-06-18
hybrid,5,80308,64260,1968-09-27
model,5,43103,93788,1994-04-13
Integrated,3,33753,47481,1967-01-05
multimedia,1,81717,10205,1965-03-14
knowledge base,3,52138,80753,1997-09-13
Versatile,2,84042,97133,1999-08-25
Right-sized,5,15113,66308,2000-06-29
executive,2,47030,90876,2014-03-05
emulation,5,92012,5483,2007-10-27
leverage,1,66923,27925,1957-08-05
Upgradable,5,5400,52921,1996-09-09
hierarchy,3,35737,7959,1965-12-10
service-desk,5,24270,55946,1984-06-30
policy,1,67948,18535,1975-10-04
foreground,2,87039,6168,2003-08-20
hybrid,2,86976,53464,2002-03-13
bi-directional,3,72469,59157,1979-04-14
Reduced,4,4378,1614,2010-09-06
needs-based,2,42882,57944,1992-12-25
emulation,5,9661,37136,1964-08-03
foreground,3,16360,2150,1990-03-06
orchestration,5,80055,33781,2013-04-07
Secured,1,27933,19523,2006-06-27
Balanced,4,74136,36931,2010-09-05
cohesive,2,13503,45622,1971-09-08
Implemented,3,2762,42450,2009-12-25
local area network,1,61267,88832,2016-12-31
Stand-alone,4,35172,6592,1956-02-04
secured line,3,40697,85006,1956-07-08
demand-driven,5,57789,6878,1983-09-25
focus group,1,32997,34172,1970-03-06
intangible,1,79625,67258,1953-05-18
Robust,2,56817,81800,1957-04-17
uniform,4,19246,43458,1986-02-06
flexibility,5,38270,15700,2013-03-01
functionalities,1,38064,96070,1970-07-01
toolset,3,78663,42370,1987-08-17
Enterprise-wide,5,62887,10777,1992-09-11
conglomeration,5,43927,37615,1951-07-24
initiative,3,11544,20994,1958-09-08
intermediate,3,73069,37887,1991-09-30
solution-oriented,3,40621,43970,1964-01-14
Advanced,3,74403,84278,1998-09-28
firmware,1,92276,83113,1952-08-30
installation,1,93216,16109,1996-10-18
attitude,5,30210,31587,2003-04-28
Grass-roots,5,37019,24135,1984-12-14
global,2,78116,72961,1999-04-14
Profound,5,34507,83369,2000-09-27
composite,3,95313,67708,2006-11-11
Profit-focused,5,29976,26689,2017-04-09
Decentralized,1,97228,56270,1965-01-23
benchmark,2,56362,5386,1970-08-13
upward-trending,4,41138,55204,1956-11-27
superstructure,2,2585,4841,2012-11-19
disintermediate,3,63059,43080,2016-06-14
3rd generation,2,45268,20694,1989-12-05
interface,5,36243,4765,1982-07-22
challenge,2,14749,12671,1958-07-20
zero administration,1,40810,33296,1953-02-13
zero administration,5,30226,60154,1962-06-30
circuit,2,23920,51425,1967-02-15
extranet,4,55157,15154,1986-11-08
Triple-buffered,3,85565,75718,1995-03-04
Up-sized,4,90907,93710,1975-02-13
Compatible,3,37247,91685,1977-06-27
grid-enabled,5,68653,65271,1962-11-02
task-force,5,98822,79844,1978-04-01
Operative,2,26329,7493,1964-03-02
analyzing,5,28670,39020,2010-03-19
pricing structure,5,70411,19849,1983-06-26
Re-contextualized,4,61822,97627,1953-01-28
Managed,2,14148,5562,1996-02-09
Upgradable,4,31619,71076,2010-04-22
Customizable,2,67937,13154,2016-09-29
Right-sized,2,91418,17712,1962-07-24
Multi-layered,3,80848,65911,1951-08-05
paradigm,4,97806,22540,1962-10-31
Fully-configurable,2,2028,88580,1967-10-24
challenge,4,71311,97827,1960-02-07
Stand-alone,3,25335,90375,1959-02-14
leading edge,4,43524,40803,2007-05-26
interface,4,38266,44615,2008-03-28
Graphic Interface,5,41064,13293,1985-11-04
system engine,5,8479,67752,2011-01-01
Object-based,4,56852,55324,1976-07-14
systemic,1,449,4734,1989-08-14
framework,4,83499,31270,1999-06-20
Upgradable,1,83365,67754,1963-06-15
motivating,2,89910,45252,1970-03-01
multimedia,2,55432,18363,1961-01-28
Enhanced,2,33111,10666,1978-10-03
open architecture,1,91586,58157,1990-10-09
standardization,3,18035,3161,1983-01-19
background,4,94184,54033,1984-08-17
Integrated,3,14844,44042,1979-06-25
Extended,2,39998,39364,1962-08-05
Expanded,2,76682,50396,1968-01-15
Vision-oriented,1,72584,40948,1981-06-06
time-frame,4,87221,97178,1955-02-27
Decentralized,3,6829,82059,2003-01-19
Reduced,4,79179,24609,1963-05-18
Open-architected,1,12903,96451,2004-02-17
leverage,1,78543,96464,1976-07-24
homogeneous,2,51623,4906,1970-11-14
Multi-layered,4,11431,37914,1983-12-04
heuristic,1,26932,10241,1954-05-24
time-frame,4,98483,20484,1953-05-08
info-mediaries,1,56913,11177,1979-08-15
migration,4,68672,3401,1995-03-10
analyzer,3,38391,84955,2011-06-30
Ergonomic,4,19998,61477,2000-03-27
Configurable,5,28125,86421,2008-05-08
process improvement,2,89494,45836,1996-07-02
modular,5,98428,87807,1966-11-17
user-facing,1,60613,24720,2008-10-28
heuristic,2,12648,70724,1971-11-28
instruction set,5,6885,89309,1958-06-06
responsive,3,66306,37853,1969-03-10
Virtual,5,15536,62153,1974-06-02
Synergized,2,85907,39854,1959-01-16
analyzer,2,32823,95802,1973-03-19
Integrated,2,56652,28264,2001-10-13
neutral,1,38151,82190,1991-03-26
infrastructure,3,54490,98927,1997-10-19
human-resource,4,28606,84823,1956-10-25
Switchable,4,70413,74311,2007-07-27
optimal,4,82465,81929,1958-01-20
Phased,1,7962,9797,1966-11-02
system engine,1,49245,10006,1984-03-07
cohesive,1,89072,88709,1980-09-04
Monitored,3,86823,45879,1988-09-18
radical,4,87791,6578,2016-07-23
process improvement,3,40212,19071,1982-12-16
strategy,3,71053,29424,1990-02-15
User-friendly,4,39743,97742,1962-04-07
Operative,3,27404,85577,2008-08-29
tangible,2,84109,1571,1977-10-03
tangible,5,32610,13604,2005-12-25
open system,4,63124,57776,1965-03-07
full-range,3,95275,76016,2007-04-24
secondary,4,6024,64637,1959-06-01
4th generation,4,94812,4646,1952-09-28
Digitized,5,98056,56571,1995-09-19
