comment,rank,Movie_Id,User_Id,Date
6th generation,2,23071,16815,1985-09-13
time-frame,4,96679,48531,1988-12-04
object-oriented,2,11090,63727,1951-05-28
static,2,18433,96091,1961-10-07
Synergistic,1,17316,89350,1954-12-26
demand-driven,5,6176,88491,1965-05-17
Organized,5,5390,22415,2001-11-22
actuating,1,82566,70559,1989-10-02
Compatible,1,96010,92529,1969-01-19
Configurable,5,500,68159,2010-07-14
Polarised,4,234,34188,1957-04-18
encoding,3,1052,56663,1970-08-29
paradigm,2,81891,42298,1975-05-04
leverage,3,28053,37694,1976-02-18
neutral,4,30291,63907,1979-11-18
24 hour,3,6008,10038,1996-11-05
artificial intelligence,4,62164,33624,2003-03-12
matrices,1,31916,12895,1991-06-21
local area network,5,740,38697,1969-06-27
Visionary,2,89402,45600,2006-11-06
firmware,2,41438,78583,2003-02-02
focus group,2,30654,21808,1963-05-06
knowledge base,2,43683,83276,1987-04-08
open system,5,80034,28446,2013-08-25
bi-directional,2,82142,43412,1970-01-23
Realigned,4,56989,97945,2012-09-17
help-desk,4,89584,17662,1990-03-16
local,3,44986,75185,2000-07-24
strategy,3,78030,15618,1960-07-26
Phased,2,85867,87619,1988-12-07
toolset,5,27138,86672,2000-04-19
adapter,2,42095,72890,2003-01-05
Quality-focused,5,15137,49255,1966-03-20
demand-driven,1,35307,60637,1956-09-30
mobile,4,29464,91482,1983-09-25
Reduced,1,8431,6826,1990-12-28
extranet,4,35138,17246,1968-11-30
modular,3,2832,22633,1979-06-26
interface,4,5117,90339,1960-01-02
firmware,2,78212,7269,1968-07-21
capability,4,76012,5464,1978-05-08
Persistent,5,37042,94619,1960-05-04
bottom-line,2,8886,189,2001-11-24
Function-based,3,286,90524,1964-12-17
database,2,24867,95228,1957-08-19
Decentralized,4,92201,42333,2008-01-26
reciprocal,5,40971,31934,1950-06-23
emulation,2,46694,36010,2000-10-07
mission-critical,4,64462,69942,1965-12-03
hierarchy,1,28463,2279,1975-10-03
solution,3,44414,81715,1967-07-16
web-enabled,1,26398,81506,1996-10-13
solution-oriented,5,72062,34095,1961-03-04
knowledge user,4,33482,55478,1982-01-23
Multi-layered,1,15252,58993,1973-07-22
Automated,4,25671,65682,1986-02-05
portal,2,66790,90433,1982-06-23
