comment,rank,Movie_Id,User_Id,Date
contextually-based,2,65881,50673,2015-01-12
orchestration,2,56008,53528,1976-09-08
bottom-line,3,85929,56509,2008-02-15
local,3,47638,34856,1954-04-04
upward-trending,3,24908,67351,2014-09-20
bandwidth-monitored,1,44207,92562,1951-10-31
optimizing,2,48081,56044,2005-11-18
Quality-focused,2,72621,37795,2001-03-02
Function-based,5,87648,33699,1951-06-29
leverage,2,45318,73663,1990-09-26
incremental,2,24060,30362,1972-02-25
modular,4,5934,46346,1970-01-13
directional,5,24072,78368,2004-12-14
Open-source,3,40535,58033,1967-04-04
4th generation,5,52540,21144,1984-12-08
superstructure,5,825,80454,1979-03-18
Optional,3,54870,40410,1991-06-16
holistic,1,68806,865,2015-11-06
capacity,3,4803,3781,1957-08-29
Compatible,1,21192,32,1989-05-18
Horizontal,1,77488,42632,2016-04-01
infrastructure,3,52003,78565,2016-05-13
user-facing,4,70448,43034,1960-10-27
Adaptive,3,15447,76941,1974-03-21
Object-based,2,72785,41192,1998-11-25
Re-engineered,4,59614,38556,1962-09-05
5th generation,1,42609,77170,1995-11-28
solution-oriented,1,46945,54741,1963-07-18
Pre-emptive,4,75025,77934,1971-03-23
challenge,2,13239,12736,1969-01-27
firmware,1,77700,30792,1988-09-22
solution-oriented,3,44917,67657,2007-05-03
moderator,5,31636,62944,1985-12-09
background,1,79400,96109,2001-12-08
Public-key,5,83442,34244,1968-08-01
User-centric,3,26332,44272,2007-08-19
secured line,5,3027,15218,1964-11-04
encryption,1,90894,26549,1957-01-06
emulation,2,27851,84601,1983-05-20
cohesive,3,17766,95423,2003-04-28
discrete,5,98889,45913,2009-12-02
budgetary management,4,23730,57881,1990-09-23
matrix,3,23299,29205,1974-10-11
multi-tasking,1,82735,15295,1998-06-28
installation,3,76495,70505,1975-12-07
methodical,4,32091,77907,2006-10-27
Ergonomic,5,16199,48430,1983-04-29
leading edge,3,36559,31040,1975-06-04
functionalities,5,66922,7056,1959-10-24
optimal,5,29635,15982,2011-02-24
3rd generation,1,51884,91570,1964-11-13
context-sensitive,1,10068,71317,1976-08-22
next generation,3,79987,43309,1973-01-03
Quality-focused,4,39777,36540,1998-03-24
local,1,12639,78910,1978-12-28
support,3,30629,64862,1960-04-09
middleware,4,47480,31885,1957-10-07
open system,5,55771,92306,1969-09-01
intangible,2,73655,6308,2004-07-18
Vision-oriented,4,95953,13427,1957-09-21
Cross-group,2,56033,5997,2004-03-24
time-frame,4,81420,8339,1985-10-28
Organic,4,18708,84825,2016-12-08
strategy,5,6417,19996,1971-04-24
Horizontal,2,4525,12569,1955-12-14
Graphical User Interface,1,6083,21999,1977-06-05
Multi-tiered,4,65524,7985,1956-04-11
Total,3,50969,44346,1982-10-30
multimedia,1,5542,90652,1953-10-09
Public-key,3,36723,51135,1960-02-28
knowledge base,2,82477,83011,1996-02-09
Progressive,2,6716,7838,2008-09-02
orchestration,3,67983,29290,2012-01-22
high-level,2,64066,26930,1965-11-11
interactive,3,84818,67402,1961-03-20
optimal,4,73806,50167,1998-07-23
middleware,3,79470,81073,1970-02-23
time-frame,5,46293,39979,1953-02-19
stable,5,73972,90214,2014-11-03
Synergized,4,55319,10968,1962-03-28
eco-centric,2,97590,9214,1963-05-14
open system,5,37596,665,1966-03-28
Open-source,5,59928,94375,1987-01-12
Triple-buffered,4,16878,97887,2015-01-17
foreground,3,87885,79562,2000-04-10
data-warehouse,4,71085,40228,1963-01-26
non-volatile,2,16874,33179,1973-05-28
Extended,3,57564,98045,2010-10-10
Enterprise-wide,2,75176,77360,1965-07-25
Advanced,5,17927,98425,1985-03-28
multi-tasking,1,6862,55063,1975-04-27
task-force,2,63851,70112,1997-02-04
