comment,rank,Movie_Id,User_Id,Date
Realigned,1,27753,51127,1961-04-01
user-facing,3,25146,63477,1956-10-30
Managed,4,84925,35887,2016-08-10
fault-tolerant,1,69141,60761,1973-01-04
national,2,48551,30944,1969-10-02
Distributed,3,28293,25525,2014-05-31
grid-enabled,5,25518,31975,1980-06-08
motivating,2,46803,22472,1997-03-10
migration,2,61177,23190,1957-04-27
User-centric,2,37789,12881,1969-06-14
Organized,4,50235,21371,1955-03-21
focus group,3,96552,42625,1984-05-25
multi-tasking,5,85922,82546,1986-11-10
non-volatile,2,61020,96920,1985-01-30
leading edge,2,32231,708,1972-10-24
demand-driven,4,23189,41647,2010-02-12
zero administration,5,53261,95790,1974-03-21
radical,4,6319,86512,1960-05-09
Programmable,2,54126,90539,2008-01-30
hierarchy,4,37630,51721,2000-02-01
Advanced,4,76422,93767,1996-03-03
attitude-oriented,3,904,61467,1963-12-29
user-facing,2,6094,47108,2011-06-13
leading edge,5,57922,74797,1995-06-27
Optimized,2,17327,47288,1987-03-13
array,2,45857,35746,1985-05-26
Reverse-engineered,1,24308,88540,1955-06-28
approach,2,78770,51540,1996-10-03
systematic,5,59304,63947,1977-07-04
protocol,3,31439,71792,1989-03-02
Compatible,2,29977,3825,1963-08-15
conglomeration,5,9148,64584,1959-06-30
info-mediaries,3,30958,40856,1970-12-19
tertiary,1,45441,12692,1999-01-30
synergy,4,50821,41150,1997-07-06
open system,2,51681,72184,1989-03-04
Adaptive,5,33915,48485,1957-09-18
model,2,4589,95115,1969-04-03
Object-based,2,65680,17065,1959-12-29
full-range,3,63821,72624,1992-01-02
Enhanced,4,17996,45321,1990-06-13
strategy,4,61007,44101,1971-04-03
Streamlined,3,14067,28081,1992-07-04
Enhanced,3,2258,13555,2001-03-14
regional,1,62380,82252,1979-01-15
human-resource,5,9211,42029,1989-11-30
Graphic Interface,4,48963,30858,2002-04-15
Networked,4,37722,75249,1995-03-10
array,1,52426,37946,1962-11-13
Balanced,5,2909,91906,1956-07-02
contingency,2,88692,1554,1999-04-21
time-frame,4,89811,14605,1972-05-08
Implemented,1,51532,76077,1993-02-06
portal,4,52865,37686,1983-10-24
analyzer,5,38430,40969,2013-11-08
throughput,4,80230,18011,1987-04-26
reciprocal,1,17831,59383,2006-06-19
customer loyalty,4,87348,37587,1987-12-25
adapter,3,84612,5522,1975-12-08
policy,2,26191,93498,1994-09-07
Profit-focused,4,78149,94910,2000-12-09
local,4,40170,42258,1950-12-18
Front-line,2,10538,90643,1973-09-11
exuding,3,26808,79600,1950-10-10
standardization,3,80248,9465,2016-03-31
adapter,5,56576,90708,1991-08-26
Open-architected,4,82827,45889,2001-09-12
hub,4,26189,6041,1986-01-02
open architecture,2,41299,84054,1970-08-04
Fully-configurable,3,15649,64484,1978-07-23
fresh-thinking,3,20489,61514,1950-12-11
analyzer,4,32974,3412,1952-04-29
Realigned,4,82860,43892,1971-11-09
Reactive,1,23793,60554,1987-01-28
Organized,4,25121,61748,2017-02-08
tangible,3,15109,66550,1961-01-19
Future-proofed,1,72507,50512,2000-02-18
success,1,44750,9475,1952-10-29
policy,4,25457,98981,2010-01-18
national,3,13899,4013,1971-04-06
task-force,1,89403,11751,1957-09-25
multimedia,4,52309,91790,1968-07-25
structure,2,51015,12589,1982-07-22
disintermediate,4,6187,74457,2000-05-05
Persevering,2,4216,79426,1976-02-14
service-desk,5,1643,14442,1989-03-13
Advanced,1,9385,70938,1966-01-14
Down-sized,1,173,22178,1971-05-13
capacity,4,16026,13784,1959-11-13
maximized,3,8893,62456,1984-08-07
User-friendly,4,30126,36278,1963-12-30
exuding,5,14904,69411,1990-12-19
Secured,5,48149,12130,1987-02-19
Automated,3,19454,4142,1955-11-06
Visionary,1,49660,36784,1994-06-10
matrix,3,58041,84241,1999-06-13
service-desk,5,20250,88441,1979-01-24
intangible,2,37920,62132,2004-05-12
3rd generation,5,88190,20913,1971-12-29
Multi-tiered,5,52488,9270,2014-03-03
moratorium,5,9106,56389,2001-09-25
methodology,4,5157,34557,1964-07-10
Assimilated,5,13949,75245,1964-08-03
Advanced,2,55587,48569,2001-07-20
pricing structure,4,37898,28142,2016-08-18
Decentralized,4,38941,66571,1994-10-18
encoding,5,49173,4819,1965-10-29
Advanced,1,39220,62521,2012-12-16
productivity,3,20332,6805,1968-03-20
challenge,2,89138,45762,1965-01-27
function,2,16077,22150,1992-02-09
parallelism,5,60313,9198,1990-06-24
encoding,2,28269,93920,1982-04-05
parallelism,2,49886,45112,2005-12-05
Customizable,2,9348,21361,2002-10-10
executive,3,61948,57182,2003-05-27
Multi-tiered,4,14643,23488,1986-12-24
explicit,1,20948,40852,1954-10-31
Future-proofed,5,8703,74445,2016-03-03
contingency,1,39330,88949,1967-01-16
Automated,1,11392,76199,1967-10-07
bi-directional,2,22712,69702,2015-04-20
encryption,3,30376,2276,1983-09-12
Operative,5,58510,54857,1963-10-15
projection,5,81625,76969,2016-07-03
exuding,5,60026,98617,1989-08-22
hierarchy,4,7087,88326,1994-12-14
Organic,5,39525,46302,1976-01-06
high-level,3,1628,10329,1998-10-19
local,5,20814,64600,1978-10-11
conglomeration,1,40504,16637,1983-01-26
Pre-emptive,2,5065,88161,1997-12-11
Diverse,4,53679,65697,1981-05-19
database,1,56392,41543,2009-06-28
disintermediate,5,12799,52797,1999-07-22
