comment,rank,Movie_Id,User_Id,Date
hardware,2,36672,48026,1958-12-31
installation,2,4251,51047,1961-06-12
bi-directional,3,37355,9604,1986-08-22
human-resource,2,42415,64363,1986-04-04
methodical,3,44133,60926,2000-12-25
Diverse,1,6890,20623,1958-01-09
Centralized,4,64940,47311,2001-09-04
instruction set,4,97490,95040,1963-05-18
hub,2,74774,53138,2000-06-02
high-level,3,628,58908,2000-11-28
hardware,5,3670,61851,1974-08-03
asymmetric,4,95102,66123,1961-12-16
client-server,4,39186,24337,1971-03-23
initiative,2,74385,29563,1976-01-24
web-enabled,5,135,62394,1987-05-25
Distributed,5,25860,32032,1969-12-16
support,4,87816,60781,1996-09-12
Fully-configurable,1,68280,32501,2013-08-13
explicit,2,14539,93677,1981-02-19
Visionary,3,42615,22716,2000-07-02
parallelism,5,38399,32723,1981-04-08
core,1,74243,66318,1988-01-11
hub,2,66570,93812,1951-09-07
contextually-based,1,82664,90749,2013-07-10
stable,5,52956,36638,1968-03-25
responsive,1,46612,35016,1996-07-04
Phased,4,78232,70664,1980-10-16
background,4,2483,87861,1996-07-27
bandwidth-monitored,5,41182,50572,2006-01-16
adapter,1,46687,6262,1985-12-24
Team-oriented,4,9782,8397,1953-12-09
protocol,1,44737,7841,1995-03-30
installation,2,4942,22553,1954-02-18
stable,4,80144,54905,2015-09-30
Secured,5,38107,95126,1998-03-15
discrete,5,37468,19540,2004-08-13
well-modulated,3,46945,6792,2012-01-08
demand-driven,4,91759,42299,1974-08-28
bi-directional,4,16153,73002,1979-10-15
high-level,1,21863,19021,1961-06-23
Enterprise-wide,1,54330,58656,1975-09-02
matrix,2,75552,50510,1991-06-08
Right-sized,3,11718,94938,1993-05-30
Right-sized,5,63145,83867,1970-06-22
Optional,3,63970,78979,1951-11-01
Cross-platform,5,12045,30441,2010-12-27
Persistent,2,45182,68900,2016-11-20
Triple-buffered,5,27377,73083,1960-03-26
Mandatory,3,31654,20519,1999-04-25
Quality-focused,3,58744,64575,1956-04-07
Public-key,5,66555,71622,1955-04-06
Multi-lateral,5,23180,1869,1975-07-20
Enhanced,1,17984,92574,1962-05-12
leverage,5,37536,42527,2014-11-18
interface,1,10498,9827,1998-03-04
Devolved,2,20470,19608,1986-08-21
4th generation,1,92675,79538,1978-03-28
3rd generation,3,30522,35858,2010-11-04
reciprocal,3,51188,42548,1966-07-28
4th generation,1,27830,28937,1965-11-29
composite,3,96592,40270,1989-02-18
architecture,5,75286,35896,1970-04-27
reciprocal,5,18098,52073,1999-04-25
Reverse-engineered,1,98068,1030,2000-12-30
budgetary management,1,19646,18899,1970-07-26
Multi-tiered,4,81803,41005,1969-12-28
groupware,2,81208,82254,2009-04-19
leverage,1,61846,53534,1994-11-30
system engine,2,53933,2111,1983-05-01
Face to face,1,98093,35050,2002-02-12
content-based,2,5346,32735,1978-11-22
Synergized,3,25962,84901,1996-11-06
client-driven,2,27878,82263,1963-09-17
Customer-focused,4,15987,20631,1954-02-12
attitude,3,92146,63128,1960-10-22
explicit,2,36513,18752,1962-12-24
Persistent,4,9272,7263,1953-05-08
success,4,93353,45168,1984-10-12
multi-tasking,3,44518,61413,1999-10-05
support,1,22514,17869,2016-01-28
3rd generation,1,12380,52591,1993-09-25
Down-sized,3,40147,5816,2012-04-17
intangible,4,60375,57136,2013-06-06
matrix,3,82257,77880,1966-03-14
synergy,3,7924,35890,1960-05-20
methodology,3,24977,41491,2017-01-16
Organic,4,91885,33739,1970-06-01
Networked,1,14630,55512,1980-09-30
pricing structure,2,88914,76869,1995-05-20
Balanced,2,80489,77720,1996-03-31
incremental,3,86081,91668,1988-03-04
executive,4,90750,50373,1990-10-25
value-added,5,55805,95289,1967-11-19
Decentralized,1,86700,67860,1997-07-05
system-worthy,2,66234,54429,1974-04-18
exuding,1,54977,6893,1984-07-03
collaboration,3,4570,27024,1971-06-25
User-centric,2,73584,5765,1986-09-25
actuating,1,69770,87210,1966-10-05
Reactive,1,52792,94413,1967-11-12
Vision-oriented,3,70404,56197,2004-07-12
intermediate,1,94799,36874,1959-02-04
Down-sized,2,50594,51193,1967-06-12
Grass-roots,4,97539,22773,2013-04-18
framework,4,91057,53731,1953-10-24
static,1,77699,33620,2010-11-16
leading edge,5,4497,96999,1975-05-21
homogeneous,2,23275,33799,1954-06-18
hardware,4,58929,82297,1987-10-24
non-volatile,1,17944,35317,2008-12-04
fault-tolerant,4,51799,82775,1985-04-18
definition,3,33274,40272,1970-08-06
upward-trending,1,78494,44240,2008-06-11
Multi-tiered,2,93792,51618,1995-03-07
intermediate,4,35475,61273,1978-06-20
fault-tolerant,4,92507,33964,1960-07-30
solution,2,91125,49772,2010-11-25
parallelism,1,28443,10451,2003-03-14
product,5,88615,92359,1996-12-14
Open-source,3,72205,42753,1996-09-28
pricing structure,4,89563,18795,1977-02-16
secondary,2,30195,93117,1968-08-03
superstructure,3,55707,81838,1954-12-10
clear-thinking,5,85212,93440,1952-01-07
support,3,76408,52301,1959-10-23
intangible,4,69066,38524,2005-09-26
directional,2,14837,21617,2007-09-15
installation,3,67557,91476,1965-03-30
Proactive,3,59722,71563,1984-12-12
Pre-emptive,1,38039,46014,2015-08-01
toolset,4,87027,81660,1996-11-04
tertiary,1,96832,80637,1998-03-26
leading edge,3,81315,83078,1963-11-26
dynamic,1,82429,29180,1986-05-23
global,2,97420,23453,2007-08-15
interface,1,84316,775,1954-11-10
Cross-group,4,54197,94891,1987-12-26
user-facing,5,38722,63079,1960-12-21
Fundamental,1,81300,20169,1995-09-20
Integrated,3,92748,4474,1993-04-02
Optional,2,68509,50208,1978-09-20
Triple-buffered,3,15115,5941,1996-01-07
hub,3,75990,71694,2009-12-21
Public-key,3,98534,81329,1958-06-28
next generation,2,37306,74685,1969-01-18
multimedia,2,45105,90551,1970-05-30
intranet,3,90503,49261,1961-04-22
Customer-focused,3,38133,8652,1997-01-28
analyzing,4,4918,51149,2002-02-22
next generation,3,10305,1711,2010-02-11
Organic,1,15301,67405,1996-06-21
optimal,5,93522,97670,2003-04-26
Ergonomic,3,15372,12665,1975-05-22
5th generation,1,29149,45926,1989-04-15
open system,2,20284,20686,1962-02-06
flexibility,2,50982,9736,1978-07-04
leverage,4,40339,87701,1974-05-20
Multi-channelled,4,93953,60542,1964-07-13
Self-enabling,1,62124,75536,2013-12-28
installation,2,64427,53036,2005-07-14
Centralized,5,60703,77015,1974-05-31
Open-architected,1,12773,37994,1988-07-26
extranet,3,30473,6720,1964-08-18
upward-trending,1,61099,15259,1991-10-07
Progressive,5,48193,86666,1988-11-30
Integrated,4,41844,57607,1971-07-07
middleware,2,52371,82006,1977-08-23
Pre-emptive,3,13112,21183,2001-05-17
Cross-platform,2,13336,85385,1957-07-12
success,5,36467,13256,1990-04-01
national,4,49447,73512,1980-07-01
approach,4,84149,94081,1966-07-01
transitional,4,68678,87577,1955-01-01
Phased,4,96203,3466,2004-09-02
Compatible,3,36638,95939,2009-06-05
object-oriented,3,59211,72217,1998-02-10
bi-directional,1,42462,94344,1970-10-17
Persevering,3,55052,25040,2014-02-16
Graphic Interface,2,14098,83738,1972-12-26
exuding,5,74306,73527,1951-02-22
collaboration,3,88820,74068,1966-02-09
incremental,5,83629,87727,1970-07-24
object-oriented,3,5246,53514,2015-03-17
adapter,3,28592,67466,1953-03-30
Polarised,1,8434,13406,1984-07-04
Implemented,3,75482,83988,1984-05-22
real-time,5,20486,59524,1992-12-30
hardware,1,15256,18810,2001-10-29
system-worthy,3,15557,62103,1997-12-06
complexity,5,39461,98881,1962-10-16
database,1,2478,50127,2011-02-04
dynamic,1,55765,57431,1961-07-19
global,4,33957,66355,1987-06-12
productivity,4,73201,5803,1980-02-12
homogeneous,4,47160,97051,1972-04-09
bi-directional,2,59931,33866,1959-06-05
zero defect,5,34403,34895,1981-02-01
Digitized,5,21356,60686,1988-08-18
Persistent,3,87990,1765,1963-03-03
Team-oriented,3,29126,37182,1993-10-12
interface,1,87227,41918,1968-02-29
Cloned,2,38295,40431,2005-11-22
non-volatile,3,72524,66088,1974-06-21
workforce,1,13637,23927,1968-11-30
client-server,5,50530,93706,2001-01-17
framework,2,59456,23219,1999-06-02
Front-line,5,71333,6601,1997-02-03
global,5,58026,43050,1991-10-18
intranet,2,26226,17631,1962-02-19
Enterprise-wide,1,87751,24832,1974-04-22
stable,5,79641,57693,1979-03-02
complexity,5,98840,20153,1968-01-05
User-centric,1,19768,51740,1952-01-03
attitude-oriented,2,64139,12114,1985-04-28
Managed,2,3091,32613,2009-04-14
definition,3,57136,33786,1979-02-28
Enhanced,4,87162,91774,2013-09-27
product,2,4174,39788,1991-04-03
secondary,3,23163,83568,1990-01-14
hub,2,13651,15928,1951-12-24
Customer-focused,4,25035,25985,1980-12-13
migration,3,49524,51834,1951-12-13
frame,2,70952,22744,1964-12-25
global,1,61688,89947,2002-05-17
Synchronised,1,54430,60035,1975-03-19
Mandatory,1,31310,61405,1959-08-17
