comment,rank,Movie_Id,User_Id,Date
capacity,4,58981,27912,1979-07-08
methodology,5,66567,53155,1972-06-02
Operative,1,7075,18314,2004-07-01
4th generation,5,42018,67522,1952-05-08
Face to face,4,25849,29662,1997-10-29
adapter,3,30302,14078,1999-05-27
scalable,5,78443,53905,1953-06-30
systematic,3,73116,50357,1950-06-08
software,2,7034,74452,1991-12-21
Expanded,1,71336,95265,1957-10-09
mission-critical,5,76337,38908,1986-09-01
hybrid,5,58120,12023,1974-02-02
Integrated,3,3756,12048,1999-08-29
leverage,4,46479,37938,1954-12-19
Synergized,1,15223,81015,1988-08-22
initiative,4,61887,34805,2008-02-04
help-desk,1,41071,79189,2009-08-28
emulation,5,82818,50652,1976-06-05
motivating,2,4993,28529,1963-11-13
user-facing,4,63663,14358,2010-10-06
Networked,2,51850,33733,1966-05-20
software,2,58864,88809,1956-04-06
Versatile,2,8869,37784,1988-06-18
open architecture,2,22079,9324,1961-06-06
Mandatory,3,56380,92148,1988-06-23
impactful,5,90257,73564,1995-11-14
Face to face,2,2918,54386,2011-07-01
policy,2,21985,93325,1956-09-03
web-enabled,2,95228,93301,1982-03-05
Versatile,3,95950,54968,1995-08-01
toolset,1,84007,14542,1972-01-18
Inverse,5,8051,20079,1987-03-14
encoding,4,55003,5533,2004-03-16
Multi-layered,2,30490,28775,2001-05-29
archive,4,58129,50871,1998-01-05
zero administration,5,71320,54229,2006-08-04
Visionary,1,60094,79255,2000-01-20
multi-tasking,1,80386,85734,2016-11-29
non-volatile,4,10893,48443,1959-10-22
modular,1,18008,57200,1961-08-23
service-desk,4,91023,23604,1989-06-04
local area network,2,95163,68361,2013-04-24
Multi-lateral,4,58614,38812,2010-09-16
asymmetric,3,96660,5901,1998-11-21
attitude-oriented,4,61496,84384,1980-04-23
grid-enabled,1,41681,31529,1980-07-08
Face to face,5,35539,83747,2015-05-26
utilisation,1,63511,93794,1965-10-10
artificial intelligence,1,46481,85922,1956-08-10
migration,4,26743,6751,1981-01-24
portal,4,42569,45425,1990-03-02
human-resource,1,85205,62963,1957-03-19
customer loyalty,1,33924,16328,1959-07-20
