comment,rank,Movie_Id,User_Id,Date
Innovative,3,31813,8685,1997-09-30
Cross-group,5,98779,29541,1999-04-28
Compatible,3,77040,95150,1983-02-21
actuating,3,64278,26380,1954-03-05
focus group,5,40592,47102,2012-11-13
application,2,50007,43915,2005-09-24
Automated,2,97970,77607,1971-08-29
upward-trending,2,44922,96522,2010-08-04
Universal,4,27372,5903,1970-01-11
algorithm,2,59904,26715,1974-01-25
product,2,20196,81324,1966-07-06
methodology,2,30165,44412,1952-10-03
hardware,1,10182,98051,2004-09-26
empowering,5,68765,26622,1982-05-22
systematic,4,94564,30945,1976-09-20
paradigm,4,3971,31487,1968-10-08
framework,3,57691,61075,2014-03-22
methodical,4,61175,57093,1962-12-11
Team-oriented,3,12486,46661,1955-12-23
definition,1,67976,41206,2012-10-24
zero defect,5,29271,4669,1980-12-22
Open-architected,4,33917,29832,2001-10-31
Horizontal,2,30814,31552,1982-04-03
Ameliorated,1,93274,27443,1989-11-08
Up-sized,1,231,40824,2016-05-30
incremental,1,58755,14678,2009-08-04
global,3,44160,4602,1951-09-18
time-frame,2,39960,12944,1954-12-11
Compatible,4,83025,66316,1989-04-06
installation,3,71966,59049,1988-07-27
modular,4,78269,12666,1984-05-15
responsive,3,91048,55961,1985-12-05
system engine,5,80463,78130,1960-06-06
Face to face,3,86963,62535,2003-12-31
tangible,4,53259,17998,1989-09-28
access,3,82048,40147,2004-09-10
regional,1,22912,6566,1987-11-08
radical,4,34197,90138,2007-08-27
knowledge base,2,89594,48531,1980-11-24
synergy,5,80250,16563,2011-11-02
Quality-focused,5,37000,42374,1990-06-11
interface,1,33211,9957,2002-01-22
Seamless,3,2851,53303,1991-11-20
Persistent,2,41490,77944,1988-01-12
User-centric,5,9376,98872,1963-07-28
Customizable,4,44490,40049,1966-03-01
multi-tasking,4,88595,14053,1970-11-21
attitude,5,97398,80270,1973-12-14
Phased,1,38791,79604,1961-08-02
frame,5,45644,51234,1981-08-26
Graphical User Interface,1,19881,25314,2006-08-01
Reactive,2,39614,40371,2015-12-31
Synergized,4,65505,32173,1995-12-17
data-warehouse,2,55959,61865,2007-04-23
Centralized,4,3553,91567,1962-05-23
artificial intelligence,5,46442,54382,1999-02-25
pricing structure,2,79551,78761,1993-11-29
Multi-tiered,3,87369,27405,1999-04-02
circuit,2,35191,89648,2011-03-05
capability,3,7428,87430,1966-10-26
Reverse-engineered,1,88641,15795,1983-03-19
time-frame,1,43949,5370,1964-06-18
Operative,1,42291,38067,1999-01-16
local,3,83285,51619,2011-11-18
workforce,2,29325,55715,1994-03-07
Implemented,3,89320,69063,1997-09-26
systematic,2,84420,66966,1970-02-08
Balanced,3,82261,79330,2009-12-22
zero tolerance,3,52802,32326,1997-06-08
contingency,1,94092,69954,1959-01-11
Versatile,3,82594,10186,1998-09-12
knowledge base,5,40315,84151,1975-06-15
structure,5,57250,44815,1992-01-24
focus group,3,43571,25163,1993-12-15
protocol,3,89317,84077,1952-01-28
database,2,79304,27798,1995-05-29
Synchronised,2,42990,93745,1997-09-05
multi-tasking,4,39078,96198,2017-01-08
Face to face,4,97266,69654,1951-07-25
3rd generation,2,93236,1790,1969-03-09
24/7,4,27540,95003,2004-04-04
Mandatory,3,58497,92426,2005-06-22
encoding,4,52255,16173,2013-04-13
artificial intelligence,4,5182,23238,1969-03-04
Ergonomic,3,82016,42346,1971-03-21
local area network,1,44981,60774,1995-12-31
Future-proofed,4,21236,23262,1968-05-31
strategy,2,85184,75988,2014-06-04
application,5,93906,83590,1977-02-20
responsive,2,47078,81845,1951-04-26
explicit,2,97347,9022,1980-12-29
Re-contextualized,4,3010,61373,1963-06-18
leverage,2,711,37145,1965-06-26
Exclusive,5,93259,74864,1978-06-07
Assimilated,5,34406,62517,1951-05-31
static,5,76533,87458,2011-10-13
framework,3,54639,58956,1981-08-15
frame,3,61242,702,1987-09-06
Fully-configurable,5,82503,9669,1955-04-22
software,2,43381,14907,1999-01-04
systemic,5,86085,10365,1975-06-07
paradigm,3,9870,86566,2001-03-22
Triple-buffered,4,27505,56397,1968-01-28
systematic,2,82901,90383,1954-01-05
zero tolerance,1,41975,14501,1989-07-29
definition,4,52460,55722,1961-10-13
Devolved,4,28980,94661,1999-12-15
infrastructure,5,78107,60310,1964-08-23
uniform,4,2315,86235,1979-11-14
secured line,5,69648,89586,1956-07-08
ability,3,43293,42543,1986-01-22
eco-centric,1,4189,1838,1986-08-03
initiative,5,50501,7386,1994-05-02
portal,2,20886,67156,2009-05-07
model,5,7456,76408,2009-06-07
open architecture,3,35855,25459,1953-07-22
hybrid,1,8526,65793,1983-01-28
product,5,751,24270,1951-02-11
methodical,4,51693,9667,1976-04-04
modular,4,24593,35064,1984-12-01
local area network,4,52195,72378,2011-03-03
Reduced,1,67678,46324,2002-10-17
tertiary,2,55449,30376,1998-03-13
open architecture,2,67935,9255,2012-07-26
incremental,1,15838,16258,1977-03-13
capability,5,8721,77073,2004-11-28
Function-based,5,14899,69471,2000-07-05
modular,2,31490,54822,1973-05-27
Re-engineered,4,22642,55050,1958-06-06
cohesive,1,42945,48659,1996-04-13
Grass-roots,3,53127,98843,1963-03-10
system engine,5,50292,23399,1970-10-26
Balanced,3,91887,23425,1992-09-11
discrete,2,88753,64012,1963-10-11
leading edge,2,8855,14251,1961-10-31
framework,1,85476,83614,2002-06-25
Integrated,1,2382,34433,1992-11-10
Team-oriented,4,1961,30123,2011-07-16
Triple-buffered,2,23736,89005,1965-04-07
De-engineered,5,80536,12335,1950-06-09
well-modulated,4,72058,94025,1974-07-18
analyzing,2,54568,54620,1957-01-07
Streamlined,2,35891,86258,1994-08-15
adapter,2,81509,81943,1984-01-21
function,4,38507,72215,1982-12-09
motivating,1,44864,79789,1987-12-31
Versatile,3,76332,68221,1982-12-08
asynchronous,3,67739,96405,2008-11-09
Total,3,92735,67529,1969-07-08
demand-driven,2,39167,19304,1954-07-05
zero defect,2,79774,76260,1973-01-01
migration,1,42414,92623,2001-06-21
Universal,5,15654,49850,1988-05-08
matrix,1,94991,6446,1975-09-28
architecture,3,71194,65683,1988-06-04
Robust,4,26327,49991,1977-11-21
methodical,4,27119,92019,1961-05-26
open architecture,2,97207,50956,2011-06-24
Face to face,1,22981,37991,1966-12-26
asymmetric,4,38933,90736,1961-04-30
Universal,1,6181,48176,2012-01-16
forecast,5,77147,16878,1965-12-28
zero defect,5,53597,62273,1951-01-08
challenge,4,59486,11801,1982-08-18
pricing structure,5,21241,68681,2016-11-13
Optimized,1,32294,27355,1973-09-14
De-engineered,4,34753,47347,1950-04-26
mission-critical,4,93377,51187,1999-05-13
Business-focused,3,98276,10451,2009-12-01
open system,1,10768,24953,1953-06-30
algorithm,4,40273,53103,1995-02-05
groupware,5,76482,6636,1971-10-11
function,2,89090,69958,2001-05-31
Advanced,5,88062,16871,1970-08-29
Open-source,5,3074,4463,1965-06-09
local,5,11184,62269,1962-05-23
Switchable,4,95912,51954,1986-01-02
Advanced,2,11998,83346,1975-12-22
leading edge,2,93387,43026,1977-10-12
national,1,72272,620,2016-12-27
Switchable,1,61723,80852,2004-06-30
intermediate,1,25205,53181,1986-10-21
secured line,5,23041,69362,1959-09-22
value-added,4,39092,79492,1976-10-11
contextually-based,3,25100,81224,2009-12-21
client-server,4,76144,353,2004-02-29
zero defect,4,61232,95155,1989-04-30
Fully-configurable,3,56212,47541,1988-07-21
Upgradable,4,31717,32837,1997-01-25
Compatible,3,82469,88829,1967-08-13
project,5,24151,62229,1975-10-05
system-worthy,3,41066,38473,1987-11-14
Intuitive,5,81774,33683,2006-02-02
Distributed,5,86543,80240,2014-08-25
cohesive,3,19689,57628,1980-12-05
artificial intelligence,3,41213,62758,2001-09-17
Organic,3,44771,37117,2000-09-15
Intuitive,5,90248,59958,1980-07-29
Function-based,2,34885,30832,1953-09-27
value-added,3,70537,32540,1969-06-09
Face to face,4,62247,90436,1950-05-30
Down-sized,2,17066,22940,2005-12-23
Secured,4,36519,65821,1981-03-01
Re-engineered,5,30699,98055,2010-06-22
attitude,4,25384,76786,2014-10-12
focus group,3,43844,69319,1956-12-19
real-time,1,2723,97680,1974-04-26
framework,2,16229,79894,1985-01-19
Proactive,2,69017,49589,1996-04-08
