comment,rank,Movie_Id,User_Id,Date
success,4,44915,75492,1955-12-27
encompassing,5,25448,27425,1968-12-21
concept,5,66646,16533,1950-11-03
motivating,2,63835,6367,1972-06-04
Open-architected,4,6631,54328,1999-03-08
hybrid,3,79173,11260,1998-12-10
transitional,4,47023,38067,1959-11-03
access,1,33269,32136,2007-03-13
Reactive,2,20422,57635,1985-12-07
Progressive,3,45171,96441,1959-06-08
Front-line,3,32177,79659,2010-02-28
homogeneous,1,204,58600,2005-09-05
Inverse,4,31015,98229,2015-01-01
intangible,4,94497,47942,1951-08-15
Automated,4,9031,69972,1961-08-31
upward-trending,1,22117,63131,2002-02-18
Stand-alone,4,81032,90482,1966-05-14
Front-line,4,70564,28865,2006-08-22
radical,2,40034,36463,1963-06-25
Horizontal,3,12548,62794,1989-03-31
product,5,5740,33279,1954-01-31
radical,3,53718,34940,1957-05-18
migration,4,91533,84939,2015-03-20
impactful,1,37624,83142,2000-03-25
forecast,4,52833,32902,1982-10-30
firmware,3,35754,97101,1978-10-18
Universal,1,27285,61074,1976-11-03
array,3,2126,46817,2007-05-05
Self-enabling,5,51870,34739,1971-07-23
attitude-oriented,4,82669,26785,2004-08-31
flexibility,1,46321,95673,1963-10-28
time-frame,4,35214,30005,1995-05-06
Public-key,1,81960,57085,2006-04-07
national,3,46348,62420,2009-04-01
archive,2,48824,76024,1973-06-16
Enterprise-wide,2,73272,90497,1968-12-20
Multi-layered,5,75389,45212,2016-03-19
capability,2,62815,69906,1983-04-14
non-volatile,3,42674,5167,1996-01-26
Business-focused,3,28730,28702,1971-01-14
Adaptive,1,39692,91143,1990-02-07
migration,3,52657,13959,2012-12-13
challenge,2,97110,53714,1975-09-06
Seamless,1,69680,42482,1970-12-08
Cross-platform,1,45723,18439,2000-09-25
throughput,5,55613,37805,1992-02-02
groupware,3,44912,80441,1951-05-30
local,1,85469,45090,1982-03-23
algorithm,2,90298,32384,2015-08-10
Synergistic,1,36131,88198,1999-02-04
human-resource,4,35459,55297,2011-10-07
logistical,3,43589,73098,1969-09-28
empowering,2,45727,84824,1957-01-09
protocol,5,66456,53783,2002-05-11
human-resource,5,12890,22223,1981-09-25
Operative,2,77316,45599,1959-04-18
cohesive,1,89730,95740,1959-09-12
Profit-focused,3,75643,23941,1991-09-06
Secured,2,78204,65761,1979-11-08
software,4,20738,55581,2006-09-05
Persevering,3,74817,31732,1965-07-11
