comment,rank,Movie_Id,User_Id,Date
transitional,4,9416,68017,1987-10-17
Vision-oriented,2,89930,54252,1993-12-11
Function-based,4,95251,5968,2012-11-05
analyzer,2,35961,1069,1987-03-15
Pre-emptive,4,69440,2199,1980-08-24
leverage,3,48441,46594,1999-05-09
Devolved,3,59380,59414,1966-04-22
Integrated,1,22012,43003,1994-05-14
context-sensitive,2,94080,77416,2017-01-05
capacity,5,37948,5999,1985-09-01
support,2,35013,54265,1980-12-05
Multi-lateral,1,51477,2354,2010-01-18
mission-critical,3,96538,27500,1962-01-19
extranet,3,67766,5222,1961-11-23
analyzer,3,20008,21350,1993-08-22
Robust,5,52124,54552,1973-08-12
alliance,3,48450,26873,2011-11-12
knowledge base,2,98975,84549,1955-09-26
national,2,59943,10039,2011-03-22
logistical,5,83974,29463,1967-04-03
intranet,2,77347,58727,1975-01-30
User-centric,5,56192,87255,1990-01-23
synergy,4,17500,47274,1955-08-25
hierarchy,5,39353,97024,1991-05-17
synergy,2,6135,59732,1962-12-03
function,1,94811,3598,1973-03-06
Upgradable,4,73481,39184,1972-04-03
object-oriented,1,7117,1090,1971-09-06
capability,4,13258,90964,1983-06-02
homogeneous,3,84591,67710,1992-09-07
dedicated,3,4159,76834,1963-07-01
open architecture,2,5296,94013,1961-02-18
Synergistic,5,54851,53249,1970-07-07
pricing structure,3,50041,24557,1991-06-28
static,5,47458,17600,1997-06-05
eco-centric,5,77995,92605,1979-09-13
leverage,2,52756,3529,1968-07-14
client-server,3,91517,28375,1957-05-12
Future-proofed,5,70997,71504,2009-01-30
extranet,4,88352,87311,1980-09-15
protocol,2,56621,22317,1983-04-20
Exclusive,4,61191,89310,1966-05-23
transitional,3,60267,51938,1985-03-16
fault-tolerant,3,55155,96010,1955-05-20
human-resource,3,23616,97169,1957-12-02
Diverse,2,57945,52101,1981-11-04
intermediate,5,10229,51175,1992-05-23
collaboration,1,21144,30676,1994-07-08
fresh-thinking,4,72612,96581,1958-04-19
client-server,1,33809,55255,1985-06-15
Implemented,4,40060,21710,2014-09-25
Focused,5,9914,43565,1986-09-29
ability,1,854,25286,1971-10-07
Total,2,56187,52158,2007-09-08
matrix,3,23304,27472,1956-08-10
website,2,37274,84685,1979-12-31
Exclusive,5,17400,20268,2005-08-26
user-facing,1,34679,24239,1950-05-22
Automated,5,78758,80340,2002-06-23
grid-enabled,2,78497,36799,1960-09-24
structure,5,27187,96833,2006-02-19
portal,1,54798,40933,2008-11-08
Optimized,5,58704,6416,1983-06-10
contextually-based,3,7750,80770,2003-01-26
system-worthy,3,94484,71628,1991-07-11
portal,1,25392,16494,1993-08-18
data-warehouse,4,90141,22568,2002-11-24
Synchronised,3,76116,61479,1958-08-04
24/7,5,80405,71388,1953-11-29
Visionary,1,2519,24417,1987-03-15
array,3,37216,2923,1957-08-04
background,3,78406,45433,1990-03-11
Front-line,5,86732,40112,2003-10-15
project,5,85469,64111,2011-12-23
open architecture,4,29978,72638,1979-05-23
matrices,3,5901,57404,2007-10-02
productivity,1,12683,14582,1959-05-05
internet solution,4,66788,14234,1966-08-08
Multi-layered,3,76733,6985,1959-07-16
project,5,38323,37520,1985-10-12
Assimilated,1,21025,98757,1979-06-05
Multi-tiered,5,29363,16774,1964-01-16
Cross-group,5,28225,69872,2002-01-02
Secured,3,63805,23319,2001-12-25
open system,1,10551,18311,1954-02-20
didactic,5,10287,53909,1971-10-05
real-time,3,5894,51179,1966-07-11
mission-critical,5,94052,78246,1956-03-08
software,1,98462,76780,1959-02-12
Multi-tiered,5,98868,12479,1990-08-06
empowering,5,15367,62136,2011-04-12
Enhanced,3,82959,92461,1955-09-22
challenge,4,43537,87399,1962-06-26
hub,4,40157,48808,1981-05-01
