comment,rank,Movie_Id,User_Id,Date
Managed,3,2245,40827,1990-12-07
contingency,4,17290,73978,1959-12-17
task-force,1,56319,97216,1995-09-24
interactive,2,51927,42262,1962-03-30
Triple-buffered,5,14256,38645,2003-07-28
Synchronised,3,82392,5176,1956-11-18
Persistent,2,12699,21068,1993-09-08
interactive,3,71102,75253,1971-04-07
regional,3,61304,36668,2012-11-29
architecture,5,34115,8362,1988-01-01
adapter,3,81454,71325,2016-02-25
hierarchy,5,80646,68488,1954-07-19
analyzer,3,59232,26419,1979-09-29
intangible,4,32848,38467,1969-07-19
dedicated,3,92805,91202,1987-08-21
full-range,5,27148,54358,1997-12-18
process improvement,3,33873,33321,2008-04-24
secured line,1,60573,66142,1981-07-09
user-facing,4,80996,93670,1996-10-30
User-centric,1,28587,14045,1951-06-19
implementation,2,58282,56945,1955-06-04
context-sensitive,3,86069,69037,1995-02-20
Inverse,1,58554,73481,1973-05-31
Multi-lateral,4,95924,87187,1984-02-08
orchestration,3,8162,94867,2002-09-26
stable,1,32272,41837,1999-09-10
throughput,4,4328,49370,2017-01-14
24/7,2,45920,54038,2014-05-24
Customizable,1,80978,68646,1972-08-06
user-facing,5,12310,53546,2012-11-14
object-oriented,5,55819,28769,2003-07-04
utilisation,1,97290,23042,1952-08-19
projection,1,70173,66378,1952-07-02
process improvement,1,88499,36987,1951-03-04
Right-sized,1,11133,9503,1968-12-04
capability,4,79933,86021,1987-08-29
Robust,4,76203,36838,2007-01-13
open architecture,5,46297,87882,1993-10-31
Multi-lateral,4,30672,92733,2006-08-29
Public-key,1,70106,84679,2005-10-09
responsive,1,46478,36618,1974-06-26
implementation,1,92732,68595,1971-09-15
portal,1,72525,5875,2008-07-02
Up-sized,1,28105,17289,1978-09-14
asymmetric,3,33419,47017,2007-07-20
Versatile,2,72140,77270,2016-11-21
zero defect,5,20900,64316,2001-03-13
incremental,2,76520,17585,2004-08-04
neural-net,4,10589,91419,1968-06-05
data-warehouse,2,65986,66658,2015-12-22
Universal,3,75667,94938,1961-05-15
hierarchy,3,12512,71916,2000-12-09
Open-architected,5,35665,45785,1980-08-01
conglomeration,2,72828,8311,1974-06-12
3rd generation,4,26314,70389,1958-06-08
Graphical User Interface,4,78989,52750,1957-07-11
Public-key,5,34948,11,1950-05-07
firmware,2,73313,89191,1959-04-13
Operative,2,5294,2005,1952-10-03
dedicated,4,64714,14988,1962-06-29
utilisation,1,47783,81833,1986-04-02
framework,2,91687,51864,1977-12-28
Monitored,5,10255,83667,2015-10-26
benchmark,5,25424,14988,2002-09-06
complexity,5,41715,91942,1976-03-18
Implemented,1,51308,86561,1977-11-07
exuding,4,197,2554,1957-03-06
paradigm,4,84834,77074,1951-03-01
Universal,4,29622,3486,1978-04-13
24/7,4,21491,77055,1967-06-05
local area network,2,84728,16479,1971-05-07
Automated,2,73143,63854,1955-07-11
Intuitive,3,73296,2835,1979-01-10
info-mediaries,1,98549,47736,2008-03-15
Balanced,3,73768,45458,1951-06-28
hierarchy,2,92537,41008,1976-03-03
capacity,2,16193,35787,2000-09-17
ability,3,46615,10467,1981-08-01
24/7,3,4541,10170,2007-06-24
demand-driven,4,63645,82982,1961-05-07
Pre-emptive,1,71272,96194,2004-04-02
Reverse-engineered,1,76769,58287,2015-03-06
logistical,5,75920,27053,1973-09-04
internet solution,5,31939,95526,1992-04-26
info-mediaries,3,8820,38331,1954-10-24
Customizable,1,54191,20663,1991-12-20
Versatile,1,24234,74546,2009-11-24
directional,5,53525,72793,1998-11-04
bandwidth-monitored,4,27245,62760,1952-10-15
Versatile,5,17573,97944,2005-04-02
Re-engineered,1,31250,19385,2016-07-18
leverage,1,15113,64448,1989-03-30
Re-engineered,3,96130,33873,2014-05-10
radical,4,50657,67640,2001-01-09
global,1,15000,35954,2016-02-02
projection,4,59090,47459,2002-02-12
installation,5,44882,77419,1997-03-17
structure,5,64082,1262,1966-06-10
Realigned,2,11023,36849,2001-06-23
optimizing,3,76103,90366,1987-02-28
methodical,1,21881,25936,1978-12-07
focus group,2,43348,27157,1989-12-28
composite,5,87275,60485,1988-11-25
Proactive,4,60353,65887,1975-04-23
utilisation,4,91982,81323,1960-03-04
Focused,4,74261,81984,1950-07-30
attitude,3,80600,19136,1955-05-06
intangible,1,33527,38181,1977-08-23
national,5,93129,3163,1982-02-18
methodology,1,69435,32566,1986-11-14
Adaptive,1,20043,21596,1952-06-17
fault-tolerant,2,17173,77888,1958-01-28
data-warehouse,5,47501,38718,1987-09-05
implementation,5,71880,25765,1985-05-03
full-range,5,636,92920,1991-07-29
Triple-buffered,3,55841,1644,2005-05-07
multimedia,5,17008,8939,1992-11-07
protocol,1,14299,49973,1978-06-15
challenge,3,15503,11546,2012-08-11
system-worthy,4,31229,37224,1973-03-05
matrices,5,18399,47791,2004-06-17
access,5,96965,76255,1956-11-26
Configurable,1,57633,36384,1969-06-16
Robust,1,7770,28364,1988-11-01
methodical,4,19920,37841,1987-10-15
Team-oriented,5,91977,1249,2009-12-26
demand-driven,5,48909,72960,1951-09-17
Multi-tiered,5,58559,79296,2011-02-11
adapter,2,46232,31731,1954-05-22
synergy,1,20319,63515,1950-08-09
executive,5,59502,56899,2009-02-20
Automated,4,16764,94811,1970-02-15
interface,3,32389,29398,1989-11-25
mission-critical,4,30437,45369,1999-09-23
migration,3,4275,52245,2011-05-16
Enterprise-wide,5,93595,14133,2003-04-07
static,4,93292,1536,2004-09-02
contingency,5,16566,15310,1950-10-26
disintermediate,1,768,22973,1992-04-27
