comment,rank,Movie_Id,User_Id,Date
matrices,4,72668,28420,1980-06-05
4th generation,1,62610,68208,2013-07-25
zero tolerance,5,97347,66266,2017-02-28
Right-sized,4,84641,55227,1979-05-20
bi-directional,3,42077,60754,2014-07-12
Universal,2,3474,82678,1986-07-26
responsive,5,51707,62734,1991-08-04
executive,5,45287,47443,2000-02-06
next generation,1,40582,30866,1966-08-23
access,5,19359,30624,2003-12-08
Realigned,1,95999,1661,1998-01-24
Extended,4,95725,94111,1997-06-23
paradigm,3,22746,25911,2011-03-25
logistical,2,84184,42402,1951-02-22
real-time,1,23370,6992,1994-11-22
3rd generation,3,40382,64216,1987-08-13
actuating,3,33257,5517,1985-08-22
Centralized,5,98686,27903,1966-08-16
mobile,2,51906,78421,1952-11-07
Public-key,1,75823,87870,2012-12-08
Grass-roots,5,21443,76036,1994-11-01
hierarchy,3,94623,35140,1988-02-04
system engine,4,66989,7427,1956-07-12
multi-state,2,84990,57528,1953-07-08
synergy,4,97179,53800,1957-08-23
access,3,52446,71485,1990-06-10
solution,1,90518,38510,1998-12-18
Visionary,3,86169,21808,1979-06-24
Compatible,1,98249,81554,1982-04-30
infrastructure,4,98232,8261,1989-09-10
solution,4,38630,33229,2014-03-31
Monitored,5,40431,23979,1976-05-13
projection,3,66455,5305,1964-02-18
attitude,2,57171,75090,1956-05-28
non-volatile,3,89616,15145,1972-09-01
strategy,5,78294,25298,1958-01-18
client-driven,4,83778,63260,1970-12-04
value-added,4,24028,52190,1957-07-07
zero defect,3,210,55,1974-12-11
mobile,3,98744,70058,2000-11-27
Synergized,4,88862,24594,1952-12-20
infrastructure,2,87852,66172,1972-07-31
Implemented,5,36687,5080,2005-06-22
modular,1,73235,71,1980-03-07
infrastructure,2,8485,35419,1959-10-10
Versatile,4,64969,45159,2008-09-07
dynamic,2,15468,35555,1986-07-17
matrices,2,68428,94393,2001-05-28
mobile,2,79884,97004,1959-06-20
contextually-based,4,76518,64270,1990-01-16
24 hour,1,85546,86818,1996-08-06
Ergonomic,2,1213,34163,1971-07-25
Open-architected,4,25984,94771,1959-01-07
Streamlined,5,62389,1703,1981-01-19
needs-based,2,81476,3093,1958-02-13
system-worthy,3,58037,12022,1983-10-23
Persevering,1,88691,50433,1987-06-28
optimal,4,34656,54871,2010-07-21
actuating,5,19359,32371,2001-11-13
hierarchy,2,42436,86557,2012-05-22
dedicated,2,83054,43478,2004-12-14
bottom-line,2,1315,52006,1960-07-02
focus group,3,85849,75323,2005-06-18
coherent,3,67728,24713,1966-11-14
archive,4,10705,20201,1958-09-22
Advanced,3,80222,81438,2009-10-03
Multi-layered,4,86588,13412,1960-08-27
Phased,2,55125,63329,2000-09-03
bifurcated,5,49495,95656,1956-12-12
solution,4,40680,51636,1981-05-07
static,2,35924,98158,2012-07-05
upward-trending,5,58874,77899,1995-11-17
object-oriented,5,41831,64323,1963-09-16
Compatible,3,63432,79019,1965-11-10
bifurcated,1,65759,40088,1986-02-06
demand-driven,4,38486,17573,1956-12-01
Down-sized,1,44439,77751,1974-11-30
uniform,5,17610,58530,1963-06-24
client-server,1,64823,81045,1986-05-15
encoding,3,64559,4031,1987-12-16
contingency,4,6871,28189,1977-03-10
static,4,45296,50485,1960-02-05
knowledge base,2,60348,4303,1980-02-09
website,5,57861,14518,1957-03-29
logistical,1,6571,71311,1980-12-15
architecture,2,39334,55019,1983-03-31
Reactive,2,62959,96917,1971-10-01
protocol,3,23442,74646,1962-08-26
migration,4,97683,68324,2014-08-27
encoding,4,28578,32095,1959-01-15
contextually-based,4,64994,32134,1984-10-22
Devolved,4,42736,15207,1963-09-21
Organic,3,90911,98748,2006-01-15
Total,4,70950,76856,1986-09-28
circuit,4,41793,45520,1993-10-06
instruction set,1,42565,79256,1951-09-06
uniform,5,55334,36684,1995-12-27
Focused,2,78128,5578,2011-08-01
Enterprise-wide,4,73778,60818,1983-01-27
Customer-focused,2,35585,19830,1959-11-29
clear-thinking,4,83726,34761,1980-04-18
Monitored,1,78799,84625,1967-01-06
standardization,5,77532,41951,1980-06-02
Decentralized,1,54460,54063,1983-02-12
4th generation,3,83876,14661,2016-05-29
eco-centric,2,38487,89719,1969-01-15
product,5,70081,31997,1950-10-24
support,2,68208,23802,1973-08-05
Re-contextualized,2,70311,25737,1970-06-24
model,5,9560,15005,1986-10-10
approach,2,36497,84253,2011-10-21
toolset,5,24499,70040,2008-10-31
national,3,66101,43346,2008-02-16
framework,5,52931,58766,1997-04-09
budgetary management,1,91197,16060,2016-02-22
software,5,70050,53074,1967-07-31
4th generation,4,77983,39736,1987-09-16
orchestration,1,23440,90738,1974-03-13
framework,5,40959,54972,1998-07-08
national,3,46847,32427,1959-04-14
ability,1,1028,50193,1964-04-17
complexity,2,37700,9103,1973-12-14
Multi-lateral,3,78918,18821,2003-01-21
Organic,1,31041,80278,2012-12-08
collaboration,5,62405,46359,1990-07-04
Configurable,5,24484,1939,1994-06-16
Down-sized,3,45607,74457,2012-02-01
concept,5,48293,54081,1966-03-02
grid-enabled,4,69760,51175,2012-07-08
Progressive,1,34476,58232,1969-10-20
algorithm,4,94796,48406,2004-08-11
methodical,1,13770,80496,1990-01-10
Organized,5,54363,9916,2012-07-16
coherent,2,95641,98509,1963-10-14
solution-oriented,4,9434,72054,1979-01-24
methodical,3,86850,45747,1996-01-25
Extended,1,41214,3299,1977-07-07
algorithm,1,70931,22202,1957-12-25
portal,4,39202,97495,1992-02-12
open architecture,4,83321,4641,1994-08-15
Optimized,5,97990,6576,2005-05-02
approach,1,93073,36523,1991-11-04
Synergistic,1,1763,30016,1976-01-14
utilisation,5,60940,82450,2002-02-11
client-driven,5,41648,78520,1972-08-31
installation,2,48017,21621,2013-07-20
neural-net,1,35863,13351,1995-04-07
matrix,4,33510,19857,2013-02-09
Fully-configurable,4,7489,53837,1958-05-08
Assimilated,2,93108,90340,1992-09-10
bifurcated,5,66159,51240,1981-01-14
standardization,2,84265,41647,2004-02-06
heuristic,5,78539,49304,2006-11-27
Multi-tiered,2,24618,4391,1959-12-08
frame,4,5439,5221,1969-04-02
regional,1,68031,21694,1967-11-25
adapter,4,84475,39452,1968-12-16
Implemented,4,92444,29318,1953-02-24
intermediate,2,51959,14265,2001-08-25
bandwidth-monitored,3,70276,42871,1966-04-09
hardware,3,7283,59969,1996-06-30
Assimilated,3,16830,14154,1950-06-29
alliance,1,78417,73015,2001-04-09
Streamlined,1,27857,33990,1964-11-14
data-warehouse,4,50975,51739,1962-05-16
cohesive,1,4420,25837,1978-11-18
Monitored,3,4394,20810,1953-05-20
forecast,4,50292,5587,1957-01-14
user-facing,1,64193,4078,2007-04-27
background,3,78384,56087,1965-01-19
bifurcated,4,26244,79521,1970-08-15
Seamless,4,20860,34912,1952-11-23
data-warehouse,5,66720,25634,1964-08-03
moderator,1,53952,98585,1986-01-05
function,5,63938,19233,1983-01-29
incremental,1,90568,65301,2009-12-03
Advanced,3,66088,71704,1971-07-12
Function-based,4,23144,89810,1971-10-07
definition,2,70232,77031,1999-02-05
Intuitive,2,86249,14059,1996-03-20
Integrated,1,54643,33872,1957-04-22
Up-sized,1,9212,53104,1964-12-20
Down-sized,2,19248,13823,1995-02-10
open system,2,45734,16945,1953-06-12
middleware,5,68791,51727,1985-07-29
adapter,4,6540,9611,1975-02-20
Sharable,1,39636,39524,1976-11-25
Right-sized,4,34053,26939,1963-08-04
attitude,3,68063,33043,1981-06-15
systematic,5,53529,63402,1955-03-01
national,3,5762,69807,1955-11-12
dedicated,1,12868,23548,2007-10-27
optimizing,2,94700,87594,1952-12-14
Streamlined,2,35957,40038,1997-12-04
internet solution,4,18518,73136,1981-10-31
6th generation,1,10603,97320,1991-12-25
adapter,5,63171,32058,2013-02-11
mission-critical,3,6687,71565,1952-08-14
model,3,51014,40373,2007-02-22
next generation,1,70562,41575,2014-01-17
multi-tasking,3,84341,41524,2008-06-07
Adaptive,2,25747,54199,1996-02-18
interactive,1,27094,47776,2013-03-20
User-centric,4,92372,86857,1991-07-23
object-oriented,2,56788,1236,1980-06-01
framework,1,42621,32397,1996-09-28
systematic,3,26666,49441,1984-03-12
Extended,5,4436,66917,1999-06-09
Ergonomic,1,96798,34146,2013-10-28
task-force,4,9646,71086,1959-03-17
service-desk,4,88502,55657,2006-01-26
client-driven,1,61123,68493,1966-01-17
Innovative,1,11066,78420,1976-01-26
application,5,56065,18929,1967-06-01
Diverse,3,36505,31605,1964-04-11
analyzer,4,6358,81274,1968-10-22
website,1,60084,50113,1998-12-13
approach,5,88289,77988,2000-06-18
responsive,1,49577,67279,1978-02-10
Object-based,2,25512,79210,1965-01-10
time-frame,2,18993,60747,1960-01-19
solution,2,25682,32288,1999-11-03
Object-based,4,4618,42010,1981-02-07
Integrated,1,98018,16946,2004-06-16
foreground,2,63031,76488,1956-12-06
focus group,2,70256,29007,1953-03-04
attitude-oriented,2,34119,47228,1989-11-07
Virtual,1,2434,82324,1957-01-09
instruction set,4,28862,20905,1991-03-08
background,5,34924,76022,1971-02-07
Operative,1,82017,5662,1956-04-20
zero tolerance,3,82833,92510,1981-09-23
Persevering,4,9534,94540,1967-04-15
protocol,1,33205,43464,1969-05-14
Public-key,1,250,25935,1984-01-14
Function-based,1,14378,41547,2004-09-28
Vision-oriented,3,98676,17740,2012-07-26
Inverse,3,58673,57382,1952-12-05
national,4,48354,94349,1981-08-13
optimal,5,32705,67150,1973-08-18
solution-oriented,2,86376,4872,1978-09-22
model,5,86710,47573,1967-06-29
user-facing,3,34326,53134,1960-09-12
contextually-based,5,40845,7723,1998-02-12
Optional,1,91480,48715,1979-04-24
Multi-lateral,2,25324,36829,1998-09-13
function,2,74884,21980,1991-01-25
upward-trending,3,49459,87529,1952-08-24
service-desk,3,384,24561,1965-06-17
background,1,27535,54274,1992-06-03
full-range,5,98803,65450,1990-06-10
Multi-lateral,2,88973,43050,2003-10-05
Optimized,5,58883,27181,2014-02-11
time-frame,3,3342,85676,2011-12-18
Vision-oriented,4,58540,91713,1951-10-14
Public-key,3,41995,47701,1974-11-07
open architecture,5,46034,3306,1995-07-24
multi-tasking,1,3121,61114,1952-12-05
3rd generation,2,66015,79887,2014-10-02
non-volatile,1,75537,22994,1988-03-12
Business-focused,2,79991,34133,1984-06-10
Adaptive,4,1961,45903,1962-12-07
Networked,1,95741,39761,1977-02-04
asymmetric,3,41128,88132,1961-06-07
empowering,5,58810,11707,1971-05-16
firmware,4,54858,40175,1974-11-03
archive,3,53930,18631,1978-01-25
strategy,4,92597,51238,1967-10-04
Fully-configurable,5,76376,60143,1973-02-04
impactful,4,9888,25919,2011-12-11
Object-based,2,84106,49838,1978-08-17
value-added,5,3757,88763,2010-01-12
Profit-focused,2,50358,6680,1984-04-04
secured line,4,39479,91582,1980-06-15
Customer-focused,3,44391,19604,1960-09-27
content-based,3,17251,86317,1965-07-24
Persistent,3,63747,1588,1994-02-20
success,5,45203,65541,1995-03-11
composite,4,87520,55945,1979-09-26
access,2,35410,47786,1955-03-09
Polarised,3,96118,44966,1995-06-28
paradigm,4,89782,48222,1951-04-23
core,5,18273,26570,1992-05-29
incremental,2,65838,15819,1983-11-20
multimedia,4,82234,64831,2009-09-26
asymmetric,2,62901,90582,2006-11-26
moderator,2,95229,72254,2005-08-20
User-centric,4,43143,85845,2001-06-09
Centralized,1,38824,40988,1974-04-14
multi-state,4,71249,15647,2016-06-05
throughput,1,39930,79385,1950-05-26
standardization,3,11426,73798,1970-01-31
Automated,4,57549,3130,1985-07-27
exuding,2,15184,61093,1965-03-23
Devolved,3,24212,2312,1972-10-12
mobile,4,48495,73040,1980-11-08
infrastructure,4,7765,85558,2006-11-15
Innovative,1,65393,30798,1965-07-15
implementation,5,28968,5824,2003-01-20
product,1,19638,85484,1995-07-01
incremental,4,28450,49330,2011-10-28
heuristic,3,27599,71613,1969-01-22
structure,1,55100,22702,2017-01-04
support,5,33410,59920,1951-06-25
stable,1,36615,1363,1995-07-13
systematic,1,76559,7493,1960-07-25
model,3,56267,31941,2017-01-27
Triple-buffered,2,82208,95756,1990-02-03
Persevering,4,50885,88986,1953-11-27
capability,3,88985,60907,2011-10-21
interactive,4,54175,64453,1964-07-13
bottom-line,1,60367,48865,2013-01-25
workforce,5,72721,21722,1960-05-20
Progressive,3,775,70818,1989-09-25
value-added,4,48962,56897,1994-12-23
multi-state,3,7210,46962,1984-03-22
project,3,26365,63345,1952-03-11
workforce,4,90147,55867,2012-09-21
core,4,95848,77123,1981-04-16
leading edge,4,58633,568,2015-04-08
Organized,3,79644,97901,1982-11-07
User-friendly,5,22529,47498,1979-06-29
attitude-oriented,2,32827,41136,1998-03-31
standardization,1,24376,5159,1982-02-07
Triple-buffered,3,19096,57944,2010-07-23
collaboration,2,65437,18175,1951-02-02
productivity,4,74677,78020,1991-07-08
solution,3,3160,68776,1969-01-12
benchmark,4,45091,18194,2006-09-06
model,2,64401,28021,2016-01-30
methodical,4,93201,18695,2011-06-05
neutral,4,62661,68064,1978-07-25
Switchable,2,97453,54071,1970-05-01
functionalities,4,77986,30325,1957-01-06
Sharable,5,44560,57631,1999-10-04
infrastructure,2,82432,2794,1956-07-31
reciprocal,4,28103,74696,2002-08-24
static,3,85988,75798,1978-11-17
Fully-configurable,2,60155,19131,1997-09-19
Self-enabling,3,96680,68874,1956-04-29
global,3,3647,1563,1988-08-19
extranet,2,41319,9340,1981-11-22
service-desk,2,35992,10732,1995-03-12
Devolved,4,30695,29214,2016-08-14
infrastructure,5,10169,70433,2000-03-13
contingency,2,50877,5634,2009-11-23
client-driven,3,16513,4144,1994-02-10
neutral,3,73190,60807,1980-06-08
methodical,3,29739,78663,2009-07-27
success,1,18417,48505,1965-05-17
circuit,5,34840,53356,1977-04-09
superstructure,5,27309,79052,2002-11-28
Polarised,5,32341,54080,1982-10-29
Reverse-engineered,2,7042,66486,1973-08-15
Assimilated,4,85163,32415,1970-09-12
Realigned,5,26252,87121,2017-02-10
Pre-emptive,5,13934,18159,1985-12-06
uniform,2,36936,83457,1986-03-31
hub,4,48131,32155,1955-02-16
portal,1,7700,19288,1988-10-16
analyzer,4,57431,62615,1961-11-23
Diverse,5,63368,72642,1990-05-05
Exclusive,2,58019,13527,1993-04-21
intangible,4,13128,79628,1977-03-02
bandwidth-monitored,4,51913,84412,2002-11-06
archive,4,98884,59728,1950-11-21
encoding,1,39712,28894,1983-04-11
multi-state,4,72894,10576,2015-09-10
knowledge base,3,5451,69898,1997-07-08
Versatile,4,38049,14104,1986-12-13
Switchable,3,10159,72555,1997-06-09
zero defect,1,47240,52109,1967-09-18
fault-tolerant,5,62508,20257,1956-09-13
moratorium,4,76933,17854,1958-08-31
function,1,6404,78900,1968-08-09
Cross-platform,5,67066,9316,1975-05-24
Public-key,2,18992,4159,1981-11-07
asynchronous,4,15808,31961,1998-02-06
Optimized,1,8638,38443,2014-03-14
incremental,2,53439,93931,1970-06-16
architecture,4,6511,63508,1993-12-09
context-sensitive,4,32738,42375,1992-07-10
impactful,5,71015,33894,1993-01-24
Distributed,1,33529,46645,1960-09-21
User-friendly,1,67978,73668,2016-12-23
Inverse,1,56206,23981,1957-11-09
implementation,5,39568,6401,1953-08-31
object-oriented,2,91017,81398,2001-11-01
Streamlined,4,5644,83110,1968-03-27
product,4,15328,57847,1960-08-30
monitoring,2,37855,52483,1993-11-26
implementation,5,8770,71260,1959-09-21
Secured,2,38687,69098,1967-04-04
value-added,1,40051,72767,1987-03-21
Multi-layered,4,32383,65282,2007-10-04
intranet,2,52213,22940,2011-10-04
Cross-platform,1,28346,9606,1965-06-19
Proactive,5,63849,89067,1982-10-16
Managed,4,68797,33503,1963-05-10
fresh-thinking,1,68747,42001,1988-02-18
stable,5,79999,11528,1963-05-28
framework,4,84034,42306,1963-07-27
Business-focused,4,42609,60010,2013-01-04
protocol,2,68552,90898,1984-11-06
Object-based,3,70351,6672,1951-03-28
Multi-layered,5,63390,71180,1961-06-22
hub,4,11720,40923,2012-11-10
homogeneous,3,71362,41243,1989-08-08
standardization,2,6459,66736,1952-08-29
Cross-platform,2,17248,9015,1994-09-23
portal,1,7709,96139,1966-10-22
executive,3,22238,43544,1971-11-19
alliance,4,43433,79742,1965-12-26
installation,2,13171,43655,2002-11-04
encompassing,3,30988,19224,1980-05-27
Synergized,2,94693,14630,2006-12-01
Switchable,3,98598,10888,2015-12-03
Realigned,1,10974,48114,1972-09-02
Enterprise-wide,1,12338,45653,1958-08-23
Switchable,2,66653,70366,1960-11-28
analyzer,3,6612,57574,1966-03-15
local area network,4,94578,15368,1956-06-17
Digitized,1,86049,44739,1976-01-16
algorithm,5,16890,77404,1985-06-12
superstructure,4,89372,91186,2015-04-05
scalable,5,73509,48839,1960-10-17
empowering,2,4490,71079,2014-09-14
contingency,1,88613,40161,1961-08-16
Polarised,3,81669,82760,1954-10-22
alliance,1,82861,34922,1960-04-01
methodical,1,61817,69656,2005-03-02
Optional,2,13721,20528,1957-10-09
conglomeration,3,13019,84329,1980-11-07
asynchronous,3,25174,44439,1964-11-26
synergy,5,66616,56755,2011-10-27
incremental,5,30590,13230,1959-05-31
Intuitive,5,19831,8239,1954-04-21
Secured,4,32618,83540,1981-01-20
paradigm,4,49818,29831,2008-04-22
approach,3,78947,3947,1960-12-18
moderator,1,13540,42790,1968-08-01
benchmark,3,30516,41907,1983-11-25
dynamic,4,74922,69989,1999-02-21
Virtual,4,59443,90895,2014-10-18
Robust,1,20050,60615,1998-05-17
Total,1,91631,20505,2015-12-05
secured line,2,98956,4681,1972-03-20
capability,1,26367,23577,1965-08-04
collaboration,3,62984,17140,1990-10-16
capacity,4,34017,32675,1967-11-19
5th generation,5,19602,31926,1953-12-23
Extended,3,96169,93736,1951-12-03
methodical,3,48617,13969,2003-08-17
needs-based,3,97693,17585,1981-12-14
Mandatory,1,86365,42553,2005-07-18
real-time,1,25822,64084,1988-01-01
access,2,31830,2818,1951-07-12
Visionary,4,25563,4578,1956-07-13
mission-critical,4,60039,43112,1990-09-19
archive,4,1776,60108,2016-07-02
firmware,4,93049,54885,1964-02-18
model,4,11008,63698,1990-03-17
human-resource,3,93332,27232,1991-09-28
Ergonomic,2,21026,52682,1976-04-21
impactful,3,3083,70149,1998-06-04
24/7,2,38146,20770,1954-10-09
full-range,1,60950,69977,1960-02-18
fault-tolerant,3,8101,36771,1950-05-09
systematic,1,8227,38413,1962-07-29
disintermediate,5,48690,78891,1974-06-11
leverage,2,73244,8448,1958-07-24
Sharable,2,3802,83095,1994-06-02
cohesive,1,60354,78647,1981-10-29
Multi-tiered,3,73381,83001,1950-06-09
moratorium,1,95386,78627,1975-11-18
core,1,64900,20198,1955-09-09
local,3,30795,93523,1961-07-26
initiative,1,63648,96040,2009-08-17
multi-tasking,5,5074,74630,2008-07-23
solution-oriented,2,7283,77754,1968-04-01
software,4,36463,57745,1968-12-09
mobile,4,76434,97360,1964-06-01
upward-trending,1,31890,75151,1977-10-08
Upgradable,4,14086,16806,1984-12-31
multi-tasking,3,46863,87947,1968-04-24
methodology,3,24850,43411,1956-01-01
database,2,19625,93485,1990-09-09
Secured,1,84082,75460,1975-04-24
optimal,5,35228,28783,1984-11-07
Team-oriented,2,33418,49538,1991-08-26
challenge,4,95866,91219,2002-03-18
asynchronous,2,83973,66480,2002-10-05
responsive,4,56744,88925,1991-10-20
workforce,1,38756,36108,1999-12-22
Synergistic,2,92962,14086,1952-01-31
homogeneous,1,12842,65608,1963-07-09
directional,2,77935,30065,1992-02-01
functionalities,3,65876,40258,1996-09-02
Function-based,1,34351,22831,1968-11-21
heuristic,1,10022,55914,2012-03-07
dynamic,2,76389,18395,2005-07-15
Right-sized,2,87578,58231,1976-04-17
standardization,2,18317,46590,1994-04-25
hierarchy,2,24682,36886,1996-02-13
archive,3,95550,14056,1968-09-04
Versatile,2,68688,25461,1957-05-31
24/7,1,41825,24670,1991-02-16
Optimized,2,37056,7858,1954-09-27
Digitized,2,9645,66112,2016-05-20
Upgradable,3,22456,94307,1998-02-01
demand-driven,4,77645,79840,1962-10-09
success,2,13387,26307,1984-08-22
Secured,5,73477,35982,2007-09-28
migration,2,48917,78911,1995-04-19
Exclusive,1,5321,61965,1951-02-21
superstructure,5,52383,51283,1954-09-27
Streamlined,1,54502,50919,1988-02-01
Profit-focused,4,28912,97765,1989-11-22
Seamless,3,4155,71445,1986-02-09
Monitored,4,6562,67108,1954-11-21
Front-line,4,49588,8625,1955-05-04
Re-engineered,4,49080,27365,1998-04-09
ability,1,64885,79930,1978-12-06
discrete,4,30089,96128,1983-06-19
Profound,4,13919,76533,1968-05-19
modular,3,28190,55543,2004-01-09
actuating,3,72129,19195,1953-04-28
24/7,3,42761,11785,1991-11-20
Graphic Interface,5,67106,4807,2016-08-19
conglomeration,2,76316,73057,1972-01-04
Digitized,1,30285,69902,1953-01-04
adapter,2,15041,23889,2014-09-16
Universal,2,74536,72107,1995-10-25
firmware,4,11678,11602,1953-08-20
software,5,19061,24243,1975-03-14
mission-critical,4,71058,45172,2009-01-21
Total,2,35359,42661,2007-01-16
high-level,1,51879,3189,1996-09-04
bifurcated,4,458,29676,1970-10-27
Down-sized,5,12306,2612,1999-02-24
Automated,2,56144,64789,1959-01-24
radical,4,4378,70402,1989-02-28
moratorium,4,58624,31528,1981-07-23
architecture,5,94192,27539,1953-09-10
Vision-oriented,2,59268,31086,2001-10-07
methodical,3,77970,56919,1958-06-08
eco-centric,3,14489,66542,2008-06-10
Down-sized,2,61234,3641,1974-07-25
Realigned,2,7558,2972,1995-10-09
data-warehouse,5,53142,35684,2014-04-02
Configurable,4,92627,37506,1980-11-22
task-force,2,72898,82284,1998-11-10
exuding,5,40851,61004,1981-08-04
budgetary management,1,6728,16383,2016-01-02
Persevering,1,44748,77188,1955-05-17
impactful,2,69116,43082,2000-09-12
national,3,84760,58751,1991-02-13
Ameliorated,1,6322,20697,1961-02-07
firmware,1,4692,94338,2010-01-15
bi-directional,2,8662,13578,1983-11-14
Phased,5,7850,28279,1989-06-03
Vision-oriented,4,74089,82186,2007-12-28
intangible,5,58689,64439,1980-11-12
optimal,3,9594,44942,1978-12-01
multi-tasking,4,42090,60771,1995-09-28
24/7,4,66480,79031,1959-11-13
