comment,rank,Movie_Id,User_Id,Date
Vision-oriented,5,75360,48001,2014-10-11
Organic,1,10009,19014,1957-08-19
needs-based,1,9929,50873,1964-07-06
forecast,3,87509,63258,1951-01-26
Open-source,4,56152,26854,1982-11-05
Diverse,5,17482,27875,1969-12-29
open system,5,96215,55566,1997-02-13
open system,5,9088,69239,1956-09-16
Enhanced,5,14811,78030,1980-06-09
intranet,5,4459,22343,2004-04-29
info-mediaries,3,25868,13411,1997-01-21
attitude,3,33935,64970,1950-10-13
data-warehouse,5,66550,20983,1970-05-16
tangible,4,26512,744,1977-07-10
utilisation,3,56239,61015,1986-08-02
Front-line,3,48528,5235,1984-04-14
hub,1,65687,51702,2004-05-03
utilisation,5,15235,62500,1954-01-31
Intuitive,4,26068,77414,2015-04-07
Decentralized,2,1461,39551,2001-10-23
Progressive,4,80466,62792,1996-02-08
Inverse,5,46329,17057,2015-01-24
contextually-based,2,73798,95013,1976-02-10
Polarised,2,85870,89356,1977-09-12
systemic,2,756,75247,1969-03-12
hierarchy,1,10103,40316,1980-02-20
web-enabled,4,24215,42559,1980-07-15
impactful,2,19340,36538,1968-03-07
collaboration,4,38742,45784,2010-02-20
Proactive,5,12382,78508,1956-01-15
data-warehouse,2,66947,65168,1950-08-24
Grass-roots,2,35638,45665,2009-09-30
Multi-layered,3,68691,1903,1950-12-04
architecture,5,40808,59245,1976-01-01
Inverse,4,29809,71515,1977-04-23
Polarised,3,57842,98931,2000-09-21
methodical,3,14856,11108,1990-04-05
real-time,4,72670,2803,1993-09-01
Programmable,5,35282,12472,1951-06-11
high-level,3,72221,12209,2013-10-30
Balanced,4,32762,49619,1962-03-19
utilisation,3,56086,18768,1957-03-13
actuating,1,71685,64268,1973-09-25
Enterprise-wide,2,50690,38251,1968-10-10
leverage,1,52993,55691,1986-11-01
foreground,5,77068,17952,2009-03-11
methodology,1,35248,81801,1955-05-11
national,2,49475,85758,1954-11-01
Function-based,1,56185,39065,1984-12-20
24/7,5,98388,21776,2014-07-11
Streamlined,1,47398,56071,1991-03-26
Function-based,4,75050,41750,1958-10-02
implementation,3,64002,19590,1975-04-06
knowledge user,5,9960,66027,2004-07-24
transitional,2,11992,34671,1969-02-03
Extended,4,66173,19567,1956-10-14
open architecture,4,90641,5899,1982-08-20
modular,3,87385,33137,1994-10-11
functionalities,4,54499,47729,1957-04-07
Virtual,5,46824,21751,2010-02-11
hub,3,56785,87336,2013-11-05
Switchable,3,84153,55369,1971-11-15
Face to face,4,3567,43727,2007-04-01
grid-enabled,4,2947,65330,1998-04-26
Ameliorated,2,1230,49893,1985-10-18
Phased,2,71638,44660,2008-09-09
Secured,2,59953,45772,1965-08-23
Intuitive,3,44056,17422,1974-05-03
explicit,2,63392,55368,1984-01-27
secured line,5,65215,61689,2016-01-12
info-mediaries,5,92003,47046,1969-02-21
reciprocal,4,36642,33779,1961-11-16
Integrated,2,42651,77731,1991-12-03
Sharable,3,38040,5438,1951-05-12
Proactive,4,66138,93274,2013-05-26
artificial intelligence,2,95032,1635,1981-07-03
Organized,2,6764,6357,1962-03-30
object-oriented,3,33389,71222,1982-07-16
modular,1,17286,51830,2009-03-01
synergy,2,2990,87320,2007-11-14
capability,3,31133,72030,2013-09-20
Monitored,2,45062,67221,1972-02-27
portal,2,78547,47440,2013-09-26
conglomeration,5,13531,88989,1952-12-26
interface,1,7076,23154,1981-10-16
Distributed,5,37098,37517,2002-07-04
actuating,3,8771,66198,2016-07-22
Multi-lateral,4,69062,28498,1973-07-25
executive,4,65876,79265,1978-01-28
Advanced,4,64449,66355,2003-01-29
De-engineered,3,95996,39500,1958-05-24
regional,3,90207,62957,1952-04-06
Centralized,5,33039,17870,2016-05-11
groupware,2,68541,28227,2009-04-24
Profound,3,2935,23570,1955-08-11
24 hour,2,20780,40241,2014-04-06
upward-trending,2,40216,49364,1994-10-21
coherent,3,58319,44012,1968-06-14
knowledge base,3,37187,53933,1977-12-05
systematic,3,37596,48571,1960-08-14
challenge,2,88465,97068,1989-03-04
archive,3,38247,44633,1978-02-07
Integrated,4,91035,8338,1988-10-23
Fully-configurable,3,68500,68910,1962-05-02
reciprocal,3,15987,63560,2013-08-27
national,4,3687,53726,2013-09-10
Cloned,1,79289,9616,1996-03-24
Organized,4,31574,75162,1977-06-19
Managed,5,87486,96008,1968-04-11
Realigned,1,14124,10694,2000-05-04
framework,4,37238,68682,1993-11-23
budgetary management,1,97177,85447,2007-08-06
mobile,2,2748,23150,1989-10-25
5th generation,5,53278,6549,1978-01-19
core,4,76779,44156,1981-10-10
executive,1,46678,52795,1987-05-03
leverage,1,81664,30459,1982-08-06
capacity,5,93200,55787,1992-05-13
software,2,37509,41465,1961-07-26
methodology,2,15332,41746,1982-01-20
Open-source,1,75532,60743,1985-04-26
web-enabled,2,3079,40638,2013-06-11
extranet,4,78416,66667,1970-01-25
Cross-group,1,24445,81975,1986-08-12
asynchronous,2,25093,8031,1971-08-21
Fundamental,1,42441,87216,2001-10-23
conglomeration,3,6516,79795,2012-02-09
encoding,2,63516,17973,2016-10-09
asymmetric,4,87725,52852,1955-05-21
Secured,5,80277,42659,1971-11-16
Re-contextualized,2,60607,4562,1955-04-21
Organic,3,78081,23653,1952-12-01
capacity,3,43162,47631,2000-10-25
Open-source,1,98163,33635,1974-08-18
Enterprise-wide,4,40527,50516,1978-04-24
projection,5,68380,49410,1977-10-03
needs-based,5,42978,77223,1971-04-03
static,3,74302,4837,1984-09-26
Configurable,2,32940,78190,1959-07-24
bi-directional,3,87396,74561,1991-11-21
Exclusive,2,82217,34241,1997-12-07
array,5,85003,40307,1998-10-13
database,3,35320,60811,1973-01-07
superstructure,3,66099,84939,2004-07-27
Synchronised,1,24196,28771,1981-11-16
national,1,15827,32990,1956-11-19
Front-line,5,92160,43201,1991-03-01
Switchable,1,62608,28961,1994-02-24
intangible,4,29791,7078,1988-07-09
leverage,3,78105,71439,1998-04-27
Re-engineered,5,36143,17604,1969-07-01
Reverse-engineered,4,60684,89403,1964-07-13
object-oriented,3,33239,80297,2004-10-06
database,4,67749,56966,1996-05-30
bottom-line,1,38829,1473,1968-07-18
flexibility,4,60450,2385,1962-07-20
Devolved,3,90217,86687,2006-07-28
Devolved,5,40866,11826,1999-04-07
product,4,38716,47641,1979-09-23
Reduced,3,27729,61222,1993-04-25
middleware,3,45837,13295,1969-03-09
installation,5,75598,44214,1992-11-30
needs-based,2,18468,82576,1996-11-30
holistic,3,48273,10561,2001-12-22
interface,5,27587,1831,1999-03-13
Switchable,2,3533,1858,1989-01-15
Open-architected,2,15662,58997,2013-06-11
extranet,3,32691,57921,1970-05-22
software,3,36564,1115,2014-01-11
matrices,4,52628,79516,1951-03-31
static,5,27536,80705,1994-12-10
heuristic,1,41789,2617,1982-04-18
logistical,3,71476,90261,2001-06-30
application,5,20468,98522,2015-12-05
Quality-focused,1,77430,18668,1980-12-17
challenge,3,97256,37080,1989-08-06
help-desk,1,94195,33147,2001-08-09
encompassing,1,58024,41653,2007-05-24
Visionary,1,47194,6328,1983-10-09
hardware,2,51459,28705,1957-01-06
process improvement,2,19362,85698,2002-02-16
Configurable,3,18994,21513,2012-12-31
Adaptive,3,65964,47674,1959-09-02
4th generation,4,69658,28529,1976-03-27
Cross-platform,1,84283,76795,1978-07-11
Implemented,3,30974,51678,1958-02-25
interface,2,10260,41431,1968-09-26
solution,5,65232,87923,1991-07-12
knowledge base,1,56424,67759,1960-09-06
pricing structure,5,85969,74253,2016-09-06
Operative,3,46174,63584,1986-01-23
installation,1,18316,43595,1994-09-05
high-level,2,23790,29322,1970-04-10
Pre-emptive,4,35815,75864,1964-01-06
internet solution,4,38995,88500,2011-03-04
secondary,3,64637,69469,2000-08-23
maximized,4,34240,51293,1981-07-19
system-worthy,3,89681,70488,1996-08-14
Multi-channelled,1,13661,91392,2013-10-02
user-facing,3,12898,41864,2011-02-03
intranet,1,36154,24897,1997-05-10
Public-key,3,11375,57591,1979-10-18
migration,5,7324,40352,1989-08-27
asymmetric,2,47826,65839,2002-09-19
Virtual,4,80136,48747,2010-10-08
attitude-oriented,3,45825,10215,1994-01-16
intranet,5,3452,15773,1962-12-28
moratorium,2,96310,69632,1990-03-31
Configurable,2,55603,89628,2007-01-27
Mandatory,5,87326,33597,1964-12-23
productivity,5,43919,82421,1991-07-27
stable,5,41347,91393,1995-06-30
Cross-platform,3,9392,73100,1989-09-27
Synergistic,4,98086,96950,2016-08-23
Multi-lateral,3,12983,66125,1956-06-07
well-modulated,2,62618,22443,1977-07-09
actuating,1,75312,21154,1987-09-30
demand-driven,4,28660,73395,2010-10-08
mission-critical,2,89197,48314,2010-03-30
tangible,5,72722,71270,1968-07-09
Optional,4,89114,48803,1977-01-09
benchmark,2,82439,88531,1970-04-11
emulation,2,85385,85414,2013-12-19
bifurcated,2,22471,94911,2012-09-30
Open-source,3,17509,96277,1961-03-05
Secured,4,55375,1033,1967-09-08
initiative,5,28211,84821,1966-04-07
function,2,7071,29145,2014-03-23
bifurcated,5,95852,20052,2005-12-02
uniform,3,65285,50633,2014-03-13
Multi-lateral,4,45752,72404,1967-01-03
Self-enabling,5,55840,11118,2014-12-14
next generation,4,24142,52008,1966-06-24
monitoring,1,61511,76644,1965-12-17
Business-focused,5,54962,31486,2009-07-14
zero administration,1,35516,26799,1954-12-22
challenge,4,53838,79714,1995-01-24
contingency,4,36451,17855,1956-02-13
adapter,4,85592,58040,1977-03-18
Proactive,1,97384,67135,2006-07-10
attitude-oriented,3,79329,45969,1990-03-24
synergy,4,522,1082,2005-08-06
client-server,1,21663,37906,1975-02-24
Function-based,5,76409,3249,2010-07-06
capability,5,73131,85359,1975-02-09
utilisation,3,83176,31694,1973-08-09
Multi-channelled,1,78052,86227,1956-05-03
contingency,2,46228,64509,1996-05-29
regional,2,94868,71897,1984-05-16
moderator,2,71616,5887,1978-02-24
Virtual,4,87998,14437,1951-09-24
Digitized,4,23794,12438,1971-02-05
leading edge,4,11239,43418,1959-04-26
systematic,1,47292,17351,2014-08-09
Virtual,2,43023,41730,1971-03-20
extranet,2,35882,97436,2008-11-26
success,2,82996,34016,1963-06-10
multi-state,1,3652,62633,2006-10-17
interactive,2,49876,17051,1971-03-29
systematic,5,2069,28924,2005-03-26
Fundamental,4,36644,8382,1951-12-14
actuating,1,54153,12809,1985-10-13
modular,1,3267,40621,1971-04-29
Fundamental,3,43659,10107,1973-04-26
Pre-emptive,4,62612,63378,1965-05-09
paradigm,1,30318,41962,1998-11-15
frame,5,3502,21330,1968-12-15
Front-line,1,79411,95935,1997-03-07
Organic,2,14244,89740,1982-08-10
incremental,1,1351,76268,1963-12-02
client-server,3,22294,89538,2010-12-18
Monitored,2,61572,31179,1957-04-21
firmware,5,28574,92965,1972-07-03
Phased,4,58241,10980,1977-03-02
Self-enabling,1,77231,3012,2012-06-30
pricing structure,4,84214,11098,1994-06-27
attitude-oriented,4,78461,96645,1950-07-27
