comment,rank,Movie_Id,User_Id,Date
user-facing,1,45503,57612,1954-06-12
Enhanced,2,95383,20447,1958-02-04
Universal,5,38239,64780,1980-11-23
pricing structure,2,2534,35664,2006-08-12
user-facing,1,19124,88212,2004-01-14
Proactive,4,33913,57447,1972-03-04
workforce,2,71292,81672,1967-05-18
discrete,5,41765,247,1951-02-10
portal,4,4381,94452,1978-01-24
flexibility,4,41596,62586,1999-07-28
asynchronous,2,19874,83452,2000-06-17
Business-focused,2,14227,71810,1989-09-20
Adaptive,5,19529,47505,2011-05-24
Implemented,5,51335,53630,2010-02-08
high-level,2,63469,85728,2002-04-14
Team-oriented,3,37175,31285,1968-01-01
Networked,1,32248,40828,2003-07-31
definition,5,11994,13911,2002-06-10
Customizable,2,6674,62976,1959-12-14
optimizing,4,94218,10736,2000-03-28
Versatile,1,55293,9575,1990-02-08
Public-key,4,35521,91245,2006-12-24
3rd generation,2,24812,49518,1973-10-11
Enhanced,5,79966,64535,1993-12-09
Seamless,2,72885,17873,1999-03-16
Visionary,5,49095,35787,2004-08-04
Pre-emptive,3,52858,47011,1956-03-01
uniform,2,37106,10754,1965-09-13
framework,1,20354,19963,2006-03-07
foreground,5,91390,5275,1972-07-18
Programmable,4,91431,20302,2005-12-20
Business-focused,3,10129,15958,1993-05-04
Re-contextualized,5,58544,4183,1997-11-05
algorithm,2,34194,74575,1998-11-09
knowledge base,2,60114,96192,1979-06-21
asynchronous,2,87514,16241,2013-06-01
Ergonomic,4,28987,87385,1952-08-07
De-engineered,4,77625,38430,1969-10-09
high-level,3,16159,33319,1987-06-17
6th generation,3,3186,9554,1997-09-30
Reactive,3,90760,54041,1981-03-12
Switchable,5,29809,84030,1991-03-13
infrastructure,1,6343,30281,1954-06-08
customer loyalty,5,66511,6506,1980-04-14
eco-centric,2,21419,91027,2001-05-23
Front-line,1,85384,69153,1977-04-11
moratorium,5,18644,76814,2005-08-08
Synergistic,1,45537,48489,2000-07-25
Polarised,2,74455,44747,2008-09-18
core,1,72312,61560,1966-09-19
Public-key,2,35568,12504,1984-08-03
Virtual,2,55345,12030,1966-05-11
Face to face,4,96900,75220,1957-04-29
secondary,3,38662,43078,2014-09-26
zero defect,1,3679,21134,1969-05-25
De-engineered,2,76042,52755,1996-05-17
Ergonomic,5,27652,2056,1978-06-24
didactic,2,53896,23108,1973-04-05
project,2,23762,86011,2004-03-14
homogeneous,5,50954,70441,1967-05-01
toolset,2,64332,33691,1961-11-06
functionalities,2,61712,43385,1986-06-15
maximized,2,63873,61229,1956-08-05
Balanced,5,65921,36777,1975-11-13
Triple-buffered,4,60997,80690,1972-03-22
