comment,rank,Movie_Id,User_Id,Date
24/7,3,95607,74352,2002-05-14
actuating,2,43408,83214,2016-04-27
matrices,1,52204,75510,1980-03-29
exuding,2,10021,41549,1960-08-05
4th generation,5,13877,8917,1998-08-23
Progressive,4,39169,45542,1958-09-05
holistic,5,35252,52650,2010-11-25
well-modulated,3,12515,96430,1974-10-17
service-desk,4,74085,661,2010-10-27
Decentralized,2,37240,15193,2011-09-22
Up-sized,5,19131,91391,2002-08-12
Distributed,3,7346,64511,1972-08-28
didactic,4,15799,45075,1970-07-18
Balanced,2,51442,49134,1951-09-24
toolset,1,81433,17416,2016-11-10
client-server,5,73851,98981,2006-09-28
utilisation,4,8560,45083,1959-03-30
Compatible,3,66275,22250,2008-04-18
moderator,5,87350,86587,2016-12-05
help-desk,1,26189,29790,1985-05-11
parallelism,3,28142,58493,1951-10-02
well-modulated,4,91171,67459,1955-02-11
static,3,34827,48798,2015-01-14
Quality-focused,5,56173,93561,1973-01-31
Quality-focused,4,78749,74144,2008-06-10
alliance,3,7015,21478,2012-05-27
full-range,4,20848,47861,1960-03-26
product,5,12813,46414,1999-11-15
exuding,1,85936,66348,2010-05-08
Business-focused,3,83672,26995,1976-10-26
modular,1,24205,74044,2000-07-02
Extended,3,63265,42796,2012-08-21
challenge,5,32091,85149,1992-06-29
Enhanced,4,80729,69617,1993-10-31
encoding,1,63392,52739,1958-07-29
Reverse-engineered,4,26618,51041,1965-12-14
directional,2,38168,83693,2005-10-13
Implemented,5,21052,82153,1995-12-01
flexibility,4,494,30592,2016-02-09
open system,4,593,28576,1989-03-28
impactful,5,7450,52346,1958-04-15
archive,5,93874,2653,2001-07-19
Innovative,4,55396,28087,1957-08-24
Extended,4,74835,94832,1973-10-30
foreground,4,17010,53682,2010-01-23
even-keeled,5,9644,26226,1976-01-18
Re-contextualized,5,12500,26193,1955-06-29
infrastructure,3,62682,42952,1975-12-16
policy,5,48325,80396,1997-06-14
encryption,5,81016,91125,1958-12-31
analyzer,5,17954,67510,1990-03-15
Enterprise-wide,2,5199,89936,1981-02-25
throughput,4,22326,22697,2016-03-29
fresh-thinking,2,27832,22738,1956-08-16
Phased,3,44242,8560,1996-03-05
pricing structure,3,82556,90915,1952-07-31
capability,2,14989,89516,2002-12-18
user-facing,2,30917,71697,1955-09-06
Customizable,5,16448,54004,1958-03-21
4th generation,4,70935,14671,1977-12-25
Public-key,2,73432,58587,2007-01-08
forecast,1,57834,29337,1996-09-15
hub,5,15746,95165,1976-08-22
didactic,2,7437,44931,1995-07-11
flexibility,2,29066,14697,1985-03-04
Ergonomic,4,61589,26760,1970-10-22
ability,2,18820,25054,1989-07-11
utilisation,2,63465,47762,2003-02-24
Horizontal,3,22947,12385,1957-11-20
