comment,rank,Movie_Id,User_Id,Date
Vision-oriented,2,42521,21257,1959-04-19
Multi-channelled,5,53222,38797,1975-09-29
encryption,4,65841,18384,1974-01-06
executive,4,40213,567,1952-10-22
demand-driven,4,96728,68166,1979-06-14
neural-net,1,16824,9741,2012-07-27
Team-oriented,3,42049,41597,1988-05-14
open system,3,34699,34311,1988-02-27
help-desk,3,90019,14620,1963-04-18
neural-net,2,7225,74786,1969-09-14
Pre-emptive,4,87469,19654,1986-06-20
zero administration,1,39658,95732,2007-09-20
utilisation,2,96599,36303,2011-11-13
static,2,1909,57185,1962-05-19
product,5,92735,37484,1988-10-29
installation,2,70326,80877,2014-11-30
product,1,36287,45860,2014-10-11
task-force,5,94039,86395,1960-03-02
Grass-roots,3,85429,22281,1993-07-20
encoding,1,22441,24610,1974-10-06
Decentralized,5,88508,31770,1974-09-28
Distributed,2,80360,33195,1967-04-11
Cross-group,3,50634,70042,1966-04-16
systemic,3,25529,36774,1962-01-23
process improvement,3,92079,48149,1958-09-12
upward-trending,4,42998,60013,1952-10-21
fresh-thinking,5,65489,78105,1955-02-17
uniform,5,50445,42385,2002-10-04
dedicated,2,1093,27154,1953-11-27
3rd generation,1,10921,6960,2014-01-27
neural-net,2,11142,57349,1957-10-03
Decentralized,5,6334,6146,1958-09-20
Synchronised,4,52925,5096,2007-12-28
knowledge base,3,7738,1239,2003-07-04
utilisation,4,48161,10196,1998-07-02
Programmable,2,50098,87691,1999-01-12
User-centric,5,14260,49669,1972-11-19
Inverse,4,61850,87885,1954-12-05
Innovative,5,76534,37761,2001-11-28
monitoring,4,73394,22468,1976-03-02
Seamless,5,68128,75322,1960-02-12
web-enabled,1,36992,1091,1977-08-21
3rd generation,1,62105,7303,2012-08-21
hybrid,3,57622,2007,1987-06-21
workforce,1,77006,43847,1961-11-20
Innovative,2,73424,39523,1995-06-09
protocol,4,90243,54945,1995-01-24
holistic,3,80224,10102,1957-09-11
functionalities,1,30849,66697,1967-11-14
systematic,4,9625,76265,1988-01-24
intangible,5,55799,25416,1980-04-12
Integrated,2,90219,26019,1987-10-27
project,2,6791,33683,1981-06-27
Switchable,5,13370,58704,1995-12-11
customer loyalty,5,92671,69504,1953-07-02
benchmark,4,72192,6339,1989-09-01
Adaptive,1,5266,77098,1979-11-23
definition,5,60649,53096,1956-03-28
Down-sized,5,80230,59635,1957-09-09
transitional,5,78507,8163,1983-05-14
Re-contextualized,1,13710,14306,1995-01-09
Progressive,4,98412,63307,2000-01-29
moderator,4,68333,32542,2000-02-07
non-volatile,4,91115,25563,1984-02-12
Extended,1,75642,483,2000-10-25
human-resource,1,49163,92648,1971-07-18
project,2,55092,23549,1952-05-17
parallelism,3,98342,61831,2008-03-28
3rd generation,2,54630,12096,1978-01-05
3rd generation,4,91581,14707,2000-03-01
collaboration,5,55588,8467,1984-05-12
customer loyalty,3,68566,33954,1973-10-28
Proactive,5,61579,27460,1992-09-19
paradigm,2,237,98009,2001-08-18
Devolved,3,77141,38500,1975-01-14
Networked,3,12489,38337,1966-08-04
modular,3,23469,63901,1965-04-21
Profound,2,76469,62255,1988-06-14
focus group,2,13947,61563,1965-02-22
reciprocal,4,12472,80733,1980-07-17
secondary,4,95833,73906,2008-12-22
definition,5,91143,92422,1955-02-09
model,1,55551,43409,1977-11-13
Quality-focused,1,19492,31832,1989-02-08
Future-proofed,4,17305,30776,1974-07-31
Multi-layered,2,13706,2158,1959-08-12
Optimized,4,17710,93342,1982-03-14
archive,3,12086,25197,2000-11-10
User-friendly,1,91456,80075,1992-11-25
Multi-lateral,4,37045,7379,2000-03-21
Organic,4,88457,25472,2015-04-01
Down-sized,4,95292,25081,2002-11-30
Mandatory,5,73759,20299,1990-06-29
impactful,5,58628,99036,2000-10-25
Proactive,2,12908,22148,2001-06-20
Programmable,1,88141,4626,1967-03-23
homogeneous,5,3853,18564,2003-06-28
Progressive,3,3788,54413,1995-05-30
installation,4,66553,16430,1979-02-06
6th generation,2,63904,94560,2001-09-07
Ameliorated,4,54661,37997,1960-06-07
web-enabled,1,19834,67419,1974-08-19
exuding,1,33921,62046,1989-01-14
Cross-platform,5,27106,46382,1995-10-26
discrete,5,9954,19756,2006-09-08
eco-centric,4,48452,58095,1980-11-04
fresh-thinking,1,45129,65877,1990-11-21
Decentralized,3,72036,79866,1978-05-03
analyzer,5,4923,27923,1961-11-02
local area network,5,29338,49352,1976-01-26
hardware,2,54097,14434,1959-11-22
24 hour,2,39467,11041,1983-05-16
Re-contextualized,1,80539,37082,1997-01-27
Cloned,4,75393,12131,1988-10-10
Triple-buffered,1,7432,6394,1962-12-05
holistic,1,75779,76233,2001-03-30
Extended,4,9366,34301,2004-03-10
Quality-focused,5,88323,26726,1960-12-07
website,2,27544,42055,1971-12-27
Optional,4,5191,76144,1977-12-03
methodology,5,31826,55797,1987-02-09
Ergonomic,4,34333,65418,2014-06-28
encompassing,3,42604,62389,1997-01-03
tangible,4,23857,52052,1991-11-25
impactful,1,93784,96199,1959-03-10
flexibility,4,62619,77909,1963-01-23
Robust,3,44497,88423,1958-05-14
Automated,5,57659,71033,1998-06-14
Cross-group,2,93516,20875,1954-06-23
customer loyalty,4,33374,2120,1965-07-31
challenge,3,32723,713,1986-10-13
Reactive,3,95184,57061,2009-02-26
Multi-layered,1,82438,71642,1997-02-04
Digitized,3,44668,31058,2000-04-25
middleware,4,59286,86235,1993-09-05
6th generation,5,55364,17665,2016-08-05
Configurable,2,74208,34822,1995-10-29
static,3,53400,88275,1963-06-16
workforce,3,35691,97501,1995-11-07
stable,1,84580,91620,1979-05-20
framework,2,74369,52097,1968-01-26
success,2,86547,98236,2012-05-10
process improvement,3,60681,66364,1965-10-29
Open-source,4,37078,5139,1971-05-05
bottom-line,5,67515,23149,1997-09-08
Enterprise-wide,1,65804,18995,1999-04-25
success,4,20679,35364,1989-04-16
intermediate,4,92366,51704,1969-04-23
Focused,3,77791,1825,2004-05-15
high-level,3,44016,11732,2014-09-20
Triple-buffered,1,34014,21898,2003-12-28
interface,3,57840,54121,1981-06-20
alliance,1,62370,54112,2007-06-23
Intuitive,3,405,57325,1997-11-09
Balanced,5,5603,82629,1993-02-16
systematic,3,88072,83736,1957-08-31
human-resource,2,12057,38345,1950-12-29
open architecture,5,52916,42019,1985-09-17
parallelism,1,77026,51888,1951-02-14
Re-engineered,2,12705,78365,1970-10-09
Secured,5,17526,83060,1978-03-31
homogeneous,2,67641,49409,2004-05-08
Organized,4,33550,82266,1996-07-17
analyzer,1,43370,56733,1999-10-16
demand-driven,3,3809,75667,1990-06-14
Up-sized,5,43556,64200,1967-01-19
Vision-oriented,2,58672,30668,2008-02-05
intangible,1,60454,34920,2011-05-06
Open-architected,1,91802,40295,1971-12-20
initiative,4,42196,20080,1971-01-01
local area network,4,23102,37922,1988-02-27
Phased,4,89216,27568,2000-03-20
knowledge user,3,59508,77127,1953-10-05
Stand-alone,3,97486,14592,1992-03-18
toolset,4,22877,47988,1985-01-31
systematic,4,69449,66352,1963-04-26
Optimized,5,90594,55701,1961-11-11
capability,3,89304,77477,2006-01-16
Adaptive,3,91053,50160,1967-03-09
regional,1,35656,67646,1973-04-13
function,1,78531,75239,2001-12-09
fault-tolerant,2,68593,15719,2006-01-28
multi-state,1,7500,29947,1976-02-11
collaboration,4,10367,39022,1957-08-03
utilisation,5,37471,47698,1983-08-16
Customizable,3,5876,14075,1983-05-19
internet solution,5,3123,64547,1979-06-07
user-facing,4,75084,61127,1953-03-07
approach,2,35696,83228,1991-01-11
upward-trending,2,85952,98413,1970-08-17
demand-driven,4,5054,16905,1975-03-30
modular,2,26312,6782,1985-02-22
Graphic Interface,1,69079,34589,1978-01-19
intangible,5,163,96803,1951-07-01
Distributed,1,6103,63388,2002-12-02
systemic,3,92931,46922,1967-11-23
contextually-based,2,42691,25490,1980-03-21
local,3,4478,63784,2009-09-01
5th generation,2,25954,10606,2012-08-03
Organized,3,54953,28678,1957-02-06
interactive,3,94719,77111,2013-12-18
bi-directional,3,67907,53191,1998-07-30
Adaptive,3,49862,51078,1964-02-21
solution,4,58670,81767,1975-04-26
static,1,90485,6389,1992-12-23
policy,2,13637,83463,1981-03-23
Integrated,1,29655,58771,2017-04-01
conglomeration,5,74607,66554,1965-12-20
model,4,40416,64449,1953-07-06
bandwidth-monitored,5,88347,10543,1998-03-10
needs-based,5,11079,13816,2010-02-04
Organic,3,24037,31565,2003-04-16
budgetary management,3,48505,5979,2008-06-05
access,2,10617,31469,1976-11-11
archive,2,97289,68195,1967-09-29
content-based,4,44400,74663,1958-01-01
Fundamental,4,71434,86494,2003-01-16
policy,3,53740,20897,1977-01-10
value-added,2,20432,98836,1970-12-18
uniform,2,60281,56735,1985-08-23
toolset,1,8466,80077,1994-05-31
Persevering,2,53505,90268,2007-04-02
composite,3,40421,62574,2000-05-15
optimal,2,52833,61942,1957-04-01
Right-sized,3,76660,2279,1977-05-14
implementation,1,82607,56123,2007-02-19
productivity,3,81062,35321,2012-09-15
Object-based,5,26897,92259,1959-12-11
middleware,5,47631,16436,1981-10-21
dedicated,3,26513,301,2015-10-10
Integrated,3,45905,77868,1986-01-01
Robust,2,97419,51293,1994-08-03
data-warehouse,1,83526,14710,1955-10-21
Multi-layered,1,36365,6549,2003-08-07
adapter,2,32154,7240,1980-04-28
Total,3,32153,97398,1989-12-11
context-sensitive,1,109,8775,1968-10-15
Multi-tiered,3,14883,3357,1974-09-26
alliance,1,18290,76905,1977-04-21
Optional,3,24254,70857,2012-10-30
Down-sized,4,97772,377,1987-11-12
encryption,3,47679,23471,2010-02-22
Assimilated,5,70706,92310,1981-07-11
national,2,68427,36313,1960-02-05
encompassing,4,29232,9672,2011-11-13
dedicated,1,64602,85134,1957-04-29
Ameliorated,3,21381,9770,2003-04-03
Seamless,1,19664,8368,1992-06-25
analyzer,4,30140,20602,1957-11-19
Customer-focused,3,94212,15777,1957-07-31
full-range,1,75598,39334,1990-01-03
Configurable,1,21961,9271,2015-09-18
cohesive,4,2498,36648,1985-12-17
function,2,44969,69870,1992-11-10
Down-sized,5,21308,73384,1989-08-20
synergy,4,2703,3476,1992-01-13
full-range,5,8576,81088,1991-09-14
intermediate,3,95590,73459,1981-08-07
portal,5,29806,33034,1995-04-23
solution,5,81023,27278,1982-10-21
De-engineered,5,75485,54197,1984-09-25
non-volatile,2,83115,28888,1985-09-21
Proactive,4,33160,60823,1992-10-22
Diverse,3,35634,32338,1987-10-27
local area network,4,3837,44284,1988-01-25
paradigm,4,82416,3752,1984-08-29
zero tolerance,2,44367,59354,1997-08-13
zero tolerance,2,26816,98087,2012-06-09
hierarchy,4,83196,64325,2000-03-18
success,4,61593,67808,1980-06-27
human-resource,1,11375,82202,1975-08-21
Fully-configurable,5,16301,15770,1970-06-29
Implemented,5,69938,30352,1994-07-21
groupware,1,82964,55990,2008-03-21
Cross-group,2,54371,98207,2013-08-10
tangible,3,94723,83396,1965-04-17
Multi-channelled,3,1390,70697,1981-08-18
systemic,2,22836,23684,2005-04-11
Optional,5,21971,59454,1961-06-16
Devolved,1,71505,63320,1956-04-23
full-range,3,39076,1884,1995-04-16
extranet,1,80430,90893,1982-04-16
Persistent,5,77116,6728,1974-02-15
instruction set,1,53696,73358,1967-09-30
Progressive,3,91815,37354,1980-06-08
well-modulated,5,42498,49299,1990-07-21
Cloned,4,72311,27078,1984-03-20
Visionary,2,89854,44639,2007-08-29
open system,4,27034,8483,1986-11-06
Pre-emptive,5,72236,89553,1958-11-03
Programmable,5,13279,87165,1974-02-28
throughput,4,19036,90641,1992-04-30
Extended,1,68798,87091,2003-07-03
